"[ 기저귀 선택할 시간도 없이 남편 친구분이 조리원 퇴소 전에 집으로 보내주셔서사용하게 된 하기스 네이처착용시 몸무게사이즈.단계], 긍정 텍스트 확률 : 78.85%"
"[디자인과 비비드한 색감도 이뻐서 올 여름 건복이 수영복도클로즈제품으로 사서 잘 입혔다는. 디자인 너무 이쁨.], 긍정 텍스트 확률 : 97.13%"
"[낮에 기저귀는 천으로 사용하지만], 긍정 텍스트 확률 : 53.45%"
"[밤보는 박스 결제 ㅋㅋ ], 긍정 텍스트 확률 : 63.96%"
"[ 이젠 잡고 서는 건복이에게 팬티기저귀가 딱이지만], 긍정 텍스트 확률 : 50.84%"
"[기저귀 길이 재보는걸로 끝이고], 긍정 텍스트 확률 : 80.38%"
"[아직 몰텍스는 사용전이에요 ㅎ ], 긍정 텍스트 확률 : 88.76%"
"[건복아], 긍정 텍스트 확률 : 59.03%"
"[ 읽어주셔서 감사합니다. 낭만주부올림. ], 긍정 텍스트 확률 : 95.23%"
"[ 기저귀에대해], 긍정 텍스트 확률 : 81.46%"
"[ 검색해보니 그런 경우가 많더라구요ㅠㅠㅠㅠ그래서 그검은자국도 얘기도많고해서 찝찝해서 밤에 어두운데서 기저귀 갈때 항상 불밑에서 확인하고 다시 아기자는곳으로 가서 기저귀 바꾼다고 고생했었습니다ㅠㅠㅠ무튼 그렇게 그제품을 다쓰고 유목민 생활이 시작됐습니다나비], 긍정 텍스트 확률 : 97.61%"
"[밤부는 얼마나 얇은지 밤에 싸도 왼쪽 한두번싼거는 오른쪼크기네요힘 많이 안줘도 진짜 작게 말려요 손이랑 비교샷이없는게 아쉬운데 무튼 진짜 슬림해서 여름기저귀로 딱이네요아마 여름에는 밤부랑 몰텍스 무조건 살꺼같아요가격이 비싸지만 그래도 우리아기가 소중하니깐근데 가격이 ㅎㄷㄷ해서 땀띠가 안생길때도 쓸진 모르겠네요그래도 땀띠 날땐 무조건 몰텍스랑 밤부일꺼예요이렇게 좋은데 가격까지 착하면 얼마나 좋을까싶습니다 ], 긍정 텍스트 확률 : 99.42%"
"[추가그냥 조금 다른데서 아낀다 생각하고 밤부 박스], 긍정 텍스트 확률 : 56.08%"
"[ 샛별지역이라면 주문하고 새벽에 바로 받으면서 써보시길 추천해드려요그리고 마켓컬리도 유아동 카테고리 제품에 이유식용 쌀도 좀 팔고 더 다양해졌음 좋겠네요이유식 쌀 많이 필요없는데 한박스씩 사면 택비가 더 나와서ㅠㅠㅠ그리고 마켓컬리 가게되신다면 추천인부탁드려요 ], 긍정 텍스트 확률 : 99.84%"
"[아....기분 더럽다진짜요 이걸 어찌해야하지...그후에 어떻게 됐냐고 궁금해하시는 분들위해 후기 남겨요. 하기스 상담원과 이틀정도 연락하다가 유한킴벌리 본사 과장님이 집에 다녀가셨어요. 일단 여자분이시고], 긍정 텍스트 확률 : 90.67%"
"[임신개월 여자분을 보내셨더라구요. ㅋㅋㅋㅋㅋㅋㅋㅋ이래도 되는 겁니까? ㅎ 전 거기서부터 아마 말린듯해요 ㅎㅎㅎㅎㅎ 그래도 오셔서 차근차근 설명 주시고 해주시니 맘은 좀 풀렸어요. 하기스 손잡이 부분보면 공기 주머니가 있는데 그 부분으로 들어갈수 있는 확률이 있다 하시면서 보여주시더라구요. 제조과정에서는 절대로 들어갈 수가 없데요. 고온의 상태로 만드는 거라 벌레가 있을 수 없다고 자부하시더라구요. 아마 패킹 후 생긴것같다고.. 저는 제가 원하는건 제발 이런일이 두번다시 안일어나도록 제조팀 유통팀 마케팅팀 등등 모든 부서가 머리 맞대고 회의해서 해결해 달라고 부탁드렸어요. 이건 너무 있어서는 안되는], 긍정 텍스트 확률 : 95.18%"
"[네띠 등등요...몰텍스꺼 괜찮아보여 그것도 사용해보려합니다. 육아하기 참 힘드네요 ㅠ 기저귀에서 벌레나오거나 불량있으신분 꼭 그냥 지나치시지말고 고객센터 전화하셔서 알리셔야해요 꼭이요], 긍정 텍스트 확률 : 96.47%"
"[.쿠팡에서 상품후기 보기 본 포스팅은 년 월 일에 작성되었습니다. ], 긍정 텍스트 확률 : 50.47%"
"[ 행복한 컨디션 유지하고 낮잠 두시간 자고 엄마빠 ], 긍정 텍스트 확률 : 90.08%"
"[사주보러 그 유명하다는 신천에 다녀오는동안 외할머니와], 긍정 텍스트 확률 : 69.09%"
"[ 삼촌이 울집으로 출동 ], 긍정 텍스트 확률 : 60.22%"
"[맘마주고 밤잠까지 재웠다 . 오메 ㅋㅋㅋ ], 긍정 텍스트 확률 : 53.00%"
"[ 가서 얼마나 좋았는지 ], 긍정 텍스트 확률 : 85.35%"
"[오늘 신랑 쉬는날 난 아침에 너무 피곤해서 자고 ], 긍정 텍스트 확률 : 86.68%"
"[오빠가 대신 일어나서 쪼꼬랑 놀아줬다♥낮에 아가 델고 바깥 공기 마시라고 백화점이랑 자라에 ], 긍정 텍스트 확률 : 97.15%"
"[놀러갔는데 차에서부터 자기 시작해서 계속 자다가 ], 긍정 텍스트 확률 : 87.37%"
"[아기 기저귀로 킨도 쓰고 있는데 주변 언니의 추천으로], 긍정 텍스트 확률 : 64.04%"
"[아기한테 좋다고 한다 .], 긍정 텍스트 확률 : 65.05%"
"[그리고 밤기저귀로 써도 샘없고 흡수도 잘된다 ㅋ], 긍정 텍스트 확률 : 61.60%"
"[싸악 사라지고 완전 만족하며 사용중 ], 긍정 텍스트 확률 : 81.71%"
"[ 부쩍 사람들이 보고 웃으면 환한 미소를 보여주고 ], 긍정 텍스트 확률 : 50.96%"
"[초기이유식 용기와 ], 긍정 텍스트 확률 : 62.66%"
"[을 주문했는데 세상 빨리 도착했다. 설렘설렘], 긍정 텍스트 확률 : 56.16%"
"[요기 네이버스토어팜 핀이 가격대비 퀄리티 좋다.], 긍정 텍스트 확률 : 56.84%"
"[ 성질쟁이 쪼꼬 창자가 튀어나올듯 울어서 엄마가 엄청 ], 긍정 텍스트 확률 : 80.59%"
"[수시로 코가 막히는 아기들은 목욕후 칙 뿌려주고], 긍정 텍스트 확률 : 53.78%"
"[면봉으로 살살 빼주면 아주 시원ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 64.20%"
"[집에서 놀고있던 실리트 스테인레스 냄비를 처음 사용], 긍정 텍스트 확률 : 64.81%"
"[풀어주고], 긍정 텍스트 확률 : 54.16%"
"[쪼꼬가 먹고 싶어하는 모습으로 있을때 얼른 먹였다.], 긍정 텍스트 확률 : 92.14%"
"[정도 먹은거같은데 정말 잘먹네 ㅋㅋㅋㅋㅋㅋ], 긍정 텍스트 확률 : 93.04%"
"[첫날이라 역시 쏟고 만지고 손가락 같이 빨고], 긍정 텍스트 확률 : 84.00%"
"[눈에 들어가서 울고 ㅋㅋㅋㅋㅋㅋ], 긍정 텍스트 확률 : 83.09%"
"[이어반즈 아기 귀마개], 긍정 텍스트 확률 : 57.95%"
"[ 활용도 장난아니다..], 긍정 텍스트 확률 : 60.53%"
"[사용한다던데 낮잠잘때 깊은 잠에 빠진듯할때 살짝], 긍정 텍스트 확률 : 75.10%"
"[귀 예민한 아가들 한테 완전 대박 아이템 ㅋㅋ], 긍정 텍스트 확률 : 95.46%"
"[많아서 복불복이다 하고 산건데 정말 나에겐 꿀템 ], 긍정 텍스트 확률 : 79.42%"
"[흡착볼], 긍정 텍스트 확률 : 71.56%"
"[쌀미음 이유식 둘째날], 긍정 텍스트 확률 : 75.16%"
"[너무나 잘먹어서 을 거의 다 먹었다 ㅋㅋ], 긍정 텍스트 확률 : 89.38%"
"[ ㅠㅠ 흡착볼은 ], 긍정 텍스트 확률 : 59.33%"
"[글라스락으로 충분할듯], 긍정 텍스트 확률 : 81.91%"
"[블루래빗의 와글와글 동물 가방 들려줬더니 조용히], 긍정 텍스트 확률 : 52.07%"
"[생후개월 아기가 낯 제대로 가리기 시작했다.밤잠 자다 깨서 신랑이 다시 안아재우는데 하도 엄마엄마], 긍정 텍스트 확률 : 93.78%"
"[ 나한테 오겠다고 엄마 ㅠㅜㅠ 이런다 ㅋㅋㅋㅋㅋㅋ그래서 알써 손씻고 올게 하고 잠깐 화장실간사이에 ], 긍정 텍스트 확률 : 70.63%"
"[세상 서러운 대성통곡이 시작됨... 후딱 씻고 가서], 긍정 텍스트 확률 : 63.55%"
"[ 안아줬더니 눈물 범벅 울음 뚝 그치고 아기띠해주니 바로], 긍정 텍스트 확률 : 86.83%"
"[ 잠들었다 ㅠㅜ 어제 친구왔을때도 얼굴보고 삐죽거리다], 긍정 텍스트 확률 : 56.27%"
"[ 울고 삼촌 얼굴봐도 삐죽거리다 울고 ㅋㅋㅋ ], 긍정 텍스트 확률 : 90.96%"
"[놀아주고 있는데], 긍정 텍스트 확률 : 68.32%"
"[있다. 아기가 눈이 잘 보이는 시기부터는 항상 모든], 긍정 텍스트 확률 : 81.04%"
"[그렇게 신기해할 수 없다.ㅋ], 긍정 텍스트 확률 : 55.20%"
"[눈 앞에서 치카치카해주기], 긍정 텍스트 확률 : 69.91%"
"[요리할때 색색의 재료 하나씩 보여주며 알려주기], 긍정 텍스트 확률 : 78.74%"
"[하는 법 설명해주기], 긍정 텍스트 확률 : 62.73%"
"[오물오물 냠냠 의성어는 먹을때 항상 사용하기 등], 긍정 텍스트 확률 : 69.65%"
"[바운서에 앉혀놓고 다 보여주고 이야기해주기], 긍정 텍스트 확률 : 82.65%"
"[이제 의성어 손으로 표현해주고 단어 말해줄때 해당 그림 만져주기 아주천천히.그 다음엔 아기 손으로 그림 천천히 만지면서 단어 읽기.], 긍정 텍스트 확률 : 94.85%"
"[반찬을 사먹자니 조미료를], 긍정 텍스트 확률 : 78.03%"
"[보내주기에 받으면 원하는데로 조리만 하면 된다 ㅋ], 긍정 텍스트 확률 : 62.96%"
"[도착하면 후기 남겨볼게요♥], 긍정 텍스트 확률 : 99.82%"
"[몰텍스 친환경 기저귀진짜 좋음신랑이랑 저랑 둘 다 뽑은 인생기저귀], 긍정 텍스트 확률 : 94.34%"
"[기저귀 파동 있을때마다 너무 너무 찝찝해서 폭풍 검색하다가여러 후보 중 제일 마음에 들어서 사용한몰텍스 기저귀], 긍정 텍스트 확률 : 97.84%"
"[저는 점보박스로 구매했어요아마 요게 더 싸기도 하고 몰텍스 기저귀가 다 좋은데 품절이 잦아서 ㅅ 쟁겨놓기 위해서 점보박스 몇 박스씩 구매하고 그랬어요 ], 긍정 텍스트 확률 : 66.08%"
"[깨끗 깨끗ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ너무나도 심플한 포장], 긍정 텍스트 확률 : 56.54%"
"[봉지를 뜯으면 이렇게 기저귀가 나오는데 얼핏보면 진짜 ㅋㅋㅋㅋ심플하죠 깨끗 ], 긍정 텍스트 확률 : 64.05%"
"[아기들 기저귀 귀엽게 아기자기한 모양이 프린트 되어 있는게 많은데사실 그것도 다 좋지 않다고 해요몰텍스 기저귀는 이게 끝 앞 쪽 배부분 프린트를 제외하고는 다른곳은 무지입니다], 긍정 텍스트 확률 : 78.17%"
"[진짜 심플그래서 더 마음에 드는 몰텍스 기저귀아무래도 딸이라서 더 걱정되는데최대한의 화학제품이랑은 거리가 멀어지는 느낌이라고 해야 할까요? ], 긍정 텍스트 확률 : 50.94%"
"[몰텍스 기저귀 두께는 많이 두껍지 않아요근데 진짜 흡수력은 짱이에요], 긍정 텍스트 확률 : 97.68%"
"[배 부분에 저 접착은 봄이가 꼼지락 하면서 떼면떼지기는 하더라구요그래서 만지기 전에 잽싸게 옷을 입혀야 한다는 ㅋㅋ ], 긍정 텍스트 확률 : 66.63%"
"[몰텍스 기저귀 착용 옆 모습 ], 긍정 텍스트 확률 : 51.52%"
"[몰텍스 기저귀 착용하고바지 입었을때모습기저귀가 슬림한 핏이에요 ], 긍정 텍스트 확률 : 94.70%"
"[어머 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ봄이 지금 뛰어다니는데기어다닐때 모습이네요], 긍정 텍스트 확률 : 87.10%"
"[바지 입고 옆모습 확인해도슬림한 핏이라서 아기 옷 입혀도 기저귀가두껍지 않고 좋더라구요 저는 사진에서 본 것처럼 진짜 아기였을때부터 돌때까지 몰텍스 기저귀 사용하다가품절대란으로 다른 기저귀로 갈아탔는데 팬티기저귀가 너무 편해서 다시 밴드로 못가고 있어용몰텍스 기저귀 쓰는동안은 진짜 만족했어요 ], 긍정 텍스트 확률 : 90.08%"
"[복숭이는 신생아 때부터 하기스 네이처메이드를 사용해왔는데요아기가 커지고 소변 양도 늘다 보니몇 가지 불편한 점이 생기더라구요.그리하여 더 좋은 제품이 없을까 기저귀 유목민 생활을 시작하게 되었습니다. ], 긍정 텍스트 확률 : 60.34%"
"[. 하기스 매직핏선물 받아서 사용해봤는데 네이처메이드와 거의 비슷했어요.네이처보다 아주 약간 얇고], 긍정 텍스트 확률 : 90.25%"
"[.몰텍스핫딜로 떴을 때 쟁여서계속 사용하고 있는 제품이에요.역시 친환경 기저귀이고무엇보다 뽀송함이 최고조금 생소한 브랜드라처음 구매할 때 후기를 꼼꼼하게읽어봤는데 평이 대체적으로 좋더라구요?그래서 구매했는데 웬걸현재 매우 만족하며 사용하고 있습니다.일단 사이즈가 넉넉해서 아기가 편안해하고허벅지 고무줄 자국 없어졌어요ㅎㅎ 배 쪽으로 많이 올라오는 타입이라한번 접어서 사용해요.그 덕인지 지금까지 샌 적 없어용.흡수력이 좋은 건지역류 현상이 적은 건지소변을 많이 봐도 피부가 뽀송하더라구요.신기해서 제가 손가락으로기저귀를 만져봤는데 안 묻어났어요ㅎㅎ대박물론 기저귀 겉면 축축함도 없구요이 기저귀는화학성분을 최소화하기 위해소변줄이 따로 없고소재도 약간 뻣뻣한 편이에요.부시럭 거리는 느낌이랄까?그간 부드러운 기저귀를 선호하던터라조금 의구심이 들엇지만피부에 자극이 있을 정도는 아니구ㅎㅎ소변줄 없어도몇 번 사용하다 보면교체 타이밍은 눈에 보이니까크게 불편하지 않았아요.다만한가지 아쉬운 점이 있다면아주 가끔 알갱이가 한두 개 나온다는...또르르..혹시나 해서 찾아봤더니환경에 미치는 영향을 최소화하기 위해패드를 얇게 만들었고그에 따라 아기가 활동을 하며알갱이가 조금씩 새어 나올 수 있으나안전성은 입증된 제품이니 걱정하지 않아도 된다고 하네요.흑흑포기하기엔 만족도가 높아서미온수로 잘 닦아주고 계속 사용하고 있어요.몇 가지 평이 좋은 기저귀를더 구매해뒀는데아직 써보진 못했네요.업데이트되는 대로 또 포스팅할게요.기저귀 선택에조금이나마 도움이되었으면 좋겠습니다.이상 복숭맘 이었습니다지극히 개인적인 의견이니 이 점 양해해주세용. ], 긍정 텍스트 확률 : 97.88%"
"[ 독일 기저귀 추천독일 유기농 기저귀릴리두네띠몰텍스빌로기 ], 긍정 텍스트 확률 : 80.66%"
"[독일친환경기저귀 추천 ], 긍정 텍스트 확률 : 79.58%"
"[독일 엄마들은 어떤 기저귀기를 사용할까? 가장 대표적으로는 아무래도 팸퍼스를 무시할 수 없을 것 같다. 워낙 글로벌한 제품이고], 긍정 텍스트 확률 : 91.46%"
"[판매처도 많다. 그러나 최근에 다이옥신 소동 등등으로 독일 내에서도 오가닉 제품에 대한 관심이 커지고 있다. ], 긍정 텍스트 확률 : 75.59%"
"[오가닉 제품 중 독일 내 제일 전통적인? 제품은 한국 킨도 제조사이기도 한 온텍스사의 몰텍스라는 제품. 한국에서도 꽤 알려진 제품이다킨도랑은 달라요. 킨도는 독일에서는 판매하지않고 한국에만 파는 기저귀고 유기농도 아니지요. 몰텍스는 베를린의 경우 에데카나 알디 같은 일반 슈퍼마켓이나], 긍정 텍스트 확률 : 58.53%"
"[비오마켓에서는 잘못봤고..카우프란트 같은 좀 규모가 큰 대형마트에서는 판매하는 것을 보았다. 데엠에서는 오프라인 매장에서는 판매하는 곳을 못봤는데], 긍정 텍스트 확률 : 73.56%"
"[재미있는 마케팅도 많이해서 엄마들 사이에서 인기가 좋다. 정기구독이라고 해서 우리나라 쿠팡같은 곳의 정기배송처럼 기저귀를 정기배송해준다. 이 경우 할인도 들어가고], 긍정 텍스트 확률 : 97.89%"
