"[ 평가표도 있어서각각 써본 후 정리해서 비교해보기 좋을것 같더라구요 ], 긍정 텍스트 확률 : 81.73%"
"[ 오로라라는 이름의 의미를 알 수 있는글귀가 무척 인상적이에요아이를 소중히 생각하며 만든다는철학을 엿볼 수 있어서 좋았어요 ], 긍정 텍스트 확률 : 98.84%"
"[ 뒷면도 바나나 디자인이 이어져요뒷면표시도 있네요 문구도 인상적입니다친환경 잉크를 사용하고친환경 인증을 받은 공장 설비에서 만들었다고 하니무늬가 많다고 걱정할 필요 없어요 ], 긍정 텍스트 확률 : 50.09%"
"[ 오로라 기저귀에서 가장 인상적인 점은 바로부드러운 촉감보들보들한게 지금까지 써본 것 중에가장 부드러워요안과 밖 모두 자꾸 손이 갈 정도로부드러워서 아기 피부에 닿는 느낌이 좋을 것 같아요아기의 부드러운 피부를 닮은 베어스킨 원단을사용했다고 해요 ], 긍정 텍스트 확률 : 94.50%"
"[ 기저귀 채워 놓고 잘 때 겨우 찍은 사진이에요이리 저리 뒤집고 가만히 있지를 않아서갈수록 사진 찍기가 힘들어요ㅠㅠ쯤 나가는 아들에게 넉넉한 사이즈라기저귀 차고 있는게 편해보여요 ], 긍정 텍스트 확률 : 83.85%"
"[ 옆으로 누웠을 때도 찍어보았어요잘 때 움직임이 많아도 다리와 등 부분의 밴드가 부드러우면서도 짱짱해서기저귀가 새지 않아요그래서 밤기저귀로 써도 좋을 것 같아요 ], 긍정 텍스트 확률 : 81.89%"
"[ 접착력도 좋아서 뒷처리도 깔끔하게 할 수 있어요 ], 긍정 텍스트 확률 : 95.41%"
"[ 오로라 기저귀 찬 뒷태 공개합니다오동통 다리랑 바나나 무늬 기저귀가정말 귀엽네요오로라 스킨핏 밴드 기저귀 차고 앞으로 건강하게 자라렴♡오로라 스킨핏 기저귀 적극 추천해요 ], 긍정 텍스트 확률 : 91.88%"
"[ 기저귀 설명이에요. 앗 중국공장에서 생산하네요 .. 국내 생산이 아니라 좀 아쉽네요 ...ㅜㅜ ], 긍정 텍스트 확률 : 79.10%"
"[ 뜯는 곳이 없어서 한참 찾았네요 ㅋㅋㅋ슈베스는 이렇게 옆에 트임이 있더라고요. ], 긍정 텍스트 확률 : 73.23%"
"[ 귀어운 땡땡이 기저귀 ㅋㅋ 색도 민트색이라 넘 이뿌네요 디자인까지 예쁜 기저귀로 유명할만 하네요 ㅋㅋ울 아가에게 사쥬가 딱이었어요.조금 낙낙해서 잘 입을 거 같아요. 너무 꽉끼면 아가가 불편하잖아요 ㅜㅜ ], 긍정 텍스트 확률 : 91.21%"
"[ 본 포스팅은 제품을 제공받아 직접 체험해 보고 작성한 후기 입니다. ], 긍정 텍스트 확률 : 63.50%"
"[ 우리아기를키울때중요하게생각되는부분이몇가지있죠그중에서도신생아부터사용하게되는기저귀우리아기한테사용하는건데꼼꼼히따져볼필요가있겠죠??흡수력이좋다고소문난슈베스기저귀소개해드릴게요슈베스팬티기저귀슈퍼슬림기저귀밤기저귀추천....... .......? 본문 이미지슈퍼슬림기저귀특대형슈퍼슬림형은대형], 긍정 텍스트 확률 : 93.67%"
"[또는 베트남이라고 다르게 적혀있었습니다.그리고 펨퍼스 단계 포장겉면에는 라고 되어있지만 쿠팡 상품페이지에는 라고 더 작게 표기되어있어요. 외국아기랑 우리나라 아기랑 체형이 달라 판매페이지 설명엔 우리나라 기준 체중으로 적어둔걸까요? 아마 외국 아기들이 어릴 땐 더 작나봅니다. ㅎㅎ ], 긍정 텍스트 확률 : 94.93%"
"[ 팸퍼스 스와들러 한달 사용후기 새로 출시된 팸퍼스 스와들러 이벤트에 참여하여한달간 써보게 되었어요팸퍼스기저귀 좋다는건 밤기저귀 검색하면서 익히 알고있었기에프리미엄으로 출시된 스와들러는 어떤지 너무 궁금했어요 ], 긍정 텍스트 확률 : 80.93%"
"[ 우선 눈에 안보여 걱정되는 성분팸퍼스는 년이라는 오랜 역사를 가진 기저귀인만큼세계적 관리 기관에서 모든 성분에 대한 안정성을 검증한다고하니모든 엄마들이 가장 걱정하는 유해물질 등의 걱정을 덜 수 있어요 ], 긍정 텍스트 확률 : 96.74%"
"[스와들러 특징 . 하트퀼트하트무늬로 되어있는 탑시트가 굉장히 부드러워졌고성질이 다른 가지 층이 합쳐져 더욱 빠르게 대소변 처리를 함실제로 제가 써본 기저귀들 중에서완전 순면이구나라는 생각이 들게 가장 부드러웠어요. 에어채널통기성이 높아 최대 시간동안 보송하게 지켜줌이 점은 격하게 인정해요시에 목욕시키고 기저귀갈아서 시쯤 보충수유하고최종 시에 기상하니깐 총 시간정도 하나로 버티는데아침에 갈아줘도 보송보송해요그래서인지 기저귀발진도 없고], 긍정 텍스트 확률 : 59.88%"
"[아직까지 땀띠도 없더라구요. 중 흡수채널중 흡수로 빠르고 고루 퍼져 아기가 찝찝하지 않게 도와줌아기가 응아를해도 울지를 않아요ㅋㅋ확실히 찝찝함이 덜 한가봐요 ], 긍정 텍스트 확률 : 92.37%"
"[그부분이 굉장히 얇아요그래서 착용감도 좋고], 긍정 텍스트 확률 : 89.26%"
"[ 팸퍼스 스와들러 사이즈표입니다 ], 긍정 텍스트 확률 : 70.18%"
"[ 우리 유하도 팸퍼스가 맘에 드나봐요 ], 긍정 텍스트 확률 : 72.31%"
"[ 한달동안 팸퍼스 스와들러 사용해본 결과. 미국 병원 판매율 위인 기저귀이며], 긍정 텍스트 확률 : 50.12%"
"[ 오랜역사를 가진만큼 성분에 대한 믿음. 피부에 자극없는 부드러운 얇은시트땀띠걱정 덜고], 긍정 텍스트 확률 : 79.54%"
"[ 여름되니깐 아이가 찝찝할까봐 팸퍼스기저귀만 손이 가더라구요팸퍼스 스와들러 기저귀 완전 강추입니다팸퍼스기저귀는 사랑이에요 ], 긍정 텍스트 확률 : 98.20%"
"[ 본 포스팅은 팸퍼스로부터 경제적 대가원고료 및 제품를 받았으나], 긍정 텍스트 확률 : 59.66%"
"[ 요즘 날씨가 훅 추워졌어요.저랑 지우는 겔겔겔.. 둘 다 감기랍니다😷지난주 목요일부터 등원도 못하고 가정보육중이에요.휴우 빨리 둘 다 나아야하는데 아직도 콧물 훌쩍거리면서 포스팅 쓰고있어요.전 새벽에 자다가 깼을때 지우 기저귀를 체크해보는 편이에요.새벽에 한번은 갈아야 안심이 되더라구요.여름엔 몰랐는데], 긍정 텍스트 확률 : 99.68%"
"[요즘 새벽에 기저귀 갈아준다고 벗겨내보면시트가 차갑더라구요.아 말 못하는 아기들의 설움 ㅠㅠㅠ기저귀가 차가워도 차갑다고 말 못하는게 참 짠해요.전 이거 작년 겨울에도 불편하다 생각했었거든요.겨울이 되면 윗공기가 서늘하다보니아기 기저귀가 소변에 젖었을때 차가워지는거요.그런데 요번에 마미포코에서이 불편함을 해소해주는 기저귀가 나왔다길래덥썩 물어왔어요.마미포코 피부 온기케어 팬티기저귀에요.지우는 마미포코 써본적이 많아서], 긍정 텍스트 확률 : 98.64%"
"[ 굉장히 반갑더라구요😉지우가 직접 사용해 본 후기 알랴드릴게요], 긍정 텍스트 확률 : 67.72%"
"[ 마미포코 온기케어 팬티기저귀에요.이번 겨울을 겨냥하듯이 출시되었네요.아기 소변본 기저귀 시트를 안만져 보신분 없겠죠?엄마라면 한번쯤 만져보시잖아요.내새끼 소변인데 뭘🙄 ㅋㅋㅋㅋㅋ전 흡수력이 좋은지 가끔씩 만져보는데], 긍정 텍스트 확률 : 91.12%"
"[ 마미포코 온기케어 팬티기저귀는되묻어남이감소 되어 더욱 보송보소한 아기엉덩이를 유지시킬 수 있겠어요👍 ], 긍정 텍스트 확률 : 92.19%"
"[ 지우는 마미포코 온기케어 팬티기저귀 대형사이즈를 착용했어요.키는 . 몸무게는 .에요. ], 긍정 텍스트 확률 : 71.69%"
"[ 사고보니 권장무게가 부터더라구요 ㅋㅋㅋ역시 아직은 대형이 잘 맞아요. ], 긍정 텍스트 확률 : 79.31%"
"[ 앞모습], 긍정 텍스트 확률 : 55.73%"
"[ 요 제품은 보들보들해요. ], 긍정 텍스트 확률 : 57.54%"
"[ 아기 키우면서 한번쯤은 느껴보셨을 불편함..이 불편함을 덜어주는 온기케어 팬티기저귀가 출시되어 너무 기뻐요🙂새벽에 기저귀를 굳이 갈아줄 필요도 없고], 긍정 텍스트 확률 : 61.39%"
"[ 냉기저감시트 와되묻어남감소 라는큰 메리트가 있는 마미포코 온기케어 팬티기저귀🙂이번 겨울은 밤기저귀], 긍정 텍스트 확률 : 80.92%"
"[낮기저귀 구분없이 마미포코로 지우랑 참 잘맞는 기저귀에요. ], 긍정 텍스트 확률 : 66.63%"
"[ 본 포스팅은 업체로부터 제품을 무상제공받은 솔직한 후기입니다. ], 긍정 텍스트 확률 : 55.74%"
"[ 하기스 네이처메이드 오가닉 코튼 커버 기저귀 사이즈는 총 단계가 있어요.저희 아기는 단계 기저귀 사용중이랍니당.소형 기저귀에는 남아여아 구분없는 경우가 많은데 하기스 네이처메이드 오가닉 코튼 커버는 세심하게 성별이 나뉘어져 있어요. ], 긍정 텍스트 확률 : 73.46%"
"[ 기저귀에서 무엇보다도 중요한 요소인 흡수력하기스 네이처메이드 오가닉 코튼 커버는 독일더마테스트등급 을 받아 피부자극테스트 완료된 기저귀에요안심하며 사용할 수 있어요그리고 안커버에시어버터 함유된 로션처리 로 부드럽게 아기의 살결을 지켜준답니당이런 세심함 너무 감동이에요 ], 긍정 텍스트 확률 : 55.35%"
"[ 이미 영상에서 소개되었지만 더 자세히 보여드리려구요영상에선 기저귀 벨크로 붙이는 숫자부분이 잘 안보이셨죠?이렇게 ], 긍정 텍스트 확률 : 73.54%"
"[ 아기가 변을 봤는지 기저귀 열지 않고도 확인할 수 있는 표시무늬가 있어요새 기저귀에는 노랗게 되어있지만 ], 긍정 텍스트 확률 : 64.12%"
"[첫째아이부터 둘째아이까지 육아하면서여러종류의 기저귀를 사용해보고우리아이에게 잘 맞는 제품을아직도 찾지 못했다 했을 만큼기저귀 유목민 생활을 했었는데요그이유중 제일 큰 문제가첫번째는 기저귀발진이였어요첫째나 둘째나 하도 예민했어서인지비싼 브랜드 제품을 사용해도발진이 생겨서 병원약 처방받아 사용한 적도있고주변에서 추천받았는데기저귀가 새거나 밴드자국때문에 바꾼적도 여러번이었어요 ], 긍정 텍스트 확률 : 90.83%"
"[ 아직 사용해보지 않은 분들은어떤점이 장점인지 잘 모르실 것 같아서실제로 개월동안 사용해보면서 느꼈던장점들을 얘기해보려고 한답니다 ], 긍정 텍스트 확률 : 52.83%"
"[ 허리밴드와 흡수시트가일체형으로 제작이 되어있어서실제로 입혔을 때에 아이들도 편안해하고용변을 본 후에 아래로 쳐지는것을 방지해줘요 ], 긍정 텍스트 확률 : 68.41%"
"[ 정말 말도 못하게 까불이인 우리 금이...둘째가졌을 때 딸이라고해서조용히 앉아서 아이들과 미술하고 책읽는 모습을 상상했는데태릉선수촌으로 가야되나 고민될만큼엄청난 활동성을 지닌 두 딸이 나왔더라구요진짜 잠자면서까지 뒹굴거리고자다가 벌떡 일어나서 침대로 올라갔다 내려갔다..이렇게 정신없이뛰어다니다보니기저귀에 쓸려서 가렵거나 아프다고하는경우도 많았어요 ], 긍정 텍스트 확률 : 98.84%"
"[ 근데 슈베스 사용하고나서는기저귀 벗기라고 하던지아프다고 하는게 없어졌더라구요금이가 또래보다 조금 큰 편이라서배와 허벅지도 상당히 튼튼한편이에요기저귀 갈 때마다 확인해봐도밴드자국이 거의 남지않을만큼부드럽고 신축성이 좋은 밴드를자랑한답니다 ], 긍정 텍스트 확률 : 92.37%"
"[ 쉬야를 많이하고 움직여도흘러내림이 없어서더욱 불편해 하지 않는 것 같아요 ], 긍정 텍스트 확률 : 81.39%"
"[ 아이의 엉덩이가 닿는 부분은부드러운 최고급 에어스루 원단을사용해서숨구멍이 눈으로도 보일정도에요통기성이 좋아서 땀띠나 발진이 덜 생기고흡수가빠르면서 역류현상이 없어쉬를 많이해도 축축한 느낌이 안생긴다고하더라구요 ], 긍정 텍스트 확률 : 79.34%"
"[ 요즘 아이들이 사용하는 기저귀들은유해물질 무첨가], 긍정 텍스트 확률 : 89.17%"
"[안전기준등을꼼꼼히 표시해둬서 사용할 때 걱정이 많이 덜어진 것 같아요이렇게 좋은 기저귀들이 많지만우리아이에게 잘 맞는 제품 고르는것도우선시 되야하는게 아닌가 싶네요기저귀 유목민이던 저를개월동안 아주 만족하면서 사용하게 해준 슈베스가격대도 너무나 만족스러운데제품에는 더욱 대만족중이라이젠 슈베스에 정착했답니다ㅎㅎ ], 긍정 텍스트 확률 : 99.86%"
"[ 한 단계 더 업그레이드된 하기스 네이처메이드 오가닉 신생아기저귀 사용 후기여린 피부를 부드럽게 보호해줘요또다시 리마인드된 나의 육아.다시 옛 기억을 더듬어 괜찮았던 방법은 그대로 쓰고], 긍정 텍스트 확률 : 89.20%"
"[ 어려웠던 부분은 쉽게 바뀌면서 나름의 경력?으로 케어를 하고 있는 요즘입니다.첫아이가 개월이 되면서 밤에도 기저귀를 착용하지 않아 졸업을 한 것 같은데 다시 둘째로 인해 만나게 되었네요.ㅎ신생아 때부터], 긍정 텍스트 확률 : 55.85%"
"[병원과 조리원에서부터 착용했던 하기스 브랜드. 똥찬이 때에도 꽤 길게 잘 썼었는데요.물론 여러 가지를 사용해보긴 했지만다시 고르려니 이것밖에 생각이 나지 않더라고요.그래서 이번에도 같은 걸로 고르게 되었어요.나름의 포인트를 모아서 새 제품으로 교체하는 것도쏠쏠하긴 했는데 이번에 기존에서 한 단계 업그레이드된 유기농 순면으로 나왔다고 해서 궁금하기도 하고 아기 피부에도 더 좋겠다 싶어사용해 보기로 합니다.], 긍정 텍스트 확률 : 96.28%"
"[ 원이에요.혹시 맞을까 안 맞을까 궁금한 분들은 매 구성의 체험팩도 별도로 판매를 하고 있으니이걸로 먼저 체험을 해보는 것도 괜찮을듯해요. ], 긍정 텍스트 확률 : 56.30%"
"[ 자연의 편안함과 섬세함을 담은 하기스 네이처메이드 오가닉 아기기저귀의 특징을 보면 뒷면에도 잘 나와 있는데 한 번 더 언급을 해 볼게요우선 연약한 아기 피부를 생각해 부드러운 . 국제 공인 에서 인증한 리얼오가닉코튼 을 사용했다는 점이고요..의 유럽산 안심 흡수 소재를 썼기에내용적인 면에서도 안전 하게 쓸 수 있다는 것이 제일 큰 장점이에요.펄프핀란드], 긍정 텍스트 확률 : 74.51%"
"[덴마크산 또한 독일 피부 과학 연구소더마테스트에서도엑설런트 최고 등급으로완료를 거쳤기에 좀 더 믿을만하고 쓸 수 있겠죠? ], 긍정 텍스트 확률 : 87.85%"
"[ 제품을 개봉해보면 화이트하고 깨끗하다는 느낌을 받을 수 있는 디자인을 만나볼 수 있는데요.뒷면 단계가 표기된 부분은 동일하고], 긍정 텍스트 확률 : 79.43%"
"[ 앞 부분에 그려진 그래픽이 조금 차이가 있습니다.하나는 문구가 적혀 있더라고요.ㅎ아기자기한 그림이 그려져 있는데 과하지 않아서뭔가 순면의 깨끗한 느낌이 들기도 합니다. ], 긍정 텍스트 확률 : 81.67%"
"[ 허리와 다리 밴드 부분은 천연 사탕수수 원료로 만든 친환경 소재를사용해서 만들었다고 해요. 때문에 살결에부드럽게 감싸주면서도 체형을 잡아주고 샘 방지 역할을 하고 있습니다.만졌을 때 상당히 부드럽다는 것을 느끼고특히 옆샘부분은 누워만 있는 영유아라면 꼭 필요한데 두 마디 이상을 덮을 정도로 꽤 깊게 만들어져 있더라고요. 아무래도 묽은 대변이 나올 확률이 많기에..제가 접했던 소형 중에서는 제일 폭이 깊은 것 같다는 생각이 드네요.그리고 뒤쪽에도샘 방지 포켓 이 있기 때문에 묽은 변이 뒤쪽으로 넘어가더라도 새지 않게 잡아줘서 잡아줍니다. ], 긍정 텍스트 확률 : 99.84%"
"[ 조금 지나고 난 모습.머금고 있는 컬러가 다르죠?그리고 손으로 닿아보았을 때 축축한 여부도 차이가 있었습니다. 뭔가 타사에 비해하기스리얼 오가닉 코튼이 좀 촉감 면에서 더 부드러웠어요. 보송보송한느낌이 들기도 하고요.여러 번 소변을 보더라도 찝찝하지 않겠구나 싶기도 합니다. ], 긍정 텍스트 확률 : 57.91%"
"[ 왼쪽이 타사], 긍정 텍스트 확률 : 50.61%"
"[오른쪽이 네이처메이드 오가닉.흡수 부분에서 묻어 나옴은 비슷했던 것 같은데내부 구성하고 있는 건 전혀 다르다는 거..단면을 잘라 보았습니다. ], 긍정 텍스트 확률 : 50.94%"
"[ 타사 제품이 좀 더 통통하게 부풀어 오르긴하더라고요. 그런데 잘라보면 안쪽의 모습이 현저하게 다릅니다.안감 성분의 차이였는데 보니까 부직포로 혼합 섬유를 쓰고 있다는 점에서 큰 차이가 있네요. ], 긍정 텍스트 확률 : 77.99%"
