"[.우리❤ ], 긍정 텍스트 확률 : 62.63%"
"[아우.. 코코몽 뮤지컬 너무 가고픈데강남....용인에서 강남.. 후아후아아기들 식습관도 도와주는 코코몽 뮤지컬작은 공간에서 하니 잘 보일것도 같은데고민이고요 ㅠㅠ이거 신청 엄청 간단해요저거 블로그에 스크랩하고 댓글만 남기면 땡꼭 신청해보세요], 긍정 텍스트 확률 : 80.18%"
"[여름 아기내복 정리원 실화인가요??워.. 저.. 조카 선물로 샀는데 오끼오 부내복 그새 가격이 또 내렸네요 ㅠㅠ ], 긍정 텍스트 확률 : 92.65%"
"[살부터라 너무 아쉽열많은 별이가 입기에 얇지만 길이랑 품이 넉넉하니 무릎 내려와서 좋은데왜 아가아가용은 안만들어주는지아쉬버요 ㅠㅠ ], 긍정 텍스트 확률 : 96.24%"
"[ 감기 조심하세요 ㅠㅠ ], 긍정 텍스트 확률 : 82.32%"
"[믿었던 군...도라에몽에게 실망하다 ], 긍정 텍스트 확률 : 51.23%"
"[아기 기저귀를 사용하면서 많은 기저귀 후기를 적었었는데요매번 이것저것 다 써봐도 가성비는 군이다했었는데...흠..흠...이번에 군에서 새로나온 군팬티 도라에몽평소 도라에몽을 늠흐늠흐좋아하는지라바로 구입을 했죠제가 좋아하는군좋아하는 도라에몽 대박대박??이렇게 생각하며 구입을 했었죠... ], 긍정 텍스트 확률 : 81.05%"
"[팸퍼스 팬티와 허리부분을 같이두고 비교하면확실히 길이가 짧은게 느껴지시죠 ], 긍정 텍스트 확률 : 84.57%"
"[같은 군은 군밴드와도 비교해봤어요제가 밴드는 군슬림앤드라이팬티는 팸퍼스를 사용중이라두제품 중형은 크기가 비슷했는데군팬티 도라에몽이 확작은느낌이라..ㅎ당황스럽네요 ], 긍정 텍스트 확률 : 76.95%"
"[허벅지부분잘늘어나긴하지만 꿀벅지 아기라면벌겋게 자국이 남는...ㅜㅜ ], 긍정 텍스트 확률 : 83.11%"
"[↑ 그리고 옆면...다른제품과 차이 느끼셨나요??애기 기저귄 통풍이 되어야 발진이 줄죠근데 이건 비닐느낌같은... ], 긍정 텍스트 확률 : 89.74%"
"[↑ 팸퍼스팬티 옆면 위에 사진두개 비교해보세요보통 제가 써본 기저귀들 샘방지는 팸퍼스와 비슷합니다...비닐느낌의 공기가 전혀통하지않을것같은건도라에몽이 첨이네요 ], 긍정 텍스트 확률 : 56.22%"
"[진짜 저 태어나서 이런 부드러운 티슈는 첨이네요 진짜 진짜 부드러워서 ㅋㅋㅋ 코닦을때자극이 하나도 없네요 비염때문에 항상 휴지를 달고 사는데 이건 정말 혁명이예요감사합니다 에리에르 ❤️ ], 긍정 텍스트 확률 : 98.27%"
"[ 앙블랑기저귀로 갈아탔어요아기 발진 해결.ㅠㅠ 개월사용후기], 긍정 텍스트 확률 : 67.05%"
"[우리 아기 엉덩이발진을 드디어 잡아준 기저귀예요.완전소중 앙블랑 기저귀ㅠㅠ..너는하트..너는사랑... ], 긍정 텍스트 확률 : 87.11%"
"[개월인 우리 아기는 지난여름부터 앙블랑 기저귀를 쓰고 있어요.그전에 다양한 기저귀를 많이 사용했었는데.. 항상 조금만 늦게 갈아줘도 발진이 있어서 고민이 많았거든요.ㅠㅠㅠㅠㅠㅠㅠ신제품 행사라고 물티슈 준대서 ㅋㅋㅋ 한 번 속는 셈 치고 산 앙블랑기저귀를...이제 끊이지 않고 계속 쓰고 있네요.], 긍정 텍스트 확률 : 80.61%"
"[여름부터 사용하면서 느낀 장단점 및 아기 착용샷은 글 하단에 있어요. 바쁘신 분들은 스크롤 ], 긍정 텍스트 확률 : 64.58%"
"[다른 알록달록 화려한 기저귀 겉 봉지와 다르게 심플하고 예쁘게 패키징 되어있어요.], 긍정 텍스트 확률 : 95.71%"
"[설명 보자면 ㅠ 킵밴드 기저귀는 소형중형대형특대형으로 .킵팬티 기저귀는 남아용 대형], 긍정 텍스트 확률 : 76.15%"
"[ 특대형여아용 대형], 긍정 텍스트 확률 : 57.95%"
"[배 강화된 허리 텐션과 초박형 슬림핏으로 최상의 착용감을 선사합니다..놀라운 흡수력신기술 고분자 매직 흡수체를 적용해서 뭉침 없이 강력한 흡수력으로 부피를 줄이고 흡수력을 최대로 높여 아기 엉덩이를 항상 보송보송하게 유지해요..뛰어난 통기성최첨단 에어홀 설계를 적용해서 기저귀와 아기 엉덩이 사이에 공기가 통할 수 있게 합니다..순면감촉커버프리미엄 순면 감촉 커버로 여리고 민감한 아기 피부를 자극 없이 지켜줍니다.이렇게 다시 한 번 보는데... 정말 제가 느낀 바가 그대로 적혀있네요. 이 이야기는 장단점 총평에서 다시 생생하게 느낀 대로 적어볼게요. ], 긍정 텍스트 확률 : 99.41%"
"[기저귀 봉투를 뜯었어요. 가지런히 담겨있는 새 기저귀를 보면 왠지 마음이 든든해요. 키키 ], 긍정 텍스트 확률 : 67.95%"
"[단순한 앙블랑 기저귀의 모습입니다. 처음에는 저글자가 꼭 이마트 같다고 ... 노브랜드 제품이냐며 웃었었어요. ㅋㅋㅋ꼭 허리밴드가 화려한 기저귀들 많은데요. 앙블랑 계속 쓰다 보니 이 심플함이 마음에 드네요.ㅎㅎ ], 긍정 텍스트 확률 : 99.91%"
"[허리 밴딩 또한 상당히 넓고 탄성이 좋아요.안에 고무줄이 많이 들어간 느낌.ㅋㅋㅋ 엄청 부들부들해요. ], 긍정 텍스트 확률 : 63.83%"
"[이중으로 잡아주는 기저귀 안쪽 옆라인의 모습이에요.이 또한 부들부들하고 꽉 잘 잡아줘서 용변 양도 활동성도 좋은 우리 아기 앙블랑 쓰고 나서 거의 새지 않아요. ], 긍정 텍스트 확률 : 99.93%"
"[앙블랑 기저귀의 가장 강점이라 생각되는... 얇디얇은 두께. ], 긍정 텍스트 확률 : 63.65%"
"[우리 아기에게 입혀봤어요.간혹가다 앞에 찍찍이 붙는 면이 뻣뻣하고 두꺼운 기저귀들이 있어요. 코ㅌ니 등등 ... 그런 기저귀는 아기가 배를 접힐 때불편하겠다 란 생각이 들면서도 그냥 사용했었는데요. 앙블랑은 저면조차 부들거리고 말랑말랑해서 아기 활동할 때 불편함이 없게 느껴졌어요.], 긍정 텍스트 확률 : 90.39%"
"[새 기저귀를 갈고 신나서 흔들흔들. ㅎㅎ ], 긍정 텍스트 확률 : 63.64%"
"[장점그렇게 얇다는 팸퍼스 정도로 얇아요.크기는 넙데데 해서 팸퍼스보다 커요 팸퍼스는 위아래로 길쭉하지요.쉬 냄새 일체 없어요.발진? ㅋㅋㅋ 코웃음 납니다. 발진 이렇게 없는 기저귀 코트니 다음으로 첨이에요.어찌나 부드러운지 안쪽 면이나 바깥쪽 면이나 다 부들부들부들부들해요.세심한 디테일들 찍찍이의 크기], 긍정 텍스트 확률 : 60.70%"
"[단점을 살펴볼까요.비싸요. 아마 기저귀들 중에 프리미엄 라인일 거예요. 손꼽히게 비싼 걸로 알고 있어요. 비싸.ㅠㅠ판매처가 많지 않아요. 오프라인은 보지 못했었고], 긍정 텍스트 확률 : 75.10%"
"[온라인에서만 구매했어요. 온라인에서도 몇몇 군데에서만 직판하는 것 같아요.제품 디자인 프린팅이요모양 말구.이 영 심심해요.ㅋㅋ 꼽고 꼽아서 단점을 적어봤어요.저에게는저 단점을 장점이 모두 상쇄하네요. 커피 한 잔 안 먹는다고 생각하고 앙블랑을 주문하고 말지], 긍정 텍스트 확률 : 63.70%"
"[다른 기저귀들은 이제 못 쓰겠어요.한 번 앙블랑 쓰니 ㅠㅠ 계속 쓰게 되네요.홍보도 부족하고 해서 없어질까 봐 걱정이에요. 정말 어떤 대중적인 기저귀보다도 품질력이 뛰어난 앙블랑 기저귀예요.나중에 팬티 기저귀 리뷰로 또 돌아올게요. 우리 아기 기저귀는 ... 뗄 때까지 앙블랑으로 쭈욱 갈 것 같네요. ㅠ저같이 발진없는], 긍정 텍스트 확률 : 98.54%"
"[ 얇은 기저귀 찾는 분들께 꼭 도움이 되었으면 좋겠어요 .?처음부터처음부터 끝까지 내 돈 주고 사서 쓴 후기입니다. .?그래도그래도 기저귀는 아기에게 잘 맞는 것이 최고 중요하니], 긍정 텍스트 확률 : 99.69%"
"[♥하트♥부탁드립니다... 정중정중 ], 긍정 텍스트 확률 : 99.99%"
"[벌써 월의 마지막 날이네요.아직 이 무더운 여름이 한달 더 남고], 긍정 텍스트 확률 : 55.25%"
"[ 러닝 개를 구매했어요.러닝 같은 경우는 사실 집에서만 있을때 요새 너무 더워서바지 잘 안힙힐때 많자나요.거기다 하윤이는 천기저귀를 해서 바지 입히기가 힘든데], 긍정 텍스트 확률 : 65.11%"
"[ 러닝에 기저귀 바람으로 다닐때도 많거든요 ], 긍정 텍스트 확률 : 68.46%"
"[첨이헬로버드부유아복 제품인데도 제 마음에 디자인이 딱 마음에 들더라구요.여동생은 약간 현란하지 않냐 하는데저는 좋았어요신랑도 마음에 든다며], 긍정 텍스트 확률 : 96.12%"
"[이쁘다고 놀러갈때 입히자고 하더라구요.그래서 ㅋㅋ 요거 입히고 서울대공원 다녀왔어요.꼭 실내가 아닌 밖에서 입어도 꽤 괜찮았는데요. ], 긍정 텍스트 확률 : 93.66%"
"[ 부드러우며 촉감이 차고 가벼워 시원하다고 하니], 긍정 텍스트 확률 : 50.88%"
"[ 아이의 목에 더욱 편안하게 입을 수 있도록 되어 있어서 이 부분도 좋았어요. ], 긍정 텍스트 확률 : 98.97%"
"[옷이 젖지 않아서 좋더라구요. 아이도 시원한 느낌도 들고], 긍정 텍스트 확률 : 73.01%"
"[내복 느낌이 나지 않아서 외출할때 입어도 이뻤어요 ], 긍정 텍스트 확률 : 52.56%"
"[팔쪽과 허리라인의 프릴이 더욱 여성스러운 느낌을 주게 하는 첨이첨이 유아내복 ], 긍정 텍스트 확률 : 76.84%"
"[실내에서 입었을때의 모습인데요.나시에 프릴이 있어서 정말 더욱 여성스러움을 줘서 마음에 들더라구요.깔끔하면서도 스트라이프로 포인트를 준], 긍정 텍스트 확률 : 99.44%"
"[하기 포스팅은 서포터즈로서 적립금을 받아 작성한 후기 입니다.], 긍정 텍스트 확률 : 58.95%"
"[ 우리아이 깊은 숙면을 위해서 발진걱정없는 플로라 닥터피아 기저귀], 긍정 텍스트 확률 : 57.67%"
"[저는 구성품 중에 그린핑거 세라마이드워시랑 더블하트 베이비로션오일이 누락되었어요..ㅠㅠㅠㅠ 괘...괜찮아요ㅠㅠ 기저귀만으로도 감사합니다 ĬĬ 수유패드랑 오버나이트입는 형은 첨이네요ㅎㅎ는 출산가방에 챙겨놓고], 긍정 텍스트 확률 : 99.85%"
"[ 아기가 편한 메리즈팬티기저귀 엄마들이 좋아하는 이유가 있지요 . 블링블링맘 ], 긍정 텍스트 확률 : 81.85%"
"[요즘 뒤집기를 너무 잘 하는 우리 두봄이 기저귀 교체하는것도 쉬운 일이 아니게됐어요이제는 기저귀 갈아줄때마다 전], 긍정 텍스트 확률 : 88.73%"
"[ 팬티 기저귀로 많이 바꾸시나봐요팬티 기저귀도 종류가 많은데 이런거 선택할려면 정말 선택 장애 온다는 ㅠㅠ육아시작이후로 육아용품 골라야할때마다 오는 결정장애들], 긍정 텍스트 확률 : 95.31%"
"[저만 그런거 아니죠?ㅋㅋ메리즈 기저귀 이웃님들께 좋다는 말을 많이 들어서 꼭 한번 써보고 싶은 마음 한가득이었는데이번에 메리즈 팬티기저귀를 만나게 되었답니다 ], 긍정 텍스트 확률 : 97.37%"
"[두봄이에게 거쳐간 기저귀들이 많았는데 요레 환영받은 기저귀는 첨이네요 너 은근 촉있는 아이구나 ㅋㅋ ], 긍정 텍스트 확률 : 73.98%"
"[앞뒤토끼 그림이 귀여워요 ], 긍정 텍스트 확률 : 76.31%"
"[이건 기저귀를 뒤집은 모습인데요 울아기 살이 닿는 부분이니 안쪽도 체크해봐야겠죠?ㅋㅋ눈으로도 보이겠지만 만져보면 아주 보들보들해요 ], 긍정 텍스트 확률 : 50.46%"
"[허리밴드의 신축성도 좋아서 아주 쭈욱 잘 늘어나요 ㅋㅋ두봄빠에게 이거 찍는다고 도와달라고했는데 이제서야 .. ], 긍정 텍스트 확률 : 97.60%"
"[ 도움받기 힘들다묘 ㅠㅠ ], 긍정 텍스트 확률 : 54.06%"
"[두봄이는 피부가 예민한편이라 밴드 찍찍이 부분 피부가 자주 빨개졌는데 메리즈팬티기저귀는 바지입히는것처럼 쓱 올리면 되니 정말 편해요밴드부분도 쫄리지않고 부드러워 굳막 신나게 움직여도 샘방지선이 중으로 되어 있어서 더 안심할수있어요 ], 긍정 텍스트 확률 : 93.77%"
"[메리즈팬티 기저귀 사용후 돌돌돌 감는 모습은 동영상으로도 찍어봤어요초보맘인 저는 요런게 신기하더라구요 ㅋㅋ전에 사용했던 밤기저귀는 아침에 갈때 바지가 촉촉했었는데메리즈팬티기저귀는 쉬야 냄새도 안나고 쉬야를 많이해도 옷에 묻어나는게 없어서 좋더라구요요즘 메리즈 팬티기저귀에 빠져들고있어요블링블링맘님의 이벤트에 당첨되어 업체에서 제품을 무상으로 지원받아 솔직하게 작성한 후기입니다], 긍정 텍스트 확률 : 83.31%"
"[너무 사랑스럽고 귀여운 블링이를 육아중이면서 현재 임신개월중인 블링맘님볼거많고 배울거많은 블링블링맘님의 블로그에 놀러가봐요 ], 긍정 텍스트 확률 : 99.93%"
"[신생아 선물세트는 총 가지가 있어서 취향에 따라 고를 수 있어요색감이 참 예뻐서 더 맘에 쏙 들어요 ㅎㅎ핑크도 예쁜데 아들이라 색상은 으로 골랐답니다 ], 긍정 텍스트 확률 : 50.27%"
"[주는 사람도 받는 사람도 기분좋은 선물오끼오 브랜드 제품으로], 긍정 텍스트 확률 : 85.07%"
"[ 편면 원단으로 제작되었구요아이가 태어났을때 꼭 필요한 구성들로만 담겨져있어요 ], 긍정 텍스트 확률 : 98.18%"
"[종 구성 디자인은 상자 옆면에서 미리 볼 수 있는데요앙증맞고 귀엽죠?지비스타일몰 에서 만나실 수 있어요 ], 긍정 텍스트 확률 : 78.61%"
"[ 턱받침으로 되어있어요 ], 긍정 텍스트 확률 : 67.58%"
"[배냇 슈트 디자인은 기저귀 갈이가 용이하게 가랑이 부분에 똑딱이가 개 있어요신생아는 속싸개를 하고 한두달을 보내게 되는데 똑딱이로 아래까지 고정되니 쉽게 팔을 빼거나 하진 못할것 같은 느낌이네요제가 입혔던 배냇은 저고리 형태라 아이들이 손을 빼는 일이 일쑤였는데 말이죠 ㅎㅎ ], 긍정 텍스트 확률 : 73.63%"
"[편리한 똑딱이는 쇠가 아니라 또 안심신생아제품임에도 쇠붙이로 똑딱이 마감이 되어있는 제품들이 꽤 있어서 요런 부분도 꼼꼼하게 체크하는게 좋아요 ], 긍정 텍스트 확률 : 96.57%"
"[그리고 턱받이도 예뻐요테두리 마감도 깔끔하고 오끼오 네임텍도 딱ㅎㅎ ], 긍정 텍스트 확률 : 86.47%"
"[고정부는 밸크로 처리가 되어 있네요침을 많이 흘리는 아기들이라 침받이 턱받이는 필수세트에 포함된 구성이라 너무 좋네요 ㅎㅎ ], 긍정 텍스트 확률 : 97.29%"
"[예쁘고 착한 원단에 마감도 꼼꼼한 제품이라 적극 추천 드리고 싶어요동생은 선물받고 넘넘 귀엽고 예쁘고 너무 좋아했답니다 ], 긍정 텍스트 확률 : 99.80%"
"[저는 요렇게 예쁘게 담아서 갔어요 ], 긍정 텍스트 확률 : 61.78%"
"[출산선물 아기선물 배냇세트 아기선물세트 고민하신다면 지비스타일몰에서 출산종세트 가지 세트중에 골라보시는건 어떨까요? ....? 출산선물세트 종 보러가기 ], 긍정 텍스트 확률 : 87.95%"
"[ 소리맘 산모교실 경품도착❤ 깔끔하고 실용적인 국민기저귀함펭귄기저귀함 ], 긍정 텍스트 확률 : 52.03%"
"[ 대박이다ㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 76.60%"
"[ 오빠가 순식간에 조립완료조립도 엄청 간편하고튼튼하고 가볍고바퀴도 부드럽게잘움직여서 넘편하다 ], 긍정 텍스트 확률 : 89.15%"
"[다음주 가려면 어떻게든 나아야죠 톡톡후기도 남길꺼예요], 긍정 텍스트 확률 : 55.60%"
"[ 맘에 드신다니 다행입니다♡♡♡항상감사해요♡], 긍정 텍스트 확률 : 97.55%"
"[ 저희아기 저랫는데 두드러기엿어요ㅜㅜ], 긍정 텍스트 확률 : 67.82%"
"[문짱아ㅇㅏ안그랬다가도 갑자기 그럴수있군요.다음날되면 또 들어갔으니 낼도 괜찮으면 병원 안가고 새우만 끊으려구요.댓글 감사드려요], 긍정 텍스트 확률 : 76.73%"
"[안녕하세요. 자세히 후기 올려주셔서 맘님들께 많은 도움이 될 것 같아요. 감사합니다.], 긍정 텍스트 확률 : 92.02%"
