"[...우리 춘삼이는 일 이후부터 밤에 통잠을 잔다..그전에 몇번 시간 자더니], 긍정 텍스트 확률 : 65.96%"
"[ 아기 목욕시킬 때 사용하는 목욕타월이에요.대나무에 경사진 곳은 오가닉원단이라 자극이 없어서 좋아요.정말 물에 닿아도 부드럽더라고요. ], 긍정 텍스트 확률 : 88.81%"
"[ 중거즈로 되어 있는 거즈블랭킷인데 낮잠이불로도 사용할 수 있을만큼 크기가 제법커요.로 정사각형 사이즈고요.베이비핑크스카이블루 퍼플그레이 가지 색상이 있는데 전 스카이블루대나무와 오가닉 각각 로 구성이 되어 있어서 좋더라고요.크키가 크니 첫째 등원시킬 때 덮어주는 이불로도 사용하지만 때로는 햇빛가리개로 사용하기도 하고속싸개로 사용하기도 하고], 긍정 텍스트 확률 : 99.59%"
"[낮잠 잘 때 덮어주기도 해요여러가지 용도로 사용할 수 있어서 용도면에서 아주 좋은 블랭킷이에요. ], 긍정 텍스트 확률 : 97.73%"
"[ 아무래도 게워내는 걸 잘하는 아들이라서방수베개커버는 참 유용한 역할들을 해내더라고요.대나무와 오가닉 각 의 원단과 방수기능을 가지고 있는데보시다시피 앞쪽이 원단 뒷쪽은 방수가 되요. ], 긍정 텍스트 확률 : 88.09%"
"[ 이렇게 낮잠타임에 아기침대에서 잘 때에도 사용해요.방수가 되니 더 좋은데], 긍정 텍스트 확률 : 55.63%"
"[ 수유토시로도 사용이 가능하고 수유베개로도 사용할 수 있는 제품이에요.모유수유하는데 저는 사용하는데 정말 유용하더라고요. 옐로우파크와 파스텔의 가지 종류가 있는데 저는 파스텔이에요. ], 긍정 텍스트 확률 : 98.22%"
"[친구출산선물할때 아직도 내복을 선물하나요 노노노..내복..좋죠], 긍정 텍스트 확률 : 90.54%"
"[좋은데 들어오는 곳이 너무 많아요 ㅠㅠ 심지어 주변 친적이나 가까운 친구들같은 경우는 물려받는 경우도 많답니다], 긍정 텍스트 확률 : 97.93%"
"[ 일단 물건 구성은 목욕핸드타월과 블랭킷 양면수유토시베개와 방수베개커버에요지금 우리집 상전께서는 개월차를 거의 끝마치고 있는데], 긍정 텍스트 확률 : 99.25%"
"[지금도 필수적이랍니다 특히 방수..저건 신생아때부터 있었으면 엄청 유용했을 것 같아요], 긍정 텍스트 확률 : 98.48%"
"[처음에 이불을 빨다빨다..ㅠㅠㅠ 밑에 아기 전용 깔개를 깔아도 계속 토하고 나중에는 반쯤 포기하고 살아서 침대에서 모유 발효되는 냄새가 났었네요 ㅋㅋㅋ 왜 난 베개에 방수커버 씌울 생각을 못했지 ], 긍정 텍스트 확률 : 93.67%"
"[ 암튼 요새 무척이나 유용하게 사용하고 있는 대나무 오가닉 핸드타월이에요], 긍정 텍스트 확률 : 84.40%"
"[ 전 겨울 출생이라 그때 일에 한번씩 씻겨도 괜찮았어요], 긍정 텍스트 확률 : 92.13%"
"[ 지금은 매일매일 열심히 닦아주고 있습니다], 긍정 텍스트 확률 : 82.18%"
"[아직 저 혼자 씻기지 못해서 신랑이 늦게 오거나 하면..ㅠㅠ 그런날은 샤워를 패스해야하거든요], 긍정 텍스트 확률 : 62.76%"
"[ 따땃한 물을 가져와서 적시고 ], 긍정 텍스트 확률 : 57.80%"
"[그런데 오가닉 섬유를 쓰기까지 하는 회사에서 어떻게 이렇게 저렴한 금액으로 판매가 가능한가 봤는데..본사의 마진을 대폭 줄이고 중간 마진을 거진 없애놨더라구요이런 회사가 많아져야되 ㅜㅜ 그노무 유통회사..암튼 그렇기 때문에 착한 가격에 이런 질 좋은 물건들을 만나볼 수 있어요친구출산선물 고를때 역시 가격도 무시 못하죠], 긍정 텍스트 확률 : 55.89%"
"[가격도 착하고 품질도 무시 못하는 제품을 찾는다면 아이엠트루가 딱이에요암튼 이거 목욕할때도 쓰긴 하는데..그떄는 아직 우리둘의 스킬이 낮아서 목욕시킬때 사진 찍기가 넘 힘듭니다 ㅠㅠ예민한 아기 피부들..특히나 신생아들조차도 사용하기 무리없는 부드러운 섬유에요], 긍정 텍스트 확률 : 85.07%"
"[손가락이 옆으로 쏙 나올 수 있어서 굉장히 편하게 사용할 수 있답니다 그런데 이거 꼭 아기 피부에 안 써도 될 거 같긴 해요], 긍정 텍스트 확률 : 86.25%"
"[하나 더 사서 제 몸에도 사용할까 봐요..팔다리같은데 쓰기도 좋아보임 ], 긍정 텍스트 확률 : 56.90%"
"[ 그리고 이거 수유 토시로도 사용할 수 있고 베개로도 쓸 수 있어요 ㅠㅠㅠ], 긍정 텍스트 확률 : 92.23%"
"[요새 우리집 상전은 어깨에 딱 얼굴이 가니까 자꾸 제 어깨를 드시거든요 ㅜㅜㅜ 그럴때도 깔아놓기 좋답니다 ], 긍정 텍스트 확률 : 53.44%"
"[ 하지만 역시나 제일 빛을 볼때는 바로 수유 할때에요 요새 습하고 더워지기 시작하는데 밖은 미세먼지라 문을 못 열고. 아 진짜 환장하겠다는 소리가 절로 나와요지금도 꽤나 더운데 에어컨 틀까 말까 고민중이에요], 긍정 텍스트 확률 : 96.17%"
"[그때 저 끝부분을 잡고 팔만 슥 빼면 안 깨우고 나올 수 있습니다 ㅠㅠㅠ기껏 재웠는데 팔빼다가 눈 뜨면..공포영화의 한 장면보다 더 무섭습니다 ㅎ.. ], 긍정 텍스트 확률 : 88.00%"
"[ 그리고 방수베개 커버 이렇게 베개 뒤에 끈으로만 묶어주면 방수 베개 완성 커버만 빨아주면 됩니다], 긍정 텍스트 확률 : 58.03%"
"[아기베개 가뜩이나 비싼데..특히나 좁쌀 이런거 들어있는건 토해주면 눈물납니다 ㅠㅠㅠ 이런 방수커버는 필수에요], 긍정 텍스트 확률 : 99.35%"
"[그럼 베개는 살릴수 있음], 긍정 텍스트 확률 : 50.81%"
"[ 이것 역시 오가닉에 대나무라 세균차단돼서 예민한 아가가 쓰기에 넘 좋아요아이엠트루 원단들이 기본적으로 다 오가닉대나무라 넘 사랑스러움.. 게다가 가격도 착해 ], 긍정 텍스트 확률 : 97.26%"
"[ 친구출산선물 리스트의 마지막 거즈블랭킷아..제가 수유하고 재운 직후라 그런지 머리가 땀에 절었어요 ㅠㅠㅠ머리 떡진거 아님아무튼 이것 역시 대나무 오가닉 중 거즈입니다], 긍정 텍스트 확률 : 93.41%"
"[ 요즘같이 더울때 아무것도 안 덮어주자니 배앓이가 걱정이고 덮어주자니 더워서 자꾸 깨거든요 그래서 요즘 덮어주기 딱인 거즈블랭킷이에요넘 맘에 듬 이건 들고 다니면서 바람 있을때 덮어주기도 좋고 햇빛 가리개로 하기도 좋고 여러모로 쓰임새가 엄청 많은 제품이에요처음 출산하면 사실 엄마도 잘 모르거든요], 긍정 텍스트 확률 : 99.99%"
"[저도 일단 낳고 나서 애기 물건 이리저리 알아봤는데 이건 신생아 때 있었으면 굉장히 유용하게 사용하지 않았을까 싶어요 ㅠㅠ아직 제 주변에 미혼인 친구들이 여럿 있는데 담에 친구출산선물 알아볼때 아이엠트루에서 알아봐야겠어요 .. ], 긍정 텍스트 확률 : 96.39%"
"[부드러운 방수요 아이엠트루 아기 방수요], 긍정 텍스트 확률 : 65.74%"
"[그리고 자는 아기 이불에 깔아 주기도 해요], 긍정 텍스트 확률 : 65.67%"
"[ 아기의 피부에 직접 닿는 방수요인만큼 부드러운 방수요를 찾게 되는데 보통은 뒷면이 매끈한 방수면이고 윗면은 톡톡한 면으로 되어 있어요 근데 그런 아기 방수요들은 세탁을 하게 되면 기능이 떨어진다해서 세탁도 잘 못하게 돼요 하지만 아이엠트루 아기 방수요는 세탁시 방수층 손상이 일반 방수요에 비해 적어요 아이엠트루 아기 방수요는대나무와 오가닉소재 로 된 양면 방수요로 흡수력도 좋아요 단면만 사용했던 기존의 방수요들과 달리 사계절 상황에 맞춰서 양면 모두 사용이 가능합니다], 긍정 텍스트 확률 : 52.47%"
"[ 아기의 피부가 닿는 표면은대나무 ], 긍정 텍스트 확률 : 55.78%"
"[목욕 후에 사용하기 좋아요], 긍정 텍스트 확률 : 56.53%"
"[ 아이엠트루 아기 방수요는앞면은 물론 뒷면 방수코팅도 형광물질이 나타나지 않는 무형광 방수코팅된방수요에요 아이에게 안좋은 성분인 형광증백제], 긍정 텍스트 확률 : 86.49%"
"[농약을다 빼고 아이가 안전하게 사용할 수 있는 제품이에요], 긍정 텍스트 확률 : 82.80%"
"[ 톡톡한 타월처럼 만져지는 뒷면도 언제든지 사용할 수 있고 귀여운 동물 문양도 사용할 수 있는 양면 방수요라 더더 좋은 아이엠트루 아기 방수요], 긍정 텍스트 확률 : 92.44%"
"[이날 푹 자다가 일어나긴했는데 밥도 안먹고 찍어서 기분이 그저그랬어여 ㅠㅠ 다은이는 웃는게 예쁜데 ㅠㅠ 에고 속상그래도 또오기귀찮으니 한번에 고고], 긍정 텍스트 확률 : 75.80%"
"[ 개월 다은이는요], 긍정 텍스트 확률 : 64.95%"
"[ 소은이때도 곰돌이 사진이 있었는데다은이도 곰돌이 사진찍더라구요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀엽당 ], 긍정 텍스트 확률 : 88.19%"
"[ 잘했지만 역시나 아쉬운건 미소가없음비몽사몽이기도했고수유도안했고 ㅠㅠㅠ애기 기분이 그닥이었답니다 ㅠㅠ흑 ], 긍정 텍스트 확률 : 93.18%"
"[ 위에가 다은이 일 사진이었고요], 긍정 텍스트 확률 : 50.50%"
"[ 소은이에요 우는거 아니고요 컨디션 좋은거고요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ용됬다 우리딸저때 엄청이뻐 보였는데 지금보니 웃음지뢰ㅋㅋㅋㅋㅋㅋㅋㅋㅋ소다 비교사진 ], 긍정 텍스트 확률 : 99.91%"
"[ 밑에도 역시 소다 비교사진 ], 긍정 텍스트 확률 : 75.39%"
"[다은이가 좀더 또랑하게 생긴느낌확실히 소은이가 분유먹은아가라 그런지 더 통통한것같기도하고요 둘다 건강하게 잘자라줘서 고맙 아이엠베베 일촬영 후기 . 소다자매 일비교사진], 긍정 텍스트 확률 : 53.38%"
"[개월 아기발달아이엠베베는 친절해서 추천하고비교사진은 쭉 올려봐야지 개월], 긍정 텍스트 확률 : 66.35%"
"[가장 사랑스러운 개월수라는데...나는 여전히 죽겠고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그래도 사랑으로 키우렵니다], 긍정 텍스트 확률 : 90.77%"
"[에어메쉬대나무 중 거즈 수유토시베개], 긍정 텍스트 확률 : 58.53%"
"[에어메쉬로 폭신함과 통기성을 중 거즈로 엄마와 아기 땀을 빠르게 흡수해줘 수유토시와 수유베개를 하나로 사용이 가능하다. 또한 트림 시킬때 어깨 받이로 쓰거나 부피가 작아 외출시에 가지고 다니며 아기 기저귀를 갈아줄때 활용해도 굿], 긍정 텍스트 확률 : 75.77%"
"[ 그나저나 자길래 내려놓고 사진 좀 찍을랬더니 얼굴 벌게지면서 용쓰더니 눈 뜨심ㅠㅠ 힘들게 재워도 분 분 토끼잠 자고 깨는 울아들 ㅠㅠ 언제쯤 혼자 자고 통잠잘래...? 일의 기적을 바랬지만 .... 일 지났는데 여전하구요 예민 예민 세상 예민한 울아들], 긍정 텍스트 확률 : 92.35%"
"[ 엄마 뭐해요? 나 안자는데 케어 안해주고 뭐하냐고요? 라는 눈빛을 발사하고 있는 울애기 ㅋㅋㅋㅋㅋ 자는줄 알았는데 그렇게 눈뜨면 무섭다ㅠㅠ후ㅠㅠ 제발 깨지말고 오래 자줄순 없는거니...?], 긍정 텍스트 확률 : 53.27%"
"[아기들은 몸에 열이 많아 땀이 많이 나는데 특히나 수유할때 보면 머리에 땀을 젤 많이 흘린다 .... 거기다 배냇머리가 빠지는지 베개에 보면 머리카락이 늘 한가득 ... 첨엔 먼지가 왜이렇게 많이 붙었나 했는데 알고보니 다 울애기가 비벼서 빠진 머리카락이었음 ㅋㅋㅋㅋㅋㅋ 어쨌거나 땀에 젖어 세균이 번식하기 쉬운 베개에 간단하게 커버를 씌워 더욱 깨끗하게 관리가 가능한 아이엠트루 세균차단 데일리 방수 베개커버.], 긍정 텍스트 확률 : 70.66%"
"[ 보통 방수가 되는 원단은 땀 흡수가 잘 안된다는게 단점인데 아이엠트루 제품은 대나무 오가닉 원단으로 공기순환이 된다는게 가장 큰 메리트이다. 집에 있는 모든 베개에 사용이 가능하며 커버만 분리해 간단하고 빠르게 세탁이 가능하다는 점 또한 굿굿], 긍정 텍스트 확률 : 60.02%"
"[국내생산 로 믿고 사용 가능한 아이엠트루 추천합니당.], 긍정 텍스트 확률 : 84.92%"
"[블랭킷을 구매했어요.밤부베베와 사실 엄청 고민했거든요 ..둘다 같은 거 같은데.. 가격차도 나고.. 밤부베베를 더 많이 추천해주시는 거 같고...정말 많이 고민했답니다.. ], 긍정 텍스트 확률 : 74.26%"
"[ 아이엠트루 바부 거즈엠보 손수건 저는 거즈 손수건 장과 엠보 장을 샀어요면], 긍정 텍스트 확률 : 63.32%"
"[ 이건 아이엠트루 엠보손수건거즈보다는 두꺼운 느낌이 있어요세탁하면 줄어듦이 덜해요아기 엉덩이 닦아줄 때 좋다고 해요 두개 다 보들보들 좋은그낌이에요 촉감부터 좋아서 만족스러웠어요 ], 긍정 텍스트 확률 : 50.90%"
"[ 크기도 좋고], 긍정 텍스트 확률 : 92.18%"
"[대나무 로 이루어져 있다고 하네요], 긍정 텍스트 확률 : 53.84%"
"[ 일단.. 촉감 굿이에요 제가 쓰고 싶었어요 ㅎㅎ 두께감도 있고 너무 마음에 들었어요 크기로 되어있어요대다무 로 이루어져 있다고 해요 ], 긍정 텍스트 확률 : 99.99%"
"[ 밑에 잇는 사진은 아이엠트루 엠보블랭킷이에요 크기무게 부들부들한 촉감이 있어요 ], 긍정 텍스트 확률 : 62.70%"
"[마지막으로 아이엠트루 거즈 블랭킷이에요거즈 블랭킷은 속싸개로도 사용한다고 해요 크기오가닉], 긍정 텍스트 확률 : 97.34%"
"[와서 뜯으며 사진을 찍고 만져보며 만족감을 느끼고 있어요 ㅎㅎ세탁할 일만 남았네요 ㅎㅎ 세탁은 저번주에 했어요 내일 글 올리도록 할게요아이엠트루 가격대비 정말 좋아요 사이트 들어가셔서 한번 살펴보셔도 좋을 것 같아요 방수요도 구매할 예정이에요 ㅎㅎ저의 고민의 끝이 좋았으면 좋겠어요빨리 사용해보고 싶네요], 긍정 텍스트 확률 : 99.93%"
"[어제부터 시작한 임신 주차앞자리가 바뀔 생각하니 약간 두렵ㅋㅋ주차 되니 확실히 몸이 무겁 ㅠ운동을 안했던 몸이라 그런지무릎이 너무 아프다ㅋㅋㅋ꿀보는 옆구리 쪽이랑 배꼽 근처에옆으로 누워있다는데ㅋㅋ그래서 그런지계속 옆구리를 툭툭 치는 중지금 아이 자세는 계속 바뀐다고 하니일단 그런가보다 싶다ㅋㅋ크기도 어느새 죽순 한 개 정도처음에 딸기 한 개 무게라고 했을 때오빠랑 진짜 작다고 했는데ㅋㅋㅋ금방금방 커가고 있군.... ], 긍정 텍스트 확률 : 61.83%"
"[아이엠트루 대나무 로 목욕타월은디자인도 심플하면서 저 고래 자수가너무 귀엽당 ㅠㅠㅜ사실....저 고래가 넘 맘에 들어서꼭사고 싶었다ㅋㅋ실제로 보니 더 앙증맞음ㅋㅋ번외로...남편한테 꿀보가 나중에동물을 사랑하는 아이가 됐음 좋겠다고 하다가벌써부터 넘 많은걸 바라지말라며ㅋㅋㅋㅋ흥 ], 긍정 텍스트 확률 : 99.97%"
