"[인스타그램 이벤트를 통해 알게 된프랑스약국기저귀 마르마이플러스 ], 긍정 텍스트 확률 : 88.17%"
"[ 하나처럼 보이지만 위쪽에 있는 것이 우레탄 그리고 바로 지금 보이는 것은 더스트 커버랍니다. 수피아 플러스를 사면 이 두 개에 네임텍까지 주니까 여러모로 유용한 것 같아요. 사실 하나로도 충분하지만 두 개를 미리 챙겨두면 여분이 생기니까 든든하고 좋았어요. 하단에 키코 캐리어의 귀여운 코끼리 캐릭터도 그려져 있어서 블랙 색상이지만 수화물에서 나올 때 손쉽게 찾을 수 있을 것 같죠.], 긍정 텍스트 확률 : 99.53%"
"[ 안쪽은 깔끔하고 넓게 되어 있으며 좌측은 지퍼 형태로 마무리를 할 수 있고 옆쪽은 똑딱하고 끼워 넣는 단추로 고정을 할 수 있게 되어있는데 우측은 필요에 따라 수납을 할 수 있는 것이 하나 더 있어서 작은 짐들이 많을 때는 유용하게 활용할 수 있답니다. 한편으로는 짐이 쏟아지지 않게 해주는 역할도 해서 저는 굳이 빼지 않고 그냥 두고 쓰고 있어요.], 긍정 텍스트 확률 : 72.09%"
"[ 그리고 키코 캐리어에 어린이가 멜 수 있는 아동용 백팩도 있어서 같이 만나봤는데 작아 보이지만 길이 조절도 가능하고 내부도 넓어서 고학년까지 충분히 쓸 수 있답니다. 고급 면 소재로 촘촘하게 잘 짜여있어서 한눈에 봐도 튼튼해 보였어요. 아무래도 남자애다 보니까 놀다 보면 꼭 나뭇가지에 걸리기도 하고 뜯어졌던 것도 벌써 몇 개 있거든요.], 긍정 텍스트 확률 : 99.64%"
"[ 보는 것처럼 손잡이가 위와 옆 모두 있기 때문에 이동할 때는 편한 방향으로 들고 옮기시면 되는데 아무래도 길이가 있으니까 저는 가로로 드는 것이 좋았고 남편은 세로로 그냥 들고 가는 게 편하다고 했답니다. 비행기를 타고 멀리 떠나지 않아도 이렇게 짐을 챙겨서 나가는 것만으로도 참 즐거운 것 같아요.], 긍정 텍스트 확률 : 95.36%"
"[ 백팩을 아들이 착용했는데 다크 블루 색상이 잘 어울리는 것 같죠. 평소에 파랑을 좋아하는 아이라서 보자마자 이거 내 거냐면서 짐을 가득 챙겨서 가야겠다면서 장난감을 한가득씩 넣고 있더라고요. 아기 때 쓰던 게 약간 작아진듯했는데 앞으로 학교 가서도 소풍 갈 때도 잘 메고 다닐 것 같아요.], 긍정 텍스트 확률 : 70.74%"
"[재질이라 둘째가 앉으니까 살짝 들어가긴 했지만 그래도 내려오면 빠르게 복원되는 것을 볼 수 있답니다. 이번에 쓰면서 생각한 건데 저희처럼 애들이 둘 이상 있는 집은 박 이상에서는 인치가 적절한 것 같아요. 클수록 옷의 부피도 커지고 또 특히나 지금처럼 겨울에는 몇 개 안 넣어도 두꺼워서 금방 가득 차게 되거든요. 키코 캐리어를 이번에 처음 만났지만 가성비도 좋아서 전 앞으로 다른 크기들도 종류별로 챙겨놓으려고요. 롯데와 스토어 팜에서도 만나볼 수 있고 ..?이곳을 누르면 홈페이지로 이동하니까 참 고하시면 됩니다.], 긍정 텍스트 확률 : 99.62%"
"[영화 감쪽같은 그녀시사회를 다녀왔습니다.정말 마음 따뜻해지는 감동 이야기로 눈물이 펑펑쏟으며 가슴 가득 훈훈해지는 경험을 했어요.제작보고회 글이 올라오고 난 뒤 나문희 배우], 긍정 텍스트 확률 : 100.00%"
"[허안무 감독의 작품에 대한 설명을 들으면서 저역시도 무척 보고 싶었던 영화여서 기대하면서 보러갔습니다.간단한 소감으로는 올겨울에 기억에 영원히 담아내는 가족에 대한], 긍정 텍스트 확률 : 95.63%"
"[ 마음 따뜻해지는 감동이야기 였던것 같습니다.영화보고 난후 저의 솔직한 후기 알려드릴게요. ], 긍정 텍스트 확률 : 99.88%"
"[ 개봉전 부터 두분의 캐미에 대해서 이야기가 많이 나왔는데 큰 나이차에 비해 캐미가 너무 좋아서 정말 할머니와 손녀의 사이같은 느낌을 받았던것 같습니다.처음에 이영화를 보러갈때 두분의 캐미를 기대한 것도 없지않아영화에 많은 기대를 하고있었습니다. ], 긍정 텍스트 확률 : 73.38%"
"[ 앞에이렇게 포스트잇으로 메모를 남길수 있게 만들어놓은 공간이 있는데 여기에 메모를 대충보면 전체적으로 가족에게 하는말과 사랑한다는 말들이 제일 눈에 들어오더라구요항상 가까운 존재인 가족이지만그가족들한테 사랑한다는 말하기는무척 낯간지럽고 하기 힘든 말이아닌가 싶어요.이런영화를 보고 나면 할 수있을것 같은용기가 생기는 것같은 느낌도 들더라구요. ], 긍정 텍스트 확률 : 99.94%"
"[ “초면에 실례하겠습니다”살 나 홀로 라이프를 즐기는 말순’ 할매의 인생에 듣도 보도 못한 손녀?가 나타났다 특기는 자수], 긍정 텍스트 확률 : 73.19%"
"[용돈 벌이는 그림 맞추기?동네를 주름 잡으며 나 혼자 잘 살고 있던 말순’ 할매 앞에 다짜고짜 자신을 손녀라고 소개하는 열두 살 공주’가 갓난 동생 진주’까지 업고 찾아온다. 외모], 긍정 텍스트 확률 : 87.66%"
"[ 년 세를 맞은 부산의할머니낮에는 관광지에서 바닷바람을 맞으며 손수건 장사를 한다.동네 할머니들 중 가장 뛰어난 화투실력을 자랑한다. ], 긍정 텍스트 확률 : 57.93%"
"[ 어느날 갑자기 아기를 안고 말순앞에 나타난 손녀 공주이름처럼 전학 간 학교에서 첫 눈에 반한 우람에게 공주대접을 받는다.어려서부터 갓난아기 동생을 돌봐서그런지 어른들보다 더 철이들었고생존력이 뛰어난 모습을 보여줍니다.감춰진 비밀이 있지만 할머니 말순에게는 알려줄 수 없는 비밀입니다. ], 긍정 텍스트 확률 : 97.85%"
"[ 공주를 좋아하는 우람이 역의 임한빈 배우와특별 출연에 천우희 배우도있는데 사회복지사역으로 나오며 동광이 짝사랑하는 여자로 나오는데이캐미도 만만치 않게 잘어울리는 캐미였던것 같다. ], 긍정 텍스트 확률 : 97.05%"
"[ 초반의 유쾌한 분위기는 중반부에 접어들면서부터 극중 인물의 감정 변화에 따라 조금씩 달라지더니 후반부에 들어서는 훌쩍이는 소리가 곳곳에서 들려올 정도로 감정이 많이 느껴지는 전개였다. 그리고 극중 말순과 공주로 변한 두 배우의 연기는 왜 나문희 배우가 만 동원 배우인지], 긍정 텍스트 확률 : 79.99%"
"[왜 김수안이 최연소 천만 배우의 타이틀을 얻게 되었는지 납득할 수밖에 없도록 만들었다. 두 배우의 연기만으로도 분이 순식간에 지나가는 느낌이였고 극중 전개에 내내 웃었다가 울었다가 하며 깊게 몰입해서 그런가 영화가 끝나고 난뒤에 여운이 한동안 가시지 않았던것 같다. ], 긍정 텍스트 확률 : 99.97%"
"[ 화면너머로 전해지는 두 사람의 정이 느껴질 정도이다.연기 이상의 정이 느껴질정도였다.그리고 서로서로 챙겨주려는 마음도 보일정도이다.친손녀 친할머니라면 보여줄 수 없는 모습이라고 생각한다.친가족에 대해 부정적인 뜻으로 하는 말이 아닌가끔 사회에서 그런 관계들을 만나게된다.가끔이라기보다는 인생에 한명이라도 만나면 정말 다행인 그런 가족은 아니지만 가족보다 가까운 사이그런 정이 느껴지는 두 사람의 모습을 보고있으면 괜히 입가에 웃음이 지어진다.특히 진주의 기저귀와 분유를 얻기위해 마트에서 증정용 기저귀와시식용 분유를 싹쓸이하는 모습은찰떡호흡이다. ], 긍정 텍스트 확률 : 100.00%"
"[ 이 장면은 사실 이 영화의 단점이 시작되는 시발점이다.그럼에도 인상깊은 장면으로 꼽은 이유는이 영화를 한줄평으로 말할 수 있는 장면이기 때문이다.정말 개연성없는 전개가 펼쳐졌는데 관객이 깨진 몰입감을 초도 안되는 시간에 다시 찾을 수 있게하는두 배우의 연기력이다.정말 흡입력있는 연기를 보여준다.배우 나문희는 당연하다해도 아역인 배우 김수안 마저 잘 따라가는 모습을 보여준다.괜히 여러 ], 긍정 텍스트 확률 : 81.22%"
"[근래 사용해 본 아이디어 주방용품 중에서마음에 드는 아이템은 첫 번째가실링기고], 긍정 텍스트 확률 : 75.63%"
"[ 요즘엔 애들 간식으로 종종 활용하다보니심심하면서도 담백한 그 맛이 새삼 새롭다 ], 긍정 텍스트 확률 : 66.85%"
"[ 보관 역시 위생적으로 ], 긍정 텍스트 확률 : 79.04%"
"[세상 편하다. ], 긍정 텍스트 확률 : 56.00%"
"[ 크고 불편한 실링기가 아니라 손 안에 착 감기는사이즈에 디자인 또한 이뻐서 정말 마음에 쏙 드는어떤 식재료든 과자든 간에 항상 위생적으로보관할 수가 있어 신선도 유지에도 한 몫 하고 있다. ], 긍정 텍스트 확률 : 96.08%"
"[ 세상 깔끔하게 밴딩까지 완벽하다.만약 봉지가 길어 늘어져 불편하다면], 긍정 텍스트 확률 : 77.73%"
"[ 아이디어 주방용품 하나면 문제없다 ㅋ정말 든든한 주방의 지원군 같은 녀석.. ], 긍정 텍스트 확률 : 56.99%"
"[ 아이디어 주방용품 답게서울국제 발명 전시회금상과 더불어 우수디자인선정 골드어워드까지 수상한이력이 있는 녀석이다.실제로도 깔끔한 외관으로 주방 어디에 놓아도참 잘 어우러지기도 하고], 긍정 텍스트 확률 : 92.53%"
"[공간 차지도 많이 하지 않아좁아 터진 우리집에서도 쏠쏠히 제 역할을 해내고 있다.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 71.50%"
"[ 한 손에 쏙 들어오는 사이즈에 그립감 또한나쁘지 않아서 자꾸만 손에 들어오는 녀석이다 ㅋ ], 긍정 텍스트 확률 : 82.88%"
"[ 먹다남은 과자들을 밀봉할 때에도], 긍정 텍스트 확률 : 53.67%"
"[범퍼침대와 놀이매트가 하나로 ], 긍정 텍스트 확률 : 53.09%"
"[시간도 시간이고 몸도 어찌나 피곤한지...이젠 막수 후 범퍼침대에 눕힌 후 자장가 틀어주면 혼자 잠든답니다. 육퇴 시간이 시간시간 분 정도 빨라졌어요 아기가 잠들면 자유시간을 보내다가 아기와 함께 잔답니다. 저녁시간의 여유가 생기니 너무 좋아요 하루 대부분의 시간을 아기와 범퍼침대에서 보내고 있는데 이제 저도], 긍정 텍스트 확률 : 99.87%"
"[ 아침이 되면 이부자리를 정리하고 꿈비 범퍼침대에 장난감을 세팅한답니다.보기에 좀 정신없을 수도 있지만 저와 아기의 동선을 고려하여 장난감을 만들었어요. ㅎㅎㅎ ], 긍정 텍스트 확률 : 83.93%"
"[역류방지쿠션장난감도 가지고 놀고 저와 대화하고 노는 장소], 긍정 텍스트 확률 : 56.23%"
"[ 꿈비 트윈스타 플러스 범퍼침대의 가장 안쪽자리는 아기가 많은 시간을 보내는 장소에요. 여기서 밤잠도 자고], 긍정 텍스트 확률 : 92.59%"
"[밤에는 자장가를 틀어줘서 재운답니다.저는 여기서 기저귀도 갈아주다보니 범퍼침대 전용 순면패드 위에 아기 전용 패드를 한 장 더 깔아줬어요. 개인적으론 방수이불을 사용하는게 안심이 돼요 ㅎㅎ ], 긍정 텍스트 확률 : 50.25%"
"[혼자 놀게끔 장난감 주면 알아서 잘 놀기도 한답니다. 집안일을 해야될 때가 되면 유모차모빌을 한 쪽은 베이비룸 가드에], 긍정 텍스트 확률 : 60.47%"
"[다른 한 쪽은 모빌 거치대에 걸어서 갖고 놀게끔 해요. 이렇게 해주면 혼자서도 정말 잘 놀아요. 이럴 때 설거지도 하고], 긍정 텍스트 확률 : 92.45%"
"[집안청소도 한답니다. 베이비룸 가드가 통풍구조라서 바람도 잘 통하고 이렇게 모빌도 걸어둘 수 있어서 일석이조예요. 가드 위에는 동그란 멀티홀이 있는데요. 여기에 모빌을 걸어도 되고요], 긍정 텍스트 확률 : 59.05%"
"[휴대폰 거치대를 설치해서 아이에게 유튜브롤 보여줘도 좋을 것 같다는 생각이 들었어요. 참 쓸모가 많은 베이비룸 멀티홀입니다. ], 긍정 텍스트 확률 : 81.87%"
"[ 꿈비 트윈스타 플러스 범퍼침대의 장점은 이렇게 장난감과 아기용품을 다 넣어도 공간이 여유롭다는 점이에요 어른이 들어가 함께 놀아도 부족함 없는 공간 덕분에 저도 여기서 하루의 많은 시간을 보내고 있답니다. ㅎ 아기와 낮잠도 자고], 긍정 텍스트 확률 : 98.19%"
"[ 이렇게 문을 열어서 드나들 수 있답니다. 가드 높이가 라서 은근 높다보니 키가 작은 저에게는 베이비룸을 그냥 넘는 것이 조금 힘들더라고요 그래서 이렇게 문을 열고 드나드는게 편하답니다. ㅎ 아직은 아기가 누워있어서 열어놓고 지내지만 움직이기 시작하면 저도 문을 닫아놓고 생활하겠죠? ㅎㅎ ], 긍정 텍스트 확률 : 81.73%"
"[ 꿈비 트윈스타 플러스 범퍼침대 매트는 리코코 클린롤매트라 관리하기도 참 편해요. 틈새에 먼지가 끼지 않거든요 ], 긍정 텍스트 확률 : 50.48%"
"[ 엄마와 아이 모두 편안하게 사용하고 있는 꿈비 트윈스타 플러스 범퍼침대놀이매트 사용기 잘 보셨나요?다음에는 주간 사용해본 꿈비 범퍼침대의 장단점 리얼후기로 돌아올게요 ], 긍정 텍스트 확률 : 85.98%"
"[.?꿈비꿈비.?꿈비범퍼침대꿈비범퍼침대.?꿈비트윈스타플러스범퍼침대꿈비트윈스타플러스범퍼침대 .?아기매트아기매트.?국민범퍼침대국민범퍼침대.?폴더매트폴더매트.?리코코매트리코코매트.?꿈비트윈스타꿈비트윈스타 .?아기침대아기침대.?신생아매트신생아매트 ], 긍정 텍스트 확률 : 97.44%"
"[요즘은 하루가 멀다하고 다양한 제품들이 업그레이드되어 출시되는데요.그 중 육아용품 또한 엄청난 발전과 새로운 제품들이 계속해서 나오는 것 같다는 생각이 들어요.그래서 이렇게 매번 베이비페어나], 긍정 텍스트 확률 : 99.88%"
"[육아용품 매장에 들러 최신의 트렌드를 둘러보는것도 하나의 재미중 재미인데요.아무리 제품들이 새롭게 바뀌어도 스테디샐러 처럼 한결같은 육아템들도 있기는하죠.그중에서도 저는 밤부베베 제품이 그런 종류가 아닌가 라고 생각이 드는데요.좋은 원료로 만들어 아이들이 순하고 부드럽게 사용할 수 있는 초기 신생아들의 필수템 이라는 생각이 듭니다. ], 긍정 텍스트 확률 : 74.20%"
"[ 사실 제가 오늘 여기 청주까지와서 베이비플러스 매장에 들른 가장 큰이유는 선물때문인데요.이제 주후면 출산을 하는 초], 긍정 텍스트 확률 : 65.44%"
"[고 동창이 아이를 낳으면 당분간 꼼짝도못하고 놀러도 못가니다들 집에 놀러와 간단히 저녁도 먹고 오랫만에 얼굴도 보자며 초대를 해서 서울에서 청주로 출발을 했습니다.그리고 친구들과 어떤 선물이 좋을지 고민을 하다가 아무래도 출산전 이기 때문에년차 아빠블로거 동동이에게 센스있는 출산선물을 생각해보라는 중대하고 막대한 미션이 주어졌습니다. ], 긍정 텍스트 확률 : 82.79%"
"[ 그래서 여기저기 찾고 어떤게 좋을지 생각을 해보니 제가 육아를 처음 시작하며 블로그를 처음으로 리뷰할 년전이나지금이나 예비 엄마], 긍정 텍스트 확률 : 87.87%"
"[아빠가 좋아하는건 바로 아이들을 위한 선물이 아닐까 라는 생각이 들었는데요.저도 인터넷에서 출산 필수템 ], 긍정 텍스트 확률 : 89.15%"
"[ 리스트를 뽑아 준비를 했던 기억이 새록새록 떠오르더라고요.하지만 막상 구매를 해봐도 잘 안쓰는 제품이 있는반면 생각보다 자주사용하고 부족해서 추가로 구매를 한 제품들도 있었는데요.그 제품 중 하나가 바로 밤부베베 기저귀], 긍정 텍스트 확률 : 75.90%"
