"[.안녕하세요. 메바입니다..어느덧 날씨가 아침저녁으로 제법 선선해졌네요..이제는 자고 일어나면 저도 깨비도 팔 다리가 차갑더라고요...깨비는 지금 여름기저귀를 사용 중인데요], 긍정 텍스트 확률 : 84.04%"
"[엄청 부드럽더라구요. 꼭 손수건이나 좋은 원단 같이 너무 부드러워서 저는 깜짝 놀랐어요. 소중한 아기의 부드러운 피부를 닮은 베어스킨 원단이에요 공기가 가볍게 순환되는원단을 앞면과 뒷면에 아낌없이 이용했다고 해요. 그래서 부드러움이 두배 보송보송이 두배], 긍정 텍스트 확률 : 99.06%"
"[ 그리고 저는 팬티기저귀 처음에 이용할 때에 앞 뒤가 구분이 안갔었거든요 아무래도 처음 이용하시는 분들은조금 헷갈릴 수 있을거같아요. 하지만 오로라 기저귀는 이렇게 앞뒤가 구분이 되어 있어서 아주 편하게 이용할 수 있겠더라구요], 긍정 텍스트 확률 : 80.95%"
"[ 또한 이렇게 부드럽고 밴딩도 쫙쫙 잘 늘어다기 때문에 아기 배에 꽉 조여지지도 않고], 긍정 텍스트 확률 : 73.26%"
"[ 이렇게 활발한 움직임 속에서도 새어나오지 않기 때문에집에서도 막 기어다닐 수 있어요 ㅎㅎㅎ 안심할 수 있답니다], 긍정 텍스트 확률 : 82.95%"
"[ 밴딩도 두꺼워서 아주 편안함이 그냥 보이더라구요. 너무 꽉 쪼이면은 아가들도 불편하고 너무 빨개져서 보기 안쓰러울 때도 있거든요. 하지만 편안하고 널널하게 잘 맞아서 저는 여기저기 좋다고소문내고 있는중이랍니다..ㅋㅋㅋ 아기 기저귀 추천 해달라고 막 물어보는 경우도 있거든요조리원 단톡이나], 긍정 텍스트 확률 : 65.33%"
"[아무도 오로라 기저귀는 모르는거같아 제가겁나 추천함여 다들 이거 쓰면 좋아할듯해요. 특히나 밤기저귀나 외출용으론 정말 최고인듯해요], 긍정 텍스트 확률 : 99.08%"
"[ 지금은 개월이지만], 긍정 텍스트 확률 : 73.59%"
"[ 밴딩 늘어나는거 보이시죠 ?왜 아기 기저귀 추천 으로 오로라 기저귀 추천하는지 알거같고], 긍정 텍스트 확률 : 59.63%"
"[왜 인스타그램에서 핫한지도 알겠더라구요. 지금도 거의 다 사용해서], 긍정 텍스트 확률 : 66.91%"
"[신랑한테도앞으론 이 기저귀만 쓴다고 선전포고했어요ㅋㅋ 신랑도 몇번 기저귀 갈면서 보니까 진짜 뽀송뽀송한느낌이 난다고 그러더라구요 저랑 신랑 둘다 놀랬짢아요 ㅇㅇ], 긍정 텍스트 확률 : 88.74%"
"[ 미니 옆에 오로라 기저귀 박스가 있죠 박스를 열어보니.?팬티기저귀팬티기저귀 팩이 들어 있어요 ], 긍정 텍스트 확률 : 50.40%"
"[ 오로라의 기원이 적혀있어요잠시 읽어봅니다.], 긍정 텍스트 확률 : 65.06%"
"[ 제가 주문한 건점보사이즈 팬티기저귀예요], 긍정 텍스트 확률 : 70.25%"
"[ 제 손바닥 보다 큰 사이즈에요우리 아기가라서 점보사이즈로 주문했어요오로라 기저귀 처음 써보는데], 긍정 텍스트 확률 : 79.70%"
"[ 요런 과일모양이 그려져 있어요 ㅎ ㅎ], 긍정 텍스트 확률 : 87.68%"
"[오줌선도 있구요], 긍정 텍스트 확률 : 68.32%"
"[ 기저귀 뒷면에 테이프도 있어요], 긍정 텍스트 확률 : 79.06%"
"[.?오로라기저귀오로라기저귀.?아기기저귀아기기저귀.?기저귀추천기저귀추천 아기가 미니마우스한테 기저귀를 입혀주네요 ㅎㅎ 이거 너껀데 ], 긍정 텍스트 확률 : 90.58%"
"[ 왜 기저귀 이름이 오로라인지 궁금하진 않으셨나요?꽤 감동적인 이유에요.], 긍정 텍스트 확률 : 97.89%"
"[ 라지사이즈 옆에 딸기가 그려져 있죠?바로 옆에 그려져 있는 과일이 기저귀 디자인이에요.], 긍정 텍스트 확률 : 60.94%"
"[드디어 팬티기저귀 디자인이에요. 딸기 그럼 귀엽죠? ], 긍정 텍스트 확률 : 90.02%"
"[라고 적혀 있어요. 보통 앞면만 적혀 있거나 적혀있지 않았는데 이렇게 앞뒷면 다 적혀 있는건 전 처음봐요작은것 하나로도 친절함이 느껴지네요.], 긍정 텍스트 확률 : 82.05%"
"[ 아기 피부에 닿는 부분인 기저귀 안쪽 부분이에요. 얇고 보송보송해요.], 긍정 텍스트 확률 : 95.85%"
"[ 는 꽤 통통한 편인데 잘 맞더라구요.], 긍정 텍스트 확률 : 68.33%"
"[ 튼튼한 허벅지와 어울리는 오로라 기저귀에요.], 긍정 텍스트 확률 : 94.51%"
"[ 그러다가 기저귀를 다시 살펴보니 어느새 쉬아를소변줄은 이렇게 세줄로 되어 있어요. 저희 언니가 보더니 꼭 소변줄에 그라데이션을 한 것 같다 라고 얘기하더라구요 ], 긍정 텍스트 확률 : 65.37%"
"[ 정말 그래보이나요?ㅎㅎ ], 긍정 텍스트 확률 : 61.65%"
"[오로라기저귀.친환경이라서 좋고], 긍정 텍스트 확률 : 87.87%"
"[예뻐서 두번 좋음], 긍정 텍스트 확률 : 85.80%"
"[ .너무 예쁜 오로라기저귀는.미국 캘리포니아에서 물건너온 친환경기저귀이다.소재와 성분도 좋고], 긍정 텍스트 확률 : 63.76%"
"[무엇보다 너무 예뻐서.엄마들의 취향을 저격하는 오로라기저귀 ], 긍정 텍스트 확률 : 58.17%"
"[ .패키지부터 이쁨이 느껴진다 ㅋㅋ ෆ.울애기는 중형 사이즈 ], 긍정 텍스트 확률 : 78.32%"
"[ .오로라기저귀의 브랜드 스토리 .나의 아이와 가족이 경험하는 .가장 아름다운 새벽의 시간 이라는 의미 라는데], 긍정 텍스트 확률 : 96.92%"
"[ .말이 너무 예쁘다.], 긍정 텍스트 확률 : 78.15%"
"[ .중형사이즈는 이런 귀여운 피치모양.그리고 노란색 소변줄이 있다], 긍정 텍스트 확률 : 86.39%"
"[ .오로라기저귀는 밴딩이 정말 훌륭하다. .도 체형에 맞게 피팅 되는 스트레칭셔링 제품이라.착용감이 아주 좋아서 애기가 더 좋아하는듯 ㅋㅋ ], 긍정 텍스트 확률 : 74.12%"
"[ .그리고 기저귀의 가장 중요한 덕목 .기저귀는 자고로 흡수력이 좋아야한다.오로라기저귀는 흡수패드와 흡수코어 둘다 완벽하다 ], 긍정 텍스트 확률 : 90.87%"
"[ .귀여운 오로라기저귀 .예쁜만큼 성능도 우수해서 아주 맘에 쏙 든다.특히 뒤척여도 덜 새기 때문에 엄마도아기도 꿀잠], 긍정 텍스트 확률 : 99.86%"
"[ .까다롭다는 미국 인증까지 받은 친환경기저귀 .순하고 믿을 수 있게], 긍정 텍스트 확률 : 58.50%"
"[ .본 포스팅은 해당 업체로부터 무상으로 물품을 .제공 받고 경험에 의해 작성된 후기 입니다.], 긍정 텍스트 확률 : 60.30%"
"[ .....패키지도 넘 예쁜 기저귀.승이는 벌써 이 넘어갔기에.미디엄], 긍정 텍스트 확률 : 52.20%"
"[ ...개인적으로 워터멜론이랑.레몬 써보고 싶은...ㅎㅎㅎ.. ], 긍정 텍스트 확률 : 63.13%"
"[ .....피치 앞면.예쁜 게 완전 사랑스럽다.쓰고 나서도 버리기 아까운 예쁨ㅋㅋ..가운데 있는 노오란 선들이.소변을 보면 파랗게 변하기 시작한다.... ], 긍정 텍스트 확률 : 76.66%"
"[ ......우리 승이 오로라 입은 궁둥이🍑...... ], 긍정 텍스트 확률 : 63.65%"
"[ .....저녁에 씻고나선 무조건 오로라 ㅎㅎㅎ😍.그럼 기특하게도 꿀잠을 자주었다😱😱🍑... ], 긍정 텍스트 확률 : 56.45%"
"[ .....사이즈가 넉넉해서 그랬는지.조임도 없고.아기가 소변을 많이 봤을 때.타사 제품보다 무게가 덜 나갔다.아가가 거부감이 덜했을 듯🧺... .?팬티기저귀팬티기저귀 도 나왔다니.팬티형은 승이 크면 사용해야겠다💓. .?기저귀추천기저귀추천 오로라👍🏻.....오로라로부터 제품을 무상으로 지원받아 작성된 후기입니다.. ], 긍정 텍스트 확률 : 89.79%"
"[ 오로라기저귀 외출기저귀 밴드기저귀 기저귀추천 감성기저귀안녕하세요이번에 써보고 싶었던 오로라 기저귀를 사용하게 되었어요....... ......? 본문 이미지오로라 스킨핏 밴드 기저귀오로라기저귀는 샌프란시스코의 감성을 담은 기저귀래요.오로라 기저귀를 처음 봤을 때 디자인이 제일 강렬 했었어요.제가 체험한 기저귀는 밴드형인데요], 긍정 텍스트 확률 : 72.71%"
"[ 팬티형의 디자인은 약간 다릅니다. 아래는 밴드형 디자인이예요....... ......? 본문 이미지...... ......? 본문 이미지...... ......? 본문 이미지뽀또는 지금으로 약간 뚠뚜해요 ㅎㅎ그래서 기저귀 밴드형이건 팬티형이건 약간씩은 자국이 남아 약간이라도 크게 쓰는 편이예요.하지만 엄마는 복숭아가 젤로 좋았어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그래서 약간의위험성을 가지고중형을 택했답니다.하기스 기저귀는 호 사용해요...... ......? 본문 이미지...... ......? 본문 이미지기저귀에 복숭아가 가득디자인 너무 예뻐요. 정말 디자인때문에라도 계속쓰고 싶어요기저귀 가운데는 소변알람줄이 줄 있습니다.소변을 보게되면 파랑색으로 변해요....... ......? 본문 이미지...... ......? 본문 이미지사이즈 걱정이 괜한 걱정이였네요.기저귀는 너무 보드랍고 정말 허리건 허벅지건 밴드자국이 하나도 안남았어요. 진심 대박밴드늘어나는것 확인하세요.허벅지가 쪼여 큰 기저귀를 차는것보다 핏감이 더 좋았답니다.살결이 닿는 안쪽과 바깥쪽 모두 복숭아처럼 부들부들 보드라워요....... ......? 본문 이미지...... ......? 본문 이미지...... ......? 본문 이미지...... ......? 본문 이미지몇일동안 착용해보니 오로라 기저귀의 에어스루공기가 보송보송 통기성의 극대화를 느낄 수 있었어요.엉덩이가 습해지지 않아요.그렇다고 흡수력이 떨어진다고 느껴보지 못했어요.샌적도 없었어요기저귀 얇고 가벼워서 여름기저귀로 많이들 추천하고 사용하시는데사실 겨울에도 엉덩이는 통풍이 답입니다 ㅎㅎ겨울이라고 땀 안나는거 아니고 땀띠 안나는거 아니예유.아가들 편할려면 기저귀가 가벼워야 합니다어른들도 치렁치렁 두꺼운옷 불편하잖아요 심지어 엉덩이부분 속옷은 까다롭게 고르는것처럼 아가도 그렇답니다...... ......? 본문 이미지제가 지금 주로 밤기저귀로 쓰고있는 타브랜드 기저귀와 크기차이 봐주세요. 오줌싸고 난 뒤 크기차이인데 이것만 봐도 얼마나 얇고 가벼운지 느껴지시죠? 이거보고 저도 놀랐어요 오로라 기저귀 사용하면 쓰레기 걱정도 줄거 같아요.그리고 얇은 기저귀는 가끔 오줌냄새 많이 나거든요?오로라는 그러지 않아 더 좋았어요.뽀또 착샷이예요 정말 맞춘것처럼 핏하게 잘맞죠?뽀또처럼 뚠뚜한 아가들 추천해요 정말로 자국이 안남아요 신기신기...... ......? 본문 이미지...... ......? 본문 이미지...... ......? 본문 이미지...... ......? 본문 이미지다음기저귀도 오로라 기저귀 사용 할 의향 프로 가격도 착한편이라 더 맘에들었어요 제품구매하고 후기작성하면 매달 기저귀도 선물로 준다고 하니 참여도 같이 해보시면 좋을 것 같아요.오로라기저귀 후회없으실거예요.본 후기는 업체로부터 제품을 무상으로 제공받아 작성한 후기입니다.], 긍정 텍스트 확률 : 98.49%"
"[오로라기저귀 친환경기저귀밤기저귀 여름기저귀 기저귀추천 ], 긍정 텍스트 확률 : 79.58%"
"[ 디혜디혜입니다오늘 벌써 한여름날씨인것 같아요ㅠㅠㄷㄷ날씨가 더워질수록 아린이가 사용하는 기저귀에 더 신경이 쓰이는데요그래서 이번에 여름기저귀로 쓰면 좋을만한 오로라기저귀를 사용해보고 후기를 적어보아요그럼본격적으로 시작합니다 ], 긍정 텍스트 확률 : 73.38%"
"[ 이제품이 오늘 소개해드릴 오로라 스킨핏 팬티기저귀에요 ], 긍정 텍스트 확률 : 92.47%"
"[ 오로라기저귀는 샌프란시스코에서 온 친환경기저귀에요새벽을 뜻하는 를 기원 으로 만들어진 오로라기저귀는 한명의 어른이 되기위해 자라나는 인생의 단한번의 소중한 시기를 새벽으로 비유하고], 긍정 텍스트 확률 : 78.72%"
"[ 더 아름답고 소중하게 만들어 주려는 의미를 담고 있다고 해요 ], 긍정 텍스트 확률 : 98.90%"
"[ 친환경기저귀 오로라기저귀는 미국의 샌프란시스코에서 만든 기저귀인데요미국 미국소비자 제품 안전위원회를 통과한 믿을수 있는 기저귀랍니다 ], 긍정 텍스트 확률 : 53.96%"
"[ 미국 뿐만 아니라 국제표준화 기구 품질 및 환경시스템도 인증받은 제품이에요안전하고 믿을수 있는 기저귀가 우리엄마들한텐 순위잖아요오로라기저귀는 믿고 사용할수 있어서 넘 고맙고 좋아요 ], 긍정 텍스트 확률 : 95.37%"
"[ 오로라기저귀 특대형은 감모양이 그려져있어요귀염귀염토마토인가요?ㅋㅋㅋ ], 긍정 텍스트 확률 : 64.24%"
"[ 오로라기저귀를 꺼내서 젤먼저 확인해본건 두께였어요여름에 사용할 여름기저귀라서 두꺼우면 답답할것 같더라구요확인해보니 오로라기저귀는 얇고 부드러웠어요 ], 긍정 텍스트 확률 : 63.99%"
"[ 허리부분 밴드가 되게 넓게 되어있어서 허리와 엉덩이를 편안하게 감싸주고], 긍정 텍스트 확률 : 51.64%"
"[ 그리고 여기 허벅지부분에 가드가 있어 새는것을 방지해줘요 ], 긍정 텍스트 확률 : 80.77%"
"[ 그리고 기저귀 안쪽은 파도를 닮은 물결 무늬의 부드럽고 유연한 웨이브 흡수패드의 강력한 흡수력으로 밤새 뒤척여도 걱정이 없답니다그래서 밤귀저귀로도 추천추천 ], 긍정 텍스트 확률 : 67.67%"
"[ 그리고 또다른 특징소변알림선이랑 테이프], 긍정 텍스트 확률 : 56.83%"
"[ 에코프렌들리특히 수성잉크의 사용과 접착제사용의 최소화로 안전성을 한층 업그레이드했어요 ], 긍정 텍스트 확률 : 77.72%"
"[ 소변알림선이 은근히 유용하더라구요ㅎㅎ ], 긍정 텍스트 확률 : 88.83%"
"[ 오로라기저귀 전체적인 모습 동영상으로 찍어봤어요 ㅋㅋ ], 긍정 텍스트 확률 : 70.38%"
"[ 우리 아린이는 개월 아기에요오로라기저귀를 보고는 사과.가 있다고 좋아더라구요.ㅋㅋㅋㅋㅋㅋㅋㅋ사과든뭐든 좋아하니 다행요즘 기저귀거부가 좀 있어요.ㅠㅠ ], 긍정 텍스트 확률 : 99.32%"
"[ 부드럽고 기저귀냄새도 별로 안나서 진짜 강추여름기저귀로 밤기저귀로 넘 좋은거 같아요특히], 긍정 텍스트 확률 : 98.34%"
"[ 업체로부터 제품을 제공받았으나 실제 사용해보고 느낀점을 솔직하게 적은 글 입니다 ], 긍정 텍스트 확률 : 66.29%"
"[.개월동안 쌍둥이 육아하면서.정말 다양한 기저귀를 써봤어요.브랜드제품부터 저가형까지 ㅋㅋ.주변 애기엄마들도 기저귀 어떠냐며 물어보면 왠만한건 다 대답해줄정도로요..이번에 새롭게 미국에서 런칭한 기저귀 .오로라 스킨핏 기저귀를 써볼 기회를 만났어요.다른 기저귀들과는 다른 패키지가 눈에 딱 들어오더라구요 ㅎㅎ.넘 이쁜 ], 긍정 텍스트 확률 : 99.91%"
"[ .귀여운 감이 그려져있는 오로라 기저귀.무늬가 이쁘니 입은 모습이 정말 너무너무 귀엽더라구요..쌍둥이 몸무게가 ..정도예요 .사이즈 고민하다가특대형을 선택했어요.보이랑 몸무게별 사이즈가 똑같더라구요..택배 받아보고 집에있는 보이랑 비교해보니 정말 사이즈 거의 비슷했어요 ㅎㅎ ], 긍정 텍스트 확률 : 99.86%"
"[ ..오로라기저귀는 베어스킨 원단을 사용한다고 해요.공기가 가볍게 순환되는 원단을 앞면과 뒷면에 아낌없이 사용해서 부드럽고 보송보송함이 유지된다네요. ], 긍정 텍스트 확률 : 52.12%"
"[........안녕하세요 조아몽입니다😄.저희 아기 기저귀를 오로라 제품을 한달정도 사용해봤는데 아기 몸에 닿는 부분도 부드러워서 좋고 제가 갈아주거나 만져볼때도 너무 좋은거같아서 포스팅해보려고해요 아기 제품은 특히 더 예민하고 신중하게 골라야하잖아요 그래서 저희아기가 한달이상을 사용해보고 쓰는 정말 솔직하고 리얼리뷰입니다..... ], 긍정 텍스트 확률 : 98.68%"
