"[☈항상 상대방을 배려하는 마음을 가졌으면 합니다. 본의아니게 상대방을 상쳐주는 일들이 많아요. ], 긍정 텍스트 확률 : 93.66%"
"[ 인라인롤러스케이트 휴대폰액세서리 땅콩호두 신뢰관리센터를 창의력두뇌계발 스타워즈 원피스드레스 젖병소독기건조대 용도별칼 답변이 등은 관리 논술대비 요리 유아동 더울거 신발 그릇식기 지압마사지용품 제공되지 대만홍콩마카오 유아변기 대중음악 좋아요 부화용품급여기 마트장보기 유아동장난감총 차량용청소기 닫기 머리에 재시도 컬러링북 마우스키보드헤드셋 유아담요블랭킷 귀여워요 햄스터 로봇청소기 아이 비데 충전기 참조색상계열 기준 집꾸미기쿠팡 이상 암링 장비 책임이 없이 이유식기 스킵 살충제벌레약 클립보드결재판 남녀캐주얼가방 생선 메모지수첩 가정 냉온수매트 외출했는데 식초미림 미음죽분말 카페트쿠션거실화 산책용품 필기류 소프트블록 제주항공권 제보하는 같아서 손뜨개자수 여름모자 출력라벨지 만화라이트노벨 블라인드쉐이드 교통수단 토이 정보보안 펫스타일 공학 이동 영유아카시트 페인트핸디코트 바지청바지 보드칠판광고 닭오리고기 진주핀 아니라서 옥스포드 비타 시즌 그릇홈세트 토스터간식메이커 주니어카시트 휴지통 수영복 전화기무전기 수저커트러리 쌍둥이유모차 화술협상회의 혼합견과세트 메이크업 징코 밖의 임산부 베이비밴드 미용목욕 동양화서예 개인정보보호 풀백장난감 수학 패키지여행항공 배변용품 티용품 보관용기팩 실내승용완구 디즈니 다기능놀이터 상하복세트 네일아트소품도구 상품을 코니 세탁기생활가전 무이자할부 상세하고 건강측정용품 베이커리잼 펜션캠핑 건전지배터리 탈취제 또는 블랙박스 성공기 치료 인터넷비즈니스 블록놀이 요구르트 무료배송 원물 위생변기용품 랜턴조명 카메라 바인더파일 캠핑주방용품 빅사이즈 향수 동일모델의 홍삼캡슐 문학전집 치약 육수액젓 샴푸 메모보드 기타잡곡혼합곡 체지방감소제 질문은 자켓집업 엽서 기저귀 클릭하면 채팅문의 표백제 받을 등산화 안 임신 후드티 쉐이빙 거치대트레이너 치료법 서울특별시 미니집게핀 전동칫솔칫솔모 루테인 관한 진 화장꾸미기놀이 근력 있으니 건강 소중한 완구교구 카샴푸세정제 마트장보기오피스간식용품결혼준비아트공예유기농친환경여행용품미세먼지용품맨즈그루밍홈카페한복캐릭터샵로켓프리미엄실버스토어 되는 소비자분쟁해결기준에 피해가 대처 중년퇴직은퇴 불교 스포츠만화 신생아영아완구 한국사 캡슐시트세제 대해우리은행과 오토캠핑 쇼핑하세요 엠케이 안전표시 사인펜매직 전복굴조개류 커피차 한번 의학약학 묶을수 바디메이크업 카 치아미백제 비행기전투기헬기 기어블록 연령별 방풍잡화열차단잡화 전집 세트마냥 애나 꽉 거부 히알루론산콜라겐 캐릭터아동식기 겉싸개속싸개 놀이집놀이텐트 개선하는데 도움이 채칼슬라이서 바디커버 원피스스커트 등산아웃도어 유람선요트승선권 여성젠더 인 취해질 성격에 출시일에 접기 보세요 건강용품 샐러드손질채소 런닝화운동화 줄조명 찜질부항뜸좌훈 서울시 사탕껌 보온보냉주전자 커피믹스 즉석밥간편조리 역사 별님 부위효능별 점핑볼 탄수화물차단제 꽃다발꽃선물 학습벽보 되었나요 외출할 지류스케치북 멀티탭연장선 덮개받침 비상안전용품 발매트주방매트 유아홍삼 상단 포토프린터용지 발견되는 상품이미지상품명카테고리 아이스크림 유아키재기스티커 주방매트다용도매트 아몬드피스타치오 보호장비커버 문학 조치가 도미노 하이패스 잠금장치커버 유아타올 오리발물갈퀴 호텔 헤어바디세안 크면 스티커 스키보드복 침구커버 사과즙포도즙 보온보냉도시락 이용약관 전자레인지오븐 필드용품 구급호신용품 승선권 신비아파트 과학자연학습 언론미디어 걱정했는데 제품 발송됩니다 방과 반려동물용품 여성패션 기타채소 골프화 에비츄 헬멧고글 프로폴리스 핸드풋데오 가구 차량용충전기 특장점 학용품세트 캐치볼원반던지기 부분인가요브랜드대표이미지 콩팥보리 않은 소동물 구매하시는 될 필수 해외건강도서 게이밍노트북 참고하세요밴드 후기인 년월 숟가락티스푼 될거같아요 코믹명랑만화 배드민턴복 로켓와우라 시일 다행입니다 품절 이 샌들슬리퍼 광고 실버스토어 원목블록 면국반찬 카드엽서봉투 청소세제 채반소쿠리 스노클링다이빙 한국문화 최신순 추천 취소나 스포츠야외완구 레인코트 조수수깨 볼풀볼텐트 서빙스푼스쿱 침실가구 실내 인테리어소품 손가락인형 칠판보드게시판 코스튬 선정 유아구강케어 미주하와이 명품패션 아크릴사인표지판 단추레이스 양말스타킹 양말고기 균형순발력게임 일반 분필보드마카 허브자연추출물 연관 여성스포츠의류 학습학교 포크디저트포크 낚시 콜레스테롤 카시트 신뢰도가 계량저울타이머 첨부된 골프공 면도크림젤 헤어 과자시리얼 원예 디럭스유모차 카페시럽 최근본 학습완구교구 사항은 게시판이므로 집안에서 일회용컵 새벽부터 마블 삼가해주시기 믹싱볼채반밧드 기타주방일회용품 이에 애니메이션만화 부품튜닝 보리결명자차 묶여서 인삼수삼장뇌삼 복사하여 포대기처네 남아키즈패션 에어프라이어 금천구 않는 병원놀이 다 여행도서 퀄리티에 리스트 볼링 피팅관리용품 진공청소기 기회를 식품뷰티주방용품 커피머신 유축기 미술 배드민턴 가전가구 경보기스마트키 작동동물인형 자국 비평작법 공구놀이 내륙버스여행 계좌이체 공정거래위원회 오해의 인테리어도서 문의하기 스타 베이블레이드 자체와 소고기 축산계란 질병과 욕조 총길이는 먼지털이개 쏘서점퍼루보행기 불고기갈비해물요리 퍼즐큐브피젯토이 적립밴드 모터에어공구 물놀이계절완구 과자초콜릿 요오드 붕붕카 컴퓨터디지털 문학잡지 허브차꽃차 정기배송 처세술삶의 야구 걸이집게캡 칫솔 소지가 스포츠수영복 만원로켓와우 오메가피쉬오일 유교도교 여아용 개선하도록 상하의 코엔자임 마이쿠팡 여행 서비스 상품들 리뷰어 주방세제 음식물쓰레기통 쌀통잡곡통항아리 키친타올 크기 대상이 심리학심리일반 칼세트 김리 액션캠캠코더 입체퍼즐 수선재단도구 약 중 제 소개 남성가방 수정이 기획전 바이크오토바이 낚시릴 위생뷰티 기타스크랩북 생활편의 오피스간식용품 제조자수입자 사주역학 홈데코 결제한 휴지통분리수거함 관리체계 ], 긍정 텍스트 확률 : 100.00%"
"[할인하고 있습니다. ], 긍정 텍스트 확률 : 61.09%"
"[상품의 가격정보는 변경될 수 있습니다 ], 긍정 텍스트 확률 : 75.12%"
"[ 이게 블랙인가요 네이비인가요? 블랙은 사진에서보듯이 저기 어깨끈고리색이 블랙이에요.. 보시면 비교되시죠 블랙이라기보단 네이비색상이네요. 확실히 블랙색상처럼보이지않습니다. ], 긍정 텍스트 확률 : 90.54%"
"[그외에 가방은 가볍구요 포켓은 총 개 안에 개 밖에 개구요 가방크기는 그리크지않아 부담없이 들수있는 사이즈구요 어깨끈도있어서 좋습니다.몸판은 무광인듯하구요 대신 손잡이끈 이 엄청나게 반짝이는 유광이네요가방에서 냄새난다는분들계신데 그리 심하지않구요 밖에 하루정도 냅두면 빠질듯해요주머니도 생각보다는 깊어요가격이 저렴해서 별 기대없이 구매했어요 소재가 좀 번쩍거려서 고급스러운 느낌은 없지만 도시락 가방 느낌 이런 느낌이면 그냥 무지 핫핑크로 구매할껄 후회했어요 그래도 엄청 실용적이예요 주머니도 많고 속 안에 디자인은 좀 별로지만 ㅎㅎ기저귀가방에 그것까지 기대하는건 무리고 생각보다 사이즈도 크네요 체구가 작으신 분들은 빅백처럼 꽤 커보일듯일단 가방이 가벼워서 좋구요 어깨에 걸쳤을때 느낌도 편안합니다소재에서 냄새가 나서 그건 좀 그랬지만 옵션으로 보냉케이스 같은것도 같이 팔면 좋겠어요병원에서 퇴원하면서 받은 아기가방이 있는데 아기띠 하고 들기에는 부담되고], 긍정 텍스트 확률 : 74.10%"
"[손이 자유로와서 괜찮은 것 같아요.당분간은 저렴한 가방 알뜰하게 사용할 것 같습니다. ], 긍정 텍스트 확률 : 60.53%"
"[★지구 초특가 가격 지금이 기회★ ], 긍정 텍스트 확률 : 67.49%"
"[아기기저귀가방보고 싶다면?? ], 긍정 텍스트 확률 : 74.17%"
"[ 대박할인 할인 엠케이 크리미 단가라 유아 우주복 ], 긍정 텍스트 확률 : 78.14%"
"[ 위 이미지를 클릭하면 상세페이지로 넘어갑니다쿠팡에서 일간 최대추가 캐시 적립중이에요. 꼭 받아가세요특가상품은 조기 품절이 되니 유의바랍니다.해당 특가상품정보는 년 월 일 시 분 기준입니다 ], 긍정 텍스트 확률 : 93.46%"
"[↓아래는 실제 구매고객이 작성한 리뷰입니다↓ ], 긍정 텍스트 확률 : 62.32%"
"[게시일. 포스팅 시기에 따라 제품의 가격 및 재고의 변동이 있을수 있습니다. 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 긍정 텍스트 확률 : 86.49%"
"[가격이 수시로 변동될 수 있으므로 쿠팡 방문으로 확인하시기 바랍니다. ], 긍정 텍스트 확률 : 50.21%"
"[ 이 포스팅은 쿠팡 파트너스 활동의 일환으로], 긍정 텍스트 확률 : 50.43%"
"[이에 따른 일정액의 수수료를 제공받고 있습니다. ], 긍정 텍스트 확률 : 68.48%"
"[ 위 이미지를 클릭하면 상세페이지로 넘어갑니다쿠팡에서 일간 최대추가 캐시 적립중이에요. 꼭 받아가세요특가상품은 조기 품절이 되니 유의바랍니다.해당 특가상품정보는 년 월 일 시 분 기준입니다 ], 긍정 텍스트 확률 : 93.46%"
"[↓아래는 실제 구매고객이 작성한 리뷰입니다↓ ], 긍정 텍스트 확률 : 62.32%"
"[게시일. 포스팅 시기에 따라 제품의 가격 및 재고의 변동이 있을수 있습니다. 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 긍정 텍스트 확률 : 86.49%"
"[에 판매되고 있습니다.], 긍정 텍스트 확률 : 64.98%"
"[에 판매되고 있습니다.], 긍정 텍스트 확률 : 64.98%"
"[ 포스팅 시점의 할인가 입니다. 상품페이지에서 실제금액을 확인 하세요. ], 긍정 텍스트 확률 : 79.78%"
"[저 호 시켰는데저희아기가개월 키로인데살짝 크긴하지만 년 여름에 잘입을수 있을꺼같아요 호살까 고민하다 호샀는데 호사길 잘한거같아요 아기다보다 어른처럼 수영복이 꽉끼는것보단 느슨한게 더좋은거 같습니다 ], 긍정 텍스트 확률 : 96.89%"
"[선명한 색감이 사랑스럽고], 긍정 텍스트 확률 : 95.80%"
"[귀여워서 워터파크가서 힘든줄 모르고 안고 다니게됩니다 ㅎㅎ빅베이비 있으신 분들 참고하시라고 써보았습니다. 즐건 물놀이 되세용 키에 비해 몸무게가 작게 나가는 아이라 후기보니 세는 작을 것 같고 세는 클 것 같고 해서 후기가 많이 없는 세를 한번 주문해봤어요. 약간 여유있게 맞네요 너무 앙증맞아요 싸다고 해서 허접해 보이지 않고 수영복 재질이에요.온 김에 물놀이 한 번 하라고 입혀봤어요. 너무 귀여워요ㅎㅎㅎ 바지 허리가 좀 크긴한데 막 흘러내리진 않아서 다행이에요. 아기가 거부감 없이 잘 입어서 좋네요어린이집 물놀이로 살인생 처음으로 입히려고 구매했어요 진짜 너무 귀여워요 키.몸무게키로 남자아기 이뻐요 가격대비 좋구요 원다도 괜찮아요 다만 벌 눈이 위치가 다르게 붙어왔는데 크게 신경쓰이는건 아니에요ㅎㅎ급하게 주문했는데 역시 로켓배송 그래도 물놀이갈땐 젖었다가도 빨리 잘말라야 아이가 춥지않으니 구매하게됐어요 가격대비 괜찮아요 색감도 무난하고 지퍼끝에 살찝히지않게 이중으로 처리되있고 기저귀 차는아가라 기저귀 갈기 편하려고 일부러 상하의 분리된걸로 했어요 사이즈 정사이즈구요 ], 긍정 텍스트 확률 : 99.00%"
"[ 구매한 고객님들이 작성한 상품평 입니다. ], 긍정 텍스트 확률 : 55.79%"
"[이 포스팅은 쿠팡 파트너스 활동의 일환으로], 긍정 텍스트 확률 : 50.43%"
"[ 이에 따른 일정액의 수수료를 제공받고 있습니다. ], 긍정 텍스트 확률 : 68.48%"
"[ 오늘의최저가 할인 엠케이 여아용 앙증 조이멀티 순면 배변훈련팬티 종세트 ], 긍정 텍스트 확률 : 65.36%"
"[엠케이 여아용 앙증 조이멀티 순면 배변훈련팬티 종세트 ], 긍정 텍스트 확률 : 57.95%"
"[ 위 이미지를 클릭하면 상세페이지로 넘어갑니다쿠팡에서 일간 최대추가 캐시 적립중이에요. 꼭 받아가세요특가상품은 조기 품절이 되니 유의바랍니다.해당 특가상품정보는 년 월 일 시 분 기준입니다 ], 긍정 텍스트 확률 : 93.46%"
"[↓아래는 실제 구매고객이 작성한 리뷰입니다↓ ], 긍정 텍스트 확률 : 62.32%"
"[게시일. 포스팅 시기에 따라 제품의 가격 및 재고의 변동이 있을수 있습니다. 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 긍정 텍스트 확률 : 86.49%"
"[사진과같음..구여움근데], 긍정 텍스트 확률 : 94.85%"
"[남아 여아 나누는 기준이 컬러때문인지 모르겠는데 여아용 구입 후 만족해서 남아용 다른디자인으로 재구매했어요 ], 긍정 텍스트 확률 : 85.06%"
"[★ 가격은 변동될 수 있음 ★ ], 긍정 텍스트 확률 : 75.24%"
"[★ 가격은 변동될 수 있음 ★ ], 긍정 텍스트 확률 : 75.24%"
"[저 호 시켰는데저희아기가개월 키로인데살짝 크긴하지만 년 여름에 잘입을수 있을꺼같아요 호살까 고민하다 호샀는데 호사길 잘한거같아요 아기다보다 어른처럼 수영복이 꽉끼는것보단 느슨한게 더좋은거 같습니다 ], 긍정 텍스트 확률 : 96.89%"
"[선명한 색감이 사랑스럽고], 긍정 텍스트 확률 : 95.80%"
"[귀여워서 워터파크가서 힘든줄 모르고 안고 다니게됩니다 ㅎㅎ빅베이비 있으신 분들 참고하시라고 써보았습니다. 즐건 물놀이 되세용 키에 비해 몸무게가 작게 나가는 아이라 후기보니 세는 작을 것 같고 세는 클 것 같고 해서 후기가 많이 없는 세를 한번 주문해봤어요. 약간 여유있게 맞네요 너무 앙증맞아요 싸다고 해서 허접해 보이지 않고 수영복 재질이에요.온 김에 물놀이 한 번 하라고 입혀봤어요. 너무 귀여워요ㅎㅎㅎ 바지 허리가 좀 크긴한데 막 흘러내리진 않아서 다행이에요. 아기가 거부감 없이 잘 입어서 좋네요어린이집 물놀이로 살인생 처음으로 입히려고 구매했어요 진짜 너무 귀여워요 키.몸무게키로 남자아기 이뻐요 가격대비 좋구요 원다도 괜찮아요 다만 벌 눈이 위치가 다르게 붙어왔는데 크게 신경쓰이는건 아니에요ㅎㅎ가격도 좋구 입혀봤더니 너무 귀요워요 좀 큰 갤아가 두돌거 잘 입혔어요 좀 큰듯하지만 불편함 없이 잘 수용했어요어린이집 물놀이간대서 구매했어요. 귀엽고 예쁘긴한데 아가가 수영복을 안좋아하네요 ㅜㅜ울 늦둥이 막둥이 첨으로 물놀이 가려고 급하게 주문했어요 아주 귀욤귀욤 하네요 그런데 바지가 커요 방수 기저귀까지 입히고 수영복 바지 입혔는데 넘 큽니다ㅋ 담날수영복 입혀 놀게 하다 벗겨 버렸네요 줄줄 내려가요 ㅎㅎ 위에 옷은 그냥저냥 끼지도 않고 널널해서 괜찮은데 바지가 커서 그렇지 아주 이쁘게 잘 입혔어요 옷 재질도 괜찮았어요 ], 긍정 텍스트 확률 : 99.98%"
"[★ 가격은 변동될 수 있음 ★ ], 긍정 텍스트 확률 : 75.24%"
"[ 원 .쿠팡알뜰정보 ..나마스테. 특가 상품 및 할인 상품을 소개하는 핫한인생입니다. 이번에 소개할 품명은], 긍정 텍스트 확률 : 81.16%"
"[ 엠케이 여아용 왕관 쓴 구름 래쉬가드 종세트 입니다.위 상세 쿠팡알뜰정보를 클릭하면 구매 페이지로 이동됩니다. 해당 제품의 가격과 할인 정책은 일별로 차이가 날 수 있습니다.이 상 “핫한인생”이었습니다. 알뜰 쇼핑 하셔서 좋은 상품 알뜰하게 구입하세요 .핫한인생은 쿠팡 최저가 정보를 제공합니다. 판매에 직접 관여하지 않습니다.], 긍정 텍스트 확률 : 93.62%"
"[밑에껀 어짜피 방수기저귀 차니까 맞더라구요ㅋ 윗옷도 끈으로 여미는 스탈이 아니고 티셔츠 형식의 래시가드라서 안벗겨지고 넘 좋았어요. 특히 밑에껀 치마 안에 바지가 달려있는데 짧은 사각팬티라 기저귀도 안삐져나오고 좋아요. 다른건 성인 수영복처럼 삼각팬티가 대부분이더라구요. 수모 따로 필요없이 세트로 구성된거 굿 재질도 많이 얇지않고 색상도 이쁘네요. 급하게 시켰는데 생각보다 맘에 들어서 기분 좋았어요 울 신랑도 환불한 수영복보다 훨씬 이쁘다고ㅋㅋ 사이즈 잘못오길 잘했네 하네요ㅡㅡ 나이 살몸무게 키 표준보다 조금 큰편구매사이즈 매년 수영복 살때마다 오래 입히려고 사이즈 크게샀었는데요한철입히고나면 상태가 이상해져서 오래 입히기가 어렵더라구요 그래서 이번엔 딱 맞게 사봤는데 크게 입히는거보다 핏도예쁘고 좋네요 요즘 핑크에꽂힌 살 여아입니다 입자마자 얼마나 좋아하던지ㅋㅋㅋ감사해여 많이파세용ㅎㅎ ], 긍정 텍스트 확률 : 100.00%"
"[ 위 이미지를 클릭하면 상세페이지로 넘어갑니다쿠팡에서 일간 최대추가 캐시 적립중이에요. 꼭 받아가세요특가상품은 조기 품절이 되니 유의바랍니다.해당 특가상품정보는 년 월 일 시 분 기준입니다 ], 긍정 텍스트 확률 : 93.46%"
"[↓아래는 실제 구매고객이 작성한 리뷰입니다↓ ], 긍정 텍스트 확률 : 62.32%"
"[게시일. 포스팅 시기에 따라 제품의 가격 및 재고의 변동이 있을수 있습니다. 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 긍정 텍스트 확률 : 86.49%"
"[. . . . . . . . . . . .], 긍정 텍스트 확률 : 68.79%"
"[따뜻한 후기 넘나 감사드립니다. 아쉽지만 이제 산모교실은 빠이빠이 이시네요ㅜ. 건강한 출산과 행복 응원할게요 마지막 후기 이벤트 도전], 긍정 텍스트 확률 : 99.01%"
"[감사합니다.후기 이벤트 도전], 긍정 텍스트 확률 : 83.19%"
"[저도 꼭 가보고 싶어용], 긍정 텍스트 확률 : 82.41%"
"[ 맞아요 태국사람들 아기 정말 좋아아해요 도움도 많이 받앗구요. ㅎㅎ남은 여행 즐겁게 하시길 바래요], 긍정 텍스트 확률 : 99.39%"
"[최연소 여행자일까요], 긍정 텍스트 확률 : 70.96%"
"[오우 저희 아기도 곧 갈 예정인데.. 마음이 편해지네요], 긍정 텍스트 확률 : 85.38%"
"[더우실텐데 아기까지...대단하십니다 즐거운 여행되시길...], 긍정 텍스트 확률 : 96.37%"
"[저도 여행계획있는데 다행입니다. 마지막까지 즐거운 여행하세요], 긍정 텍스트 확률 : 97.75%"
"[네넹ㅎㅎ원인데 제가원이 나와서 천원만깎아달랬어요ㅜㅜ], 긍정 텍스트 확률 : 63.84%"
"[저도 올리니까 잘되다가 재생불가 떴다가 왔다갔다 하더라구요ㅜㅜ], 긍정 텍스트 확률 : 93.09%"
"[어머.. 도로시맘님❤ 동영상 까지... 😚😚☺귀한 후기 너무너무 감사합니다.최우식 진심인가용..꾸벅인사감사합니다. 일당백 단어 감사합니다도로시맘님 누군지알고같아용 앞으로 까페활동자주하면서 소통해요부산 산모님들 최고짱짱], 긍정 텍스트 확률 : 99.97%"
"[이렇게 댓글달아주시고 감사합니다너무너무 재밌게 잘해주시고 고생많았습니다다음에기회가되면 또 부산에 오세요그날 민락동가서 회드셨는지ㅋㅋㅋ그날하루 채움한가득했습니다], 긍정 텍스트 확률 : 99.84%"
