"[ 열심히 검색해서 착한성분에 리틀트윅보단 조금 비싸지만 그래도 가격만족도 되는 제품을 바로 구매했습니다.브랜드 인데요 오가닉 제품으로 구성된 베이비 파우더 입니다. ], 긍정 텍스트 확률 : 74.04%"
"[ 글을 쓰고 육아하고 여유는 개뿔 .... 이일저일 있다보니 여름에 쓴 글을 이제서야 올리게 되었다 ㅠㅠ기저귀를 이것저것 비교해본 결과 가장 만족도가 높았던 기저귀는 나비잠 슈퍼드라이였다.그랬는데..막상 구매할때가 되니 딱 슈퍼드라이 사이즈만 품절....당시 사이트 여기저기 다 뒤져도 딱 걔만 품절..그래서 다른 기저귀를 쓰다 돌아가려니 아가가 뒤집고 배밀이하며 도망간다 ㅠㅠ힘으로 붙잡고 이겨보려해도 아기도 쉽게 안져줌 ㅠㅠ결국 밴드 졸업 ... ], 긍정 텍스트 확률 : 96.86%"
"[ ...이유식을 시작하는 우리 아기를 위하여.팜투베이비가 해피백이벤트를 오픈하였어요..홈페이지에서 신청하고실용성 해피백 도 받아가세요♬... ], 긍정 텍스트 확률 : 74.97%"
"[ .이유식기를 맞이한우리 아기를 위한 선물 ..첫 이유식을 시작할 아기들을 축하하기 위해.친환경 브랜드대상 팜투베이비 가 제휴사와 함께 준비한.행복 가득 팜투베이비 해피백’을매월 분께드립니다... ], 긍정 텍스트 확률 : 86.98%"
"[ ... 이벤트 신청 방법..게시물 맨아래신청하기’ 버튼을 누르고.홈페이지에서 정보를 기재해주세요...당첨인원 명.당첨미션 팜투베이비 해피백 수령 후 개인 에 후기를 작성해주세요. .발송일정 년 월 내 배송비 무료... ], 긍정 텍스트 확률 : 75.26%"
"[ ...Ⅰ구성품 소개Ⅰ..팜투베이비 오가닉 라이스퍼프 종랜덤증정.이유식 및 상품군 할인 쿠폰북.올담 물티슈 매.이유식스푼 .스푼 포크 세트 .그라운드플랜 젤모이스처.바디워시], 긍정 텍스트 확률 : 60.44%"
"[안전하게 받으실 수 있는 주소를 입력해주시기 바랍니다.. 신청기간 내 회만 신청이 가능하며], 긍정 텍스트 확률 : 63.53%"
"[튼튼이 태어나기 전부터 사놓은 태열베개수키의 추천으로 미리 사두게 되었다. 같이 구매한 귀여운 인형 튼튼이의 애착인형이라고 생각하니 더 성분이 좋고 안전한걸 사주고 싶었다. ], 긍정 텍스트 확률 : 97.46%"
"[이 물처럼 변하면 반대편을 사용하거나], 긍정 텍스트 확률 : 66.10%"
"[시원한 곳에 보관했다가 다시 고체화 되면 재사용 하면 된다..저 얼음같이 생긴 부분을 이라 부르는데 도로 셋팅이되어 있어서], 긍정 텍스트 확률 : 95.38%"
"[ 으로 이루어져 있다.], 긍정 텍스트 확률 : 58.07%"
"[몽슈레 베개 이 튼튼이 머리랑 닿게], 긍정 텍스트 확률 : 66.21%"
"[아토팜 아쿠아수딩젤크림이거 사면서도 설마 우리 튼튼이가 태열이 올라오겠어? 하면서 반신반의했는뎅..웬걸..ㅠㅠ엄마아빠의 무지로인해 튼튼이 얼굴에 왕드름이들이 생겨버렸다.], 긍정 텍스트 확률 : 59.44%"
"[ .일부터 일까지 태열의 최절정 이었는데], 긍정 텍스트 확률 : 51.23%"
"[이때 사진은 자동 보정이되어도 죄다 이렇게 볼이 태열로 올록볼록.너무 태열이 오래 나아지지 않자], 긍정 텍스트 확률 : 50.99%"
"[ 몽슈레 오가닉 애착인형과 함께 찰칵 친해지길 바라 ], 긍정 텍스트 확률 : 80.74%"
"[그냥 일반베개 벨때보다 땀이 덜나는것도 사실.아기 머리에서 땀이 나는것은 열이 원활하게 방출되고 있다는것이므로 ], 긍정 텍스트 확률 : 52.85%"
"[수건을 꼭 깔아주고 쓴다.몽슈레 태열베개는 신생아부터 개월까지 사용가능하다. 가격이 싸진 않지만], 긍정 텍스트 확률 : 72.05%"
"[추천 추천 가격값을 한다.태열베개 다음으론 안심베개를개월사용 가능 쓸 수 있다는데], 긍정 텍스트 확률 : 91.44%"
"[벌써개월일차에 진입한 봄이♡중기로 넘어갈수록 점점 비싸져가는 시판 이유식..ㅠㅠ때문에 가성비 좋다고 소문난 브랜드인], 긍정 텍스트 확률 : 80.53%"
"[ 팜투베이비 이유식 팩과 간식을 함께 넣을 수 있는 넉넉한 사이즈다엄청 탐났던 팜투베이비 보냉가방♡디자인도 엄청 귀엽다], 긍정 텍스트 확률 : 96.49%"
"[ 해피백 구성품들 모두], 긍정 텍스트 확률 : 56.89%"
"[ 보냉가방에 정성스럽게 포장되어 함께 배송된다 살짝 열어만 봤는데도], 긍정 텍스트 확률 : 85.37%"
"[가득가득 들어있는 선물들♥.♥ ], 긍정 텍스트 확률 : 99.98%"
"[ 팜투베이비와 여러 제휴사들이], 긍정 텍스트 확률 : 62.66%"
"[ .. . 팜투패밀리오가닉라이스퍼프 종 오가닉 라이스퍼프 레인보우볼 사과와 오가닉 라이스퍼프 레인보우 소프트바 바나나두 종류의 과자를 선물받았다 한창 이유식 먹으며 중간중간 간식을 먹을 때라], 긍정 텍스트 확률 : 74.05%"
"[물티슈는 정말 중요한 육아템 중 하나이다.직], 긍정 텍스트 확률 : 58.99%"
"[ 간접적으로 아기에게 닿는 물티슈이기 때문에], 긍정 텍스트 확률 : 74.93%"
"[ 나같은 경우엔 성분 엄청 꼼꼼하게 따져서 구입한다.팜투베이비 해피백에서 선물 받은 올담 물티슈사용하기 전], 긍정 텍스트 확률 : 65.25%"
"[알레르기 유발 주의성분 포함되어 있지 않는 물티슈라], 긍정 텍스트 확률 : 54.83%"
"[ 믿고 사용할 수 있을 듯♡ ], 긍정 텍스트 확률 : 61.58%"
"[ 사용하기 전에 비닐 제거해주는 센스가 필요할듯♡ ], 긍정 텍스트 확률 : 77.97%"
"[. 누크이유식 스푼개월. 누크스푼 포크 세트개월 많으면 많을수록 좋은 이유식스푼 및 스푼포크세트도], 긍정 텍스트 확률 : 87.70%"
"[ 더욱 믿음이 간다 이유식 스푼은 현재 사용중이고], 긍정 텍스트 확률 : 87.00%"
"[개월차에 사용하려고 보관중이다], 긍정 텍스트 확률 : 53.85%"
"[젤 모이스처 모두가지주의성분], 긍정 텍스트 확률 : 54.39%"
"[ 자연주의화장품 역시 믿고 사용할 수 있는 제품들로만 가득찬 선물 보내주는], 긍정 텍스트 확률 : 95.18%"
"[ 성인은 물론], 긍정 텍스트 확률 : 53.60%"
"[아이와 함께 쓸 수 있는온가족 바디 제품안전한 성분만을 담아], 긍정 텍스트 확률 : 91.70%"
"[예민한 피부에도 자극없이 순하게 작용한다고 한다.온가족 데일리 로션이자], 긍정 텍스트 확률 : 76.08%"
"[익히 알고 있었던 브랜드 기저귀도 꽤 좋다고 들었어서], 긍정 텍스트 확률 : 95.70%"
"[기저귀 무게도 가볍고], 긍정 텍스트 확률 : 61.65%"
"[. 유피스일회용 순면커버 수유패드 매입사실 나는 완분맘이기 때문에], 긍정 텍스트 확률 : 79.62%"
"[ 수유패드에 대하여 잘 모른다 ㅠㅠㅠㅠㅠㅠㅠ요 제품은 사용할 일이 없어], 긍정 텍스트 확률 : 68.24%"
"[내년월 출산예정인 아는언니한테 전달해줄 예정♡저자극 순면커버와 꽃잎모양 중 샘 방지선으로], 긍정 텍스트 확률 : 61.77%"
"[ 한창 건조해지고 있는 요즘], 긍정 텍스트 확률 : 84.14%"
"[ ㅠㅠ우리 봄이 얼굴에도 건조하며 푸석푸석해져가고 있다..아기 피부에 촉촉하게 작용한다고 하니], 긍정 텍스트 확률 : 97.99%"
"[ 겨울에 사용하기 좋을듯살짝 손에 발라봤는데], 긍정 텍스트 확률 : 85.02%"
"[엄청 촉촉하다♡ ], 긍정 텍스트 확률 : 71.47%"
"[ ..정성스러운 선물들로 가득한 팜투베이비 해피백 구성품들♥.♥완전 만족스럽당여가지 친환경 재료유기농], 긍정 텍스트 확률 : 99.99%"
"[무농약], 긍정 텍스트 확률 : 51.42%"
"[ 좋은 재료 좋은 이유식 년년에 친환경브랜드대상으로 선정되었다고 하니 더욱 믿을만 한 듯배우 유지태가 선택한 팜투베이비 이유식], 긍정 텍스트 확률 : 99.62%"
"[ ..현재 중기이유식 시작한 봄이친환경이유식 팜투베이비 중기 이유식으로], 긍정 텍스트 확률 : 83.10%"
"[ 믿고 배달시켜 먹이고 있는중이다♡ ], 긍정 텍스트 확률 : 58.88%"
"[.우리❤ ], 긍정 텍스트 확률 : 62.63%"
"[ 개월동안 여름에도 기저귀발진없던 우리인데요즘 가끔씩 붉어지는듯 발진증상이 보이곤하더라구요.신생아때보다 많이 컸는데도 갑작스레 발진같은게 생기니까 넘 속상하더라구요 신생아때는 신랑이 회사분께 하기스 네이처메이드를 대량으로 선물받아와서 정말 잘썼었거든요.그때 피부가 약한 신생아인데 발진도 없구 뽀송뽀송하구대만족했던 기저귀인데 이번에 더 업글된 버전이 나왔더라구요.안써볼수 없죠 ], 긍정 텍스트 확률 : 50.35%"
"[ 하기스 기저귀를 쓰면서 느낀 장점은 남아여아 성별 구분이 되어있다는건데요.네이처메이드 오가닉도 신생아 단계를 제외하고는 성별이 구분되어있으니 좋더라구요 남의 딸인데도 이렇게 이쁜데 내딸이면 얼마나 더 이쁠까싶은 아기 모델이 반겨주네요], 긍정 텍스트 확률 : 95.58%"
"[ 아기한테 정말 중요한 기저귀목욕하고 기저귀를 갈아줄 때 빼고 거의 시간 내내 착용하고 있고가장 민감한 부분에 닿는거니까 소재가 중요하잖아요.네이처메이드 오가닉 코튼 커버는 기존의 네이처메이드에 오가닉 를 담은 프리미엄기저귀에요.오가닉 함유로 오가닉 기저귀라고 광고하는게 아니라오가닉을 정말 담고 있는 순면커버에요.확실히 만져보면 정말 부드럽고 언제 발진나고 붉었냐는듯이], 긍정 텍스트 확률 : 98.49%"
"[ 좋은거 다 받은 기저귀독일피부과학연구소 더마테스트 최고등급을 받았구요. 인증 펄프를 사용했어요.그리고 모든 유한캠벌리 하기스 기저귀는 대전에 있는 공장에서 생산된다고 해요 ], 긍정 텍스트 확률 : 62.21%"
"[ 우리는 지금 단계 여아용 밴드형 기저귀를 사용중이에요.단계는 까지 사용가능하구요.우리는 지금 .정도인데 배부분은 여유가 있고허벅지는 워낙 꿀벅지라 딱 맞아요], 긍정 텍스트 확률 : 80.32%"
"[보여드릴게요 ], 긍정 텍스트 확률 : 56.18%"
"[ 손잡이도 있고 따는 선도 있고 뜯이니 고운 기저귀가 보이네요.오가닉이라 그런지 그림도 귀염귀염하고 목화느낌 나는게 살짝 보여요. ], 긍정 텍스트 확률 : 53.86%"
"[ 오가닉을 소량 함유가 기저귀가 아니라 리얼 유기농 순면커버를 사용한 기저귀에요국제공인 인증된 오가닉코튼이니까 믿을 수 있어요.소중한 아기를 위해유럽산 흡수소재를 사용했다는 것도 자랑거리인데요.펄프는 핀란드흡수체는 독일기타 흡수층은 스웨덴과 덴마크산을 사용했어요. ], 긍정 텍스트 확률 : 83.56%"
"[ 기저귀를 펼쳐보면처음 눈에 들어오는게 바로 에어매쉬구조인데요.통기성을 강화해서 바람이 솔솔 통하게 해줘요.그래서 소변이 닿는 면적을 최소화해주고마르는것도 좀 더 빠른 것 같더라구요. ], 긍정 텍스트 확률 : 98.08%"
"[ 안쪽도 펼쳐보니 완벽한 에어매쉬구조에], 긍정 텍스트 확률 : 93.79%"
"[ 요즘에는 중기이유식을 하느라 묽은 변을 거의 안보지만이유식전에는 모유를 먹어서 그런지 개월까지는 묽은 변을 많이 봐서 뒤로 새는 일이 꽤 있었는데요.이 기저귀는 뒤쪽도 샘방지 포켓이 있어서묽은 변도새지않게 도와준다고 해요.그래서 신생아나 이유식하기전 아기들한테 더 강추해요 ], 긍정 텍스트 확률 : 65.10%"
"[ 옆으로 새는것도 넓게 샘방지가 있으니까잘 막아줘요.소변이 샌적은 없어요], 긍정 텍스트 확률 : 63.86%"
"[ 지구도 지키는 일이네요❤그리고 추가적으로], 긍정 텍스트 확률 : 66.66%"
"[ 종이컵 한가득 음료수를 담아서기저귀에 남김없이 다 부어줬어요.실제 소변이면 조금씩 텀이 있겠지만확실히 흡수력을 보기위해 쉬지않고 들이 붓기ㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 55.85%"
"[ 음료를 다 부어준 후인데요.한컵 가득을 부어줬는데도 흡수가 쫙쫙 잘되더라구요부어준 곳말고는 다른곳으로 번지지도 않은거보니안에서 번지지않게 잘 잡아주나싶었어요 ], 긍정 텍스트 확률 : 98.41%"
"[ 위에 음료를 부어준 후에 바로 다시 이어서에요.총 초의 동영상인데요.첨에 바로 음료를 부어준지 초정도후에기저귀를 손가락으로 눌러줬을때는조금 묻어났고시간이 초정도 텀이고 길지않은데바로바로 흡수되니까 다시 기저귀를 만져볼 때마다묻어나는 양이 확실히 줄어든게 보였어요. ], 긍정 텍스트 확률 : 99.49%"
"[ 하기스 샘플링 이벤트로 제품을 무상 지원받아 작성된 후기입니다. 무상지원이지만 진짜 대만족❤ 리얼만족❤ ], 긍정 텍스트 확률 : 83.02%"
"[.월 일 오늘부터 주말인 일요일까지 양재센터에서 서울베이비페어인 서울맘아랑베이비페어가 열려요. ], 긍정 텍스트 확률 : 79.30%"
"[ .서울맘아랑베이비페어 서포터즈로 활동중이거든요..아침부터 우리 꼬마 일찍 등원시킨뒤 양재로 달려가서 서포터즈 명찰과 선착순 번호표], 긍정 텍스트 확률 : 69.90%"
"[ .이번에는 입장권주시면서 루솔의 쮸도 주시길래 냉큼 받아왔다지요. ], 긍정 텍스트 확률 : 57.97%"
"[ .층 안내데스크에서는 선착순 선물 교환권과현장이벤트 선물을 받을 수 있고요.행사장은 층이기에 층으로 ㄱㄱ ], 긍정 텍스트 확률 : 74.33%"
"[ .에스컬레이터를 타고 올라가보니 유모차 대여소가 있는 것을 볼 수 있었고요 ], 긍정 텍스트 확률 : 74.11%"
"[ .입구쪽에는 참가업체 리스트가 있어서 원하는 업체의 위치를 쉽게 찾아볼 수 있게 돼 있었어요. ], 긍정 텍스트 확률 : 85.87%"
"[ .역시 서울베이비페어 줄이 제법 길더라고요. ], 긍정 텍스트 확률 : 53.22%"
"[ .약간의 기다림끝에 시가되자 드디어 입장시작.입구쪽에누 리엔케이에서 뽑기 이벤트를 진행하고 있었는데요], 긍정 텍스트 확률 : 53.49%"
"[ .행사장으로 들어가보니 제일먼저 보이는 곳이 밀크엘레팡이었어요. 이곳에는 아기 이불을 판매중이었는데 너무귀엽더라고요. ], 긍정 텍스트 확률 : 93.33%"
"[ .루솔에서는 아이이유식을 판매중이었고요.. ], 긍정 텍스트 확률 : 83.61%"
"[ .브라이텍스에서는 카시트를], 긍정 텍스트 확률 : 54.84%"
"[잉글레시나에서는 유모차를 볼 수 있었다죠. ], 긍정 텍스트 확률 : 80.33%"
"[ .에이블유모카의 모습도 볼 수 있었는데 이 제품은 진짜 개인적으로 강추 ], 긍정 텍스트 확률 : 98.61%"
"[ .우리 꼬마가 타고있는 제품인데 이녀석 유모차는 안타도 이것은 타요.ㅎ ], 긍정 텍스트 확률 : 62.44%"
"[ .현대해상도 들어와 있어서 태아보험상담도 받을 수 있었고요 ], 긍정 텍스트 확률 : 76.35%"
"[ .슈너글 욕조와 페도라 유모차도 볼 수있었는데요], 긍정 텍스트 확률 : 65.98%"
"[ .그리고 페도라유모차는 보기만해도 튼튼 따뜻해보입디다. ], 긍정 텍스트 확률 : 89.51%"
"[ .그리고 친환경 프리미엄 방수패드도 판매하는것을 볼 수 있었고요 ], 긍정 텍스트 확률 : 81.82%"
"[ .아이숲에서는 아기 내의를 판매중이었는데 엄청귀엽더라고요. ], 긍정 텍스트 확률 : 97.72%"
"[ .잉글레시나에서는 디럭스 유모차가 전시돼 있었고], 긍정 텍스트 확률 : 73.05%"
"[ .베베라온오가닉에서는 예쁜 아이 외출복이 잔뜩 진열돼 있었습니다. ], 긍정 텍스트 확률 : 82.51%"
