"[땀과 열이 정말 많은 우리 둘째 소다미. 요즘 굉장히 잘먹고 살이 더 포동포동하게 올라오고], 긍정 텍스트 확률 : 99.69%"
"[ 처음 기저귀를 꺼내자마자], 긍정 텍스트 확률 : 59.65%"
"[말로 해주면 좋겠지만그렇지 못하니 꼼꼼하게 확인해보는 수밖에 없죠정도의 물을 부었더니 정말 빠르게 흡수], 긍정 텍스트 확률 : 61.73%"
"[손으로 흡수된 부분을 만져봤더니 물이 거의 묻어나지 않고 정말 보송보송해요 ], 긍정 텍스트 확률 : 81.53%"
"[놀랍네요 차로 이동하거나간혹 기저귀를 바로바로 갈아주지 못할 상황이 있죠오래 차고 있으면 아무래도 아이가 찝찝해하며 칭얼대기도 하고기저귀 발진이 걱정되는데슈퍼대디의 놀라운 흡수력은 엄마 걱정을 조금 덜어줄 수 있어 좋아요 ], 긍정 텍스트 확률 : 88.28%"
"[부드러움과 흡수력까지 제 마음에는 쏙 드는데아무래도 우리 아이 피부에 잘 맞고], 긍정 텍스트 확률 : 87.95%"
"[착용했을 때 편안해 하는지가 제일 중요하죠다행히 부드럽게 늘어나는 매직테이프와 중 샘방지 처리 덕분에 입은 듯], 긍정 텍스트 확률 : 70.25%"
"[ 그리고 허벅지 부분 중 샘방지 처리가 타제품보다 좀 넉넉한 거 같았는데 확실히 아이한테 입혀보니 샘방지 처리가 넉넉하게 잘 되어 있어서 아이의 응아가 넘칠 위험도 덜할거 같아 마음에 쏙 들어요], 긍정 텍스트 확률 : 99.48%"
"[ 슈퍼대디의 다양한 정보와 이벤트 소식은 인스타와 카페에서 확인할 수 있어요.. ], 긍정 텍스트 확률 : 71.13%"
"[ 슈퍼대디로부터 제품을 제공 받아 작성한 솔직한 후기입니다 ], 긍정 텍스트 확률 : 57.42%"
"[ 하루종일 기저귀를 차고 있어야 하는 울애긔 엉덩이도 덩달아 비상걸렸다. 무더운 여름을 잘 날 수 있는 통기성과 흡수력], 긍정 텍스트 확률 : 67.57%"
"[안전성까지 세마리토끼를 다 잡은 만능간장같은 기저귀가 필요햇올 여름을 시원하게 보낼 수 있는 여름기저귀], 긍정 텍스트 확률 : 77.00%"
"[소중한 내 아기 엉덩이를 믿고 맡길 수 있는 신상 핫템을 발견했다. ], 긍정 텍스트 확률 : 82.04%"
"[ 우래기처럼 귀염뽀짝한 펭귄캐릭터가 그려진 샛 노란 가저귀 포장용기부터 남다르다. 아기용품이니만큼 무엇보다 우선시 되어야하는 것이 안전성], 긍정 텍스트 확률 : 86.09%"
"[ 벌써부터 신상잇템은 귀신같이 좋아하는 공쥬님 ], 긍정 텍스트 확률 : 52.37%"
"[ 염소화페놀류외개항목이넘는유해성분불검출되었다하니 안심이다. 게다가 위생과 안전을 위해 자사 실험실에서 매주 검사를 한다하니 완존 멋지지 아니한가 우래기엉덩이 믿고 맡길 수 있겠다. ], 긍정 텍스트 확률 : 98.23%"
"[ 올 여름 우래기 엉덩이를 책임질 여름기저귀], 긍정 텍스트 확률 : 61.91%"
"[ 신상핫템이 꽤나 맘에드나보다. 요리조리 만져보며 살펴보며 호기심을 채우는 귀요미.], 긍정 텍스트 확률 : 83.67%"
"[ 반면 슈퍼대디 미스터펭 매직슬림 기저귀는 레그밴드가 짱짱하게 허벅지를 감싸주어 고정이 잘 된다. 허리밴드도 어찌나 짱짱한지 쉬를 잔뜩해서 무거워진 기저귀도 쳐짐없이 잘 잡아주었다.], 긍정 텍스트 확률 : 67.63%"
"[ 요즘 걸음마연습으로 활동성이 폭발하고 있는데 처음 채워준 그대로예쁘게 엉덩이를 감싸고 있는거보니 완존 기특기특 ], 긍정 텍스트 확률 : 92.86%"
"[ 기저귀전면을번감싸주는듀얼코팅시스템’이밖으로새어나오지않도록보호해준다더니 가볍게 완벽히 밀착되어 우래기 엉덩이를 지켜준다. 옴마낫핵감동 받았자냐 ], 긍정 텍스트 확률 : 98.81%"
"[ 묵직허게 많이도 쌌다. 하지만 한치의 흔들림도 한방울의 샘 없이 예쁘게 처음 그대로의 모습. ], 긍정 텍스트 확률 : 80.37%"
"[ 가볍고 보송보송한 엉덩이에 기분이 좋아 빠르게 척척 기어가는 우래기. ], 긍정 텍스트 확률 : 83.05%"
"[ 밴드의 짱짱함을 한번 보세용 ], 긍정 텍스트 확률 : 78.71%"
"[ 티슈로 꾹꾹 눌러 역류되지는 않는지도 테스트해 보았다. 보송보송 완벽해 ], 긍정 텍스트 확률 : 74.99%"
"[ 요즘 대세 아기모델 윌리엄과 벤틀리도 입었다. 우리 솔장군님도 입었지 올 여름기저귀는 미스터핑 매직슬림기저귀로 픽. ], 긍정 텍스트 확률 : 67.21%"
"[ 미스터펭 공식쇼핑몰“하트박스”에서 핫이벤트도 많이 한다고 하니 올 여름을 보송보송하게 보낼 수 있도록 슈퍼대디 미스터펭 매직슬림 기저귀 한보따리 쟁여야겠다. 아래 사진을 클릭하면 미스터펭 공식쇼핑몰에 방문이 가능합니다. 사랑하는 내아기가 올여름을 시원하고 보송보송하게 보낼 수 있게 얼른 가셔서 득템하세욥 ], 긍정 텍스트 확률 : 77.64%"
"[ 본 포스팅은 제품만을 해당업체로부터 제공받아 작성된 후기입니다. ], 긍정 텍스트 확률 : 60.58%"
"[ ....요즘 이지 커팅 라인 없는 기저귀가 없지요? 양쪽을 잡고 뜯어주면 쉽고 깔끔하게 뜯어져요... ], 긍정 텍스트 확률 : 80.30%"
"[미만 아기가 사용하는 대형 사이즈예요뱃살 통통 하체 튼실아기라 라지 사이즈가 딱이더라고요전 이 정도 기저귀 핏을 좋아해서조금 넉넉하게 입히는 편이에요 ], 긍정 텍스트 확률 : 90.99%"
"[ 미스터펭 기저귀 앞면과 뒷면이에요 펭귄이 너무 귀엽네요미스터펭씨예요ㅋㅋㅋ 뒷면에는 테이프가 붙어있어서 구분하기 편하답니다 ], 긍정 텍스트 확률 : 91.99%"
"[ 기존 슈퍼대디 기저귀보다 더 슬림해진 매직슬림은 어떤한 움직임에도 가볍고 편안함을 선사한다네요확실히 기저귀가 많이 얇더라고요.?여름기저귀여름기저귀 로 이런게 좋지요 ], 긍정 텍스트 확률 : 83.37%"
"[ 순간의 새어 나옴도 막을 수 있도록 기저귀 전면을 중으로 감싸주는듀얼 코팅 시스템이 밖으로 새어 나오지 않도록 보호해주고 ], 긍정 텍스트 확률 : 82.90%"
"[ 허리밴드도 쭉쭉 늘어나서 활동하기 불편함이 없을 것 같네요제가 제일 중요하게 보는 것이지요내 배도 타이트한 바지를 입으면 꽉 껴서 불편한데 울 아기는 어떻겠나요ㅠㅠ전 무조건 허리밴드가 쭉쭉 늘어나는 밴드로만 쓴답니다], 긍정 텍스트 확률 : 87.26%"
"[ 잘 보이라고 파워에이드로 했는데요 남은 게 이정도라 아쉬웠어요를 한 번에 부어도 빠르고 완벽하게 흡수된다네요 ], 긍정 텍스트 확률 : 88.48%"
"[ 새지 않고 편안한 슈퍼대디 미스터펭 기저귀 차고폭풍 뒤집기 연습중인 울 아기예요지금은 가뿐하게 뒤집는답니다], 긍정 텍스트 확률 : 92.88%"
"[ 더 슬림해진 여름기저귀 슈퍼대디 미스터펭 매직슬림 기저귀얇기의 한계를 뛰어넘는 매직슬림의 가볍고 편안한 착용감을 경험해보세요 ], 긍정 텍스트 확률 : 54.33%"
"[슈퍼대디 리얼소프트 팬티기저귀발진에 좋은 기저귀 추천안녕하세요], 긍정 텍스트 확률 : 90.66%"
"[쩡블로그 쩡이예요 육아맘 쩡새댁 인사해요♥ ], 긍정 텍스트 확률 : 99.84%"
"[ 슈퍼대디 리얼소프트 팬티기저귀면역도 약하고 피부도 약한 아기 .?발진에좋은기저귀발진에좋은기저귀 바꿔서 해줬어요.또 안전성], 긍정 텍스트 확률 : 95.20%"
"[ 슈퍼대디 리얼소프트 팬티기저귀. .?슈퍼대디기저귀슈퍼대디기저귀 알계된 계기는. 슈퍼맨이 돌아왔다 에서 나오더라구요...윌벤져스 윌리엄과 벤틀리가 사용하는. .?슈퍼대디슈퍼대디.?기저귀기저귀 입니다...진짜.?프리미엄기저귀프리미엄기저귀 리얼소프트라서.윌리엄과 벤틀리도 사용하나봐요. ], 긍정 텍스트 확률 : 82.74%"
"[ ✔ 식품의약품안전처 국민청원안전검사제 결과 적합 판정→], 긍정 텍스트 확률 : 57.16%"
"[ 슈퍼대디 리얼소프트 팬티기저귀.윌리엄과 벤틀리도 입는.슈퍼대디 리얼소프트.?팬티기저귀팬티기저귀좋은 건 따라서 해주고픈 마음으로우리 아기에게도 해줬어요..안전성], 긍정 텍스트 확률 : 96.36%"
"[ 슈퍼대디 리얼소프트 팬티기저귀...고객이 신뢰하는 브랜드.기저귀부문 대상..최초 년 연속년년.소비자 만족도 높아 연예인 자녀들도 많이.사용하는.?슈퍼대디기저귀슈퍼대디기저귀 입니다....코리아 탑 안전 브랜드.최고의 브랜드 대상..년 연속 년년.한국언론인협회가 주최한 곳에서 대상..전문 조사기관과 심사위원회 등.총단계에 걸쳐 각 분야별 최고의 브랜드 선별로.공정하게 진행하였다고 합니다...안전브랜드육아용품브랜드 대상최초 년 연속 안전브랜드 대상 수상.최근 안전성 이슈에 있어 문제되는 점 하나 없이안전한 브랜드로 자리매김하였습니다......... ], 긍정 텍스트 확률 : 66.81%"
"[피부에 닿는 모든 면을.부드럽게 감싸주니 좋은 것 같아요.......... ], 긍정 텍스트 확률 : 93.46%"
"[ .슈퍼대디 리얼소프트 팬티기저귀.✔앱솔루트 소프트 시트. .이 제품의 앱솔루트 소프트 시트가.혁신], 긍정 텍스트 확률 : 70.48%"
"[그 이상의 완벽하고 새로운 차원의.부드러움을 선사합니다......... ], 긍정 텍스트 확률 : 97.79%"
"[ 슈퍼대디 리얼소프트 팬티기저귀..✔중 샘방지.탄성이 좋게 늘어나고 줄어드는 샘방지 가드가.이중으로 되어있어 옆 샘 차단 뿐 아니라], 긍정 텍스트 확률 : 81.76%"
"[ 슈퍼대디 리얼소프트 팬티기저귀.제품 패키지 옆면에 인쇄된 하트포인트를.장 또는 장을 모으면 적립금으로 교환가능..à 제품 폴리팩을 확인하시면.하트포인트 쿠폰이 적혀있으니 버리지마세요..▼ 슈퍼대디 홈페이지 ▼ ], 긍정 텍스트 확률 : 55.69%"
"[ . .?팬티기저귀팬티기저귀.?기저귀추천기저귀추천.?리얼소프트리얼소프트.?윌리엄벤틀리기저귀윌리엄벤틀리기저귀.?슈퍼대디슈퍼대디.?슈퍼대디리얼소프트슈퍼대디리얼소프트. .?슈퍼대디기저귀슈퍼대디기저귀.?부드러운기저귀부드러운기저귀.?발진에좋은기저귀발진에좋은기저귀 ], 긍정 텍스트 확률 : 93.41%"
"[.투꿍이가.ㅜ ㅜ 또 아프네요.지난주 주말부터 계속 응가를 지리고.밤마다 배아프다고 깨서 울고불고.ㅜㅜ.그러고나선 응가싸고 다시 잠자고.병원갔더니 약한 장염이라고 해서 약 처방받아와서.주말에 먹이고 괜찮아졌었거든요....그런데. 월요일 입안을 봤더니.수포가 생겼길래.부랴부랴 병원갔더니 구내염.ㅜㅜ 하.이틀지나니 다리쪽에 뭔가 빨갛게 올라와서..병원갔더니 수족구라 하시더라구요..네 지금 까꿍인.장염구내염수족구 종세트로.고생 중 이랍니다.ㅜㅜ.그래도 다행인건.....열은 안난다는거..휴..잘 먹지도 않는데.먹는족족 다 응가로 내보내는 중.묽은변을 자주 누다보니...투꿍이의 엉덩이도.많이 예민해져있는 상태인데요.날씨도 덥고 계속 응가는 누고.하 총체적 난국.그래서 준비한게 있죵.이 무더운 여름철에 입어도 엉덩이는 보송보송 쾌적한.여름 팬티기저귀.슈퍼대디에서 준비해보았답니다.. ], 긍정 텍스트 확률 : 95.04%"
"[ .슈퍼대디 미스터펭 매직슬림 팬티기저귀..년 연속 고객이 신뢰하는 브랜드 대상.기저귀 유일 년 연속 안전브랜드 대상.엘리드 인체적용 시험 무자극 판정..꺄 저 기저귀 보자마자 .너무 귀여워서 소리질렀어요ㅋㅋㅋㅋ.펭귄 기타치는거 왜이리 귀염터지죠??ㅋㅋ ], 긍정 텍스트 확률 : 62.22%"
"[ .펭귄옆에 수달은 큰북을 둥둥둥..ㅋㅋㅋ.아기기저귀 답게 넘나 귀여운 것ㅎㅎ.나도같이 악기들고 안주하고 싶은것ㅋㅋ ], 긍정 텍스트 확률 : 89.06%"
"[ .손잡이가 달려있어서.여행갈때 정말 편리해요.ㅎㅎ.아직 투꿍이는 어린이집을 다니지 않지만.작년 첫째 어린이집에 기저귀 보낼때를 생각해보면.요렇게 손잡이가 있어야 편하더라구요ㅎ ], 긍정 텍스트 확률 : 86.69%"
"[ .기존 기저귀보다 더욱 얇아진 .슈퍼대디 매직슬림 기저귀.더 가볍고 편안함을 선사해 준다고하니.너무나 기대가 되었어요.. ], 긍정 텍스트 확률 : 88.91%"
"[ .하루종일 기저귀를 차고 있는 아이들.기저귀 성분도 참 중요하죵.슈퍼대디 미스터펭 기저귀는 .납], 긍정 텍스트 확률 : 67.74%"
"[ 비소 등 검사항목 모두. 유해원소 및 형광증백제 무검출된 안전한 기저귀 이구요.국가통합인증마크인 인증마크와 세계공통 국제표준화 기구의 .], 긍정 텍스트 확률 : 86.65%"
"[ 를 모두 인증받은 제조사의 .믿을 수 있는 제품이예요. ], 긍정 텍스트 확률 : 93.56%"
"[ .제조일자와 사용기한도 적혀있네요..제조일이 두달된 따끈한 기저귀..제조일자가 최신인것도 맘에들어요ㅎㅎ ], 긍정 텍스트 확률 : 95.36%"
"[ .기저귀팩 옆면에는 이렇게 하트포인트도 있었느데요.요 하트포인트는 차곡차곡모아서.제품으로도교환가능하다고하니 정말 좋네요ㅎㅎ.자세한 사항은 중원몰 확인해보세용...하트포인트 장.원.하트포인트 장원. ], 긍정 텍스트 확률 : 96.41%"
"[ .ㅎㅎ 기저귀에도 귀여운 펭귄이..일단 기저귀를 만져봤을때.엄청 부드러웠어요.엉덩이를 부드럽게 감싸주기에 제격ㅎ ], 긍정 텍스트 확률 : 96.57%"
"[ .핸드폰이랑 비교해봤는데 .핸드폰 두께보다 얇은거 실화냐?ㅎㅎ.슬림한 기저귀를 초슬림 테크닉으로 더욱 더 얇게 만든 .패드 디자인으로 움직임이 많은 아기들에게. 입은듯 안입은듯한 가벼움과 편안하을 느끼게 해주는 .슈퍼대디 기저귀 아주칭찬해. ], 긍정 텍스트 확률 : 60.94%"
"[ ..소변알림선도 있어.기저귀 갈 타이밍을 한눈에 알 수 있으니 참 편하죠. ], 긍정 텍스트 확률 : 67.86%"
"[ .기저귀의 흡수력은 어떤지.한번 테스트해 보도록 하겠습니다.ㅋ. 보리차 한병과 미스터팽 기저귀.준비해주시고요 ], 긍정 텍스트 확률 : 76.80%"
"[ ..요 한병을 몽땅 기저귀에 부어줄꺼예요.미스터펭 기저귀는 피부가 숨쉬는. 얇은 패드 슬림디자인으로 .많은 양도 한번에 파워 흡수한다고하니.제 눈으로 직접 확인해 보고싶었어요ㅎㅎ. ], 긍정 텍스트 확률 : 86.43%"
"[ ..붓는 동시에 빠르게 흡수하는.미스터펭 기저귀.최대 흡수속도가 .초.기존 자사제품 대비 . 흡수속도가 향상했다고해요.짝짝짝. ], 긍정 텍스트 확률 : 58.33%"
"[ .흡수가 쏙 되는 기저귀.동영상으로 더 자세히 확인해보세요.미리 보리차를 한번에 부어도 완벽 흡수하는 클라스.대용량 흡수까지 완벽한 흡수력을 제 눈으로 직접 확인했네요. ], 긍정 텍스트 확률 : 96.73%"
"[ .묻어나옴도 없고요.어떻게 나 부었는데도 묻어나오이 없는거죠???.기술력 진짜 짱ㅋ ], 긍정 텍스트 확률 : 90.51%"
"[ .뭉침없이 쏙 흡수되니 그저 신기할 따름이네요ㅎㅎ ], 긍정 텍스트 확률 : 57.79%"
"[ .그 많던 물이 흡수체가 쏙 흡수해 버렸네요ㅎㅎ.흡수력이 좋으니 아기들 밤기저귀로 사용해도 굳ㅎ.. ], 긍정 텍스트 확률 : 98.90%"
"[ .요즘 이렇게 기저귀 정리대에 넣어놓고.쓰는 슈퍼대디 미스터펭 기저귀와 물티슈..요즘 울집 꿍이자매 엉덩이를 책임져 주고 있네요ㅎㅎ ], 긍정 텍스트 확률 : 97.69%"
"[ .아직까지 밤기저귀를 못땐 개월 까꿍이와.요즘 한참 응가쟁이가 된 투꿍이..ㅜㅜ.둘이서 사용하는 미스터팽 기저귀.깨끗히 씻고나와 기저귀로 갈아입혀놨더니.아주 둘이서 꽁냥꽁냥 잘노네요.ㅋㅋ.언니가 어린이집 가있을동안 엄마 껌딱지가 되어서.징징거리기 바빳는데 언니가 하원하고 오니. 언니랑 놀기 바쁜 투꿍이.ㅋㅋ ], 긍정 텍스트 확률 : 93.50%"
