"[다이치 앨리 .리얼하게 비교하면서 소개해드릴게요. ], 부정 텍스트 확률 : 88.00%"
"[ .... ], 부정 텍스트 확률 : 70.23%"
"[다이치 회전형 신생아카시트 원픽스 사용연령신생아세제품 무게약 . 사이즈글사진달콩아빠], 부정 텍스트 확률 : 50.70%"
"[ 대한민국 최초로 회전형 카시트를 개발한 다이치.편리하게 원핸드로 조작이 가능하고 성장 맞춤 설계로 아이의 편리함과 궁극의 안전 시스템까지 갖추어 카시트계의 명품이 된], 부정 텍스트 확률 : 62.99%"
"[ 설치하는 방법은 간단해요.머리받쳐주는 옆 라인에 껴넣어 주기만하면 바로 설치완료 ], 부정 텍스트 확률 : 97.34%"
"[ 잡아 당겨주기만 하면 꽤 많이 내려간답니다. 차량에 햇빛가리개가 없어도 될 정도로 넉넉하게 내려가서 좋더라구요], 부정 텍스트 확률 : 50.27%"
"[ 안전의 대명사 다이치 답게 차 충돌방지 리바운드 스토퍼로 차량 좌석과 맞닿는 부분에 받침대 역할을 하여 카시트가 반동하는 것을 예방하고 흔들림까지 잡아주어 보다 안전하고 아이가 안락하게 탈수있도록 설계가 되었다고해요.], 부정 텍스트 확률 : 79.08%"
"[ 카시트 장착을 위해고정장치를 사용하였는데요. 버튼을 당겨주시고 고정장치를 잡아 당겨주시면 쭈욱 빠진답니다. 년형 이후의 차에는 거의 를 사용할 수 있으니 왠만한 차에는 설치할수있으니 너무 걱정안하셔도 될 듯합니다.], 부정 텍스트 확률 : 98.37%"
"[ 히든 서포트 레그를 내려 고정시키고], 부정 텍스트 확률 : 69.37%"
"[ 다이치로부터 제품만을 무상으로받아 작성되었습니다 ], 부정 텍스트 확률 : 70.44%"
"[ 빕스 반포점에서앨리 유모차서포터즈 발대식이 열렸어요 저는 이제 태어난지 갓 일된 둘째는도우미 이모님께 맡기고 출산후 오랜만에 자유부인으로 다녀왔답니다룰루♡ ], 부정 텍스트 확률 : 53.17%"
"[ 무엇보다도 저의 시선을 사로잡은 바로앨리 유모차♡♡♡ ], 부정 텍스트 확률 : 63.33%"
"[ 다이치의 유모차 런칭 직후에빠르게 만나볼 수 있는 서포터즈만의 특권바로 앨리유모차의 실물영접♡♡♡♡♡진짜 색감하며 디자인까지완전 실.물.깡.패 ], 부정 텍스트 확률 : 92.98%"
"[ 테이블에 제이름이 적힌 서포터즈 명찰에다가 ], 부정 텍스트 확률 : 77.46%"
"[ 곧 발대식이 시작했는데요너무 미인이신 다이치 담당자분들께서발대식을 진행해주셨어요 ], 부정 텍스트 확률 : 96.15%"
"[ 다이치 하면 일본 브랜드 아니야?? 하시는 분들도많으실텐데요국민카시트로 유명한 다이치는 순수 대한민국 브랜드랍니다 ☆☆☆☆☆다이치는 일본어이긴 하지만제일], 부정 텍스트 확률 : 55.24%"
"[ 이미 국민카시트 하면 다이치로 유명한데요대한민국 판매 위], 부정 텍스트 확률 : 88.82%"
"[ 소비자가 선택한 등 브랜드 다이치 소비자고발 안전테스트 위소시모 안전테스트 위 에 빛나는안심하고 믿고 쓰는 국민카시트 다이치랍니다.], 부정 텍스트 확률 : 78.25%"
"[ 국내최초 여성전용 택시인웨이고 레이디 택시에는 육아맘을 위한 카시트가 설치되어있는데바로 다이치카시트를 제공해서택시를 이용할때도 안전하게 사용이 가능하답니다 ], 부정 텍스트 확률 : 90.58%"
"[ 이제 앨리 유모차를 본격적으로소개해드리도록 할게요 ], 부정 텍스트 확률 : 82.77%"
"[ 앨리는 산책], 부정 텍스트 확률 : 66.26%"
"[ 다이치에서 만든 하이엔드 절충형 유모차 루이는아이에게는 흔들림 없는 안정적인 승차감을], 부정 텍스트 확률 : 89.36%"
"[엄마 아빠에게는 날렵한 기동성과 편의성을 더해 여유로운 외출을 완성시켜주는 유모차랍니다. ], 부정 텍스트 확률 : 88.67%"
"[ 국민유모차 다이치 루이 유모차 앨리는 디럭스형과 휴대형의 장점들만 모아 놓은절충형 유모차 로 신생아부터 편안하고 안전하게 사용하실 수 있답니다 ], 부정 텍스트 확률 : 78.49%"
"[ 색상이 총 가지로 어느하나 예쁘지않은 색이 없더라구요서포터즈에게 원하는 색상을 주신다고하는데벌써부터 색상고르는데 선택장애가ㅠㅠ ], 부정 텍스트 확률 : 54.01%"
"[ 직접 루이유모차를 끌어보고조작해보고 직원분들이 폴딩 시연도 해주시며꼼꼼하게 살펴보는 시간도 가졌답니다.], 부정 텍스트 확률 : 65.43%"
"[ 마지막까지 저의 최종 후보였던너무 예쁜 두가지 색상 .결정장애가 와서 결국 남편이랑최종결정을 했는데요 제가 어떤색상을 골랐는지앨리유모차가 도착하면 곧 소개해드릴게요♡ ], 부정 텍스트 확률 : 60.94%"
"[ 둘째 출산 후 한달만에 바로 앨리유모차 발대식으로 둘째육아 서포터즈를 시작했는데요덕분에 가벼운 발걸음으로 선물과 함께 돌아왔답니다 ], 부정 텍스트 확률 : 91.66%"
"[ 기술이 만드는 차이], 부정 텍스트 확률 : 81.92%"
"[.?다이치유모차다이치유모차 .?다이치앨리다이치앨리 .?앨리유모차앨리유모차 .?다이치다이치 .?다이치루이다이치루이 .?절충형유모차절충형유모차 .?다이치서포터즈다이치서포터즈 .?서포터즈발대식서포터즈발대식 .?유모차서포터즈유모차서포터즈 .?유모차추천유모차추천], 부정 텍스트 확률 : 59.28%"
"[♡베스트], 부정 텍스트 확률 : 53.29%"
"[ 원다이치 유아용 나비 목베개 유모차 카시트용], 부정 텍스트 확률 : 91.17%"
"[ 제조자수입자 다이치에스앤비취급방법 및 취급시 주의사항], 부정 텍스트 확률 : 75.37%"
"[안전표시 연령에 맞는사용 ], 부정 텍스트 확률 : 69.49%"
"[화기엄금사용연령 또는 체중범위 신생아약 세중량 품명 및 모델명 다이치 나비베개 닥스훈트품질보증기준 제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.색상 닥스훈트크기 가로 세로 동일모델의 출시년월 년 월 인증 필 유무 ★★★★제조국 대한민국재질 겉감코튼], 부정 텍스트 확률 : 56.91%"
"[ ￦ ], 부정 텍스트 확률 : 53.29%"
"[ 원 할인판매 가격 ], 부정 텍스트 확률 : 53.29%"
"[ 원특가 할인인기 제품을 소개해드렸습니다. ], 부정 텍스트 확률 : 69.49%"
"[베스트 ▷ ], 부정 텍스트 확률 : 53.29%"
"[ 쿠팡에서 구매하기 ], 부정 텍스트 확률 : 80.54%"
"[ 제품 구매리뷰 및 후기는아래 링크로 확인해주세요.▽▽▽ ], 부정 텍스트 확률 : 72.56%"
"[.. ], 부정 텍스트 확률 : 57.07%"
"[제조자수입자], 부정 텍스트 확률 : 61.97%"
"[다이치에스앤비], 부정 텍스트 확률 : 68.97%"
"[취급방법 및 취급시 주의사항], 부정 텍스트 확률 : 53.29%"
"[안전표시], 부정 텍스트 확률 : 53.29%"
"[연령에 맞는사용 ], 부정 텍스트 확률 : 69.49%"
"[화기엄금], 부정 텍스트 확률 : 53.29%"
"[사용연령 또는 체중범위], 부정 텍스트 확률 : 53.29%"
"[신생아약 세], 부정 텍스트 확률 : 76.10%"
"[품명 및 모델명], 부정 텍스트 확률 : 53.29%"
"[다이치 나비베개 닥스훈트], 부정 텍스트 확률 : 68.97%"
"[품질보증기준], 부정 텍스트 확률 : 53.29%"
"[제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.], 부정 텍스트 확률 : 72.48%"
"[닥스훈트], 부정 텍스트 확률 : 53.29%"
"[가로 세로 ], 부정 텍스트 확률 : 53.29%"
"[동일모델의 출시년월], 부정 텍스트 확률 : 65.67%"
"[년 월], 부정 텍스트 확률 : 72.69%"
"[ 인증 필 유무], 부정 텍스트 확률 : 53.29%"
"[★★★★], 부정 텍스트 확률 : 53.29%"
"[제조국], 부정 텍스트 확률 : 61.97%"
"[대한민국], 부정 텍스트 확률 : 53.29%"
"[겉감코튼], 부정 텍스트 확률 : 53.29%"
"[상품평], 부정 텍스트 확률 : 50.51%"
"[보통 ], 부정 텍스트 확률 : 53.29%"
"[별로 ], 부정 텍스트 확률 : 97.84%"
"[나쁨 ], 부정 텍스트 확률 : 68.60%"
"[.. ], 부정 텍스트 확률 : 57.07%"
"[ 육아용품 후기디자인과 기능], 부정 텍스트 확률 : 57.06%"
"[육아용품 후기 디자인과 기능], 부정 텍스트 확률 : 57.06%"
"[다이치 루이 절충형 유모차 앨리디자인], 부정 텍스트 확률 : 68.97%"
"[기능 등 ], 부정 텍스트 확률 : 71.36%"
"[장소에 따라 결정하는게 맞다 싶었다꿀보는 월말 출산예정이었기에일 전에는 밖에 나갈일이 많지 않을 거고], 부정 텍스트 확률 : 62.79%"
"[ 그러다보면 날이 추워서 밖에는유모차를 밀고 다닐일이 크게 없을거 같았다그래서 디럭스보다는 상대적으로 부피가 작고휴대용보다는 안정감있는절충형 유모차로 선택 ], 부정 텍스트 확률 : 65.52%"
"[다이치 루이 절충형 유모차 앨리기능사용후기 ], 부정 텍스트 확률 : 68.97%"
"[핸들과 발받침 조절 가능하고안에 이너시트는 양면으로 사용가능 ], 부정 텍스트 확률 : 84.22%"
"[ 베이비젠 요요유모차 다이치카시트 포그내 넘버플러스 베이비페어 가격 구매가격], 부정 텍스트 확률 : 56.43%"
"[구매후기 ], 부정 텍스트 확률 : 53.29%"
"[파우치가방], 부정 텍스트 확률 : 53.29%"
"[방풍커버], 부정 텍스트 확률 : 53.29%"
"[레인커버포함], 부정 텍스트 확률 : 53.29%"
"[ 원다이치카시트스핀썬바이저], 부정 텍스트 확률 : 85.44%"
"[후방거울], 부정 텍스트 확률 : 53.29%"
"[썬쉐이드포함], 부정 텍스트 확률 : 53.29%"
"[후드 포함], 부정 텍스트 확률 : 53.29%"
"[ 원현금하면 ], 부정 텍스트 확률 : 68.95%"
"[저희가 구매한 다이치 카시트 ], 부정 텍스트 확률 : 72.19%"
"[아기띠힙시트가 되는 넘버플러스도 구매요요유모차는 베페에서는 실물로 못보고집에 배송돼서야 봤네요 ㅋㅋㅋ하도 좋다고 좋다고 얘기를 많이 들어서아버님찬스 있을때 구매했어요유모차랑 카시트는 집으로 다다음날 배송이 왔어요. ], 부정 텍스트 확률 : 87.64%"
"[올블랙이 대세라고 하더라구요 ㅋㅋ ], 부정 텍스트 확률 : 60.04%"
"[스핀이라 손목에 무리없이편안하게 사용가능할 것 같아요 요요유모차 다이치카시트 포그내힙시트 베페가격 궁금하신분들께참고가 되길 바래요 실제로 구매하고 남기는가격], 부정 텍스트 확률 : 79.70%"
"[ 부산유모차세탁다이치 카시트 세탁후기 ], 부정 텍스트 확률 : 68.97%"
"[ .... ], 부정 텍스트 확률 : 70.23%"
"[전체적으로 참 깨끗하게 잘 사용 하셨는데 액체괴물로 얼룩이 져버렸네요. ], 부정 텍스트 확률 : 83.81%"
"[이제 세탁을 위해 프레임만남기고 분해 해보겠습니다. ], 부정 텍스트 확률 : 86.83%"
"[세탁 과정도 다 촬영했지만 미숙한 촬영 솜씨로 ], 부정 텍스트 확률 : 80.39%"
"[애기랑 동래점의 자랑 자외선살균실 로 이동되어 건조 후 자외선과 피톤케어를 이용하여 살균합니다 ], 부정 텍스트 확률 : 92.86%"
"[ 제회 코엑스베이비페어 박람회 유모차], 부정 텍스트 확률 : 61.97%"
"[매장에 가격문의가 많이 오는데 저희매장에서는 항상 베이비페어에서 판매하는가격], 부정 텍스트 확률 : 72.80%"
"[ 온라인최저가격 알아보시고 문의해달라고 합니다.], 부정 텍스트 확률 : 71.69%"
"[그래야 저희매장에서 저렴하게 판매하는지 비싼지 아실수가 있으니까요.업체에서 직접참여하는 베이비페어육아박람회가 년에 코엑스에서 딱 번 열리는데요.올해는 월에 한번있었고], 부정 텍스트 확률 : 59.77%"
"[모던그레이색상이 제일 잘나가서 맨앞에 있네요. ], 부정 텍스트 확률 : 74.74%"
"[진열상품이 제일빨리 나간다고 하더라구요.달전에 출시된 다이치퍼스트세븐 업그레이드제품인 다이치퍼스트세븐플러스 제품들도 모두 전시되어있었구요. ], 부정 텍스트 확률 : 68.22%"
"[기존 다이치퍼스트세븐이랑 바뀐게 크게는 없어보입니다.저희매장에 방문하시면 두제품이 모두 전시되어 있으니 보시면 아실수있습니다. ], 부정 텍스트 확률 : 89.93%"
"[제품들을 모두 찍지 못했네요.그리고 이번에 새롭게 출시될 토들러카시트와 주니어카시트를 전시했던데요.제품명이 다이치브이가드 라고 하더라구요. ], 부정 텍스트 확률 : 87.75%"
"[선바이저가 블랙색상이 추가된다고 하던데요.가드 전용으로 나온다고 하던데 원픽스나 퍼스트세븐 등 기존제품들도 다 사용이 된다고하니브라운과 가지색상으로 운영된꺼 같습니다. ], 부정 텍스트 확률 : 66.54%"
"[카시트 악세사리도 전시를 했더라구요. ], 부정 텍스트 확률 : 55.99%"
"[사진찍는 기술이 별로여서 아무튼 어제 부터 열리고있는 제회 코엑스베이비페어 다이치 카시트 판매가격이었습니다. ], 부정 텍스트 확률 : 97.50%"
"[다이치 카시트문의세종베이비파크 ], 부정 텍스트 확률 : 68.97%"
"[ 카톡 ], 부정 텍스트 확률 : 53.29%"
"[가격노출로 인해 쇼핑몰들어가셔도 가격을 보실수는 없습니다.반드시 매장에 문의후 결제하실수있게끔 가격올려드립니다. ], 부정 텍스트 확률 : 55.04%"
"[쿠팡에서 마니또 제품 구매했어요..? ..?], 부정 텍스트 확률 : 78.99%"
"[저희는 후보에 예떼? 상품은 없었어서 조언을 드릴순 없네요.. 잉글레시나], 부정 텍스트 확률 : 50.90%"
"[베비조거 등이 있었는데 핸들링], 부정 텍스트 확률 : 52.19%"
"[양대면], 부정 텍스트 확률 : 53.29%"
"[ 와우폴딩 좋으네요핫딜끝났나요??알수있을까요?], 부정 텍스트 확률 : 89.01%"
"[안녕하세요 즙판매는 제한하고 있습니다. 상품권제외 물교로 올려주세요], 부정 텍스트 확률 : 60.30%"
"[네몰랐네용], 부정 텍스트 확률 : 92.35%"
"[ 얼마주고 구매하셨는지 여쭤봐도 될까요?], 부정 텍스트 확률 : 81.79%"
"[다이치 공홈에서 만원대인데 퍼 할인행사중이예요 만원대예요], 부정 텍스트 확률 : 58.23%"
"[다이치 공홈에서 만원대인데 퍼 할인행사중이예요 만원대 오늘 까지 무슨이벤트하던뎅 함들어가보셔용], 부정 텍스트 확률 : 55.15%"
"[ 저도 베페가서 샀는데 좋아요무엇보다 디자인인이 군더더기 없이 심플하고 깔끔해서요 아직 저도 집에서만 살살 밀어주고 있어요저는 명품 윰차보다 다이치 앨리가 더 이뻐보이더라고요], 부정 텍스트 확률 : 62.16%"
"[ 혹시 얼마에 사셨는지 알수있을까요?], 부정 텍스트 확률 : 53.22%"
"[저도 정보부탁드려요], 부정 텍스트 확률 : 68.07%"
"[얼마에 사셨어요?], 부정 텍스트 확률 : 60.24%"
"[ 햇빛가리개 다 펼쳐진거 맞아요?? 차양막 하나 추가로 다셔얄듯 ㅠㅠ], 부정 텍스트 확률 : 63.96%"
