"[.안녕하세요..쩡수연이 쭈누짜누엄마입니다..명의 아이를 키우면서.대 정도의 유모차를 실사용해보면서.나름 자칭 유모차전문가가 된것 같아요.. ], 긍정 텍스트 확률 : 85.12%"
"[ 행사장에 입장하니 가장 먼저 반겨주는 서포터즈 발대식 환영 문구와 예쁘게 꾸며진 케이터링 간식들아침 일찍 움직여서 안그래도 배가 고팠는데 센스 만점 발대식이었지용], 긍정 텍스트 확률 : 94.24%"
"[ 서포터즈들의 마음을 가장 설레게 한 것은당연히 이번에 만나게 될 앨리 유모차 다이치 앨리 유모차는 크롬바디와 블랙바디], 긍정 텍스트 확률 : 81.60%"
"[두 가지 색상의 프레임과 총 가지 컬러의 시트커버가 있어 원하는 색으로 골라서 주문할 수 있다는 장점이 있죠 ], 긍정 텍스트 확률 : 78.63%"
"[ 제품이 오면 더욱 자세하게 설명하겠지만 크롬바디와 블랙바디는 새겨진 로고], 긍정 텍스트 확률 : 78.86%"
"[바퀴의 모양 등 차이가 있어요 거기에 시트 색상을 선택하면 되기 때문에 유난히 검정색이 많은 유모차들 사이에서 앨리의 자태를 뽐낼 수 있겠다는 생각에괜스레 기분이 업됩니당ㅋㅋ ], 긍정 텍스트 확률 : 84.73%"
"[ 본격적으로 발대식이 시작되려고 해서 일단 고픈 배를 채워보고자 케이터링 서비스를 구경했어요앨리 유모차의 발대식에 맞춰 앨리 라는 문구를 새겨 둔 핑거푸드들 넘 예쁘고 귀엽 ㅎㅎ ], 긍정 텍스트 확률 : 84.69%"
"[ 다른 분들에게 민폐일까봐 그냥 하나씩 맛보기로 하고 들고 온 간식들 발대식 시작 전에 후루룩 다 먹어버렸단 것은 안비밀ㅋ ], 긍정 텍스트 확률 : 67.90%"
"[ 본격적인 다이치 앨리 유모차 서포터즈의발대식이 시작됩니다. 아름다우신 담당자님 의 진행으로 꽤 즐거웠던 발대식이었어요 서포터즈 발대식에 가면 뭔가 다들 처음 뵙는 분들이기 때문에조용하고 얌전한? 분위기로 발대식을 진행했는데어째 이번 다이치 앨리 기 분들은 다들 하나같이 쾌활하고 신명나는 분들이셔서 나오면서 연락처 교환하고 잽싸게 단톡방 만들어서 수다 떨었드랬죠 ㅋㅋ ], 긍정 텍스트 확률 : 73.52%"
"[ 다이치가 국내 브랜드라는 사실], 긍정 텍스트 확률 : 71.72%"
"[ 외 다수의 수상 경력으로 제품의 우수함을 입증받고 있죠 다이치 제품 튼튼하다는 사실은 이미 알고 있었는데 유모차 앨리도 당연히 뛰어날 것이라는 예측 ㅎ], 긍정 텍스트 확률 : 87.86%"
"[ 제로케어 프로젝트의 두번째안심수명보증제. 카시트 구매 후 년 이내 무상경력 년 이상의 제작전문가가 직접 를 한다고 해요. 사고 시 최대 년 카시트 무상 교환. 베베토피아와 프리미엄 세탁서비스 제공한번 차에 설치하면 딱히 볼 일 없다고 생각하지만아기의 안전에 직결되는 카시트인 만큼 사후 서비스도 믿을 수 있는 꼼꼼함이 엿보이는다이치만의 프리미엄 서비스 혜택도 꼭 알고 가셔야 한답니다 ], 긍정 텍스트 확률 : 83.88%"
"[ 이어지는 다이치 회사 소개 영상요거는 영상물이라 따로 찍지는 않았어요 다이치에서 제품을 제작하는 과정에 대해서 소개하고본사와 공장들이 시설 설비를 보여주는 영상이었는데다양한 전문가들이 수작업으로 꼼꼼하게 제작하는다이치 제품들의 영상을 보고 있자니 뭔가 가슴 속 저 깊은 곳에서부터자부심이 스멀스멀 올라온달까요 내가 이 다이치 앨리의 서포터즈가 되었다니.. ], 긍정 텍스트 확률 : 89.15%"
"[ 요즘 법이 바뀌어 차에서 안전벨트는 무조건 필수이고아이들은 카시트에 태워야 한다고 하죠 뚜벅이 엄마들이 대중교통을 이용할 때 불편할 수 있는 부분을 다이치는 국내 최최 여성전용 택이신웨이고 레이디에 다이치 카시트를 제공하고 있어요 뚜벅이 엄마들은 일부러라도 웨이고 레이디를이용하게 될 것 같죠 ㅎㅎ ], 긍정 텍스트 확률 : 81.00%"
"[ 짧은 영상이니 한번 보셔도 될 듯 해요 이 영상 보고 저 살짝 충격받은.. 사고 뿐 아니라 급정거 상황에서도아이가 위험할 수 있는 경우가 많을텐데시트에 더욱 단단하게 고정되는 다이치 카시트의 장점을 잘 보여주는 영상인 것 같아요이 영상 보고 카시트 바꿀까 심각하게 고민중ㅋ], 긍정 텍스트 확률 : 99.97%"
"[ 본격적인 다이치 제품들에 대한 소개가 이어졌어요 ], 긍정 텍스트 확률 : 50.64%"
"[퍼스트 세븐 확장형 주니어 카시트인 브이가드다이치 아기띠도 새롭게 출시되었죠루이올인원 아기띠스포츠 힙시트 캐리어와 스포츠 아기띠그리고 우리가 만나게 될 다이치 유모차 앨리], 긍정 텍스트 확률 : 99.26%"
"[ 본격적으로 앨리에 대한 소개가 이어집니다산책길], 긍정 텍스트 확률 : 63.70%"
"[기동성 등 장점을 예쁘게 담기 위한 촬영 현장의 생생한 모습도 구경할 수 있었어요 ], 긍정 텍스트 확률 : 94.10%"
"[ 위에서 실물을 보면서 설명하기도 했지만 크롬과 블랙 두가지 색상의 프레임에 가지 유모차 시트 커버가 있는 다이치 앨리컬러의 조합이 총 가지가 나와요 사실 서포터즈 활동을 하게 될 때 보면 색상을 선택하지 않고 랜덤으로 보내주는 경우가 많거든요 그러나 대인배 다이치 원하는 색상을 고르라고 꺅제가 선택한 컬러는 제품이 도착하면개봉기에서 자세히 보실 수 있을 거예용 ㅎㅎㅎ ], 긍정 텍스트 확률 : 56.71%"
"[ 전시되어 있는 앨리를 직접 움직여 봤는데진짜 핸들링 장난 아닙니다..한손으로 핸들링 되는 많은 유모차들에 대한 소개를 보고직접 밀어본 적도 많았지만..앨리 핸들링 진짜 가볍고 부드러워요 양대면도 간단하고 핸들 높이도 조절되서 엄마], 긍정 텍스트 확률 : 97.27%"
"[아빠 키에 맞춰 그때그때 조절할 수 있는 편리함을 두루 갖춘 하이엔드 유모차 앨리], 긍정 텍스트 확률 : 91.93%"
"[뒤 바퀴의 크기가 다른 다이치 앨리재질을 이용한 바퀴로 안정감과 승차감을 잡았고내구성과 내마모성을 잡아 더욱 오랜기간 사용할 수 있다고 해요 컴팩트한 폴딩은 절충형을 고민하는 분들에게 희소식소형차에도 쏙 들어갈 수 있을 정도로 작게 접히고 상단에는 손잡이가 있어서 들고다니기도 편해요셀프 스탠딩도 가능하구요 ], 긍정 텍스트 확률 : 97.69%"
"[ 어린 아기를 태울 때 최대 도까지 눕혀지는 단계 등받이 각도 조절과 한손으로 쉽게 높이 조절을 할 수 있는 핸들 매쉬재질 통풍 신생아 이너시트도 제공되어쾌적하고 안락하게 어린 아기들도 이용할 수 있어요 ], 긍정 텍스트 확률 : 65.04%"
"[ 저중심설계.. 이거 진짜 중요해요 다른 유모차 태우다가 내리막길에서 무게중심이 갑자기 쏠려서 유모차가 전복된 적 있는 저로썬너무 놀라서 진짜 그 유모차 다시 안보게 되더라구요 균형감 또한 중요하지만 저중심 설계로 안심하고 태울 수 있는 다이치 앨리 그 밖에 풋머프], 긍정 텍스트 확률 : 80.40%"
"[ 그렇게 다이치 제품과 앨리에 대한 소개가 끝나고 서포터즈 분들이 모여서 우르르 유모차를 끌고 들어왔어요 ㅋㅋ 바깥쪽은 조명이 노란색이라 유모차 색이 잘 안보여형광등 아래에서 보고 고르자고 하며 다들 금방 친해져서 이거할까요 저거할까요 이거 이쁘다하면 다들 팔랑팔랑ㅋㅋㅋㅋㅋ저것도 이쁜데? 하면 다들 우르르..ㅋㅋㅋㅋㅋ... 귀여우셔라들.. 진짜 넘 재밌었던 발대식이었어요 ㅋㅋ ], 긍정 텍스트 확률 : 52.09%"
"[ 다이치 공식 블로그를 통해 또 한번 구경해보는 서포터즈 발대식 이야기겸사겸사 읽어보시길 바라며이제 제가 선택한 앨리가 도착할 날만을손꼽아 기다려 봅니다용 ], 긍정 텍스트 확률 : 96.32%"
"[ 끝으로 다이치 소개 중 보여주셨던 영상인데넘 재밌게 봤던지라 공유해봅니당ㅋㅋㅋ아기들이 넘 귀여워요 꼭 한번 보세요 ], 긍정 텍스트 확률 : 97.04%"
"[...이곳은 강원도 알파카 월드 입니다..매주 여행을 다니고 있는 우리 집 ..전날에는 신나게 물놀이를 했고], 긍정 텍스트 확률 : 85.05%"
"[ .이날은 좋은 산공기도 마실겸 이곳으로 왔는데요..역시나 탁월한 선택.어른들도], 긍정 텍스트 확률 : 96.61%"
"[아이들도 정말 좋은 시간을 보냈어요... ], 긍정 텍스트 확률 : 94.06%"
"[한가지.알파카월드는 오르막길이 굉장히 많더라구요?.ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ..아빠 등딱지에 땀이 ㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 90.75%"
"[ ...열심히 둘째를 전담 마크 해주고 있는 아빠. 큰키 아빠가 밀어도.전혀 작아 보이지 않고 말이죠... ], 긍정 텍스트 확률 : 88.87%"
"[ ...안전바는 도 회전이 되거든요..그리고 버튼을 툭 누르면 되니까.쉽고 빠르게 아이를 승하차 시킬수 있어요... ], 긍정 텍스트 확률 : 55.28%"
"[ ...목마르다면서 우유 하나 꺼내 먹고 있는 누나 .. ], 긍정 텍스트 확률 : 60.75%"
"[주행해보면 바퀴도.완전 부드럽고 핸들링도 베리굿.. ], 긍정 텍스트 확률 : 96.53%"
"[ ...아빠는 유모차 담당 ㅎㅎ.아들은 롤리팝 열심히 먹기 ..매주 여행계획이 있어서 다이치 루이도 매주.함께 나가고 있어요..생각보다 완전 튼튼하고], 긍정 텍스트 확률 : 94.65%"
"[리얼. 주변 지인들한테 입이 닳도록 좋다고 말함 .완전 좋아요. 아 진짜 좋은데 말로 표현이 안되네? ㅎㅎ ], 긍정 텍스트 확률 : 96.62%"
"[ .©달콩아빠 ..], 긍정 텍스트 확률 : 60.72%"
"[ 안녕하세요달콩아빠 인사드립니다. 우리 단아공주님에게 새로운 카시트가 생겼어요축하해주세요카시트계의 명품중의 명품 카시트의 대명사 다이치 카시트랍니다. 제가 오늘은 제품 개봉기에 대해서 포스팅을 해볼예정인데요제품에 대한 자세한 설명과 기능에 대해서 나열을 해볼 예정이오니 주의 깊게 잘 봐주세요], 긍정 텍스트 확률 : 99.97%"
"[ 제가 이걸 쓰기전까지는 회전이 되지 않는 걸 쓰고있었는데요. 그 전부터 회전이 되는걸 살까말까 고민을 많이 했었는데 결국엔 회전이 되지 않는 고정형을 썼었습니다. 근데 이게 쓰다보니까 은근 태우고 내릴때에 불편하기도하고 좀 힘들더라구요. 진작에 회전이 되는걸 쓸걸 하고 후회를 많이했었어요. 지금은 회전이 되는걸 쓰니 그 불편함이 사라졌고 너무 편리해져 만족하고 사용하고 있는중이랍니다.], 긍정 텍스트 확률 : 80.77%"
"[ 기능도 편리하지만 안전에 관해서는 이미 마스터하고 있는걸 알기에 믿고 사용할 수 있었어요. 유모차도 이미 다이치 유모차를 사용중이라 편리하고 안전하다는것은 이미 전부터 알고있어 걱정이 없었습니다.그럼 지금부터 자세히 그 기능들에 대해서 알아볼께요], 긍정 텍스트 확률 : 97.54%"
"[ 카시트 아래쪽을 보시면 두개의 버튼이 있습니다. 왼쪽의 버튼은 회전할 수 있는 버튼이고 오른쪽의 버튼은 기울기를 조절할 수 있는 버튼입니다. 당기면서 조작을 하셔야해요], 긍정 텍스트 확률 : 82.72%"
"[ 신생아부터 사용할 수 있는 이너시트와 점식 밸트 사용으로 안전을 더해 편리하고 안전하게 태울수 있도록 하였어요. 물론 이너시트는 탈 부탁이 가능해 아이의 성장에 따라 변신할 수 있다는 점 ], 긍정 텍스트 확률 : 84.68%"
"[ 세계최초로 아기의 머리를 안전하게 보호할 수 있도록 헤드레스트와 좌석에 저탄성 발포우레탄폼을 적용하여 궁극의 안전을 실현시키고 있어요. 이 기술은 충격흡수는 물론이고 메모리폼 같은 쿠션감도 제공해서 안전다이치 라는 수식어가 생겨도 전혀 무방하다고 봐도 된답니다.], 긍정 텍스트 확률 : 87.22%"
"[ 또한 각도 조절 시스템으로 신생아가 가장 편안하고 안정감을 느낄 수 있다는 최적의 각도 도를 실현해 원픽스에도 적용하여 갓 태어난 신생아도 사용할 수 있다는 점 ], 긍정 텍스트 확률 : 93.41%"
"[ 그리고 차량에 장착하기 위한고정방식으로 안전밸트보다 더 안전하게 직접 차량에 고정할 수 있답니다.], 긍정 텍스트 확률 : 81.93%"
"[ 뒤쪽에 뚜껑을 열게되면 설명서가 포함이 되어있구요], 긍정 텍스트 확률 : 76.44%"
"[ 지금 카시트 사진을 보시면 뭔가 빠진걸 보실 수가 있는데 이너시트를 분리한 상태에요. 단계 조절이 가능한 성장맞춤형 이너시트로 신생아 시기에는 온 몸을 빈공간 없이 든든하고 편안하게 받쳐주고 아기가 커감에 따라 총 단계로 자유롭게 탈부착해서 사용이 가능하답니다. 우리 단아공주님은 이제 돌이 다되가는기라 이너시트를 제거하고 하였어요], 긍정 텍스트 확률 : 84.20%"
"[ 단아를 태우고 어깨 길이 조절을 하였는데요. 방법을 알려드리자면 단아공주님 다리 사이에 구멍하나가 있는데 끈 하나가 있을거에요그 구멍사이로 손가락을 넣으면 당길 수 있는 버튼이 있는데 그 버튼을 당기고 끈을 잡아당기면 어깨끈 조절이 가능하답니다. 보다 안전하고 편안하게 태울수 있겠죠? ], 긍정 텍스트 확률 : 69.13%"
"[ 그리고 우리 아가들 피부 약하잖아요. 원픽스은 아이가 피부닿는곳까지 생각해서 세계 최초로 카시트에 식물성 천연섬유를 사용해서 장기간 접촉해야하는 아기피부를 부드럽게 지켜주다는 사실모달과 오가식 소재를 사용해서 우리 아기 피부도 보호해주어요. 어때요?? 피부까지 생각하는 카시트는 처음 보는듯 싶었어요.], 긍정 텍스트 확률 : 96.02%"
"[ 선바이저도 탈부착할 수 있는데 우리 단아가 카시트에서 잠을 청할때에 좀 더 안락하게 자라고 선바이저까지 설치해주니 넘 괜찮더라구요. ], 긍정 텍스트 확률 : 96.28%"
"[ 아이가 커감에따라 머리의 위치도 위아래로 올렸다가 내렸다가 할 수있구요.], 긍정 텍스트 확률 : 65.12%"
"[ 기울기 조절도 가능해 아이가 보다 편하게 태울 수 있도록 할수 있어요.], 긍정 텍스트 확률 : 82.94%"
"[ 세계최초 적용한 회전도 역시 도 좌], 긍정 텍스트 확률 : 95.52%"
"[ 우 돌아가 차량에서 아이를 태우고 내릴때에 아주 편리하고 유용하게 사용할 수 있는 기능이에요.], 긍정 텍스트 확률 : 91.55%"
"[ 또한 카시트 바닥쪽을 보면 히든 서포트 레그가 숨어져있는데 다리 지지대 부분을 아래로 접을 수가있어서 수납에도 용이하고 ], 긍정 텍스트 확률 : 76.45%"
"[집 안에서는 바운서로 활용할 수있어서 카시트에 빠르게 적응할 수 있겠더라구요.], 긍정 텍스트 확률 : 83.23%"
"[ 카시트보호대를 깔고를 고정시키면 설치 완료다 설치를 하고나니 좀 있어보이나요? ㅋ이제 곧 출산하시는분들이나 조리원에서 퇴소하시는분들에게는 카시트가 필수인데요. 퇴소할때부터 카시트에 태워야 하기때문에 출산준비 필수품이 될 수 밖에 없다는점우리 단아도 조리원에서 퇴소할때 카시트에 태워 집까지 태워갔었거든요. 안전하고 편리한 다이치 원픽스 카시트만 있다면 퇴소할때에도 걱정없이 안전하게 태워갈수 있겠죠?], 긍정 텍스트 확률 : 79.00%"
