"[휴대용 유모차기내반입 유모차와이업 올뉴지니 ], 부정 텍스트 확률 : 89.07%"
"[색상은 그레이 로 선택 ], 부정 텍스트 확률 : 65.31%"
"[밑에 장바구니도 넉넉 ], 부정 텍스트 확률 : 61.31%"
"[등받이 조절도 쉽다 ], 부정 텍스트 확률 : 77.78%"
"[조금 특이한점은 등받이 조절하는것이 특이조 끝으로 조절을 하는데 요건 조금 더 지켜봐야할듯 튼튼할려나..?? ], 부정 텍스트 확률 : 68.03%"
"[조립후 간단히아직 우리동네는 춥기에 다낭가서 태우고현재는 추워서 방한커버 씌우고 줄즈유모차로 마실 나가는중 ], 부정 텍스트 확률 : 92.05%"
"[사흘뒤에 다낭에서 태워보고 솔직한 후기 남기겠어용 ], 부정 텍스트 확률 : 66.27%"
"[ 와이업올뉴지니 휴대용 유모차 후기 ], 부정 텍스트 확률 : 89.07%"
"[ 기내반입 휴대용유모차], 부정 텍스트 확률 : 89.07%"
"[와이업올뉴지니 후기], 부정 텍스트 확률 : 53.29%"
"[이번에 우리 둘찌 휴대용유모차뽑으려고 여기저기 비교해보던중 기내반입 휴대용유모차], 부정 텍스트 확률 : 88.58%"
"[와이업올뉴지니를 가장많이 주변에 추천을받아 구매했다.금요일오후에삿는데 로켓배송도아닌데 다음날도착해서 증말 놀랫다. 그야말로 완전 총알배송.💫워낙 기계치인지라 조립부터 폴딩 언폴딩 전부 걱정이었지만 기내반입 휴대용유모차], 부정 텍스트 확률 : 72.32%"
"[와이업올뉴지니는예상외로 조립도단순 . 폴딩], 부정 텍스트 확률 : 86.62%"
"[ 언폴딩도 단순해서나한텐 정말 딱이었다 😖 ㅎㅎ시승식겸 동네 한바퀴도는데핸들링 참 부드럽고요? 유모차끌맛나네요?], 부정 텍스트 확률 : 78.11%"
"[높이도 높아서 휴대용유모차같은느낌이 별루안드는와이업올뉴지니 ❤바는 내렷다가 올렷다가할수있어서 편해용 👏👏 ], 부정 텍스트 확률 : 86.43%"
"[식판으로도 바꿀수있어서아기의자있는 식당찾아 떠나지않아도되요이제 맛집 자유롭게 갈래욥.. ], 부정 텍스트 확률 : 58.08%"
"[육아효자템기내반입 휴대용유모차], 부정 텍스트 확률 : 80.31%"
"[와이업올뉴지니내돈내산 후기입니당 적극추천 💫 ], 부정 텍스트 확률 : 82.91%"
"[ 와이업올뉴지니 유모차 후기 ], 부정 텍스트 확률 : 53.29%"
"[늘 고민하던 유모차 와이업 올뉴지니를 드디어 구매하게 되었어요와이업올뉴지니와 요요 둘중 어떤걸 살지 고민고민끝에 와이업올뉴지니로 결정했어요 ], 부정 텍스트 확률 : 79.52%"
"[첫 개봉후 외출 사진인데정말 아이가 내려오질 않아요 ㅠㅠㅋㅋ티바가 불편할까 걱정했는데티바를 아이가 너무 좋아하네요 ], 부정 텍스트 확률 : 78.86%"
"[유모차 구입은 네번째휴대용 유모차 구입은 두번째결론은 아주 만족해요휴대용유모차라기엔 핸들링 너무 마음에 듭니다 ], 부정 텍스트 확률 : 87.77%"
"[ 와이업 올뉴지니 휴대용 유모차 구매기 ], 부정 텍스트 확률 : 89.07%"
"[아이낳고 처음엔 디럭스 유모차를 샀지만 나중엔 휴대용을 사게되고 휴대용만 쓰게된다는 말을 많이 들었었다ㅋㅋㅋ역시나 디럭스는 안정감이 있는 만큼 크고 무거워서 혼자 나갈땐 좀 부담스러웠다휴대용유모차를 찾기 시작했고 많은 종류가 있었지만 사람들이 많이 쓰는덴 이유가 있을듯해서 제일 유명한 와이업 올뉴지니로 구매 ], 부정 텍스트 확률 : 97.71%"
"[등받이 조절은 끈을 잡고 당겨야하거나 두손을 쓰지 않아도 되서 편했다 ], 부정 텍스트 확률 : 93.64%"
"[접어서 들기 편하게 어깨끈이 달려있다전용백에 넣어서 기내반입도 가능하다고 한다전체적으로 가볍고 폴딩되고 말그대로 딱 휴대용유모차다 .?와이업지니와이업지니.?와이업올뉴지니와이업올뉴지니.?휴대용유모차휴대용유모차.?기내반입유모차기내반입유모차.?개월유모차개월유모차.?육아템후기육아템후기 ], 부정 텍스트 확률 : 98.50%"
"[ 와이업 유모차 ], 부정 텍스트 확률 : 53.29%"
"[ 휴대용 유모차 와이업 올뉴지니 후기 ], 부정 텍스트 확률 : 89.07%"
"[아기가개월 접어들고나니 외출하는일이 잦아지네요백화좀 식당 아울렛 등 아기와함께 나갈때 아기띠로만은 너무힘들고 유모차대여서비스를 이용하려니빌리고 반납하는게 의외로 시간도 잡아먹고 번거롭더라구요 디럭스는 동네산책용으로 우선 사용하기로하고휴대용 유모차를 구경하러 갔습니다가장 우선순위로 염두해둔 요 먼저핸드링해보고타도해보고 직원한테 추천받은 휴대용 유모차 와이업 올뉴지니도 마지막으로 핸드링해보았습니다핸드링은 다비슷비슷하나 휴대용 유모차 와이업올뉴지니가 기능적인부분에서 너무끌렷어요차양막도길고 아기가 앉는부분도 등뒤에 받쳐지는면적이넓고 다리가 뻗어지는부분도 넓게 되어있더라구요 그리고 각도조절 레버가 가장큰매리트인거같아요요는 끈으로해야해서 기능적인부분이 지니가 훨씬맘에들더라구요 좋은선택한거같아요추천합니다 .?휴대용유모차와이업올뉴지니휴대용유모차와이업올뉴지니 .?와이업올뉴지니와이업올뉴지니 .?휴대용유모차휴대용유모차 ], 부정 텍스트 확률 : 99.05%"
"[ 와이업올뉴지니 휴대용유모차 사용후기 ], 부정 텍스트 확률 : 89.07%"
"[개봉전 ], 부정 텍스트 확률 : 79.73%"
"[박스에 이렇게 버리지말라고 써있는 디테일안써있었으면 벌써 ......휴대용유모차를 구매하신다면 와이업올뉴지니 적극 추천합니다 .?휴대용유모차휴대용유모차.?와이업올뉴지니와이업올뉴지니.?기내반입유모차기내반입유모차 ], 부정 텍스트 확률 : 99.32%"
"[ 와이업 올뉴지니 휴대용 유모차 후기], 부정 텍스트 확률 : 89.07%"
"[기내반입 가능한 와이업 올뉴지니 휴대용 유모차 구매했어요 생후 개월이라 아직 태우지는 못하지만 ], 부정 텍스트 확률 : 82.41%"
"[어차피 구매할거 일찍 구매했답니다개월부터 사용가능이고 휴대용은아주 오래탄다길래고민없이 질렀어요 ], 부정 텍스트 확률 : 76.50%"
"[색상은 소프트블랙이구요사진만 봐도 예쁘지만 실물은 더 예쁩니다손잡이 잡았을때 느낌도 편하고핸들링이 아주 부드럽고 회전도 걸림없이 부드럽게 됩니다 ], 부정 텍스트 확률 : 94.48%"
"[ 와이업올뉴지니 휴대용 유모차 후기 ], 부정 텍스트 확률 : 89.07%"
"[개월 울아가 밖에서 잘 걷지만 안아달라고 할때 넘 힘들어 디럭스유모차가 있었지만 너무 무거워 가지고 다닐수가 없어 휴대용 유모차가 절실히 필요해 주변 제 친구도 쓰고 있다는 와이업올뉴지니와 다른 휴대용 유모차를 검색한 결과 와이업올뉴지니 스페이스 블랙을 제돈주고 구매했어요.색상은 블랙이라기 보다 어두운 청색느낌이엇고 완전 블랙보다 전 이게 더 맘에 들었어요.무게는 여자혼자 들기에 가볍진 않지만 디럭스에비하면 충분히 들수 있을정도 에요접고 펴는거 처음에는 뻑뻑할수도잇어 번이상 하면 부드러워진다는 안내문구가 와이업올뉴지니유모차 손잡이에 잇는데. 손잡이 버튼누르고 위로 올려 주니 뻑뻑하지 않았어요역시 휴대용 유모차 답게 접고 펴는거 너무 간편하고 좋았어요. 근데 접으면 제가 생각한거 보다 않았어요. ], 부정 텍스트 확률 : 69.23%"
"[드뎌 추석연휴때 개시해봤는데 어디서 들었는데 티바 손잡이를 아기들이 좋아한다고 햇는데 정말 울아가 티바 딱 잡고 편안하게 잘 앉아잇는거 있죠처음 산책하면서 탓는데 낮잠도 와이업 올뉴지니에서 잤어요. 정말 깜짝놀랏네요. 차양막은 다른 휴대용유모차보다 길다고 하긴하지만 완전히 티바있는쪽까지 내려오진 않앗어요. 근데 충분해보여요심지어 걸으라고 안아서 내릴려고 하니 안내리겟다고 몸부림 까지 쳤어요 ㅎㅎㅎㅎ울아기 맘에 꼭 들었나봐요와이업올뉴지니 핸들링은 좋은편이었구요. 다른분 후기처럼 조금한 턱도 걸려서 뒷바퀴쪽에 브레이크잇는 봉?부분을 발로 눌러 앞바퀴를 들어서 넘어갔어요. 편평한 평지는 문제 없구요등판 조절각도는 가지 가능해서 잠들었을때 좋아요휴대용유모차로써 와이업올뉴지니 가성비대비 추천해요제돈주고 사서 쓰는 후기입니다 ], 부정 텍스트 확률 : 90.89%"
"[ .?휴대용유모차휴대용유모차 .?와이업올뉴지니와이업올뉴지니 .?스페이스블랙스페이스블랙 ], 부정 텍스트 확률 : 91.72%"
"[ 와이업 휴대용 유모차 후기 ], 부정 텍스트 확률 : 89.07%"
"[애기가 잠들었을때도 차양막이 넓어 햇빛도 잘가려주고 아기가 더 곤히 잘수있게 도와준다. 그 점이 제일 좋은거같다. 또 접었을때도 부피가 크지않아서 자동차 트렁크에 넣어도 여유가 있다. 다만 단점이 있다면 아직도 접을때 누르는 작은버튼이 반자동으로 나오지않고 폴딩하는게 너무 뻑뻑?하다. 계속 사용하면 부드러워진다는데 잘모르겠다. 그 점만 빼면 휴대용 유모차로 올뉴지니를 선택하길 잘했단 생각이든다. 이상으로 내 돈주고 산 후기 끝. ], 부정 텍스트 확률 : 90.28%"
"[ 와이업 올뉴지니 휴대용유모차 후기 ], 부정 텍스트 확률 : 89.07%"
"[ 와이업 올 뉴지니 휴대용 유모차 후기 ], 부정 텍스트 확률 : 81.95%"
"[튼튼했으면 해요.. 핸들링도 좋았으면 해요 안그럼 손목이 또 나가리가 될테니까요. 아이가 안전하게 탈 수 있었으면 해요 다양한 안전장치 혹은 편리한 장치여러가지 고려해서 제가 픽한 제품은...와이업올뉴지니 제품입니다자세한 제품 설명은 쇼핑 사이트에 들어가면 다 나오니깐 패쓰후기를 말씀드리면..... 택배 오자마자 제가 똥 손인 제가 조립했습니다 이 말뜻은 조립이랄것이 없어요 설명서 보지 않아도 그냥 척척 할 수 있을만큼 쉽게 했어요 휴대용 유모차라서 그런걸까요], 부정 텍스트 확률 : 86.05%"
"[와이업 올뉴지니 제품이라서 그런걸까요ㅋㅋㅋ아무튼 조립], 부정 텍스트 확률 : 89.83%"
"[인형 안혀서 사진 찍는데까지 거짓말 쬐금 보태서 분 걸린것 같아요 신랑한테 자랑하려고 찍은 사진이에요 나 유모차도 조립할 수 있어. 똥 손 아니라규 ], 부정 텍스트 확률 : 99.86%"
"[. 아직 디럭스 유모차를 정리하지 못하였기에 집 안에 보관해야하는 와이업올뉴지니 휴대용 유모차 이렇게 고이 접어 집에 한쪽에 둡니다 얼른 디럭스를 정리하고 휴대용으로 갈아탈랍니다 ], 부정 텍스트 확률 : 93.70%"
"[ .?휴대용유모차휴대용유모차.?와이업와이업.?와이업휴대용유모차와이업휴대용유모차.?와이업올뉴지니와이업올뉴지니 ], 부정 텍스트 확률 : 95.52%"
"[ 와이업 올뉴지니 유모차 구매해본 후기 ], 부정 텍스트 확률 : 70.25%"
"[와이업 올뉴지니 휴대용 유모차 구매한 후기 올려봐요 구매생각하시는분께 도움되길 바래요 낼모레면 개월 되는 아가 키우는 중입니다 저희집이 주택이라 엘베타려면 반계단을 올라가야해서 디럭스 끌고다니기에 옮기는게 넘 힘들고 번거로워서 계속 휴대용 쓰고싶다했거든요안정성때문에 그냥 참고 쓰다가 마침 바퀴에 바람이 좀 빠졌길래 아가도 이제 컸으니 괜찮겠지싶어 휴대용유모차로 바꾸기로 결심했어요뭘로 사야하나 고민하던차에 맘카페나 네이버 등등 여기저기 검색해보니 휴대용 유모차는 와이업 올뉴지니가 가성비가 글케 좋다기에 실물로 보고싶어 베페에 갔더니 역시나 좋더라구요 그래도 좀만 더 고민해보려고 바로 구매안했는데 이번 코엑스 베페에는 와이업 휴대용 유모차가 입점안해서 결국 인터넷으로 구매했네요디럭스 사용할때는 밖에 보관하다보니 금세 더러워져서 장바구니에 아기띠도 실을 수 없어서 아기 안고 짐 다 챙겨 내려가기가 넘 힘들었던 저로서는 대만족입니다장바구니가 살짝 아쉬운가싶었지만 사진보시면 아기 머리위로 공간있어서 짐 실은거 보이시나요? 저것이 또 저의 맘을 사로잡았네요 휴대폰도 올려둘수 있고 아주 좋아요암튼 그래서 저는 와이업 올뉴지니 휴대용 유모차 강추에요 ], 부정 텍스트 확률 : 58.92%"
"[ 유모차 후기는 미션방으로 옮기셔야 해요], 부정 텍스트 확률 : 69.18%"
"[ 후기잘봣습니당], 부정 텍스트 확률 : 62.90%"
"[확실히 휴대용 유모차가 오래쓰고 더 좋은것 같아요], 부정 텍스트 확률 : 92.04%"
"[후기잘봣습니다], 부정 텍스트 확률 : 62.90%"
"[저도 휴대용 유모차로 와이업 고민중인데 가격정보 혹시 알 수 있을까용?], 부정 텍스트 확률 : 75.58%"
"[만원쯤하고 저는 티몬에서 샀어요쿠팡에서사면 후기이벤트 방풍커버 못받더라구요 그것만 참고하시면 가격은 다 비슷한것같아요], 부정 텍스트 확률 : 94.10%"
"[남아는 티바 간격이 좁아서 힘들다던데.. 저도 요거랑 타보랑 고민하다가 타보로 기울고 있네요기내반입시 와이업보다 더 작게 폴딩 된다고 하더라구요], 부정 텍스트 확률 : 69.45%"
"[저도 간격땜에 조금 고민했는데 타보랑 다름점은 등받이가 좀 많이 길어서 좋더라구요 다른 휴대용 또 있어서 전 그냥 지니로 샀는데 살까진 괜찮을것같네요], 부정 텍스트 확률 : 65.43%"
"[ 혹시 어디서 구매하셨어요?저도 핫딜을 놓쳐서.. ㅜㅜ정보 부탁드려도될까요?], 부정 텍스트 확률 : 68.81%"
"[네이버에 인터넷 최저가 검색해서만원 정도에 구매했어요], 부정 텍스트 확률 : 80.74%"
"[ 저도 최근 휴대용 알아보다가 애들이 개월이라... 얼마나 더 탈까 싶고..고민되네요], 부정 텍스트 확률 : 75.81%"
"[ 저도 타보랑 와이업 비교해봤는데 와이업은 폴딩이 좀 불편하더라구요 거기다 시트가 하이포지션이라고 하는데 타보거랑 비교해서 많이 높지 않고 끌때 흔들려서 불안한 감이 있었어요], 부정 텍스트 확률 : 94.34%"
