"[휴대용 유모차엘레니어 레니행복한 여자의 육아 이야기 ], 긍정 텍스트 확률 : 89.71%"
"[ 전용 컵홀더 또한 너무나도 매력적인데요], 긍정 텍스트 확률 : 97.05%"
"[ 다른 유모차들은 컵홀더가 없어서 따로 만만 원 돈 주고 구입해야 하고 탈부착이 잘 되지 않아 불편했는데엘레니어 윙스플러스 롤링은 전용 컵홀더에다가 양대면 전환시에도바로 제자리를 잡고 컵을 꽂을 수 있어서 저같이 항상 커피를 달고 다니는 사람은 제대로 꿀아이템이더라고요.ㅎ ], 긍정 텍스트 확률 : 62.14%"
"[아이보기창], 긍정 텍스트 확률 : 50.77%"
"[캐노피는 깊게 더 깊게 ], 긍정 텍스트 확률 : 96.80%"
"[ 아이보기창이 따로 있어서 아기가 누워 잘 때 아기의 상태를 바로 확인이 가능해요.안전가드 끝까지 커버하는 캐노피는 자외선을 제대로 차단해준답니다. ], 긍정 텍스트 확률 : 93.51%"
"[제가 고른], 긍정 텍스트 확률 : 60.38%"
"[시트가 넓어 축복이 다복이 모두 사용이 가능하고 다복이가 성장해도 편하게 오래 탈 수 있는 유모차에요. ], 긍정 텍스트 확률 : 92.37%"
"[ 분리형 안전가드로 아이의 출입과 안전을 지켜주고 양쪽 방향 모두 버튼을 눌러서 탈부착이 가능해요. ], 긍정 텍스트 확률 : 55.19%"
"[한 번의 터치로 프레임이 쉽게 꺾여 요런 거 똥손인 저희 집 남의편도한 번에 폴딩하더라고요.ㅎㅎ게다가 폴딩 상태에서 캐리어식으로 이동이 가능해서 편리하답니다. ], 긍정 텍스트 확률 : 86.98%"
"[엘레니어 윙스플러스 롤링이번 포스팅만으로 윙스플러스 롤링의 매력에 흠뻑 빠지셨다고요?다음 시간에는 다복이], 긍정 텍스트 확률 : 87.48%"
"[디럭스유모차 같은 경우 조립하는데만 꽤 시간이 걸리는데 엘레니어윙스는 사실 조립기랄것도 없는... 굳이 남편 올때까지 기다릴 필요없이 나 혼자서도 가능하겠드라구요.], 긍정 텍스트 확률 : 98.55%"
"[본체와 바퀴], 긍정 텍스트 확률 : 62.66%"
"[그리고 악세서리 컵홀더도 있어욤.], 긍정 텍스트 확률 : 61.81%"
"[설명서 정독중? ㅋㅋ 하지만 봐도 별거 없음.], 긍정 텍스트 확률 : 65.49%"
"[호기심 많은 꽁치 조립하는 내내 옆에서 알짱 거리다가], 긍정 텍스트 확률 : 97.85%"
"[또 하나 마음에 들었던 거 요 시트 위에서 보면 시트 공간이 굉장히 넓어요. 등받이와 안전바 사이가 넓고 시트 폭도 넉넉한 편그래서 꽁치가 앉았을때 한번도 비좁다는 생각이 안들었고 개월 넘어서까지 넉넉히 탈것 같은느낌적인 느낌 ], 긍정 텍스트 확률 : 90.90%"
"[꽁치양 탄 모습인데요. 제가 앞에서도 시트가 넓은 편이라고 했는데 이렇게 봐도 전혀 비좁지 않죠? 지금 꽁치양이 ], 긍정 텍스트 확률 : 92.66%"
"[또 하나 내가 마음에 들었던건 요 발판 시트 ? 뒷쪽 가운데 부분을 누르면 발판을 올렸다 내렸다 할 수 있음. 꽁치의 경우 주로 내린 상태에서 태우고는 있지만 다리가 짧은 어린 아기들이나잠잤을때 발판을 올릴 수 있는 것도 은근 장점이드라구요.], 긍정 텍스트 확률 : 98.27%"
"[접은 모습손잡이를 누르면 원터치 폴딩. 셀프 스텐딩은 되긴 하는데 앞바퀴가 회전해서 자꾸 앞으로 넘어지려고 해서 그 부분은 좀 아쉬움. 지난주 맘앤베이비엑스포 다녀올때도 끌고], 긍정 텍스트 확률 : 80.54%"
"[이걸로 지하철도 몇번 타봤는데 가볍고 폭이 좁아서대중교통 탈때], 긍정 텍스트 확률 : 86.14%"
"[ 엘레니어윙스 한달 정도 써본 결과 가격 대비 만원대 후반], 긍정 텍스트 확률 : 57.74%"
"[ 생각해요.], 긍정 텍스트 확률 : 55.14%"
"[ 일단 도 시트 눕혀지고], 긍정 텍스트 확률 : 70.14%"
"[주행성핸들링 뛰어나면서], 긍정 텍스트 확률 : 85.61%"
"[ 기내용 유모차 엘레니어 세스토라이트 솔직후기], 긍정 텍스트 확률 : 53.17%"
"[월에 오키나와 여행가는 온봄이네여행준비물로 기내용 유모차 샀어요.오키나와 다녀온 이웃님 말로는아무리 두 돌 아기라도 유모차 없으면 정말 헬 일거라며....꼭 가져가야한다고 조언 해주시더라구요. ], 긍정 텍스트 확률 : 86.83%"
"[젤 마음에 드는 부분은프레임색깔이 화이트라는거 전에 쓰던게 올블랙이라 좀 질린감도 있고], 긍정 텍스트 확률 : 64.10%"
"[화사한게 예쁘더라구요..정도 나가는 경량이랍니다. ], 긍정 텍스트 확률 : 64.54%"
"[아이를 확인할 수 있는통풍창이 있어], 긍정 텍스트 확률 : 56.53%"
"[고개들어 장난치는 온봄이 ㅎㅎㅎ ], 긍정 텍스트 확률 : 53.59%"
"[쾌적한 단의 대형 캐노피안전바 끝까지 내려오는 커버덕분에햇빛을 완벽하게 차단해 줄 수 있답니다.기내용 유모차로는 최초로 단계 캐노피가 적용되었다고 하네요.월 말의 오키나와는 꽤나 후덥지근 할텐데 요긴하게 잘 쓸 수 있을 것 같아요. ], 긍정 텍스트 확률 : 77.11%"
"[굳이정말 굳이 이렇게 고개를 내밀어야 되냐구.........ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 57.63%"
"[뒷면의 대형 지퍼식 통풍창 덕분에공기순환이 원활해질텐데요.더운 나라로 여행을 가게 될 때는 꼭 필요한 기능 같아요. ], 긍정 텍스트 확률 : 86.71%"
"[시트 뒷면의 버클을 당겨각도를 세심하게 조절 할 수 있어요.도 도까지 젖혀져서휴대용유모차지만 사실상 아이를 거의 눞히고 재을 수 있을 듯해요. ], 긍정 텍스트 확률 : 89.14%"
"[바를 핸들처럼 잡고 캐리어처럼 끌고다닐 수가 있는데요.공항에서 이동하고 비행기 타고 내릴 때 요 기능이 제일 제일 유용할 듯해서 구입한 것도 있어요. ], 긍정 텍스트 확률 : 94.77%"
"[하도 집에만 있었더니 좀 답답한 요즘이에요.다음주 주말에는 아이데리고아쿠아리움이던 실내동물원이던 한번 놀러갈 생각인데그때 세스토라이트 가져가볼려구요. ], 긍정 텍스트 확률 : 99.79%"
"[ 세컨유모차 엘레니어 레니 구입후기 ], 긍정 텍스트 확률 : 72.28%"
"[할인중인 제품 ], 긍정 텍스트 확률 : 64.69%"
"[기저귀가방 엘레니어 유모차 보조 기저귀 가방 마마백], 긍정 텍스트 확률 : 51.52%"
"[할인중인 제품 기저귀가방세일중 ], 긍정 텍스트 확률 : 85.35%"
"[엘레니어 유모차 보조 기저귀 가방 마마백], 긍정 텍스트 확률 : 51.52%"
"[보신 제품 정보는 쿠팡 물품으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 67.30%"
"[ .?유아동유아동.?엘레니어엘레니어 ], 긍정 텍스트 확률 : 51.19%"
"[이 글은 제휴마케팅이 포함된 광고로 일정 커미션을 지급받을 수 있습니다. ], 긍정 텍스트 확률 : 66.35%"
"[ 혹시 유모차라이너 브랜드명 알수 있을까요?], 긍정 텍스트 확률 : 64.64%"
"[엘리펀트이어스 제품이에요 첫째 어릴 때 구매한 제품이라 아직 판매하는지는 모르겠네요 도움이 되셨길 바래요ㅎ], 긍정 텍스트 확률 : 99.49%"
"[ 저도 이거 쓰는데 좋아요ㅎㅎ], 긍정 텍스트 확률 : 98.86%"
"[ㅋㅋ저도 이번에 처음 접한 브랜드?인데 생각보다 더 좋은것같아요 가성비좋은듯요ㅋㅋ저두 반갑네요], 긍정 텍스트 확률 : 91.78%"
"[ 저도 엘레니어 레니 구입햇는데 혹시 의자 밑쪽 확인부탁드려도 될까요? 플라스틱 깨진거처럼 되어잇는데 교환신청하니 본사에서는 정상품이라고 해서요.... 사진첨부드려요], 긍정 텍스트 확률 : 92.66%"
"[ 그쵸ㅎㅎ], 긍정 텍스트 확률 : 63.24%"
"[ 레니 실사용자인데요 핸들링 진짜 좋아요 폴딩 한손으로 간단하게 되구 차양도 길구요 티바랑 안전바 같이 되서 아이도 좋아해요 ㅎ], 긍정 텍스트 확률 : 98.83%"
"[레니유모차 진짜 착하게 할인하네요 레니유모차 괜찮아요 일단 핸들링이 아주 부드러워요흔들림기능도 안전해서 승차감 안전하게 태우기 좋구요 장바구니도 크고 시트도 넓고 길어서 겨울에 투터운 옷입고 태워도 편안하게 태우고 있어요 좋아요], 긍정 텍스트 확률 : 98.96%"
"[세스토라이트욤], 긍정 텍스트 확률 : 68.11%"
"[ 저도 엘레니어 맘에 드는데 휴대용이라 권유 안 하더라고요 다들... 디럭스는 너무 무거워서 부담되고 그냥 리안 쪽으로 마음이 기울고 있어요.], 긍정 텍스트 확률 : 72.50%"
"[둘다 안고 병원을 갈 수가 없어서요 ㅜㅜ하나 아기띠로 안고 하나 유모차 끌고가면 갈수 있을꺼 같아서 고민중이거든요디럭스는 제가 감당을 못하더라구요 ㅜㅜ], 긍정 텍스트 확률 : 70.71%"
"[너무 애기라서 디럭스사용하심이..저는 첨에 와이업지니샀다가 나중에 디럭스샀는데 애들한테 넘 미안했어요ㅠㅠ승차감 너무 달라요 돌아기인데 지금도 디럭스써요], 긍정 텍스트 확률 : 71.56%"
"[룰루랄라맘 당진디럭스유모차 밀고 걸어서 분 거리 병원 다녀요 팔 힘은 애들 자람에 맞춰서 세지네요ㅠㅠ눕혀지니까 신생아부터 태운다고 광고하지만 한 번 몰아보시면 특히 동네 보도블럭에서 몰아보시면 흔들리고 턱턱 걸리고 하는게 디럭스랑은 차원이 달라요ㅠ], 긍정 텍스트 확률 : 74.10%"
"[마음편하게 광주ㅜㅜ 글쿤여한번 병원까지 시운전해봐야겠네요.지금도 손가락 마디마디 다 아푼데 ㅜㅜ 흐흙노력해볼께요], 긍정 텍스트 확률 : 93.83%"
"[ 올블랙제스타일이네요ㅎㅎ후기잘봤습니다], 긍정 텍스트 확률 : 99.05%"
"[이거 진짜 좋드라구요], 긍정 텍스트 확률 : 96.16%"
"[후기잘보고갑니당 ㅎ], 긍정 텍스트 확률 : 94.37%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[후기 잘봤습니다], 긍정 텍스트 확률 : 76.83%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[간지나죵??ㅎㅎ], 긍정 텍스트 확률 : 60.31%"
"[잘보고갑니다], 긍정 텍스트 확률 : 75.92%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[ 상세한 후기 감사해요참고할께여전 구차니즘 이라 요런거 구차은디 꼼꼼하셔라 ㅎ], 긍정 텍스트 확률 : 64.14%"
"[ 저희애도 개월이라 유모차 알아보고 있어요 혹시 가격 좀 알수있을까요?], 긍정 텍스트 확률 : 50.22%"
"[쪽지드릴게요], 긍정 텍스트 확률 : 66.13%"
"[쪽지드릴게요], 긍정 텍스트 확률 : 66.13%"
"[저두알려주세용], 긍정 텍스트 확률 : 61.61%"
"[쪽지드릴게요], 긍정 텍스트 확률 : 66.13%"
"[매장 가격 정보 부탁 드릴께요], 긍정 텍스트 확률 : 66.13%"
"[쪽지드릴게요], 긍정 텍스트 확률 : 66.13%"
"[쪽지드릴게요], 긍정 텍스트 확률 : 66.13%"
"[ 아이표정이 흐믓해 하는게 편한가 보네요 ㅋㅋ], 긍정 텍스트 확률 : 76.86%"
"[넹 ㅎ원래도 순둥이인데 이 유모차는 유독 편함이 느껴지더라구요😌], 긍정 텍스트 확률 : 85.37%"
"[우리 공주도 레니유모차로 장만했습니다 ㅎㅎ 좋네요 아이데리고 외출하는거 디게 편리해졌어요 추천해요], 긍정 텍스트 확률 : 99.03%"
"[ㅎㅎㅎ 레니 동지네요], 긍정 텍스트 확률 : 80.73%"
"[아가가 잘 타네요 ㅋㅋ], 긍정 텍스트 확률 : 76.12%"
"[핸들링은 어때여?], 긍정 텍스트 확률 : 52.83%"
"[최고에요 ㅎㅎ 무거운 디럭스를 쓰다가 써서 그런지 더 그런 느낌이네요 근데 다른 휴대용처럼 뭐 핸들링이 너무 가벼워서 애기 날아가고 뒤집어 질 것 같고 그렇지는 않아요 ], 긍정 텍스트 확률 : 81.65%"
"[ 저도 엘레니어 유모차로 태우고 있는데참 괜찮아요 기능도 안전하고 폴딩 쉽고 ㅎ 아주 편리하고 좋아요], 긍정 텍스트 확률 : 99.65%"
"[레니유모차 기능좋고 이쁘고 괜찮은거 같아요 ], 긍정 텍스트 확률 : 95.87%"
"[둘째 갤이라 등하원용으로 쓰고있는데 너무 좋아요], 긍정 텍스트 확률 : 88.75%"
"[추운데도 첫째아이 괜찮아하덤가요??], 긍정 텍스트 확률 : 93.34%"
"[꿀어매아하 ㅠㅠ 다들 일리있는말씀이네요 말씀감사해요], 긍정 텍스트 확률 : 95.07%"
"[흑 그말씀도 일리가있네요.. 말씀감사합니다], 긍정 텍스트 확률 : 84.77%"
"[동네가길이좋아서다니기는괜찮은데횡단보도건널때턱같은데있으면아이얼굴덜컹하면서부딪히더라구요저희첫째살되면서는사용하기안좋더라구요ㅠㅠ사용감이많지만혹시필요하심말씀해주세요제꺼드릴게요], 긍정 텍스트 확률 : 99.46%"
"[헉 정말요? 채팅드릴게요], 긍정 텍스트 확률 : 50.44%"
"[맞아요 저도 좋고 이쁘다는 외국브랜드 유모차만 봤는데 저거보고 디자인도 그렇고 꼭 분리안해도되고 괜찮은거같아서 선택했어요 ㅎㅎㅎ], 긍정 텍스트 확률 : 98.74%"
"[ 저도 세스토라이트 티 태워요 디럭스 넘 힘들었는데 가벼운 휴대구입해서 너무 좋네요 거기다 기능도 아주 괜찮져], 긍정 텍스트 확률 : 98.97%"
"[저희 공주도 세스토라이트 티샀어요 진짜 좋네요 ㅋ], 긍정 텍스트 확률 : 93.15%"
"[세스토라이트 이쁘네용 저도 사려고 알아보고 있는데 후보 위예요 ㅋㅋ], 긍정 텍스트 확률 : 88.25%"
"[쪽지보내드렸어용], 긍정 텍스트 확률 : 86.49%"
"[모델명이 뭐에요??], 긍정 텍스트 확률 : 55.64%"
"[엘레니어 크라운 블랙에디션이에요], 긍정 텍스트 확률 : 93.10%"
"[우리 둘째도 요거 사서 쓰고 있는데 진짜 편해요 시트 하나로 요람되구 바퀴 큼직하니 안전하면서 핸들링 좋아서 쓰기 좋네요], 긍정 텍스트 확률 : 98.34%"
"[우앙 저도빨리 아가태우고싶어요 ㅎㅎㅎ], 긍정 텍스트 확률 : 55.56%"
"[저도 크라운에스 샀어용 바구니큰 블랙에디션으로 사왔는데ㅋ 짐 많이 들어가서 좋네요ㅋ 핸들링도 좋구 폴딩 쉬워서 신랑없이 혼자 잘가지고 다녀용ㅋ], 긍정 텍스트 확률 : 98.66%"
"[핸들링이 너무가볍지도 무겁지도 않고 좋은거같아요], 긍정 텍스트 확률 : 79.87%"
"[네 혼자외출하기 너무쉽고 가볍네요], 긍정 텍스트 확률 : 56.64%"
"[뒤에 매쉬창이 정말 뻥 크게 있어 시원하네요 요즘 더워서 더 좋을것 같아요], 긍정 텍스트 확률 : 84.66%"
"[맞아요 저도 더운게 요즘 젤 신경쓰여서 더 맘에들었어요매쉬덮는천을 돌돌말아 올려고정이 가능해서좋았어요], 긍정 텍스트 확률 : 91.10%"
"[오아 완전 폴딩], 긍정 텍스트 확률 : 59.49%"
"[리스트에적어놔야겟어요ㅎㅎ], 긍정 텍스트 확률 : 61.15%"
"[ 저도 레니유모차 이쁘고 기능좋음 만족하고 있어요 생각이상으로 핸들링부드럽고 흔들림도 좋아요 ], 긍정 텍스트 확률 : 98.77%"
"[네휴대용이라 기존 디럭스급절충형? 유모차보다 많이 안좋은가?했는데 차체가 가벼운거 빼곤 차이나진 않더라구요 ㅋ 가볍고 핸들링 좋구 완전만족입니다 ㅎ], 긍정 텍스트 확률 : 98.51%"
"[ 레니유모차 괜찮져 저도 요걸로 하나 더 구입했는데 너무 괜찮은듯해요 안전하게 태우기 좋고 폴딩도 쉽게되고 ㅎㅎ 진즉 살걸 하는 생각해요 좋은거 같아요 만족하고 있어요], 긍정 텍스트 확률 : 99.89%"
"[ 오 저도 휴대용 엄청 고민하다가 오늘 레니질럿어요 정말 잘산거맞나하고 들어왓는데 이런글보니까 좋으네요👍], 긍정 텍스트 확률 : 76.76%"
"[오 저두 휴대용 알아보는중이라 조만간 맘스맘 가보려구했는데 ㅎㅎㅎㅎㅎㅎ 좋은정보 감사합니다 바 별도 구매가격 혹시 아시나요?], 긍정 텍스트 확률 : 84.39%"
"[ 저거 폴딩이 쉬워서 좋더라구요.], 긍정 텍스트 확률 : 73.59%"
"[마자요 폴딩은 진짜 갑인듯요ㅋㅋ], 긍정 텍스트 확률 : 59.13%"
"[ 좋은 드림 하시네요 ... 응원합니다], 긍정 텍스트 확률 : 52.52%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[윙스 플러스 입니다. 검색해보시고 괜찮으면 글 남겨주세요], 긍정 텍스트 확률 : 89.12%"
"[광안찌야네네 전 뭐든 괜찮아요], 긍정 텍스트 확률 : 87.23%"
"[네 언제 가능하세요?쪽지에 전번 주시면 연락드릴께요제가 오늘 문센 날이라 오후시이후에 가능할꺼같아요], 긍정 텍스트 확률 : 73.06%"
"[돌전 아가라 양대면 했을때도 핸들링좋은 절충형 유모차 찾고 있는데 불발시 줄서보아요. 지금타는건 디럭스인데갈아타다 너무 실패를 많이하네요.ㅜㅜ 주말엔 편하신 시간대에 갈수있어요.], 긍정 텍스트 확률 : 93.31%"
