"[안녕하세욥쩡수연이 짜누엄마에요♡ ], 긍정 텍스트 확률 : 76.24%"
"[일이후 본사 제품 사용. 하지만 일동 후디스 산양분유가 얼마 남지 않았기에.. 무리가 될 수 있겠지만 매 끼마다 비율 바꾸기 시도ㅠ첫끼는일동파스퇴르 ], 긍정 텍스트 확률 : 77.60%"
"[다음날 첫끼 ], 긍정 텍스트 확률 : 85.76%"
"[새벽 시에 한번씩 깼다. 낮잠은 잘 잔다.어제 변을 못봐서 내가 물을먹여서 그런건지 아니면 분유가 적응된건지 모르겠지만 아침에 똥 했다. 같은 산양계열이라 그런가 적응하는데 그리 오래 걸리진 않은 듯. 아직까지는 먹일만 합니다우리 로이 분유 뗄 때까진 아무 문제 없이 생산되렴ㅠ ], 긍정 텍스트 확률 : 75.00%"
"[일동 후디스 산양분유.덧 먹인지 일쯤 되니 게워냄이 삭 사라졌다. 매일 옷을 벌쯤 갈아입히다가 안게워내니 할 일이 확 줄었다ㅎㅎ 녹변본다는 의견도 있는데 로이는 대부분 황금변이고 가끔 녹변 본다. ], 긍정 텍스트 확률 : 75.40%"
"[ .그리고 아침에 눈떠서 물한잔도 좋은 습관이라 들은 적이 있기에.아침에 건강 챙기는 나만의 습관을 만들고 있답니다. ], 긍정 텍스트 확률 : 61.87%"
"[ .평소엔 많이 잘 먹으니 문제없이 잘 나왔었나봐요...그래서 일주일간 일동후디스 바이오틱스랑 루테인 챙겨먹으니.지금은 다시 개선이 되고 있어요..다이어트 할 때 쾌변이니 유산균이 중요하니 하는 것이 이래서 였구나 싶었네요 ㅎ ], 긍정 텍스트 확률 : 91.80%"
"[ .먼저 후디스 루테인 지아잔틴 아스타잔틴을 살펴봅니다..눈복합 건강기능성.하루한알..일동후디스 하면 아이들 분유먹던 시기에 첨가하던초유성분을 구매했던 회사여서.분유와 초유가 제일 먼저 떠오르다보니.건강기능식품과도 참 잘어울린다 싶었어요. ], 긍정 텍스트 확률 : 79.16%"
"[ .루테인 지아잔틴은 눈건강에 꼭 필요하다 생각되어], 긍정 텍스트 확률 : 86.70%"
"[ .부모님 선물로도 챙기고.저도 일하다 눈이 피로하면 알아서 챙겨먹게 되더라구요..후디스제품 말고도 다양하게 구입도 하고 챙겨먹기도 하는데], 긍정 텍스트 확률 : 73.12%"
"[ .사실 루테인을 알게된지는 몇 년되었는데요], 긍정 텍스트 확률 : 96.84%"
"[ .후디스 루테인 지아잔틴 아스타잔틴은 이름에서 처럼.복합성분을 가지고 있어 무려 중기능성으로 눈건강을 챙겨준다고 합니다..하루 한번 한알 이라는 점이 제일 맘에 드네요..하루두번은 싫어요 ㅜ 라기 보다는 계속 잊어버려 꾸준히먹질 못하는 ], 긍정 텍스트 확률 : 72.13%"
"[ .일동 후디스 프로바이오틱스.요건 애들말고 나를 위한 유산균 ㅎ.유산균도 종류가 워낙 많아서 어떤 기준을 갖고 선택해야하나 쉽지않더라구요...어디서는 보장균수가 제일 중요하다하고], 긍정 텍스트 확률 : 96.76%"
"[ .ㅎㅎ 그런데 전 아이들 유산균 고를 때 기준은 단 하나.거부감없이 잘 먹는 것 ㅋㅋ .구슬이 서말이여도 꿰어야 보배라고 꾸준히 먹지를 않으면 무슨 소용이겠나요. ..하지만], 긍정 텍스트 확률 : 94.81%"
"[ .그리고 중코팅 특허도 있다는데요..유산균 증식 및 유해균 억제에 도움을 주고 배변활동을 원활하게 하려면 아직 기억나는 문구...살아서 장까지.예전부터 잘은 몰라도 코팅은 필요하지않나싶은 ㅋㅋ ], 긍정 텍스트 확률 : 91.46%"
"[ .종이상자를 열어보면 캅셀 씩 알루미늄 포장이 한 번 더 되어있네요..총 캅셀 한 달 분량입니다. ], 긍정 텍스트 확률 : 86.08%"
"[ 보장균수 억에 액상을 캡슐에 담은 유산균], 긍정 텍스트 확률 : 56.70%"
"[ 하루 한 알로 눈피로도 개선해주는 복합건강기능식품일동후디스 영양제 잘 챙겨먹는 중입니다.그 간 소홀했던 유산균도 챙기고 한동안 묵직했던 배가 가벼워지니], 긍정 텍스트 확률 : 87.26%"
"[ 나를 사랑해주는 기분이 드네요 ㅎ...?후디스후디스.?일동후디스일동후디스.?루테인루테인.?눈건강눈건강.?눈영양제눈영양제.?프로바이오틱스프로바이오틱스.?유산균유산균.?장건강장건강..일동후디스에서 제품을 지원받아 작성된 후기입니다.. ], 긍정 텍스트 확률 : 83.50%"
"[밤톨이생후개월가.분유샘플을 신청하게 된 이유는.변비로 인한 배앓이 때문인데요.압타밀은 변색깔도 좋고.분수토가 없어서 잘 먹이고 있었는데.갑자기 변 보기를 힘들어하더라구요ㅠㅠ..그래서 분유를 바꾸려고 했죵.분유를 통으로 사서 먹이자니.안맞으면 어쩌지 싶어서 알아보던 중.분유샘플 신청이 가능한 걸 알게 되었습니다.관계자 여러분 너무너무 감사합니다ㅠ..대부분의 분유샘플 신청은.아래 가지 방법 중 하나인데요..아닐수도 있음 주의.....회원가입 후 인터넷으로 신청..회원가입 후 고객센터를 통해 신청..기존분유와 샘플분유 교환...그렇게 신청하게 된 제품이. 매일유업 의.앱솔루트 센서티브 단계 인데요. ], 긍정 텍스트 확률 : 94.21%"
"[.또 새로운 분유를 찾아야하니까요.분유유목민의 비애..ㅠ..샘플 다 먹여보고.앱솔루트 센서티브 .후기로 다시 돌아오겠습니다 .이상으로 짧은 육아꿀팁을 마칩니다..감사합니당 ], 긍정 텍스트 확률 : 99.57%"
"[ .?후디스맘아카데미후디스맘아카데미.?일동후디스일동후디스 .?후디스맘산모교실후디스맘산모교실.?산모교실추천산모교실추천 .?후디스산모교실후디스산모교실.?예비맘클래스예비맘클래스 .?후디스예비맘클래스후디스예비맘클래스 .?예비맘예비맘.?산모교실산모교실후기가 좀 늦었네요ㅠ지난 주.?마포중앙도서관마포중앙도서관 에서 열린 일동 후디스맘 아카데미에 다녀왔어요주차요금은 최초 분 무료], 긍정 텍스트 확률 : 99.89%"
"[ 손수 좌석까지 안내해 주시고진행해 주시는 분들..제 점수는요★★★★★만점으로 드리겠습니다 ], 긍정 텍스트 확률 : 72.95%"
"[ 행사장 안은 제법 넓었어요입구쪽 벽면으로일동 후디스 제품들도 예쁘게 전시해 놓으셨네요.어딜가나 무대 앞에 잘 보이는 곳에배치해서 눈을 뗄 수 없게 만드는..추첨 선물들...ㅋㅋ미리 말씀드리자면..저 많은 것 중 내껀... 없었답니다 .?베베랩베베랩 제품들은 쉬는 시간에 시연도 직접 해 볼 수 있었어요사회자께서 손닦고 핸드크림대신 바르시라고..ㅋ온몸에 바르셔도 된다고..ㅋ ], 긍정 텍스트 확률 : 95.18%"
"[ 부 강의리얼 수유스토리꿀팁분유회사에서... .?모유수유모유수유 를 위한 강의를 해주시더라구요모유수유에 욕심이 없었던 저에게도모유수유에 대한 욕심이 생기게 하는 강의였어요...당연한 것들], 긍정 텍스트 확률 : 87.37%"
"[ 제유즙생성기상후 일까지 호르몬의 영향옥시토신과 프로락틴야간 수용체의 갯수 늘리기안 나와도 자주 먹이기 유방울형을 경험한다.젖몸살 ], 긍정 텍스트 확률 : 83.59%"
"[ 실제로 시간 정도 소요되구요아기는 거의 분 정도 잔다고 합니다.이때 이렇게 마음을 가지면 편하다네요 ], 긍정 텍스트 확률 : 99.64%"
"[ 전유와 후유의 차이 전유일반적 처음분당분], 긍정 텍스트 확률 : 61.33%"
"[단백질포만감과 체중증가따라서 전유와 후유 모두 먹이는 것이 중요하겠죠? ], 긍정 텍스트 확률 : 60.00%"
"[ 마지막으로 분유 활용방법 간단히 소개하고첫 번째 강의 끝 ], 긍정 텍스트 확률 : 51.67%"
"[ 쉬는 시간에 사회자께서 나와서입장할 때 나눠주신 카카오닙스 차와베베랩제품에 대해서 간단히 소개해주셨어요후디스 직원이신 거 같았는데], 긍정 텍스트 확률 : 77.64%"
"[ 전문 사회자 못지않게목소리도 좋으시고], 긍정 텍스트 확률 : 94.47%"
"[진행도 정말 잘하시고사람을 기분좋게 만드시는 분이셨어요], 긍정 텍스트 확률 : 88.98%"
"[ 손가락 체조도 배우고], 긍정 텍스트 확률 : 54.59%"
"[ 각 분야의 전문가를 초청한 수준높은 강의내용이 좋았구요], 긍정 텍스트 확률 : 65.93%"
"[행사를 진행하시는 스텝분들의 따뜻한 배려가느껴지는 산모교실이었습니다.행사마다 강의 내용은 다를 수도 있지만], 긍정 텍스트 확률 : 96.35%"
"[주 일 임신 개월 막바지출산 전 마지막 산모교실로 신청한 일동후디스맘 예비맘 클래스분유회사라서 내용이 알차다는 소식을 듣고 신청 내용이 알차지만 경잴률이 치열하다고 해서 기대를 안하고 있었는데운좋게 당첨 마포중앙도서관 시 층에서 진행된 예비맘클래스 이날 미세먼지도 심한 날이라 가기 전까지 고민하다 갔는데 지금껏 가봤던 산모교실 중 내용이 가장 알찼던 클래스였음 ], 긍정 텍스트 확률 : 99.99%"
"[ 미세먼지를 뚫고 온 예비맘들 대단해용 ㅎㅎ일동후디스의 직원이자 사회자 유민홍 재치도 있고 입담도 좋으셔서 클래스 분위기가 훈훈했음], 긍정 텍스트 확률 : 99.83%"
"[ 부 강의로 시작된 국제모유수유 전문가 문선아님의 리얼 수유스토리제유즙 생성기출산 후 분이내의 골든타임에 초유먹이기 제유즙 생성기산후 일 모유가 나오지 않더라도 자주 물리기제 유즙 생성기선유와 후유까지 제대로 분 먹이기], 긍정 텍스트 확률 : 67.18%"
"[ 아이가 울기전에 다양한 방법으로 직접 수유하기 전유와 후유차이전유 일번적 처음 분에 나오는 모유 당분], 긍정 텍스트 확률 : 84.00%"
"[단백질이 많아포만감과 체중증가 ], 긍정 텍스트 확률 : 54.94%"
"[ 완모의 부담감으로 죄책감을 느낄필요없이 모유가 나오지 않는다면 분유또한 영양이 높기 때문에 잘 활용하는 것도 하나의 방법 개월이 넘어가다보면 모유에 부족한 비타민], 긍정 텍스트 확률 : 81.84%"
"[ 쉬는시간에는 개인정보 작성해야하는 부스투어가 없어서 좋았음.일동후디스의 베베랩 제품을 테스트해볼수 있는 시간이 있어서 보습 크림을 발라봤당 ㅎㅎ잠시 쉬는 시간을 갖고 이어진부 엄마와 아이가 함께하는 손가락 놀이손가락 놀이뿐만 아니라 태교 동화 방법 엄마와 딸 이라는 영상도 보여주셨는데 감동적이였음. ], 긍정 텍스트 확률 : 99.34%"
"[ 백석대학교 간호학과 출강과 동화구연 강사 자격이 있으신 분이였는데 동화 읽어주시는 목소리가 예술이였음 ㅎ마지막 순서로민홍님의 진행으로 경품 추첨 시간 일동후디스의 경품들은 고객 개인정보보호 차원으로 개인정보를 주지 않아도 협찬해주는 착한 기업들의 제품이라고 하더라구요.착한 기업 칭찬해 간단하게 제품설명을 해주시면서 경품추첨에 들어갔어요. ], 긍정 텍스트 확률 : 93.74%"
"[ 기본 선물만 받았음 ㅎㅎ ], 긍정 텍스트 확률 : 63.12%"
"[헤모틴틴일동후디스 제품 리스트와 수유], 긍정 텍스트 확률 : 62.66%"
"[ 태어나서 개월까지 바로 사용할수 있는 젖병이라 요건 아주 잘 쓸듯 출산 전 마지막으로 참가한 후디스맘 아카데미 예비맘 클래스 강의 내용도 알차서 잘 몰랐던 모유수유 정보들도 공부가 됬고태교 동화와 손가락 놀이 등도 즐거웠어요개인정보도 받지 않는 곳이라 편안하게 강의 내용에 집중할 수 있어서 더욱 좋았어요 ], 긍정 텍스트 확률 : 99.98%"
"[출산맘], 긍정 텍스트 확률 : 73.88%"
"[부부클래스 등 다양한 강의가 있으니 가까운 곳에서 진행할때 알찬 강의를 듣고 싶다면 일동후디스 아카데미로 참여해 보세요], 긍정 텍스트 확률 : 79.84%"
"[ ▲▲▲ 사이트 바로가기 후디스맘 아카데미 예비맘 클래스 후기 ], 긍정 텍스트 확률 : 88.71%"
"[.어제는 하루종일 비가 내리고...오늘은 오전에 잠시.그치더니 오후에 또 내리기 시작합니다 엊저녁에.가족모임이 있어 술을 좀 마셨는데 오랜만의 과음으로.속도 아프고 비도오니 온 몸이 쑤시고 아프네요ㅠㅠ ], 긍정 텍스트 확률 : 89.56%"
"[ .다행히 첫째랑 둘째가 번갈아가면서 자준 덕분에.저녁은 편하게 먹었답니다 바뀐 분유 먹고 꿀잠.ㅋㅋㅋ 오늘은 넘나 잘먹어 주고 있는.?일동후디스일동후디스. .?자연방목트루맘자연방목트루맘 분유를 소개해볼게요（╹◡╹）.. ], 긍정 텍스트 확률 : 98.70%"
"[ ...자・연・방・목 트루맘. 프리미엄 프로젝트. 자연의 혜택 드넓은 초지의 사계절자연방목.원유 에 소화흡수와 저항력을 높여주는.이뮤노를 더한 프리미엄 유아식 ◡̈♥ ], 긍정 텍스트 확률 : 87.83%"
"[ ...뚜껑 위에 개봉일자를 적는 곳이 있고안전 캡.시스템으로 외부 습기를 막아 위생적이에요.제품 밑바닥에는 사용기한이 적혀 있습니다.년 월 일 까지 ], 긍정 텍스트 확률 : 92.31%"
"[ ...𖤐트루맘 안심캡𖤐.도입으로 더욱 편리해진 용기. 트루맘 안심캡은 유통과정 중의 개봉을.막아주고 스푼을 용기에 보관할 수 있어.더욱 편리합니다（╹◡╹）♡ ], 긍정 텍스트 확률 : 95.65%"
"[ ...트루맘 프리미엄 프로젝트 .𖤐사용법 및 사용량𖤐 ], 긍정 텍스트 확률 : 54.74%"
"[ ...기존에 먹이던 분유와 비교를 해봤는데 확실히.입자가 더 작고 부드러운트루맘 분유입니다 ], 긍정 텍스트 확률 : 64.40%"
"[ ...𖤐트루맘 프리미엄 프로젝트𖤐 ], 긍정 텍스트 확률 : 67.20%"
"[ ...개월 조금 넘은 둘째딸 집에서나 외출해서나.넘나 잘 먹어서 엄마아빠가 정말 편해요 짱짱..𖤐트루맘 프리미엄 프로젝트𖤐.목초로 키운 건강한 사계절 자연방목 원유.건강한 우리 아이를 위해더 업그레이드 된. .?프리미엄분유프리미엄분유 를 만나보세요（╹◡╹）♡ ], 긍정 텍스트 확률 : 99.51%"
"[ .본 포스팅은 엄마와 체험단 당첨으로 해당.업체로부터 제품을 제공 받아 작성한 후기입니다], 긍정 텍스트 확률 : 62.98%"
"[일동후디스 산양분유가 도착했다아기가 일반 분유로 갈아타고는 녹변과 묽은 변을 많이 봐서 산양분유를 신청해보았다.신생아시절 병원 조리원 가정에서 달간 후디스 산양분유를 먹였는데가격때문에 분유를 옮겼었다.조리원에서는 신생아들에게 가장 좋은 분유를 먹인다고 이야기하시며이 일동 후디스 산양분유를 소개해주셨다.도착한 제품은 개월 수 개월캔. ], 긍정 텍스트 확률 : 77.35%"
"[ 일반분유를 먹던 우리 아가는 산양분유로 다시 돌아왔다.황금변을 보길 바라며 맛있게 먹어주길 ], 긍정 텍스트 확률 : 73.91%"
"[ 우리 아기 분유를 바꾸었는데도 맛있는지 너무 잘 먹어주었다.일반분유에서 산양으로 바꾸었지만 를 한번에 원샷.총평은], 긍정 텍스트 확률 : 80.43%"
