"[ ..뜬금없이 진심 뉴질랜드로 이민가고싶다며.분유때문에 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃기고 있네 ㅋㅋㅋ.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 73.12%"
"[좀 더 위생적이면서 사용하기 편리해서 좋았어요], 긍정 텍스트 확률 : 74.35%"
"[되어온 ], 긍정 텍스트 확률 : 69.36%"
"[ 아기에게 제일 좋은 것은 엄마 모유이지만], 긍정 텍스트 확률 : 83.04%"
"[신생아설사를 하면 엄마맘에 너무 속상하잖아요배앓이분유로 소화도 잘되고], 긍정 텍스트 확률 : 95.63%"
"[ 본포스팅은 애드임팩트로부터 제품을 받아 작성된 솔직한 후기입니다 . ], 긍정 텍스트 확률 : 80.84%"
"[ 아이엠뉴질랜드 우리 아기면연력을 위한 조제분유], 긍정 텍스트 확률 : 85.97%"
"[오늘은 우리 아가 분유 포스팅해요신생아 아이를 둔 엄마들이 가장고민하는 것 중 하나가 분유인데요사실 모두 완모를 꿈꾸지만..혼합을 하거나 환경상의 이유로 완분을 하는 경우가 있잖아요저는 완모였는데..할머니 상도 당하고 안 좋은 일이몇 가지 생기면서요즘 하루에 두 번 홉합을다시 하고있습니다ㅠㅠ ], 긍정 텍스트 확률 : 98.66%"
"[아이엠뉴질랜드 분유인데요사실 이번 분유가 번째에요처음에는 산양분유를 쓰다가.. 문제가 생겨서매스컴에 막 나오길래그다음에는 독일 분유를 사용했는데또 마트 용이랑 내수용이랑 다르다고 해서그리고도 황금 변 분유라고 했는데우리 아이에게는 안 맞더라고요그래서 마지막에 선택하게 된아이엠뉴질랜드 조제분유에요공식 수입되는 분유라서 국내성분기분에도적합해서마음에들더라구요 ], 긍정 텍스트 확률 : 99.00%"
"[분유 사용할때 꼭 개봉하는 날짜적는거 아무리 초보맘이라도 다 아시죠??? ], 긍정 텍스트 확률 : 60.30%"
"[제가 느끼는 아이엠뉴질랜드 분유의 좋은점은물에 정말 잘 녹아요가끔 다른분유는 막 안녹아서 아래 덩어리가있고 그랬는데제가 알아본 봐로는분유양 물양이중요한 이유가너무 분유가 많으면 변비일수도있구물이 너무많으면 설사할수도있다고들었거든요그래서 분유가 안섞이면 의도하지않게조절이 안될거같구요그리고 잘 녹으니까 그만큼 소화가잘될거같아요근데 우리아이는 이 분유가 잘 맞아서배앓이때문에 유산균이 있는 분유로 골랐지만정말 아가가 황금변을 다시보고 있어서저는 만족해요 ], 긍정 텍스트 확률 : 90.20%"
"[꿀걱꿀걱 잘먹는 우리아가사실 분유먹으면 몬가 조금 미안했는데프리바이오틱스뿐아니라 프로바이오틱스유산균이훨씬 더 많이 함유되어있거든요그래서 더좋은거같아요 ], 긍정 텍스트 확률 : 82.68%"
"[ 애가 배앓이 하느랴고 막 아파하고 우는거보다저는 만원 더 내고 이제품이좋더라구요 ], 긍정 텍스트 확률 : 67.46%"
"[ 골드는 변비에 좋은 분유특수분유는 아니더라도 프로는 변이 정상적이거나묽은변을 보는 아기에게], 긍정 텍스트 확률 : 60.33%"
"[ 타 뉴질랜드 분유의 경우], 긍정 텍스트 확률 : 52.07%"
"[ 프로바이오틱스 유산균이 함유되어있어 평소 변을무르게 보고 자주보는 아기들이 정상변을 보는효과 가 있다고 한다], 긍정 텍스트 확률 : 79.30%"
"[ 또한], 긍정 텍스트 확률 : 87.51%"
"[유산균은 면역력과도 이어져있다는건다들 아는 사실일텐데 더불어비타민 함유량이 타 분유들에비해 높고배가까이차이 아기의 면역체계를강화시키는 비타민과 아기의 성장발달과 면역력에도움되는 미네랄과 유산균 함유량이 높은 프로 그래서 소화가 잘되는 분유인가 보다 ㅎㅎ ], 긍정 텍스트 확률 : 94.09%"
"[ 분유 속에 숨어있던 스푼파랑파랑한 스푼이라 눈에도 확 띈다 .한 스푼에기존에 먹이던 분유는 대부분 였는데 이것도 다른 점이라 주의해야할듯 ], 긍정 텍스트 확률 : 58.26%"
"[ 동봉해주는스푼도 쎈쓰만점 스푼이 은근 필요한데 예전에 타사 분유를 짜리를 사니 들어있어 모아뒀다가주변에 필요한 엄마들에게 나눠줬던 적이 있다 ㅎㅎ ], 긍정 텍스트 확률 : 93.92%"
"[ 다들 많이 해보셔서 알겠지만 스푼으로 분유를떠서 평평하게 깎아내리면 한스푼 완성늘 옆으로 길쭉한 스푼만 보다가 아래로 길쭉동글한스푼을 보니 스푼마저 귀욤귀욤 ㅋㅋㅋㅋㅋ게다가 아이엠뉴질랜드 분유 스푼은 손잡이 앞쪽에구멍이 뚫려있어 쓸데없이? 분유가루가 스푼에 쌓이는일도 일어나지않는다 ㅋㅋㅋ그거 좀 털어내느라 떴던 분유 다시 다 떨어뜨린게몇번인지.... ㅋㅋㅋㅋㅋㅋㅋ], 긍정 텍스트 확률 : 67.96%"
"[아이엠뉴질랜드 분유타기 ♪우리아기는 보통 한번에 최대 를 먹는데평소 먹이던 분유가 분유물 이었다면아이엠뉴질랜드는 물에 분유스푼], 긍정 텍스트 확률 : 60.74%"
"[ 설사까지는 아니지만 프로에 프리바이오틱스와 프로바이오틱스 유산균까지 들어있어그런지 정상변보는데 도움을 주는듯하다수입분유가 사실 가격을 생각하지않을 수 없는데 타 뉴질랜드 분유에 비해 저렴해서 설사나 변비가 있는 아가들 부담없이 먹이기 좋을 것 같다], 긍정 텍스트 확률 : 63.44%"
"[뉴질랜드 청정지역에서 자연방목한 젖소의원유로 제조 된 수입분유 아이엠뉴질랜드신생아설사분유로 좋은 조제분유 추천 ], 긍정 텍스트 확률 : 90.70%"
"[우리 두찌 조리원에 있을때부터 황달로 고생을 하면서초기 잠시 단유를 했더니...내 쭈쭈가 그새 말랐...ㅠㅠ그래도 꾸준히 모유를 먹이다 보니 젖양은 늘고있지만아직까지는 혼유를 하는 중이예요.그리고], 긍정 텍스트 확률 : 57.83%"
"[우리 하윤이가 완모를 하다보니둘째맘 임에도 분유 초보엄마예요 ㅋㅋ그래서 분유에 대해 많이 알아보고], 긍정 텍스트 확률 : 99.72%"
"[주위지인에게 추천도 많이 받았답니다.그중 세계 제의 청정국가 하면 뉴질랜드 잖아요.청정지역에서 자연방목한 젖소의 원유로 제조된 수입 분유로유산균이 함유되어 소화 잘되는 분유로 좋다고해서 아이엠뉴질랜드 조제분유를 이용해 보았어요. ], 긍정 텍스트 확률 : 77.03%"
"[마침 분유저장팩도 없었는데 감사하네요거기에 아주작은 스푼이 들어있어서 이건 왜 또 준건가 했는데..분유먹이는 친구네 이야기들어보니분유타다보면 짜리 스푼이 필요할때가 있는데 센스있다며 칭찬하더라구요 ㅋㅋ뭔가 많이 신경써서 보내주신 티가 나네요. ], 긍정 텍스트 확률 : 89.22%"
"[ 아이엠뉴질랜드 분유는 공식수입되는 분유라 국내 성분 기준에도 적합해서공식쇼핑몰에서 쉽게 구매할 수 있었어요. ], 긍정 텍스트 확률 : 79.85%"
"[이젠 외출시에도 아이앰뉴질랜드 분유와 함께아이엠뉴질랜드 분유는 소화가잘되는분유로도 알려져있던데요신생아 배앓이 ], 긍정 텍스트 확률 : 67.15%"
"[소화하기 힘들어 하는 아이에게 좋데요], 긍정 텍스트 확률 : 53.89%"
"[제가 선택한 분유는 아이엠뉴질랜드 골드특수분유는 아니지만 골드는 변비끼가 있는 아기에게 효과적이래요. ], 긍정 텍스트 확률 : 81.51%"
"[하여 변을 수월하게 볼수 있다고 해요.신생아변비분유로도 많이 찾더라구요], 긍정 텍스트 확률 : 64.41%"
"[개봉아어릴 때 동생분유 많이 퍼먹었는데 ㅋㅋ ], 긍정 텍스트 확률 : 70.95%"
"[아저도 이번에 분유사면서 공부하며 안건데요 조제분유와 조제식분유 차점을 아시나요 ? 유성분 함량이이상이면 조제분유 이하이면 조제식으로 구분된데요 . ], 긍정 텍스트 확률 : 63.78%"
"[안심캡에 스푼 꽂는곳도 있어요 . 위생적이고 스픈 사용이 편해보여요 ], 긍정 텍스트 확률 : 77.96%"
"[분유타는 방법은 아직도 서툰맘인지라 .. 보통은 분유양에 물량을 맞춰서 주는데요 .. 조유방법이 다르니 꼭 확인해 보고 타셔야 할것같아요 . ], 긍정 텍스트 확률 : 96.37%"
"[ 물에 분유스푼번을 부어주고 조유해줬더니 총양은를 넘게 되었어요 . ], 긍정 텍스트 확률 : 75.86%"
"[우리 귀염둥이 두찌 보통 혼유를 하면 유두혼동이 온다던데 그런거 없이 지금까지 잘 먹어주니 얼마나 고마운지 몰라요 ], 긍정 텍스트 확률 : 63.58%"
"[첫째땐 참 완모에 목숨걸며 우울증도 덩달아 왔었는데 혼유 참 좋은 것을 ㅎㅎ 타 뉴질랜드 분유의 경우 단순상품인데 비해 아이엠뉴질랜드 분유는 제조사에서 직접적으로 관리하는 제품이더라구요 그래서 더 안정성이 높은 것 같아요 . 분유도 깐깐하게 보고 안전하게 먹여야죠 또한 ], 긍정 텍스트 확률 : 52.07%"
"[우리아이 분유좋은거 먹이고 싶은 마음은누구나 같겠죠첫째때는 그저 주변에서 좋다는분유가 좋은 줄 알고먹였는데둘째때는 꼼꼼하게원유부터 따져봐야한다는걸 알게되었어요 ], 긍정 텍스트 확률 : 64.53%"
"[우리아이가 잘 먹고 잘크고변도 잘보는아이엠뉴질랜드 신생아변비분유 소개해드릴게요 ], 긍정 텍스트 확률 : 65.37%"
"[세계에서 가장 깨끗한 나라 뉴질랜드에서 제조되는아이엠뉴질랜드분유의 원유가 되는 젖소들계절 자연방목으로사료없이 뉴질랜드 초원에서 풀을 뜯어 먹고 사는스트레스 없는 소의 원유를 사용한다고하니뭔가 더 믿음이 갔어요 ], 긍정 텍스트 확률 : 51.82%"
"[ 아이엠뉴질랜드 신생아변비분유는 공식수입되는 분유라국내성분 기준에도 적합하다고해요매 수입시 마다 뉴질랜드 및 국내 식약처정밀검사를통과하구요사카자키균에 대한 검사도 실시한다고해서안심하고 수유할 수 있답니다. ], 긍정 텍스트 확률 : 60.94%"
"[아이엠뉴질랜드 분유가 좋은건이렇게 안심박스로 포장되어와요아무래도 우리아이 먹이는건데 찌그러진 분유캔 받는것 보다분유가 손상될 일 없는게 더 좋잖아요 ], 긍정 텍스트 확률 : 76.88%"
"[아이엠뉴질랜드 신생아변비분유는특수분유는 아니지만프로는 변이 정상적이거나 묽은 변을 보는 아기가골드는 변이 변비끼가 있는 아기에게 효과적이에요신생아 배앓이], 긍정 텍스트 확률 : 82.02%"
"[둘째이다보니사실 유산균 먹이는걸 깜빡하는 날도 있어요그런데 아이엠뉴질랜드에는유산균의 먹이가 되는 프리바이오틱스가 풍부하게 들어있어따로 유산균을 먹이지 않아도 변을 수월하게 잘 볼 수 있으니 좋더라구요 ], 긍정 텍스트 확률 : 72.34%"
"[신생아변비에 좋은아이엠뉴질랜드 분유는 국내 분유와 조금 달라요조유방법이 더 편하답니다스푼에 물 예를 들어], 긍정 텍스트 확률 : 82.80%"
"[ 조유시는 물에 스푼총 양은 를 넘게되는게 이게 정상이에요국내분유는 물과 분유 합해서 로 맞춰야하는데아이엠뉴질랜드 분유는물에 스푼만 넣으면 되니 간단하죠? ], 긍정 텍스트 확률 : 50.86%"
"[아이엠뉴질랜드 아기분유에는분유저장팩과 작은 스푼도 함께 와요 ], 긍정 텍스트 확률 : 79.08%"
"[따로 동봉된 작은 스푼의 용량은 에요작은 스푼은 보조스푼이라고 보시면되요정밀하게 조유시 사용하면되요 ], 긍정 텍스트 확률 : 79.53%"
"[골드는 아기 변을 무르게 하여수월하게 볼 수 있도록 도와주어요반대로아이엠뉴질랜드 프로는장내환경을 개선해주는 프로바이오틱유산균이 함유되어있고], 긍정 텍스트 확률 : 50.83%"
"[ 평소 변을 무르게 보고 자주보는 아기들이유산균 섭취를 통해 정상변을 보도록 하는효과가 있다고하니내 아이에게 맞게 선택하시면 될 것 같아요 ], 긍정 텍스트 확률 : 61.02%"
"[ 아이엠뉴질랜드는 전단계가 모두 조제분유라 좋더라구요 ], 긍정 텍스트 확률 : 50.24%"
"[쫍쫍 잘먹고 기분좋은 울아들♥뉴질랜드 분유가 국내분유에 비해 좀 더 고가여서부담스럽기도 했는데아이엠뉴질랜드는 타 뉴질랜드 분유에 비해 저렴해서부담없이 먹이기에 좋은 것 같아요우리가 조금 덜 먹더라도아기에게는 더 좋은거 먹이자는 우리 신랑의 말대로우리아기 좋은 성분의 분유먹고건강하게 잘 자라주었으면 좋겠어요♪아이엠뉴질랜드 신생아변비분유 추천합니다 ], 긍정 텍스트 확률 : 99.99%"
"[ 아이엠뉴질랜드 수입분유로 신생아배앓이 예방해요 ], 긍정 텍스트 확률 : 62.08%"
"[전 사실주문 전에 모르고 프로를 주문했는데 프로가 앞에 있어서요소화가 잘되는 분유로 신생아 배앓이], 긍정 텍스트 확률 : 66.34%"
"[소화하기 힘들어하는 아기들에게 좋다고 하네요 요건 프로], 긍정 텍스트 확률 : 62.48%"
"[골드 공통이구요직구 분유의 경우 국내 성분 기준에 만족하지 못해 직구만 가능한데 아이엠뉴질랜드 분유는 공식수입되는 분유라 국내성분 기준에도 적합해요 ], 긍정 텍스트 확률 : 56.33%"
"[패키지 완전 깔끔하게 분유통 찌그러지지 않게 안전하게 배달되어오네요], 긍정 텍스트 확률 : 77.03%"
"[분유 속에짜리 분유스푼도 기본 들어있어요첫째는 분유를 거부해서 분유수유를 하지 못했었는데 둘째는 밤에 자기 전에 한번씩 타주면 좀 먹는거 같길래 이번에 황달도 있고 해서 분유수유를 해보게 되었네요 ], 긍정 텍스트 확률 : 60.98%"
"[분유를 타는 방법이 분유에 따라 다르더라구요], 긍정 텍스트 확률 : 50.69%"
"[때문에 예를 들어에 분유번을 넣으면 총양은가 넘어가더라구요분유 타는 법은 참 간단한듯 간단하지 않은듯 ], 긍정 텍스트 확률 : 58.88%"
"[먹여보았어요 쬽쬽모유먹듯이 눈감고 먹기 신공 얼굴이 좀 누렇긴 하죠...? ㅠㅠㅠㅠ ], 긍정 텍스트 확률 : 72.29%"
"[모르고 프로를 구입해서 혹여나 일에 한번씩 변 보는 아기라 걱정했는데 프리바이오틱스 뿐 아니라 프로바이오틱스유산균이 함유되어 있어서인지 무언가 변을 더 잘 보는 듯한 느낌그리고 변을 일에 한번씩 보니 사실 변 보는 날은 신생아배앓이인지 엄청 짜증내고 찡얼대고 장난 아니었거든요그런데 요 분유 먹고는 속이 편안한지 좀더 수월하게 변을 보는것 같더라구요신생아배앓이에 효과가 탁월한듯요비타민 함유량이 타분유에 비해 두배 가까이 높다는데 우리 아기의 면역력을 업업 시켜주길 바라는 마음저와 같이 모유수유 중에 분유를 주게되는 엄마들도 있겠지만 모유수유가 원할하지 않아서 분유수유로 일찌감치 갈아타는 엄마들도 참 많은 것 같아요이왕 줄 분유라면 좀더 좋은 분유로 우리아기에게 아무거나 줄 수는 없으니까요아이엠뉴질랜드 분유는 아기의 면역력 강화를 위한 비타민이 강화되어있고 엄마들이 많이 신경쓰는 유산균이 배나 강화되어있다고 해요덕분인지 설사나 변비 있는 아가들이 아이엠뉴질랜드 분유를 많이 먹이는 것 같더라구요뉴질랜드 방목 젖소의 원유 중 유아용 최고급 원유만 사용한다고 하니 모유를 주지 못한 아쉬움을 달랠 수 있을 것 같아요 ], 긍정 텍스트 확률 : 98.68%"
