"[.뢰벤짠 새로 꺼내며 찍어본 우리집 도련님 저장고. ], 긍정 텍스트 확률 : 60.69%"
"[닥터루토피같이 먹인다. ..분유.힙콤비오틱 황금변.힙 황금색나는 녹변 달면서도 약간 씁슬한 맛 .뢰벤짠 황금변.네오케이트 황금색나는 녹변 맛없고 냄새역함], 긍정 텍스트 확률 : 56.16%"
"[모유수유가 주 인 울 아들이 잘 안먹으려하는 분유], 긍정 텍스트 확률 : 68.54%"
"[ 첫 아이 임신 이다보니 임신 했을때부터 육아템 검색을 진짜 많이 했다. 그중 제일 사고 싶고 매력적이던 것은 분유 타는 기계], 긍정 텍스트 확률 : 87.50%"
"[베이비브레짜 였다. 초면 분유라떼를 만들어 준다니 와 세상 좋아졌다 싶었다. 원래는 직구 해야 하며 도란스 라는 변압기도 써야 하는데 구매하려고 보니 다행히 국내용으로 판매를 하고 있어서 도란스가 없어도 깔끔 설치 가능했다. 외국에서는 이미 베짜가 나왔는데 아직 국내용 판매가 안돼어 월에나 신형 구매가 가능하데서.. 월 출산이니 어쩔수 없이 구형 버전으로 구매했다. 차이점은 모양도 틀리고 분유양도 틀리게 조제 한다는.. 뭐 잘먹는 아기라 큰 의미는 없어서 기대에 부풀어 구매를 했는데.. 베이비브레짜와 난 악연이었다ㅠㅠ ], 긍정 텍스트 확률 : 89.85%"
"[ 분유통이 결합이 안돼는 거다ㅠㅠㅠ 이렇게 들뜨는 현상이 발생.. 여긴 물들어가는 곳도 아니고 분유통인데... 딱 맞게 닫혀 지지가 않아 분유가 나왔다 안나왔다 한다. 꾹 눌러야만 조제 가능.. 또 다시 문의 하니 분유통 결합 고장 이란다... 여기서부터 스트레스 대 폭팔 신생아 아기엄마들은 잘 알겠지만.. 아기가 배고플때 “엄마 저 배고파요 분유 타오세요”라고 시간을 주는 것도 아니고 자지러지게 울면서 엄마 혼을 쏙 빼논다. 그래서 빠르게 타주고 싶어서 기계를 산건데 갑자기 고장나니 진짜 멘붕이었다. 불행 중 다행인지..기술팀 이나 상담하시는 분들은 매우 친절 하다. 그래도.. 친절은 친절이구.. 제대로된 기계를 써야 할거 아닌가? ㅠㅠ 분유통을 다시 교체 해야 한데서 기존 분유통을 또 택배로 보내야 했다. 하아.... ], 긍정 텍스트 확률 : 88.28%"
"[ ....힙은 정말 소화도 잘되고.게워냄도 없고.응아도 넘 이쁘고.가격도 넘 착하고..이런 분유가 없었는데 ㅠㅠ.이제 안녕... 해야해요..하지만 누구라도 분유추천을 원하시면.저는 신생아부터 .힙 강력히 추천합니다.. ], 긍정 텍스트 확률 : 99.85%"
"[ ..분유 스푼수가 외국거라.좀 달라요 ㅎ.힙이랑도 조금 다르네용 ㅎ..물 에 분유 스푼 하면 . 이 됩니다. ], 긍정 텍스트 확률 : 95.12%"
"[ ..위에거는 뢰벤짠 분유 스푼.아래는 힙 분유 스푼..뢰벤짠이 더 깊어요 ㅎ..섞이지 않게 조심해야겠어요 .디자인이 똑같아요 ㅋㅋ.같은 회사에서 만드는 것 같아요. ], 긍정 텍스트 확률 : 87.94%"
"[ ..개월 단계인데도.입자가 프레처럼 곱네요 ㅎ.힙 단계보다 곱고 .힙 프레보단 거친 느낌 이예요. ], 긍정 텍스트 확률 : 84.93%"
"[ ...근데 정말 다 먹었어요.분유거부로겨우 먹는 아이인데.을 꿀떡꿀떡..이럴줄 알았으면 더 탈 걸 ㅠㅠ.....아무튼 잘 먹어줘서 넘 좋네요.제가 먹어보니 맛이 비슷한데.뢰벤짠 이 좀더 고소한 느낌이예요..그래서 힙에서 뢰벤짠 분유 로 넘어가는.아기들이 많다고 하나봐요 ㅎ.. ], 긍정 텍스트 확률 : 99.88%"
"[ ...일단 응아하는거 보고.통 추가 주문 하려고 해요 ㅎ...뢰벤짠 분유 생각하시는 분들..힙보다 양은 에서 으로 적고.가격은 배송비 포함 각 원 정도예요.핫딜로 사시면 좀 더 저렴할 것 같아요 ..참고하세요 .. ], 긍정 텍스트 확률 : 74.62%"
"[홀레의 유기농이란 장점을 모두 갖춘 분유 라는 말에 믿고 구매대행으로 구입했답니다.두근두근], 긍정 텍스트 확률 : 54.26%"
"[주는데로 다 잘먹는 호씨이기에], 긍정 텍스트 확률 : 53.20%"
"[ 귀여운 종이 패키지 안에는 유통기한이 표시되어 있는 비닐팩으로 포장되어 있어요.홀레도 마찬가지지만], 긍정 텍스트 확률 : 62.66%"
"[ 유기농이라 그런지 환경을 생각해서 인지], 긍정 텍스트 확률 : 57.82%"
"[ 근데 뢰벤짠 입자가 정말 곱고], 긍정 텍스트 확률 : 65.59%"
"[ 아실분들은 이미 검색해보고 계실꺼고], 긍정 텍스트 확률 : 56.78%"
"[ 조금이라도 보탬이 되고자], 긍정 텍스트 확률 : 52.14%"
"[ 구매율이 높은 인기상품을 선별하여 소개해드리고 있습니다.매일 매일 소개되는 인기상품을 만나보세요 ], 긍정 텍스트 확률 : 66.04%"
"[ .. ★★★★☆뢰벤짠 분유를 쓰는데 국산분유와 다르게 비닐에 담겨져 있어 보관도 그렇고 분유 타기도 넘 어렵더라구요. 조리원 퇴소 후 급하게 분유통을 사려고 다이소를 갔는데 마땅한게 없어서 쿠팡검색 했습니다. 그냥 싼맛에 고민없이 산건데 어느정도 만족하며 쓰고 있어요 한통만 필요했는데 두통 있으니 한 통 다쓰고 세척하고 마르는 동안 다른 통 쓸 수 있으니 더 좋구요.첨에 세척시 뚜껑이 진짜 안빠지긴 했는데 그래도 전 다른 분처럼 파손되진 않았어요 몇 번 사용하니 뻑뻑함이 덜해지더라고요. 이후 불편함은 없었습니다. 또 최근에 분유포트 가열하다 물이 넘쳐서 옆에 있던 사각통에 물이 튀었던 적이 있는데 다행히 물이 안에 안들어가더라구요. 밀폐용기는 아니지만 비싼분유를 잘 지켜줘서 고마웠습니다ㅎㅎ조만간 빨래세제 담을 용기로 재구매 하려구요 ], 긍정 텍스트 확률 : 93.85%"
"[제품 모두 만족합니다 ], 긍정 텍스트 확률 : 70.96%"
"[ 자갈치의 포스팅은 제공받은 정보를 토대로 작성되며], 긍정 텍스트 확률 : 57.34%"
"[시간경과시 변경될 수 있습니다. ], 긍정 텍스트 확률 : 55.69%"
"[나카야홈스웰], 긍정 텍스트 확률 : 51.76%"
"[최고 ★★★★★★], 긍정 텍스트 확률 : 95.01%"
"[좋음 ★★], 긍정 텍스트 확률 : 88.39%"
"[이제 막 일된 아기를 키우는 입장에서분유 선택에 조금이나마 도움이 되길 바라며 낮잠을 포기하고 쓰는 글 ㅎㅎㅎ ], 긍정 텍스트 확률 : 71.96%"
"[사실 처음엔 압타밀을 먹일까 하다가], 긍정 텍스트 확률 : 71.73%"
"[언니 추천으로 힙과 홀레를 알게되었다.힙 바이오 콤비오틱으로 마음을 굳혀가던 중 보게된 표 하나. ], 긍정 텍스트 확률 : 92.80%"
"[ 나중에 모던하우스 파우더 저장통을 하나 사는 걸로 ㅎㅎㅎ ], 긍정 텍스트 확률 : 85.96%"
"[ 대략 스푼최근 를 주니 좀 더 먹고싶어하는 것 같아서.스푼에 물 총량으로 맞춰서 먹여보는 중.는 아직 너무 많은 것 같다. ], 긍정 텍스트 확률 : 62.33%"
"[원 환율로 약 만원한국에서도 비슷한 가격으로 구매했으니 비싸진 않다.아직까지는 통으로 주일 조금 안 되게 먹으니], 긍정 텍스트 확률 : 57.30%"
"[시간될 때마다미리미리 쟁여놔야지 ㅎㅎㅎㅎ ], 긍정 텍스트 확률 : 76.79%"
"[사실 유럽에서는 이유식이 더 유명한 것 같은데], 긍정 텍스트 확률 : 51.39%"
"[ 나중에 이유식도 시작해보면 좋을 듯수입분유라 수급이 좀 걱정되긴 하지만], 긍정 텍스트 확률 : 66.38%"
"[ 추석 때문에 미리 또 주문함 ㅎㅎㅎ잘 맞으면 계속 먹이고싶은 분유 ], 긍정 텍스트 확률 : 86.57%"
"[ 분유비교분유추천 우리아기 황금변보기 게워내는아기 분유선택하기국산분유 수입분유 홀레 압타밀 뢰벤짠육아일기 ], 긍정 텍스트 확률 : 70.29%"
"[하이여 잇님들 오늘은 분유 이야기를 해볼까해요 저도 잘은 모르지만 혹시 조금이나마 도움이 될까하구요 사실 포스팅하려고 맘 먹고나서.... 큰 고민에 빠졌었어요 ㅋㅋㅋ 젠장 넘 종류가 많다 ], 긍정 텍스트 확률 : 99.76%"
"[아이엠마더 스푼이 골드컬러], 긍정 텍스트 확률 : 51.21%"
"[패키지는 똑같아요 언어만 다를뿐.. 국내로 정식수입되어 들어오는 홀레는 한국용이라서 내수용이랑 조금 다르대요 영양성분의 비율이 조금씩 달라요 홀레는 총 단계가 있구요 단계], 긍정 텍스트 확률 : 52.83%"
"[ 개월까지단계개월까지 단계개월까지 단계 개월까지 단계개월까지], 긍정 텍스트 확률 : 72.59%"
"[그저 에미는 황금변만 생각하고 홀레로 선택해서 미리 출산전에 주문해놨었는데고민고민하다가 다시 분유를 바꾸게 되었지요 ㅋ 열무찡은 분유유목민이였음요 ㅋ], 긍정 텍스트 확률 : 96.03%"
"[ 많이 게워내고 토하는 아가들에게 가장 많이 추천하는 분유는 노발락 혹은 또 압타밀이더라구요 참 힙바이오 콤비오틱도 많이 먹이구요 고민 엄청 했었네요 근데 또 이것도 케바케라서 노발락이든 압타밀이든 힙이든 먹고도 계속 토하는 아가들은 또 토하고 지인중에도 있었어요 그러던 중 발견한], 긍정 텍스트 확률 : 53.20%"
"[ 뢰벤짠 분유근데 뢰벤짠에 대한 정보는 정말 정말 없더라구요 후기도 별로 없고 후기중에 국산분유 먹다가 수입분유로 바꾸니까 단맛이 좀 덜해서 아가들이 안먹는 애들도 있다대요근데 저희 열무찡은 뭐 안가리고 잘 먹더라구요 ㅋㅋ또 오스트리아에 있는 지인한테 수소문해서 물어봤더니 유럽에서도 꽤 인기가 있는 뢰벤짠 분유], 긍정 텍스트 확률 : 74.12%"
"[근데 울 아기들이 저 표에 따라 먹어지지는 않거든요 사실 열무찡은 혼합수유이기는하나 지금 개월차인데 먹어요 개월아가는 표에따라 물 스푼 하면 를 먹어야하는거구요먹고도 조금씩 게워내는 아가한테 를 줄 순 없으니... 그렇다고 를 타서먹이고 비싼분유 씩 매번 버릴 수도 없구요 너무 엄격하게 생각하지 마시고 저희집 산모도우미 이모님꼐서 이 부분 엄청 신경쓰시길래 제가 탈만 안나면 되니까 적당히 맞추자고 말씀드렸었어요 융통성있게 적당히 조절해서 반스푼 뭐 이런식으로 엄마가 알아서 계산하시면 될 것 같아요근데 원래 분유 농도에 따라서 아가 변의 종류가 달라진대요 너무 묽게 타면 변비], 긍정 텍스트 확률 : 77.84%"
"[너무 진하게 타면 설사 요렇게 ... 근데 지금까지 열무찡은 별탈 없었어요 늘 그렇듯 잘먹고 잘싸고], 긍정 텍스트 확률 : 96.38%"
"[ 분유로모유비중이 큰 아가였어요 ], 긍정 텍스트 확률 : 55.11%"
"[ 분유만 먹게되었습니다ㅎㅎ ], 긍정 텍스트 확률 : 56.11%"
"[혼합을했고모유비중이컷기에분유는 좋은거 ], 긍정 텍스트 확률 : 54.62%"
"[ 외국분유를 생각하고있던터라종류가많은 외국분유 중에서도어떤걸 해야될지 막막했었죠...ㅜㅜ그 중], 긍정 텍스트 확률 : 95.84%"
"[ 조리원언니의 추천을받아 ], 긍정 텍스트 확률 : 69.36%"
"[ 뢰벤짠분유에 도전을하게되었습니다제가쓰는 후기는 모두제가 직접 써보고겪어보고 좋아서 쓰는⭐주관적인 관점⭐입니다. ], 긍정 텍스트 확률 : 68.88%"
"[ 시중에서 쉽게 구할수가 없기 때문에무조건 직구를 해야합니다ㅠㅠ ], 긍정 텍스트 확률 : 80.53%"
"[ 숟가락도 같이 동봉되어있어요두스푼 저 숟가락 끝이 길어서분유를 담을때 손에 묻지도않고완전 편함 ], 긍정 텍스트 확률 : 67.33%"
"[봉지로되어있기 때문에], 긍정 텍스트 확률 : 58.88%"
"[ 분유깍는막대기도있어 강추 ], 긍정 텍스트 확률 : 90.57%"
"[ 색이 고와요일루마랑 비교해봤을땐], 긍정 텍스트 확률 : 53.58%"
"[ 흔들었을때 거품도안생기고잘 섞여요예인이도 맛있는지곧 잘 먹는답니다ㅎㅎ ], 긍정 텍스트 확률 : 80.80%"
"[무엇보다 제일 좋았던건], 긍정 텍스트 확률 : 93.06%"
"[ 응아상태도 좋아지고 ], 긍정 텍스트 확률 : 51.30%"
"[근데..대신 응아냄새가.... ..ㅠㅠ ], 긍정 텍스트 확률 : 85.41%"
"[예인이도 좋아하구밤에 잠도잘자고원래 토도 잘 하는 아기였는데토하는횟수도 줄고 ], 긍정 텍스트 확률 : 60.39%"
"[ 살짝 게워내긴 함트름도 잘 해요 ], 긍정 텍스트 확률 : 84.19%"
"[뢰벤짠 분유완전 만족하며 먹이고있어요 ], 긍정 텍스트 확률 : 67.51%"
"[정도 인거같아요ㅎㅎ전 아주만족합니당분유 고민이시라면], 긍정 텍스트 확률 : 95.18%"
"[ 추천해요 ], 긍정 텍스트 확률 : 80.29%"
"[ 제품 분유 뢰벤짠 오가닉 폴게밀히 개월분유], 긍정 텍스트 확률 : 55.04%"
"[뢰벤짠 오가닉 폴게밀히 개월분유], 긍정 텍스트 확률 : 55.04%"
"[확인된 상품정보는 쿠팡 물품으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 59.37%"
"[ .?개월개월.?폴게밀히폴게밀히 ], 긍정 텍스트 확률 : 54.08%"
"[보고 계시는 이 글은 제휴마케팅이 포함된 광고로 일정 커미션을 지급받을 수 있습니다. ], 긍정 텍스트 확률 : 74.44%"
"[오오?? 하고 찾아봤다.찾아보니 정말 괜찮은 것 같고 좋아보여서 조리원 퇴소 직전부터 시작해서 지금일까지 계속 먹이고 있다. 진짜 계속 내 돈 주고 사먹이고 있음.. ], 긍정 텍스트 확률 : 73.68%"
"[아랫면.뢰벤짠이 자랑하는 성분의 산지를 저 코드를 입력하면 알 수 있다. ], 긍정 텍스트 확률 : 70.22%"
"[요기 초록색있는 곳의 저 네모 박스를 클릭해서 ], 긍정 텍스트 확률 : 71.90%"
"[봉지 위를 잘라서 분유통에 넣어주면 된다.뢰벤짠은 종이 분유라 분유통으로 할게 따로 또 필요했는데 자주에서 샀다. ], 긍정 텍스트 확률 : 66.58%"
"[사실 안맞는 분유 아니면 성분을 체감하기란 어렵다. 그런 점에서 한번 사서 먹여본 부모에게는 분유가 보관은 편한지], 긍정 텍스트 확률 : 55.81%"
"[잘먹는지], 긍정 텍스트 확률 : 71.83%"
"[살은 포동포동 잘찌는지 이런 눈에 보이는 것들이 분유를 계속 먹여볼건지 선택하는 기준이 된다.물론 분수토도 없고], 긍정 텍스트 확률 : 92.57%"
"[두드러기가 안올라온다는 가정하에그런 점에서 말하면 뢰벤짠은 종이분유라 캔분유에 비해 편하진 않지만], 긍정 텍스트 확률 : 67.58%"
"[저런 것들의 도움을 받아서 큰 무리 없이 보관하며 먹일 수 있었다캔분유보다 불편한건 틀림없는 사실.], 긍정 텍스트 확률 : 90.38%"
"[어느 분유를 먹던간에 약간의 변비기가 있어서 유산균을 먹인다. 개똥처럼 쌀 때도 유산균 먹일때였음.뢰벤짠 ], 긍정 텍스트 확률 : 67.34%"
