"[ 갈리아 분유 먹여보신분들 있나요? 출산준비로 분유좀 사놓으려는데 갈리아에 대한 후기가 없네용..ㅎㅎ ], 긍정 텍스트 확률 : 73.90%"
"[이해하는 것이라고 믿고 주장했다. 이와같이 철학에의존하는 기독교 신학자들은 기독교 신학원리를 오직 철학으로 해석하였기 때문에 그들은 신앙보다는 철학에 의한 지식과 지혜를 더욱 크게 강조했다.그들은 신앙이란 철학의 지혜와 지식을 통하여 하나님과 하나님의 섭리를 완전하게 알게 되었을 때에 자연적으로 형성되는 결과적 열매로 보았다.때문에 그들은 계시를 깨닫는 일이 구원을 위하여 절대적으로 필요한 것이며 깨닫고 아는 일이 믿는 것 보다 더욱 중요한 일이라고 강조함으로서철학의 절대적 필요성과 우월성을 크게 강조했다. 이러한 철학사상의 기독교적 변조는 훗날 알렉산드리아학파에 의하여 전혀 새로운 기독교사상으로발전하게 되는데 그중에서도 특히 저스틴마터에 의해서 놀라운 변종적 사상으로 발전하게 된다. 기독교가 헬라문화권에 들어서자마자 영지주의가 개입한것도 당시의 이러한 헬라 철학사조 신봉에 영향을 받은 때문이었다.굴림하나님의 예비하심.굴림그러나 하나님께서는 이미 이러한 헬라철학적 도전에 대한 만반의 준비를 갖추어 놓으셨다. 그것은 바울을 비롯한 위대한 기독교 신학자들이었다.바울은 기독교의 바울이 되기 이전 즉 유대교의 사울시절에 자신의 고향 다소에서 헬라철학에 충분하게 젖어있었다. 때문에 그는 이미 헬라철학의오만방자한 도전을 익숙하고 여유 있게 제압할 수 있었다. 우리는 헬라철학의 거만스러운 도전을 부드럽게 아우르면서 그들을 노련하게 이끌어 가는바울의 멋진 모습을행을 통하여 확인한다. 바울은 철학자들의 무분별한 종교사상이 교회 내에 침입하기 시작하자교회들에게 보내는 서신들을 통하여 그것을 엄히 경계하게 하였고 교회들이 철학자들의 사상에 현혹되지 않도록 신학적인 교리들로 그들을 교육했다.한편 하나님께서 예비하신 신실한 기독교신학자들은 철학적 기독교신학자들을 향하여 미신적], 긍정 텍스트 확률 : 99.25%"
"[이단적], 긍정 텍스트 확률 : 51.25%"
"[특히 알렉산드리아학파를 중심으로 하는 교부들의 신학사상을고찰하게 될 것인데 그들의 신학사조에 헬라철학사상], 긍정 텍스트 확률 : 67.36%"
"[ 주랑의 사람들이라고불렀던 것에서 유래 되었다.아테네의 클레안테스..가 제논의 뒤를 이었고 키리키아의 항구도시 소로이 출신의클리싯포스가 클레안테스의 제자로서 스토아학파의 사상을 체계적으로 정립했으며 로도스섬 니카고라스인人 파나이티오스가 스토아학문을로마인들에게 전파했다. 아리스토텔레스가 스토아학파의 영향을 받았으며키케로..와 네로황제의스승이었던세네카....노예출신의 에픽테투스..로마황제마루쿠스아우렐리우스..등등과 같은 사람들이 스토아학파의 중요 인물들이다. 고대 그리스철학자들이 대부분 명문귀족가문의 후손들이었던 반면에 스토아학파는 변경邊境의 시골사람들이나 심지어는 노예출신의 사람들로 구성되어 있었다. 때문에 전통적그리스 철학자들은 때로는 스토아주의자들과 격렬한 논쟁을 벌였으나 대부분 무시하거나 외면했다. 스토아철학에 대한 자료는 로마인들의 저작들을제외하고는 거의 후대에 전해지지 않았음으로 그 사상체계를 정확하게 소개할 수 없다. 그러나 당시에 스토아학파들을 비난하고 공격했던 자료들을근거로 할 때에 초기 스토아철학은 당시의 여러 학설들을 모방하거나 절충], 긍정 텍스트 확률 : 99.50%"
"[자연 등등의 세 부분으로 구분되었다. 그러나 이세 부분은 엄격하게 구분되는 독립적 요소를 이루지 않고 긴밀하게결합되어 있어서 하나의 지혜를 사랑하고 구하는 철학사상의 요소로 구성되어져있다. 스토아 철학에 있어서 지혜는신의 일과 사람의 일에 대한지식이라고 정의되지만 이것은 사물에 관한 관조적觀照的지식이 아니라 인간생활에 있어서의 모든 것을 올바르게 처리하기 위한실천적 지식이다. 스토아 철학이 이렇듯 모든 면에 있어서 지혜의 실천적 성격을 근거로 하여 진행되어지기 때문에사유적思惟的철학이었던 당시의 그리스철학들에 대한 일종의 반성反省적 철학이 되었고 따라서 그들과 수시로 충돌하는 것은필연이었다.굴림스토아철학사상을 요약하면 다음과 같다.굴림인생人生이란 실천적 삶의 지혜를 습득하기 위한삶의 실천적 연습과정이며 그 과정을 통하여 실천적 삶의 지혜를습득한 자가 곧 현자賢者다. 현자의 지혜는자연에 따라 사는 것을 알고 깨닫는 지혜다. 한편 자연은 순수한 반면에인간은 순수하지 못함으로 인간은 자연에 따라 살지 못하고 자연과 충돌하게 된다. 그러나 인간은 자연에 의하여 존재할 수밖에 없으므로 자기의존재를 유지하기 위하여 자연과의 충돌을 피할 수없게 된다. 이러한 인간과 자연의 충돌이 지나칠 때에 인간은 육체적], 긍정 텍스트 확률 : 99.95%"
"[정신적인 차원에서 여러가지질병을 얻게 된다. 반면에 현자는 자연과의 충돌로 인하여 발생하는 질병들에 연연하지 않고 오히려 그것들을 극복하고 제압하면서 활발한 삶을 살게된다. 따라서 현자의 유덕한 삶이란 이성을 갖춘 유한한 개개의 인간들이 자연과의 충돌로 인하여 발생하는 모든 고난에 좌우되지 않고 그것을운명으로 알아 그 운명대로 살아감으로서 우주만물의 본원本源적 존재인 자연과 일치하는 동의同意 동체同體적 삶을 사는 것이다. 때문에 현자의 삶은 자연 그 자체가 이성적 존재자를 통하여 이루어지는자기귀환自己歸還에의 활동이기도 하다. 그러므로 현자는 모든 자연물의 근원인 자연 그 자체로서의 신神과 일치한 자이며신과 같은 자이며 신 그 자체가 된다.굴림스토아 철학의 특징은 자연과 인간에 대한 독립적인 존재함과 상호충돌 및 대립의 역학관계를 강조하면서도 결국은 그 둘이 하나로 귀결된다는신비주의적 사상이다. 그리고 그것은 하나의 범신론적 사상이다. 이러한 사상은 인도의 힌두사상], 긍정 텍스트 확률 : 71.34%"
"[또는 불교의 우주적동체사상同體思想과 그 맥을 같이한다. 때문에 일부 종교학자들은 스토아철학이 인도의 힌두사상이나 불교의 동체사상으로부터 영향 받았을것으로 추정한다. 그러나 스토아철학], 긍정 텍스트 확률 : 72.69%"
"[인도의 힌두사상], 긍정 텍스트 확률 : 52.07%"
"[스토아철학 사상은 초기 기독교신학에 여러 가지로 좋지 않은 영향을 주었다. 당시의 신학자들은 스토아 철학을 통하여 기독교신학을변증하지 못하고 오히려 스토아철학을 기독교신학에 반영시켰던 것이다.굴림스토아학파는 본래 만물이 불로부터 기원했다는 사상을 가지고 있었던 유물론주의 자들이었는데 기독교가 등장했을 때 많은 스토아학자들이 변질하여종교적 개념을 가진 학문적 사상들을 제기했다. 그러나 그들은 대체적으로 신들을 비판하는 입장이었다. 그들이 신들을 비판한 것은 주로 로마의판테온 만신전의 신들이었다. 그들은 신들이 인간을 도덕적으로 인도하지 않고 자기들의 만족을 위해 인간들 위에 군림한다고 비난했다. 그들은 주로지혜에 의존하는 인간적], 긍정 텍스트 확률 : 95.57%"
"[도덕적 삶을 강조했고 그러한 삶의 지침으로서 자연법 을 주장했다. 그들은 모든 자연속에 내주하는 신적존재를 주장했고 인간은 자연 속에 내주하는 신적존재를 지식과 지혜를 통하여 인식 할 수 있다고 주장했다. 때문에 그들은기독교의 하나님을 자연 속에 내재해 있는 범신론적인 하나님으로 주장했다. 그리하여 진정한 기독교 신앙이란 자연 속에 내재해 있는 하나님의법칙인자연의 법칙과 조화에 순응하는 삶을 사는 것이라고 역설했다. 그들에게는 아직 하나님의 특별섭리와 일반섭리 같은 차원 높은신학적 교리가 정립되어 있지 않았다. 왜냐하면 그들의 학문은 언제나 영적인 세계를 볼 수 있는 심오함이 결여되어 있었고 오직 지금 당장 눈앞에보이는 것에만 연연하는 형이하학적 수준이었기 때문이었다. 그리하여 성령의 역사하심 같은 것은 전혀 이해하지 못한 채 인간의 지혜와 지식에의존하는 신학과 신앙만을 주장했던 것이다. 그러나 그들은 자신들의 영적무지를 깨달을 수 없었기 때문에 오히려 자신들의 학문이 매우 보편적인학문이라고 자랑했다. 그들은 일체의 걱정으로부터 자유 하는 생활신조인 스토아적 아파테이아의 이상적 생활관을내세우면서 자신들이야 말로 보편적 종교인으로서 세계의 시민임을 주장했다. 이때에 스토아학자들의 주장에 일부 기독교인들이 동조했다. 아직 하나님과기독교에 대하여 알지 못한 초신자 중에 몇몇이 스토아학파들의 논리적인 주장이 매우 일리 있는 것이라고 생각하여 동조한 것이다. 특히 로마의잡신론], 긍정 텍스트 확률 : 99.01%"
"[다신론적인 종교관에 도덕적], 긍정 텍스트 확률 : 90.05%"
"[윤리적 차원에서 비판적이었던 기독교인들은 스토아학파가 로마의 만신적 종교를 비판하고 나섰을 때 동료의식을느꼈다. 고대 스토아철학 은 현실 세계에 대한 욕심과 야망으로부터 초월하여 인간의 내면적 성화를 이루는길이 곧 신을 만나는 길이라고 가르쳤다. 현실세계의 모든 것들은 인간을 병들게 하는 것들이라고 규정하고 인간이 참 행복을 얻는 길은 현실세계에대한 탐욕으로부터 자신을 억제하고 초월하는 것이라고 가르쳤던 스토아철학은 어떤 면에서 기독교와 매우 흡사했다. 때문에 터툴리안은세네카는마치 기독교인처럼 말할 때가 많다.라고 감탄했다. 스토아학파가 자신들을 세계적인 종교적 시민으로 주장했을 때 인종을 초월한 보편적인종교로서 스스로를새로운 인종적 종교라고 자천했던 기독교인들은 스토아학파와 자신들이 동일한 신학사상을 가진 것으로 오해했다. 때문에많은 기독교 변증가들과 윤리학자들이 스토아학파의 범신론적인 신학과 자연신론적인 신학을 받아들여 사용함으로서 전혀 비기독교적인 신학사상들을 양산해낸 것이다.굴림그러나 하나님께서는 이러한 스토아 철학사상에 대해서도 이미 만반의 준비를 갖추어 놓으셨다. 바울은 스토아학파를 비롯한 철학주의자들의종교관과 기독교 종교관이 얼마나 현저하게 다른가 하는 것을 로마서를 비롯한 교리적 서신들을 통하여 상세하고도 구체적으로 정리했다. 로마서를비롯한 바울서신들에는 기독교의 모든 것이 하나님의 절대적 주권에 의해 작정되고 진행되고 종결되어 진다는 기독교신학의 원리가 상세하게 정립되어져있다. 특히 바울서신들에는 하나님의 자녀], 긍정 텍스트 확률 : 98.72%"
