"[ 처음에는 이마트 힙분유를 한통 사서 갈아타기를 했고 이제 힙분유로 정착을 해야겠다 싶어.?힙분유직구힙분유직구 를 시도해봤어요. 힙분유는 독일산], 부정 텍스트 확률 : 94.00%"
"[ 사용 전 제일 첫 단계로 내부 세척을 해야 합니다.상온의 물을 물통에 가득 채우고 → 물이 데워지길 기다린 다음 → 물을 전부 빼서 내부 노즐을 세척해요.너무 차갑거나 뜨거운 물을 부으면 고장의 원인이 될 수 있다고 하니 끓인 물은 식힌 후 넣어주세요. ], 부정 텍스트 확률 : 78.99%"
"[ 물은 끓여서 식힌 물이나 아기워터], 부정 텍스트 확률 : 73.19%"
"[정수기 물을 사용하면 되구요.온도가 맞지 않으면 온도계 색이 주황이거나물양이 부족해도 주황녹색으로 깜빡거려요.녹색불이 아니면 암만 눌러도 분유 조제가 되지 않으니 미리 미리 물도 온도 맞춰 준비해야 합니다. 다음은 휠넘버를 세팅하구요프리미 는 휠넘버 로 세팅하면 됩니다. ], 부정 텍스트 확률 : 99.33%"
"[ 다음은 용량을 선택합니다.여기서용량 버튼의 숫자는 물의 양을 의미해서 완성된 조유 총량은 선택 용량보다 더 많이 나와요.농도 자체는 분유사 조유 지침대로 계산된 세팅이므로 안심하셔도 됩니다 이 때 우리아기는먹고 있어서 물양을선택하면 딱 맞았어요.초록버튼을 누르고 초면 완성 ], 부정 텍스트 확률 : 99.75%"
"[ 양은 일주일에 한 번씩 늘렸구요.수유시 산소포화도가 떨어지는 건 좋아졌는데 게워냄이 많았어요.프리미는 농도도 진해서 가뜩이나 녹변을 보는데 철분까지 먹으니 변비로 배앓이도 하고...이른둥이 카페에서 열심히 알아본 결과 힙분유가 무전분이라 토랑 배앓이 하는 아가들한테 좋다는 정보를 얻었어요.이마트에서 파는 단계가 유럽 프레와 같은 거라고 해서 미리 먹여보기로 하고독일 힙프레도 직구 넣어놓고 기다렸죠.우리나라에선 통에 ], 부정 텍스트 확률 : 98.14%"
"[ 원이라 직구가 훨 싸더라구요. ], 부정 텍스트 확률 : 71.28%"
"[ 우리나라에서 파는 힙분유는 원통에 들었고이구요], 부정 텍스트 확률 : 66.50%"
"[ 독일내수용은 박스에 이고 시리얼처럼 포장되어 있어요.종이박스로 계량하기 힘들고 봉투도 열었다 닫었다 불편해서 보통 다이소에서 분유통을 따로 사더라구요?하지만 베이비 브레짜는 바로 통에 부어버리면 되니까보관통을 따로 살 필요가 없어요], 부정 텍스트 확률 : 93.88%"
"[ 국내 단계나 독일 프레는 휠넘버세팅입니다. ], 부정 텍스트 확률 : 63.84%"
"[ 먹을 때는 으로 타서 일부러 남기고 했는데 미리 안따라버리면 금방 이건 이건 먹기는 다 먹고 토해버리더라구요생후 일 현재 교정 일 ㎖씩 시간반에서 시간 텀으로 먹고 있어요.원샷하는데 분정도.하루 총 ㎖힙프레 짜리 한박스 일이면 클리어. ], 부정 텍스트 확률 : 87.15%"
"[ 번 정도 분유뽑고 나면 삑삑삑 하면서 우측에 빨간 표시등이 깜빡거려요.그럴 땐 깔대기를 잡아당겨 빼고 뺀자리에 붙어있는 분유찌꺼기를 마른 휴지로 털어내줘야 해요.바쁠 땐 그냥 깔때기 앞으로 살짝 뺐다가 다시 닫으면 표시등 꺼져요 ], 부정 텍스트 확률 : 96.53%"
"[ 청소 및 관리 권장사항일 회 마른행주수건이나 부드러운 휴지 등을 이용하여 분유 배출구], 부정 텍스트 확률 : 92.36%"
"[깔대기], 부정 텍스트 확률 : 53.29%"
"[세팅 휠 부품], 부정 텍스트 확률 : 53.29%"
"[깔대기], 부정 텍스트 확률 : 53.29%"
"[깔대기 커버를 분리하여 물로 씻고], 부정 텍스트 확률 : 73.29%"
"[ 저는 보통 분유 떨어질 때랑 물 떨어졌을 때 맞춰서 일주일에 한 번씩 세척하는데 마르는데 시간이 오래 걸리니까 이 또한 수유텀 생각해서 해야하는게 골치아파요.정 급할 땐 물끓이고 스푼으로 탑니다자고 있다가 갑자기 악쓰며 우는 아기를 둔 저는 매우 만족하며 쓰고 있어요.남편이나 엄마도 쉽게 분유타고시댁식구들이나 친구가 놀러와도 초록 버튼 한 번이면끝이니까요.], 부정 텍스트 확률 : 98.38%"
"[ 꼬박 한달동안 사용한 후기를 이만 마칠게요.오스트리아 힙분유 직구방법은아래 포스팅 참고하세요 .... ], 부정 텍스트 확률 : 93.63%"
"[지난번에 힙분유로 바꾸고황금변 봤다는 아기.여전히 잘 먹고 똥도 잘 싸고 있어용.여태껏 직구기간이 두려워이마트 내수용 힙분유를 구입해서 먹였는데요], 부정 텍스트 확률 : 96.54%"
"[ 뭐 이마트 내수용도 독일거지만무전분이라 아기가 빨리 배고파한다는 이야기를 들었는데 그런거 없이 잘 먹어주고있어요.근데 가격이 직구랑 너무 차이나서요번에 유로맘스라는 싸이트에서 직구해봤어요. ], 부정 텍스트 확률 : 88.47%"
"[콤피오틱 단계신생아개월까지통 주문했어요. ], 부정 텍스트 확률 : 75.16%"
"[ 오른쪽이 이마트 내수용.독일직구는 종이팩에 들었고 이마트 내수용은 캔에 들었고 이예요.이마트는 한통에 원정도하고독일 직구는 한통에 원정도하는데배송비가 만원 붙었구요], 부정 텍스트 확률 : 61.82%"
"[ 세관에는 분유 까지 반입가능해서통까지 구입가능한데 저는 통 시켜봤어여 ], 부정 텍스트 확률 : 81.83%"
"[ 접어서 붙이는 스티커도 있는데의미없을듯하고.. ], 부정 텍스트 확률 : 89.95%"
"[ 입자는 이마트랑 똑같은듯해요. ], 부정 텍스트 확률 : 64.53%"
"[ 다른분들은 락앤락같은 통사서 담아두시던데저는 이마트에서 먹였던 분유캔 안버리고 냅뒀다가 여기 부어서 먹이고 있는데 넘 좋아여.안버리길 잘한듯 ], 부정 텍스트 확률 : 51.75%"
"[ 비닐은 스티커에 총총 감아서 쓰레기통분유를 한번 타봤는데전분이 들어가서 그런지 기존 이마트꺼보다좀 묵직한 느낌이드는데 기분탓인가여?ㅋㅋㅋㅋㅋ아기도 잘 먹어주고 있어용.똥을 또 싸봐야 알겄지만.젤중요한 배송주문하고 담날인가? 배송시작되고통관하고 집까지 배달되는데 총 일정도 걸렸네요.통관이일시작 배송완료가 일예요.주문하자마자 송장뜨길래 뭐야 국내배송이야?했는데 독일 직배송 ㄷ ㄷ 겁나빨라여.이 정도면 두통정도 남았을때 다시 주문하면 될듯한데 지금 연말이라 요번엔 통 주문해야겠어여.그리고 제가 직접 배대지없이 직구해볼려고아마존독일 들어가봤는데 확실히 더 싸더라구여.통에유로쉬먀...독일어 모르는 까막눈이지만 직구인생 년넘게해서 대충 눈으로 봐도 내용이 보인다는 ㅋㅋㅋㅋ근데 거의 다 한국직배송이 안됐어요 흑흑그래서 포기 ㅜㅜ그냥 유로맘스 통해서 사야되나바여.그냥 복세편살합시다...통 먹여본 후기일단 뭐 거부감 없이 잘 먹어줬는데똥은 이마트 내수용 먹였을때 더 잘보고똥 색깔도 이마트께 더 황금변이라서통 다 먹이고 다시 이마트 내수용으로 갈아탔숩니다그리고 진짜 통이 너무 불편해요....ㅠㅠ ], 부정 텍스트 확률 : 87.30%"
"[힙분유는 분유의 종착지라 들었다.둘째가 자꾸 게워내서 돌다돌다 힙분유를 먹이기로 결정근데 힙분유는 통이 없다.이미 알고 주문했지만 막상 써보니 리얼 불편함. 분유 타기가 싫을 정도며칠간 분유통만 알아보다가 계속 실패할바에 조금 비싸더라도 힙분유에서 만든 정식 힙분유통을 사자 싶어서 중고나라에서 만원 주고 구입함.아놔. ], 부정 텍스트 확률 : 50.45%"
"[ 자세한 상품 설명과 구매처는 본문 링크 ], 부정 텍스트 확률 : 69.35%"
"[ 산양분유가 좋은 이유는 두뇌발달의 주요영양소인 ], 부정 텍스트 확률 : 80.53%"
"[지방 소화흡수가 편하답니다.혹시라도 배앓이가 심하거나 변비가 있는 아기들에게 매일 산양분유 먹여보세요.처음에 소월이도 이유식 시작하면서 변비가 찾아와 드롭형 유산균 가지나 구매해서 골고루 먹여봤는데 응가 냄새나 방귀 냄새가 좀 더 지독하게 나는 경우도 있었고 변 보는 것도 유산균 먹여도 힘들어하더라구요. ], 부정 텍스트 확률 : 92.53%"
"[ ...산양유가 아기들의 소화흡수에 좋은 원인은중쇄지방산의 함량이 높아서에요...중쇄지방산은 지방산이라고도 불리죠..체지방에 쌓이지 않는 오일로 유명하고 많이들 알고 계시는코코넛 오일이 지방산 많다고 알려져있어요...코코넛오일은 성인인 부모들으 먹을 수 있지만 아기들에게는 먹이기 힘들잖아요..그래서 중쇄지방산 함량이 높은 산양유를 먹이는 거랍니다... ], 부정 텍스트 확률 : 91.81%"
"[ 어깨가 너무 아파서 모유수유는 일찍이 포기했었거든요. 분유로 넘어가면서 행여 부족한 영양분이 있으면 어쩌나 마음이 조금 걸렸는데 걱정이 무색할 정도로 아기는 너무나도 건강하답니다. ], 부정 텍스트 확률 : 81.59%"
"[젖병 옆면에 덩어리 진 것 없이 부드럽게 녹아져있어요...], 부정 텍스트 확률 : 89.11%"
"[ ...친정어머니], 부정 텍스트 확률 : 75.40%"
"[ ...분유 거부해도 참 속이 아파요. 한 두푼도 아니고 거부한 분유는 어찌 처리하기도 아깝고.. 분유에 예민하거나 소화가 잘 안 되는 아기들에게 산양분유 먹이는 것 추천해요...], 부정 텍스트 확률 : 88.56%"
"[ 먹는데 분유 한 통 비우는데 일 걸리네요... ], 부정 텍스트 확률 : 94.73%"
"[ ..앱솔루트 산양분유는.쿠팡에서 쉽게 구매가능합니다.. ], 부정 텍스트 확률 : 54.60%"
"[ ...... ], 부정 텍스트 확률 : 70.13%"
"[ . ], 부정 텍스트 확률 : 62.92%"
"[ 원 ..에 원.], 부정 텍스트 확률 : 54.19%"
"[ .우선 늘 똑같은 수유조건이다..헤겐그린맘 젖병 사용젖병 비교는 커밍순.수입분유라서 ㅡ도 사이에 바로 타는거라.정수기 온수냉수 반반 받아서 바로 분유 쉑쉑....패키지.비교부터 하면.깡통에 담긴 국내 것과 비교하면.시리얼 수준..포장비 아껴서 싼가..?..상자 열면 숟가락하나 시리얼봉지같은거 하나..이건 장점이자 단점. ], 부정 텍스트 확률 : 99.76%"
"[ .분유통이 꼭 필요하다..우린 모던하우스 .사용.빈 통이 허전해 보여서 사자 잘라서 넣어줌😅..깡통이 아닌게 왜 장점이자 단점이냐면.깡통에 든거 안남기고 다 쓸 수가 없는데.얘는 봉지라서 탈탈 털어서 마지막 한가루까지 .모아모아 먹일 수 있다는게 장점..그리고 재활용이 간단함...퓨어락이랑 코알라 경우엔 뚜껑 캔 일체형이라.쇠랑 플라스틱이 조립되어 있는데 .이것보다 재활용 버리기가 수월함 ], 부정 텍스트 확률 : 92.84%"
"[ .그리고 모든 외국분유들이 그렇듯.물을 넣고 몇숟가락 넣게 안내가 되어있는데.우리집은 분유먼저 넣고나서 .물 총량을 맞추기 때문에 뚜껑에다가 적어놨음.. .?뢰벤짠수유량뢰벤짠수유량 ], 부정 텍스트 확률 : 99.29%"
"[ .그람이 한통이라 .상대적으로 쫌 빨리 닳는 기분은 있다..한통에 일 정도 먹이는 듯..가루가 엄청 곱다..먹방 소리 듣듯이.뢰벤짠은 분유 숟가락으로 잔뜩 퍼서.윗면깎는 그게 다른사람들 시켜주고 싶을 정도로.느낌이 너무 좋다..부드럽게 스윽 긁힘. ], 부정 텍스트 확률 : 90.08%"
"[ ..녹기는 .얼마나잘 녹게요.미지근해도 다 녹는다.거품? 아무생각없이 막 흔드는 아래 이미지를 보면 .알 수 있음..뽀글 생겼다가 내려놓음 다 없어짐. ], 부정 텍스트 확률 : 91.38%"
"[ .응아...💛색깔 응아 .이 분유 바꾸고 매일봅니다..난 퓨어락 노란응아가 황금똥인줄 알았는데.엉덩이에 붙는것도 별로 없이.밝은 노오란 응아를 매♡일♡ 싸는중.똥까지 해봤음설사..분유 바꾸실 분들은 . .?뢰벤짠뢰벤짠 .한번 고려해보세요..월 일이렇게 써놓고 사지말라 한 이유는.내가 살려할때 없기때문ㅠ.그냥 재고있을때 마구마구 재 놓으세요. .이렇게 분유만 잘 먹어도.엄빠 키 작음 키 퍼 몸무게 퍼 나옴...그럼], 부정 텍스트 확률 : 100.00%"
"[ .쫑 ], 부정 텍스트 확률 : 62.92%"
"[.육아일기..내돈주고 힙분유 단계 구매후기.일단 영수증 인증..힙분유단계 전분 통에원으로 .해외직구함. ], 부정 텍스트 확률 : 72.83%"
"[ ..크기는 단계가 조금더 큰거같긴한데.잘모르겠음 비슷한거같기도하고..물에 타는 양을 똑같음 에 한스푼. ], 부정 텍스트 확률 : 59.21%"
"[ ..분유 이거저거 안갈아타고 .힙분유 단계만 바꿔가며 딱딱 맞춰서 잘먹이니까.벌써 일년이 지나갔다 ㅎㅎㅎ..힙분유 덕분에 분유토 ], 부정 텍스트 확률 : 94.86%"
"[우리 아가 점복이는 일개월에 막 들어섰답니다많은 엄마들이 저와 같은 고민을 하셨으리라 짐작하고 있지만.. ], 부정 텍스트 확률 : 55.56%"
"[ 그래도 확실히 아기 배앓이에 효과있으니감안하시고 써보세요ㅠ저도 그때까진 아기가 안아플수만 있다면 이딴 설거지가 대수냐 했거든요 ㅎㅎ둘째가 바로.?노발락노발락 입니다울어대는 아기를 안고 간 병원 의사선생님이 지나가는 말로 노발락 이라는것도 있다 하신 날바로 약국에서 구입했더니 사만천원], 부정 텍스트 확률 : 96.39%"
"[ 같은 성분이지만 직구용인 노발락를 구입 했습니다직구 여섯통에 만원대 입니다성실하고 믿을수 있는 기업.?쿠팡쿠팡 에서요쿠팡 좋아할뿐 아무상관 없음 .. ], 부정 텍스트 확률 : 83.66%"
"[ 이렇게 한동안 먹였는데 또다른 고민이 생기기 시작합니다 ], 부정 텍스트 확률 : 90.26%"
"[ 그것은.?토토원래 아기들은 토를 많이 한다지만일쯤 부터는 정말로 진짜로 많이 했어요먹은거 다 토하는거 아닌가 싶게분수토는 아니였지만 게우는게 심상찮고엄마는 그렇잖아요이러다 죽는거 아니야다 토해서 못크는거아니야 이러면서꿈에서도 애가 나와서 토하고 막 ㅠㅠㅠㅠ어느날 아침 도저히 안되겠다싶어병원에 달려갔지만부쩍 늘어버린 몸무게로인해더 토해도 된다는 의사선생님.... ㅠㅠ참고로 이 선생님 되게 좋은 선생님 이십니다ㅋㅋㅋ하지만 몇주간 이어진 토전쟁걱정은 되고 주위에 이런말 저런말은 많지만무턱대고 분유를 바꾸기도 겁나는 엄마심정...점복이가 알아야할텐대ㅠ그러던중 엄마단 주부되시는 지인의 추천으로아가들을 전문으로 보는 한의원을 찾아가게 됩니다후... 여정이네요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이 한의원 정말 괜찮았어요약을 짓거나 침을 맞은건 아니고 .?분유량분유량.?분유텀분유텀 등 상담], 부정 텍스트 확률 : 100.00%"
"[ 힙 프레 콤비오틱입니다한의원에서 직구로 구입해놓은걸 저희에게 하나 팔아주셨어요일단 힙 분유는 전분이 없어서 소화가 좀더 편안하다는 뭐 그런 이론이었지만 찾아보니 유기농에 오메가쓰리에 장내유산균증식에 모유와 가장 비슷하여 좋다고 소문나있고네 저는 그런거 잘은 모르지만 좋다고 합디다 ], 부정 텍스트 확률 : 91.09%"
