"[블로그에.?힙분유힙분유 에 대한 글을 몇 가지 올렸었어요. 우선 는 센서티브를 먹이다가 힙분유로 갈아탔거든요.], 긍정 텍스트 확률 : 80.04%"
"[ ..총 개 중에 개월 개와 개월용 개 왔다..내가 먹어야 되나 ㅋㅋ... ], 긍정 텍스트 확률 : 76.43%"
"[ ..바나나와 망고 퓨레... ], 긍정 텍스트 확률 : 52.68%"
"[ ..와일드베리와 애플피치... ], 긍정 텍스트 확률 : 52.68%"
"[ ..딸기 바나나.딸기는 돌지나서 먹어야하니 패쓰.역시 우리나라기준과 외국기준이 다르다.우리는 과일도 순한기준이 있는데.외국은 그만한 기준이 다른듯 싶군ㅎㅎ.난 우리나라 사람이니 우리나라 기준으로..... ], 긍정 텍스트 확률 : 99.04%"
"[ ..사과 바나나 왠지 예상되는 그 맛 ㅎㅎ... ], 긍정 텍스트 확률 : 74.59%"
"[ ..천연과당과 유기농원료 사용한.힙 히피스 유기농 과일 파우치 도착 완료.후기이벤트가 아니지만 감사하고.예상치 않았던 당첨이라 기분도 좋고... ], 긍정 텍스트 확률 : 75.58%"
"[ ..원산지는 오스트리아.힙은 독일과 오스트리아 두가지가 공존.근데 난 크게 따지지않는 편 ㅎㅎ... ], 긍정 텍스트 확률 : 81.86%"
"[ ..간편하게 뚜껑을 따서 먹이면 되는데.야콩이 기준으로 처음음용은. 먹을까 말까할테니 몇번 나눠서 먹여야겠지..귀엽기도 하고 반갑기도 한 힙 과일파우치.단맛부터 알게해줄순 없으니.. 참자.이유식 준비해야하니 깝깝하다.준비물은 왜 그리도 많은건지...숟가락부터 이유식기 기본적인것도 좀 골라보고.꼼꼼히 비교해야하는게 일이니...일단 다음주는 무조건 시작해보자.침 흘리는 모습이 넘넘 짠해.. 먹자 너도 그래....생각치않게 당첨되어 기분좋아 남긴 후기였음 ], 긍정 텍스트 확률 : 99.76%"
"[ 힙 분유통 홀레 분유통으로 많이 쓰면서오프라인 매장애 품귀현상이 있다는?인터넷 검색해보면 여기가 뙇 나옴정가 원], 긍정 텍스트 확률 : 79.25%"
"[난 세일 때 구입했다 ], 긍정 텍스트 확률 : 75.15%"
"[ 쨘 위에 봉지를 살짝 가위로 잘라주면요렇게 딱 맞다저 부분에 분유 평평하게 깎으면 된뚜껑에 고무가 있어서 밀폐력도 좋다.대만족 ], 긍정 텍스트 확률 : 79.07%"
"[증말..ㅋㅋㅋ 천신만고 끝에 주문한 분유가 도착해따 무려 일만에...ㅎㅋㅋㅎㅎㅎㅋㅋ 웃음만나온당그치만 리베맘의 친절하고도 빠른 대응덕에 분유가 오래 끊기진않았음리베맘 짱짱 감사합니다ㅠㅠㅠ ], 긍정 텍스트 확률 : 84.28%"
"[ 어찌된일인고하니때는 월일.... ★힙프레통★과 액상프레개], 긍정 텍스트 확률 : 54.67%"
"[그리고 내가산건데 반송해봤자 어디 팔지도 못하실텐데 하고 받기로결정 근데이것조차 세관에서 찾아놓고 발송을안해서 결국 일자로 받음 이 세관한번더 리베맘측에서 배려해주셔서 통가격에서 조금할인해주셨다ㅠㅠ엉엉 넘나감사해요 ], 긍정 텍스트 확률 : 99.55%"
"[ 물론 따지고보면 금액면에서 내가 이득을본게 맞지만그동안 분유끊길까 전전긍긍하던 나의 마음을 헤아려주시고 배려해주시고 혜택까지 주신 리베맘.....넘나리 사랑합니다......앞으로도 아가가 힙을먹는한은..무조건 리베맘입니다...ㅋㅋㅋ독일직구에 빠른배송에 친절한응대에 심지어 최저가 통한번에주문시 만원초반대니.. 통에 만원도 안하는셈 이요오로로요롱로 선택하지않을 이유가없다리베맘만세 힙분유만세혹시라도 이글보시는 여러분 리베맘은 사랑입니다 분유사세요 두번사세요 .. .... ], 긍정 텍스트 확률 : 97.72%"
"[ 네이버 스토어도있는데 카드결제나 현영하고픈분들은 스토어에서 구매하시면됩니다물논 가격이 쪼꼼더나감ㅋㅋ여담으로 일만에 받은게 너무분해서 ㅋㅋㅋ 혼자부들거리다가 세관에 난리치려고 리베맘측에 세관이나 운송사 연락처알려달라고했는데..상담원분이 넘 친절히 다독여주셔서... 트리플형 기질 발동되어 온순한양이되버림..ㅋ저의 프라이드도 지켜주신 리베맘 상담원분..사..사...사는동안 많이 버십시오... 감사했어요 헤헤 ], 긍정 텍스트 확률 : 89.31%"
"[ .보통 분유가 소화가 안돼서 그런 거라고 하니 분유를 바꿔야겠다고 더더욱 마음을 먹었다...요즘 핫한 분유가 뭐가 있나 검색해보았는데.국내 분유보다는 해외 분유가 대세인듯싶었다...그중에서도 압타밀 힙 홀레가 대중적이면서도 인기가 많았는데], 긍정 텍스트 확률 : 72.77%"
"[ .불포화지방산으로 모유에 있는 성분과 비슷..힙 와 힙차이는 쉽게 말하면 유산균 유무이다...보통 많이 선택하는 콤비오틱으로 결정.. ], 긍정 텍스트 확률 : 55.69%"
"[ .힙 분유는. 단계 단계 단계 총 종류로 구성되어 있다...단계신생아부터.전분단계전분..단계개월.단계는 전분 두 가지가 있다...단계개월.전분. ], 긍정 텍스트 확률 : 68.15%"
"[ .전분의 차이는 포만감.아무래도 전분이 들어가 있는 게 포만감이 있다..또 소화능력의 차이.소화가 잘 안되는 아이라면 무전분이 아기에겐 조금 더 쉽게 먹힌다... ], 긍정 텍스트 확률 : 89.47%"
"[ 시리얼처럼 봉지에 들어가 있다.통에 들어가 있으면 편하긴 한데], 긍정 텍스트 확률 : 75.84%"
"[ 분유통 녹스는 현상도 있고...한국에서만 분유가 통에 담겨 나온다는 얘기도 들어봄.. ], 긍정 텍스트 확률 : 66.79%"
"[ 이게 제일 유명한데], 긍정 텍스트 확률 : 53.40%"
"[ 그래서 알아본 자주 소분 용기 ], 긍정 텍스트 확률 : 80.42%"
"[ 원이다.두 개 구입해서 번갈아가면서 사용할 예정이다. ], 긍정 텍스트 확률 : 60.69%"
"[ 게워냄도 줄었다.근데 아기가 성장하면서 같이 게워냄도 줄어드는 거라서 딱히 분유 때문이라고는 잘 모르겠다.응아가 황금색이다.전에는 정상 범주의 녹변도 보고 황금 변도 볼 때가 있었지만], 긍정 텍스트 확률 : 89.59%"
"[안녕하세요? 일 된 딸둥이를 키우고 있는 엄마예요. 둥이들은.?독일분유독일분유.?힙힙 을 일쯤부터 먹었어요. 조리원 친구들이 좋다고 먹이기도 했고], 긍정 텍스트 확률 : 71.54%"
"[잘 게워내는 아가들에게 좋은 분유라고 해서 바꾸게 됐죠.힙은 독일 아가들을 위해 만든 브랜드래요. 그래서 타국으론 안 판다는 말에 솔깃했죠.위분유.?요즘대세요즘대세.?요즘트렌드요즘트렌드 분유라는 걸 실감하고 있어요 ], 긍정 텍스트 확률 : 90.33%"
"[저렴한 가격과 빠른 배송 때문에리베맘이라는 네이버 카페에서 많이 구매한다는 걸 알았고 저희도리베맘에서 구매하게 되었어요.리베맘에서 힙 분유를 구매하려면 .?개인통관고유부호개인통관고유부호 가 필요 하니 미리 발급 받아서 준비하세요 독일에서 구매해서 한국으로 보내는 것이기 때문에 로 시작하는 고유부호가 꼭 필요해요🔸리베맘 힙분유 구매하는 방법리베맘 카페에 가입하면 왼쪽 메뉴에서 각 게시판을 볼수 있어요.?힙유기농분유힙유기농분유.?압타밀압타밀.?홀레홀레 세 가지 분유를 살수 있고], 긍정 텍스트 확률 : 96.64%"
"[저는 힙분유를 먹여서 힙 분유를 즐겨찾기 해놨어요], 긍정 텍스트 확률 : 53.93%"
"[ 위 캡처사진처럼 힙 유기농 분유게시판을 선택하면 아래와 같은 글 개 가 나와요. 앞에 말머리를 보면 판매중 이라고 돼 있는데], 긍정 텍스트 확률 : 84.21%"
"[한번은 통 남을때 시켰는데도 빨리 와서 놀랐어요저희는 쌍둥이라서 일에 통 먹어요. 물론 잘 게워내고 못 먹어서 버리는 것도 많지만요😭여튼 리베맘에서 분유를 시키면서 항상 저렇게 핑크 테이프가 붙은 상자가 와요 우체국 택배 기사님은 집 앞에 택배를 놓고 항상 문자로 알려주세요 ], 긍정 텍스트 확률 : 52.69%"
"[단계 부터는 전분무전분 선택할 수가 있어요. 전분이 없으면 소화가 잘 되는 반면], 긍정 텍스트 확률 : 59.73%"
"[전분이 있는 분유에 비해 아가들이 조금 덜 크는 단점이 있다고 해요.저희는 신생아 때부터 잘 게워내고 가끔 토도 해서 무전분으로 쭉 먹이다가], 긍정 텍스트 확률 : 58.04%"
"[최근에 전분으로 바꿔서 먹이고 있어요. .?힙프레힙프레 제일 처음 먹이는 단계는 물에 순식간에 녹아서 넘 편했어요 ㅠㅠ 은혜로운 빛의 속도로 분유가 녹아주니 넘 행복하더라구요. 신생아때나 아가가 어릴때는 분유 먹는 횟수가 잦아서 그런 작은 기쁨이 큰 기쁨이 되거든요😍하지만], 긍정 텍스트 확률 : 53.84%"
"[단계 분유는 프레에 비해 정말 안 녹아요ㅠㅠ 도 물에서도 잘 안 녹기 때문에 미친듯이 흔들어 주세요 근데 신기한건 또 거품이 미세하네요? 🤣🤣🤣 첨엔 거품이 너무 안나서 놀랐어요], 긍정 텍스트 확률 : 95.53%"
"[종이 박스 안에 콘프레이크처럼 은색 비닐에 분유가 들어 있어], 긍정 텍스트 확률 : 82.88%"
"[이미 유통기한이 달 지난 제품이에요 판테놀수딩크림 원형은 특이하게 개봉후 개월 이내라고만 하는데], 긍정 텍스트 확률 : 60.29%"
"[사노산 종 후기는 추후에 또 남길게요.?리베맘리베맘 에서.?압타밀압타밀.?힙힙.?홀레홀레 분유 구매하실 분들은 사노산 무료나눔 이벤트도 같이 신청해 보세요아래 링크를 통해 이벤트 공지글을 확인해보실 수 있어요 힙분유나 리베맘 등에 대해 궁금한 게 있으시면 댓글 남겨주세요. 최대한 자세히 답변 드릴게요😊리베맘 사노산 무료나눔 이벤트 참여하기 🔻🔻 ], 긍정 텍스트 확률 : 97.64%"
"[사은품까지너무너무 좋아요상담은... 분유에 관한 모든 질문은 다 답해주세여그래서 너무 좋아요.. ..], 긍정 텍스트 확률 : 82.12%"
"[...?분유는 여러고민끝에 모유와 비슷하고 모유먹다가 분유먹으면 변보는게 좀 힘들어 지기도 한다는데 힙분유는 황금변분유로도 유명힙분유로 선택하고 직구주문처를 고민하던 결과많이들 이용한다는 리베맘으로 선택 ....... .......? 본문 이미지주문한지 딱일만에 도착주말이 끼어서 좀 늦으려나 했는데 일찍도착요즘은 정말 직구가 직구같지않다누가봐도 롱롱이 맘마왔다고 표시로 핑크색리베맘테이프가🤗 ....... .......? 본문 이미지단계 전분 힙분유우리나라에 수요되는 힙분유는 전분이 없다는데 독일 직구분유는 전분이 있는 거 없는 거 선택하여 주문이 가능하다롱롱이는 전분있는 분유로 초이스🙂 ....... .......? 본문 이미지분유포트 위 서랍장은 롱롱이 맘마로 가득단계 개 남았었는데 단계 통으로 서랍장 채우니 마음이 편해지는구낭직구는 일찍 오긴하지만 가끔 현지 휴일이 끼거나하면 늦어질수 있어서 괜히 불안하다통정도 남았을땐 미리미리 주문한다........ .......? 본문 이미지구정전에 주문해서 구정전에 도착했는데 유통기한이 무진장 길다거의 년후물론 그전에 당근 다먹지만 짧은거보다 당연히 긴게 좋겠죠? ....... .......? 본문 이미지전분단계 성분 표시....... .......? 본문 이미지힙 분유 타는 방법분유안에 스푼이 들어있는데 한스푼당 물을 타면 된다분유를 먼저넣고 타게되면 뒤 설명서처럼 분유넣고 물을 조금씩 더 넣어서 흔들면 원하는 용량에 분유가 타진다구입처 리베맘 .. ..], 긍정 텍스트 확률 : 95.36%"
"[우리션이 이유식은 풀무원 베이비밀 이에요.일단 이유식 이물질 파동때 아무 이물질이 발견되지 않았다고 해서 선택하게 되었어요 갠적으로 아무래도 대기업이라 이물질이 나왔어도 숨길수도 있겠구나하는 생각도 한적있지만요...ㅋㅋㅋ 의심병 ], 긍정 텍스트 확률 : 93.01%"
"[초기이유식부터 주문해서 먹이려고 했는데 영양사 친구가 말하길 부디 아기의 첫끼니는 엄마손으로 해주라며저의 모성을 자극했죠맞아...울아기 첫 맘마인데그래도 엄마 손으로 해줘야지...ㅠ ㅠ그리하여 초기이유식 몇번은 제가 만들어줬어요마더스고양이아기가 잘먹는 이유식은 따로있다 참고쌀미음 찹쌀미음 애호박 감자 고구마 배요렇게 일씩 먹이고나서 풀무원 베이비밀 시작했답니다.첨부터 시판이유식 먹이려고하시는 맘들은 기본 쌀미음 찹쌀미음 이런메뉴가 준비되어있지 않아서 조금 불편할수 있을것 같아요물론 아기의 첫 식사정도는 엄마손으로 해주면 좋지만그 몇끼니 때문에 이유식 식기도구를 모두 구매해야 한다는 번거로움을 싫어하시는 분들도 있을테닌까요근데 정말 슬픈 이야기는제가 만들어준 이유식보다 시판 이유식을 더 잘먹는다는 것ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 99.74%"
"[ 다른곳들은 초기], 긍정 텍스트 확률 : 71.60%"
"[로 나뉘어서 두가지 재료로 만든 중기 굵은 입자로 가기전 단계가 있던데여기는 초기 이유식 가지 정도 종류로 달동안 먹이다가 바로 중기로 넘어가야 하더라구요아기도 질릴것 같아 개월에는 두가지 섞인 초기 번이 있는 베베쿡 이유식 주문해볼 생각이에요이유식 파동때 머리카락이 나왔다고 하긴 하지만직접해주지 못하니 먹일때 잘 보면서 먹이는 수밖에요 ㅠㅠ부디 잘 먹어주길 바라며ㅎㅎ ], 긍정 텍스트 확률 : 99.77%"
"[ 고소한 우유냄새 인 응가도 반갑고젤 반가운건 아무래도 넘 예쁘게 잘 먹어주는 션이의 모습이겠죠그 모습만 봐도 배가 불러요안먹는 아기 두신 어무님들 홧팅하세요좋은날이 올꺼에요 ], 긍정 텍스트 확률 : 97.67%"
"[완분을 하기로 했으니앞으로 엄마 마음과 몸이 다 편할 거라 생각 했지만일단 젖병 씻고 열탕 소독에 젖병소독기 힘들고요 ㅜㅜ], 긍정 텍스트 확률 : 78.86%"
"[ 또리의 분유 여정은. 남양 임페리얼병원 일. 남양 아이엠마더 조리원 일. 남양 임페리얼집에와서 통], 긍정 텍스트 확률 : 59.41%"
"[그냥 토를 잘 하는 아기임], 긍정 텍스트 확률 : 54.64%"
"[ 매일 브랜드를 좋아하고 유기농이면 더 좋겠지 해서 명작 말고 유기농 궁 선택함], 긍정 텍스트 확률 : 94.17%"
"[그리고 앞으로도 계속 구매할 리베맘 .... ], 긍정 텍스트 확률 : 97.56%"
"[가격 저렴하고리베맘님이 완전 친절하시다 ㅋㅋ분유 바꾸고 그런 질문 카페에 올리기에도 아주 좋다.힙 프레를 선택하게 된 것도 카페에 있는 다양한 글들 보고 선택하게 됨 .다시 분유 여정으로 넘어가서. 힙 프레 통진행중힙 프레로 빨리 바꾸고 싶었으나 ㅠㅠ 크리스마스에 연말연시가 겹쳐서배송 불가한 시기가 꽤 길었다. 그래서 유기농 궁을 강제로 더 먹였다해외 분유 직구로 해서 먹이려면 정말 미리미리 신경 써야 함.. 리베맘에서 구매한 힙프레오스트리아산도 있는데 뭔 큰차이냐 싶어서 독일내수용으로 구매했당 ㅋㅋ], 긍정 텍스트 확률 : 97.31%"
