"[우리 아이에게 엄마가 직접만든 이유식을 먹이는게 제일 좋겠지만 여행을 가거나 더운 여름철 외출이 길어질때는 배달이유식도 불안.. 실온이유식], 긍정 텍스트 확률 : 82.06%"
"[아기가 어릴 때 모유수유하다가 유두혼동이 온 후 하나로 정착해야겠다 해서 분유를 선택했다. 분유는 조리원에서부터 먹이던 아이엠마더 선택. 가끔 먹였을 때 잘 먹었으니 큰 문제 없겠지 싶었건만], 긍정 텍스트 확률 : 50.88%"
"[잘 자던 통잠이 사라지고 밤수 부활ㅠ 이주일쯤 밤수하다 안되겠다 싶어서 양을 확 줄이니 다행히 낮수 양이 늘고 밤수가 사라졌다. 통에 만원인 비싼 분유이지만 아기가 잘 먹어서 이렇게 분유 정착하는구나 싶었는데.. 이게 왠일ㅠ 일동 후디스 산양분유에서 식중독균 발견ㅠ ], 긍정 텍스트 확률 : 98.70%"
"[오른쪽이 일동. 길면 편할 줄 알았는데 은근 불편하다. 젖병 안쪽에 숟가락을 넣고 덜어야하는데 젖병에 담긴 따뜻한 물때문에 숟가락에 김이 서린다. 회 용량은 파스퇴르가 .], 긍정 텍스트 확률 : 55.05%"
"[숟가락이 반찬통에 담긴 이유는 분유 내부에 숟가락 보관하는 곳이 없기 때문 남양은 있던데ㅠ ], 긍정 텍스트 확률 : 52.29%"
"[일이후 본사 제품 사용. 하지만 일동 후디스 산양분유가 얼마 남지 않았기에.. 무리가 될 수 있겠지만 매 끼마다 비율 바꾸기 시도ㅠ첫끼는일동파스퇴르 ], 긍정 텍스트 확률 : 77.60%"
"[다음날 첫끼 ], 긍정 텍스트 확률 : 85.76%"
"[새벽 시에 한번씩 깼다. 낮잠은 잘 잔다.어제 변을 못봐서 내가 물을먹여서 그런건지 아니면 분유가 적응된건지 모르겠지만 아침에 똥 했다. 같은 산양계열이라 그런가 적응하는데 그리 오래 걸리진 않은 듯. 아직까지는 먹일만 합니다우리 로이 분유 뗄 때까진 아무 문제 없이 생산되렴ㅠ ], 긍정 텍스트 확률 : 75.00%"
"[일동 후디스 산양분유.덧 먹인지 일쯤 되니 게워냄이 삭 사라졌다. 매일 옷을 벌쯤 갈아입히다가 안게워내니 할 일이 확 줄었다ㅎㅎ 녹변본다는 의견도 있는데 로이는 대부분 황금변이고 가끔 녹변 본다. ], 긍정 텍스트 확률 : 75.40%"
"[저희집 막둥이가요즘 너무나 잘 먹는 분유한번소개해드릴까해요 ], 긍정 텍스트 확률 : 97.85%"
"[ 탈지하지 않은 신선한 산양원유 사용우유와 다른 단백질], 긍정 텍스트 확률 : 70.48%"
"[ 직접 먹인지 일정도 되었는데 지금 너무 만족하고 있어요 중간에 분유를 바꿔서 혹시나 안먹으면 어쩌지? 하고 걱정을 했는데 걱정일 뿐이었어요유산균 없이도 장활동을 잘 하고 있는 우리 리우에게 좋은 산양유를 줄 수 있어 다행이라는 생각이 들어요], 긍정 텍스트 확률 : 81.79%"
"[ 산양분유 좋은건 이미 알고계시겠지만사계절 자연방복 산양원유 영양가치다 그대로 들어있고 모유에 가까운 영양이 조성되어있어요우유랑은 다른 산양유 단백질이 라서 소화흡수도 잘되고 아기도 너무 잘먹네요 ], 긍정 텍스트 확률 : 97.11%"
"[ 산양유아식 분유는 제 개인적인 생각으론 입자가 일반분유보다 굉장히 고운거같아요물에도 너무 잘녹아서 좋고 거품도 많이 안나는편이에요 ], 긍정 텍스트 확률 : 98.98%"
"[일동후디스 산양유아식을 먹이면서유산균은 따로 주지 않고 있는데하루에 한번 많게는 두번까지도 변을 보고 있어서건강한 장 활동을 도와주는거같아서산양유아식과 우리 아기가 잘 맞는구나 하는생각이 들고 있어요 ], 긍정 텍스트 확률 : 89.52%"
"[ 산양유 올리고당 함량은 우유의 배라성장기 제조식으로 후디스 산양유아식이 딱좋아요좋은 것만 주고 싶은 엄마의 마음을 담아만든 후디스 산양분유우유의 배에 해당하는 올리고당 함량이라고 하니까영양이 듬뿍 느껴져요 ], 긍정 텍스트 확률 : 95.50%"
"[ 드넓은 뉴질랜드 초지에서 사계절 자연방목하는건강한 산양의 신선한 원유로 집유 시간 내에만드는후디스 산양유아식은차가공된 분말원료를 사용하지 않고신선한 산양원유로 시간 내 직접 제조하여 만들어요자연방목으로 얻은 원유라서더 신선하고 더 영양이 많을거같아요건강한 산양의 신선한 원유를 시간 내에직접 제조하여 만드는 후디스 산양유아식이라서맛도 영양도 신선함도 최고예요 ], 긍정 텍스트 확률 : 97.34%"
"[ 저희집 막내진짜진짜 잘 먹죠?ㅋ하루씩 번정도 먹이는데떵도 아주 잘싸고잠도 푹자고활동량이 많아지면서그런지 더 잘먹긴하는거같아용 ], 긍정 텍스트 확률 : 96.89%"
"[ 개월까지먹일 수 있다하니남은 년동안도꾸준히먹일 수 있을거같아요 ], 긍정 텍스트 확률 : 79.01%"
"[ 업체로부터 무상으로 제공받아 작성한 후기입니다. ], 긍정 텍스트 확률 : 52.07%"
"[ 안녕하세요. 주 된 소중이맘입니다.개인적으로 이사와 인테리어공사 때문에 후기가 늦어졌어요.보험강의와 부스투어가 없는 착한 산모교실 로 유명한 후디스맘 아카데미 예비맘 클래스 참석했습니다. 드디어 예비맘 클래스 참여했어요.감격감격롯데몰 은평점은 처음 방문이네요.산모교실 개최장소가 지하층 직원교육장이라 입구를 찾기 어려웠는데 미리 주신 문자에 매장이름마에포에트리], 긍정 텍스트 확률 : 84.40%"
"[ 트위매장 사이 을 알러주셔서 잘 찾을수 있었어요. 세심한 배려를 느꼈습니다. ], 긍정 텍스트 확률 : 87.90%"
"[ 저는 행사 분전에 도착 첫번째줄에 자리를 잡았어요.자리마다 카카오닙스차와 맛있는 피자 빵이 준비되어 있었어요. 마침 배가 고플 때라서 저는 강의시작전에 미리 먹었네요.먹고 돌아서면 배가 고픈 임산부에게 이런 배려 너무 감사해요. ], 긍정 텍스트 확률 : 95.10%"
"[■ 은평구건강가정 다문화가족지원센터 소개 ], 긍정 텍스트 확률 : 62.67%"
"[ 이번 예비맘 교실은 은평구건강가정 · 다문화가족지원센터와 함께 했습니다. 개인·가족·부부상담 이혼 전·후 상담 다문화 자녀·부부·부모자녀 상담뿐만 아니라 가족학교·가족교육·아이돌봄지원 등 여러가지 사업을 하고 있다고 합니다.은평구 사시는 분들은 잘 활용하시면 좋을 거 같아요.], 긍정 텍스트 확률 : 98.99%"
"[■ 부 신생아케어꿀팁 ], 긍정 텍스트 확률 : 56.44%"
"[피부독성변병은 없어지니까 걱정할 필요없고 시원하게 해주면 된다], 긍정 텍스트 확률 : 88.00%"
"[감싸주기 일반적으로 일까지 더위를 타니 얇은거로 감싸주고 다리는 헐렁하게솜씨없이 감싸주세요 ], 긍정 텍스트 확률 : 65.55%"
"[제대탈락주이내], 긍정 텍스트 확률 : 62.34%"
"[부루펜 약은 개별포장이 좋다. 오픈 후 개월 지나면 약효 없음. ], 긍정 텍스트 확률 : 68.18%"
"[하임리히흉부압박골든타임은 분 ], 긍정 텍스트 확률 : 63.08%"
"[ 갈비뼈 부러질수도 있으나 기도확보가 더욱 중요함. ], 긍정 텍스트 확률 : 90.24%"
"[ 민홍님의 실습해 주셨는데너무 겁이나고 무서웠어요. 용철아기 맴찢 ㅠㅠ정말 평소에 이 상황을 머리속으로 시뮬레이션 해두지 않으면 실제상황에서 못할것 같아요. 남편 보여주려고 동영상 촬영했어요.], 긍정 텍스트 확률 : 98.85%"
"[■ 일동후디스 홍보시간 센스있게 아주 짧아요 카카오닙스차 폴리페놀이 노화방지및활성산소제거와 지방제거에 효과적이라네요. 카페인걱정되시는분은 카페인이소량 함유되어 있대요. 임산부는까지 하루섭취가 가능하다고 하니 병은 드셔야문제가 생기겠네요.민홍님의깨알멘트 ㅋㅋ편의점서], 긍정 텍스트 확률 : 50.34%"
"[산양분유 산양분유는 후디스가 가장 유명하니 더 말이 필요없지요 ], 긍정 텍스트 확률 : 76.92%"
"[영양간식 키요시리즈 소개아직은 아기가 태어나기 전이지만 돌지난 조카에게 추천해보려고요.키요 뜻이 궁금해서 홈페이지 들어가서 찾아봤더니 건강하게 키워요의 키요네요 귀엽 ], 긍정 텍스트 확률 : 99.52%"
"[■ 후디스맘카페 홍보짥고 굵고 치열하게이미 알고 계시겠지만예비맘 육아맘의 소통을 위한 카페 입니다홍보 없어요 ], 긍정 텍스트 확률 : 91.66%"
"[도전아기모델 사랑스런 우리 아기를 자랑할수 있어요저도 소중이 태어나면 도전해 볼러고요. 가 쏜다매달 미션을 공지하여 추첨을 통해시크릿박스를 선물해요 ], 긍정 텍스트 확률 : 96.72%"
"[ 후기대박대박대박 이벤트에요. 후기 남기면 가지 이벤트에 자동으로 응모가 가능합니다. 첫째 클래스별베스트후기를 뽑아서 만포인트 를 주신대요. 둘째 를 찾아라 초상권이 없다는 민홍님의 사진을 찾아 경품추첨 해서 주신대요.셋째 태그이벤트로.?예비맘예비맘.?산모교실산모교실후디스맘아카데미 달아주시면홈어택에 당첨 될수도 있어요 . 어마어마한 경품을 가지고 순산 방위대 인방이 집으로 방문한답니다. 집이 불편하신분 길거리에서 만나셔도 된대요.직장맘은 회사로 방문해서 직원분들에게 라이프유산균도 직원수대로 쏜대요.마구마구 퍼주는 대박 후기 이벤트라 저도 살짝 욕심?을 품고 도전해봅니다.], 긍정 텍스트 확률 : 96.34%"
"[■ 부 비움의 태교 경품 추첨많은 선물들이 제 앞에 놓여 있었는데 제 번호는 불러 주지 않았어요. 추첨경품이 다 끝나고 우리의 민홍님이 하나라도 더 나누어 주고 싶다고 급조한 경품에 당첨되었어요. 젖병과 이유식그릇인 글라스락의 소소한 상품이지만 마지막까지 전부 나눠주시려고 한 따뜻한 마음을 느꼈습니다.], 긍정 텍스트 확률 : 94.07%"
"[비오타민 전원선물에 샘플로 넣어주셨어요. 소중이 태어나면 감사히 먹일게요○ 비타민 샤워기잔류염소 제거 비타민샤워기저는 이미 사용중이랍니다. ○ 스펙트라 젖병민홍님의 동생분 말로는 젖병이 정말 많이 필요하대요○ 와이크라이미니우리 아기 왜 우는지 알러주는 똑똑한 친구에요. 육아는 장비빨이라고 하던데 탐다는 친구네요.○ 초유플러스츄어블아기영양제에요. 꾸준히 먹이면 아이의 면역력 강화에 도움을 준대요.○ 불스원 밸러스원 바른자세에 도움을 주는 제품으로 예비맘의 산모방석으로 아빠 운전할때], 긍정 텍스트 확률 : 99.94%"
"[아이 열공할때 온가족이 함께 사용할수있어요. ○ 스펙트라유축기분유회사에서 완모하라고 주는 유축기 ㅋㅋ민홍님의 깨알멘트에 또 웃었네요. ], 긍정 텍스트 확률 : 88.29%"
"[ ○ 스펙트라젖병소독기워낙 유명한 제품이라 설명이 필요없죠. 경품중 가장 받고 싶은 선물이었지만 비움이었네요.], 긍정 텍스트 확률 : 96.56%"
"[ ○ 잉글레시나 유모차폴딩이 너무 쉬워요. 민홍님이 폴딩하는모습 보여주셧는데 너무 쉽게 하는 모습에 또 욕심이 생기네요 ㅋㅋ ], 긍정 텍스트 확률 : 89.77%"
"[ ○ 시그니처커피 노블 임산부에게 주는 커피선물ㅋ 추석선물로 추천 ㅋ○유아섬유유연제입니다. 요즘은 아기세제를 어른용과 구분해서 따로 사용하더라고요.전원선물 ], 긍정 텍스트 확률 : 83.11%"
"[ 전원선물로 스펙트라 젖병이 들어 있어요 비움이더라도 채움과 같은 마음으로 돌아 올 수 있는 전원선물이었어요오늘 하루 우리 아가 소중이를 위해서 열공도 하고 웃기도 하고 좋은 시간 만들어주셔서 감사합니다. 기회가 된다면 월 출산 전 마지막으로 한번 더 참여하고 싶네요 뽑아주세요♡ ], 긍정 텍스트 확률 : 99.89%"
"[ .일동후디스는 열무가 태어나고 .지금까지 쭉 먹고있는 산양분유와.인생 첫 과자 떡뻥 브랜드 이기도 하고.워낙 유명하고 신뢰가 높은 브랜드라 믿음이 가요..열무맘은 월부터 월까지.총 개월에 걸쳐 일동후디스의 제품들을.만나보고 솔직한 후기 남겨보려구요...월 개월차 아이밀스타즈 박스가 도착했어요. ], 긍정 텍스트 확률 : 94.63%"
"[보리차 개.완전완전 푸짐한거 있죠? ], 긍정 텍스트 확률 : 60.56%"
"[ .그럼 하나하나 살펴볼까요? 레고레고❤️. ], 긍정 텍스트 확률 : 55.04%"
"[ .아이밀 그릭요거볼은.유산균 억마리 함유한 부드러운 과자이면서.자연의 맛을 그대로 동결건조했어요..손에 묻지 않고하트모양의 핑거푸드로.아기들한테 인기 만점 ], 긍정 텍스트 확률 : 74.44%"
"[ .두 번째 소개할 제품은 아이밀 처음이유식입니다. ], 긍정 텍스트 확률 : 78.97%"
"[ .그리고 엊그제 자다가 깨서 배고파해서.개월 이후꺼 두개 클리어.이제 산양유 미음만 남았어요ㅋㅋㅋㅋ.이건 유아식 리조또 할때 활용해 볼 생각이에요.. ], 긍정 텍스트 확률 : 92.83%"
"[ .세 번째 제품은 유기농 쌀과자 라이스비스킷 입니다..총 가지플레인], 긍정 텍스트 확률 : 70.01%"
"[ 바나나 입니다. ], 긍정 텍스트 확률 : 75.73%"
"[ .사진은 급히 찍느라 아들램 같이 나왔지만.열무는 딸이랍니다. 온갖 장신구를 거부하는 바람에.요즘 아들 키우는 기분이구요ㅠㅠㅠㅠㅠ.바삭바삭하니 씹는 소리도 재밌고.쌀과자라 아기들 먹기에도 좋아요.. ], 긍정 텍스트 확률 : 53.54%"
"[ 과자들과 짝꿍.이이밀 유기농 순 보리차 입니다..유기농 보리만을 사용하여 순하고 부드럽게 만든.건강한 우리아이 전용 순수 보리차예요.현미나 옥수수 등 다른 원료를 섞지 않은.순수한 보리 그대로 맛이랍니다. ], 긍정 텍스트 확률 : 71.12%"
"[ . 전 집에서 끓여놓은 물이 없어 급할때도.자주 이용한답니당 ◡̈ .하지만....페트병 그대로 주면 물바다가 되니], 긍정 텍스트 확률 : 83.67%"
"[ .물은 빨대컵이 담아서 촙촙 할 수 있게 해준답니다...총 가지의 일동후디스 아이밀 제품을 만나봤는데.젤 활용을 못할듯 싶었던 이유식을 .너무너무 잘 먹였구요..달콤한 요거볼도 좋아하고], 긍정 텍스트 확률 : 92.59%"
"[ .. .?일동후디스일동후디스.?후디스후디스.?후디스타즈후디스타즈.?아이밀스타즈아이밀스타즈.?유아식유아식.?아이밀아이밀.?아이밀냠냠아이밀냠냠. .?아이과자아이과자.?아이음료아이음료.?아이에게안전엄마에게안심아이에게안전엄마에게안심.?세미만먹거리세미만먹거리 ], 긍정 텍스트 확률 : 54.87%"
"[ 선생님들이아기를정성을다해봐주셔서너무감사했어요.신생아실은조리원가운데에개방되어있어서방에서나오자마자또는출입문에서바로항상모든아기를볼수있는구조라안심되구요.뒤편에수유실과함께젖병소독기가있어방별로그때그때소독된젖병과유축기깔때기를가져다쓸수있고원하면실리콘유두보호기도제공해주십니다.첫날가슴이꽤묵직한상태로입실했는데모유수유실장님께서방에오셔서직접마사지로풀어주셔서도움이많이됐어요.그후로도모유량늘라고몇번더마사지해주시고상담해주셨고요.다른선생님들도수유실로아기데려오실때마다친절하게수유자세잡아주세요..마사지주변에서마사지는꼭추가하라고해서회추가해받았습니다.마사지선생님이세분계시고시간별로알아서배정되는구조였어요.저는세분에게다받아봤는데전부압이좋아서마사지잘받는편인데도중간에좀살짝해달라고말씀드렸을정도에요.저는발과다리부종이그리심하지않았어서드라마틱한변화는없었지만], 긍정 텍스트 확률 : 98.09%"
