"[ 스티로폼박스에 보냉제와 같이 들어있네요 ], 긍정 텍스트 확률 : 68.69%"
"[ 한번 맛 보고나서는 입이 먼저 마중 나오고요.. ], 긍정 텍스트 확률 : 75.74%"
"[ 새롭게 밥 먹기가 시작돼요 ㅎㅎ 아직 아기김 시작 안하신 분들 있으면 강추해요. 특히], 긍정 텍스트 확률 : 97.32%"
"[담백한 맛은 아이가 먹기에 딱이에요. 말만 아기김에 조미료와 기름 범벅인 아기김 주지 말고 진짜 담백하게 김맛을 느끼게 해주고프면 요 김 강추해요. 아기김에 이유식을 싸서 먹이면 간에 길들여지지 않은 아이 입맛에 꽤나 신선한 느낌인가봐요.완료기 진밥 이유식을 거부할 때], 긍정 텍스트 확률 : 50.48%"
"[ 먹고.... ], 긍정 텍스트 확률 : 51.64%"
"[ 또 먹고.... ], 긍정 텍스트 확률 : 69.70%"
"[ 잘 먹는 게 효도인 거 있죠? ㅎㅎ ], 긍정 텍스트 확률 : 77.35%"
"[ 또 먹기 ㅋㅋ김 한 봉지로 이유식 한 그릇 순삭했어요.아기김은 사랑이에요♡ ], 긍정 텍스트 확률 : 94.25%"
"[요 오가닉라이스칩인데..대박. 이건.?맛의신세계맛의신세계.?쌀과자쌀과자 의 다른 차원.예전에 러봉이 쌀과자 주문하려고 후기들 보다가.?엄마가더먹는쌀과자엄마가더먹는쌀과자 란 후기글들에... 주문했다가 남편], 긍정 텍스트 확률 : 68.69%"
"[땅콩이가 다 먹었음돠...ㅋ진짜 고소함이 저 세상 고소예요. 진짜 맛있어요. 주전부리 찾으시는 모유수유맘께도 추천하고요. 와], 긍정 텍스트 확률 : 92.98%"
"[먹이시는 게 좋긴 해요. ], 긍정 텍스트 확률 : 82.49%"
"[ 양손에 들고 신나게 먹더라구요. 이쁜것♡ ], 긍정 텍스트 확률 : 50.14%"
"[ 딸기맛 레인보우볼이에요. 쌀과자 끊은 첫째가 다시 쌀과자 먹게 해준 레인보우볼 딸기맛이에요. 요것도 진짜 맛나브러예요. 가격 안 보고 집을 맛이에요. 요건 설탕 들어가서 설탕 시작한 아기들이 먹음 좋고요. ], 긍정 텍스트 확률 : 99.99%"
"[ 아이들이 커가면서 엄마의 손길이 더더더 많이 필요한 것 같아요. 직접 이유식을 만들고 시간적 여유가 있어서 엄마도 힘들지 않고 아이와 더 많이 놀아주면 좋겠지만 현실은 그렇지 않잖아요. 그러기에], 긍정 텍스트 확률 : 61.00%"
"[친환경재료로 믿을 수 있는 팜투베이비에서 준비해보는 건 어떨까해요. 초기 때부터 완료기까지 쭉 먹여온 터라 더욱 믿고 먹기고 있거든요. 완전 추천합니다♡월 해피백 이벤트 아직도 진행 중이니 꼭 참여해보세요♡ 팜투베이비와 절친되며 이유식을 시작해볼 기회랍니다 ], 긍정 텍스트 확률 : 97.21%"
"[또또맘 오가닉 아이김아기에게 먹이는 첫김으로 추천 ], 긍정 텍스트 확률 : 95.15%"
"[ 짜지 않으면서도 식감도 있고 김맛을 제대로 느낄 수 있는 오가닉 아기김김을 이용한 이유식], 긍정 텍스트 확률 : 84.55%"
"[아이반찬 레시피 등 다양한 정보를 찾아볼 수 있는데요.아기김 포장 뒷면에도 대표적으로 김을 활용해 아이에게 먹일 수 있는 메뉴 가지가 소개되어 있답니다.주먹밥], 긍정 텍스트 확률 : 79.13%"
"[김 달걀말이.. 저도 자주 해주는 것들이에요. ], 긍정 텍스트 확률 : 95.44%"
"[ 오가닉김은 소금과 기름을 넣지 않은 유기 원초 의 건강한 김이라서 아기 첫김으로 추천하고 싶은데요.대부분의 아기들이 유아식 넘어가기 전에 김 쥐어주면 정말 반응이 폭발적이거든요.짭짤하면서도 고소하고 바삭거리는 그 식감.. 어른들꺼 줘도 상관은 없지만 아무래도 아기에게 처음 먹이는 김이라서 나트륨이나 기름이 신경쓰일 수 있잖아요. ], 긍정 텍스트 확률 : 57.59%"
"[ 외출할때], 긍정 텍스트 확률 : 54.50%"
"[여행갈때 가지고 가기 좋은 아이반찬 변질될 염려도 없고], 긍정 텍스트 확률 : 69.51%"
"[기저귀 가방에 가볍게 담기만 하면 든든해지는 아기반찬이에요. ], 긍정 텍스트 확률 : 81.53%"
"[입맛이 예민한 아가들도 김은 정말 좋아한다죠?지주식으로 생산된 백프로 유기농김으로 아기 식사 간편하게 준비할 수 있어요.가장 쉬운 메뉴가 바로 김주먹밥 ♥], 긍정 텍스트 확률 : 99.54%"
"[ 둘째는 김국에 밥 말아서 먹이면 이만한 이유식이 없답니다.국에 들어간 재료들이 잘 으깨지는 것들이라 이가 아직 안난 아기들도 먹을 수 있어요. ], 긍정 텍스트 확률 : 71.36%"
"[ 정말 시간이 안나고 반찬 만들기 어려울땐 김에 밥만 싸줘도 굿.밥에 참기름 조금 비벼서 김에 싸 먹이면 부드러워져서 삼키기 더 편해지고요. ], 긍정 텍스트 확률 : 83.98%"
"[ 장난감으로 실컷 가지고 놀다가 다 부서진 김은 밥에 비벼주면 되는거죠.... 껄껄 ], 긍정 텍스트 확률 : 57.05%"
"[ 아이들 간식으로도 좋은 또또맘 유기농 아기김다음번엔 간장이랑 참기름 조금씩 가미해서 김무침 만들어줘야겠어요 ], 긍정 텍스트 확률 : 80.87%"
"[안녕하세요.리브롱 브롱부부입니다. ], 긍정 텍스트 확률 : 73.49%"
"[ 이제 연말도 다가오고 아이들과외식도 많이 하게 되죠.그런데 참 외식할때는 좋은데생각보다 지출이 많아져서육아맘인 브롱마눌은 마음이 불편하더라구요.그리고 무엇보다 아이들과 같이나가는게 참 힘이듭니다.그래서 오늘은 집에서 외식하는것보다훨씬 맛있게 즐길 수 있는한국야쿠르트 쿠킹박스를 소개해드리려고요. ], 긍정 텍스트 확률 : 99.51%"
"[ 오늘 브롱마눌은 누룽지마라두부와한가지 메뉴를 더 주문해보았는데요.누룽지마라두부 정말 맛있더라구요.브롱부부네는 아이들도맛있게 먹어서 대만족한 메뉴랍니다. ], 긍정 텍스트 확률 : 69.15%"
"[ 요즘 마라탕], 긍정 텍스트 확률 : 84.36%"
"[마라두부 등 마라시리즈가정말 핫하죠.한국야쿠르트에는 누룽지마라두부 메뉴가 있답니다.매콤한 양념이긴 하지만같이 동봉되어 있는 월남고추를 안넣으면아이들도 충분히 먹을 수 있는 메뉴랍니다. ], 긍정 텍스트 확률 : 89.37%"
"[ 한국야쿠르트 밀키트는 이렇게박스도 예쁘죠.이 박스는 집에서 정리함으로잘 사용하고 있습니다.ㅎ ], 긍정 텍스트 확률 : 96.71%"
"[ 누룽지마라두부이기 때문에누룽지토핑도 같이 동봉되어있답니다. ], 긍정 텍스트 확률 : 62.15%"
"[ 두부까지 한팩 온전하게 들어있어서양도 꽤나 많은 편이랍니다.인가족이 한번 반정도 먹을 양이었답니다. ], 긍정 텍스트 확률 : 87.72%"
"[ 그리고 한국야쿠르트 밀키트 재료는아무거나 쓰이는게 아닌이렇게 두부도 무첨가 제품이 동봉된답니다.브롱마눌은 재료를 중요시 여기는 편인데요.한국야쿠르트 밀키트 제품 여러번 먹었지만항상 신선하고 좋은 재료들이 와서만족하고 있답니다. ], 긍정 텍스트 확률 : 58.17%"
"[ 한국야쿠르트 밀키트에는 레시피북이있기 때문에요리를 못하는 초보라도 걱정하지 않아도 되는데요.저도 마라두부는 처음 만들어서좀 걱정은 되었는데 레시피북보고 따라하니 분안쪽으로뚝딱 만들어지더라구요. ], 긍정 텍스트 확률 : 50.25%"
"[ 정말 분정도 불려주니이렇게 커지더라구요.ㅎㅎ ], 긍정 텍스트 확률 : 84.02%"
"[ 팬이 달궈지면 기름을 두르고조리를 시작하면 되는데요.중식요리는 재빨리 볶아주는게 포인트이기 때문에꼭 팬을 충분히 달군 후 조리를 시작해주세요. ], 긍정 텍스트 확률 : 87.34%"
"[ 달군팬에 돼지고기], 긍정 텍스트 확률 : 59.77%"
"[ 우리가 식당에서 사먹는 비주얼의마라두부가 완성이 되었죠.불을 끈 상태에서 같이 동봉 되어있는 불맛향미유를 넣어주면 된답니다.그럼 불맛이 확 나면서감칠맛이 극대화되더라구요. ], 긍정 텍스트 확률 : 92.77%"
"[ 바삭바삭 누룽지토핑을 올려주면두부의 식감과 상반되어서식감도 참 재미있어진답니다. ], 긍정 텍스트 확률 : 94.25%"
"[ 한국야쿠르트 밀키트를 만나고마라두부의 매력에 푹 빠졌답니다.왜 요즘 핫한지 알겠더라구요.어쩜 이리도 맛있는지.ㅎㅎ ], 긍정 텍스트 확률 : 97.34%"
"[연말 등 정말다양한 행사들이 많은데요.한국야쿠르트 밀키트로집에서 홈파티를 즐겨보는것도 좋을것 같네요.특히 한국야쿠르트 밀키트는 셰프들과 콜라보를 해서다양한 레시피들이 출시되어 있기 때문에유명 쉐프들의 레시피를 집에서도즐길 수 있답니다. ], 긍정 텍스트 확률 : 99.06%"
"[ 그리고 팜투베이비 이유식 런칭기념으로이유식 식단 개월 신청시거버오가닉 제품 개도 추가증정한다고 합니다.정말 다양한 이벤트가 있죠. ], 긍정 텍스트 확률 : 84.55%"
"[ 하이프레시 앱에서구매후 제품후기를 남기면천원 할인쿠폰도 발급되니구매하고 쿠폰혜택 받는것도 잊지마세요. ], 긍정 텍스트 확률 : 74.08%"
"[ 혹시 브롱부부네처럼 이번 연말쉐프들의 맛깔나는 레시피들과 요리들로 식탁을 꾸미고 싶은 분들을 위해 ㅎㅎ프로코션코드도 알려드릴게요.결제할때 프로모션 코드를 넣으면하이프레시에서 사용가능한할인쿠폰이 발급된답니다.ㅎ월 회까지 사용가능하니 참고하세요 ], 긍정 텍스트 확률 : 90.85%"
"[ 본 포스팅은 한국야쿠르트 하이프레시 로부터 제품 및 원고료를 지원받아 작성되었습니다. ], 긍정 텍스트 확률 : 81.76%"
"[ 브롱부부의 분요리 영상을보실 수 있는 채널이에요많은 관심과 시청 부탁드립니당 ], 긍정 텍스트 확률 : 96.56%"
"[ 종류가 어마무시하죠??이마트 갈 때마다 거.버 파는 곳을 기웃거리는데요거버오가닉파우치 보면서 많네 했었는데 막상 받아보니 진짜 종류가 많더라고요 ㅋㅋ보통 가지 채소와 과일이 혼합되어서종류가 더 다양한 듯 해요 ], 긍정 텍스트 확률 : 95.37%"
"[ 안전하고 깔끔하게입구 부분이 스마트 플로우로 되어있어서 먹기 편하고요앞면에 어떤 식재료가 들어가는지 기재되어 있어 살펴보기 쉽습니다뒷면에는 원재료명과 함량], 긍정 텍스트 확률 : 55.66%"
"[ 이건 거버 에코백이에요너무 귀엽지 않나요?외출할 때 막둥이 간식 담아들고 다니면 딱이겠다 싶어서요즘 나갈 때마다 애용하는 가방 중 하나입니다 ], 긍정 텍스트 확률 : 59.33%"
"[ 엄마], 긍정 텍스트 확률 : 53.00%"
"[ 또 꺼내서 보고 던지고무한반복 ㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 80.92%"
"[ 또로록 뚜껑을 열고 파우치 부분을 살짝 누르면입구 부분으로 쭈우욱아직 어린 연령의 아기들은 혼자 먹기 조금 힘들 것 같고요제법 큰 연령의 아기들은 혼자 잡고 누르면서 먹을 수 있겠네요 ], 긍정 텍스트 확률 : 67.61%"
"[ 개월 막둥이에게 한 번 쥐어줘봤습니다이것이 뭣이당가입에 스을쩍 대어보더니양손 잡고 꾸욱ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ힘조절 불가너무 많이 나와서 화들짝 놀란건 안비밀ㅋㅋㅋ그래서 제가 잡고 눌러줬어요넌 좀 더 있어야것다? ], 긍정 텍스트 확률 : 96.81%"
"[내새꾸 잘먹는 모습이 제일 행복합니다], 긍정 텍스트 확률 : 97.76%"
"[ 입에 다 묻히고 해맑ㅎ ], 긍정 텍스트 확률 : 59.84%"
"[ 한 개 클리어 했습니다아고 잘묵는다 ], 긍정 텍스트 확률 : 88.42%"
"[ 요즘 집에서도 간식으로 종종 먹지만외출할 때 이유식 챙겨가기 애매할 것 같으면유아식사대용으로 거버오가닉파우치 하나씩 챙겨들고가요단짝 퍼프과자도 같이 챙기고요손에 쥐고먹는 쌀과자랑 물이랑 그 외 간식들도 알차게 챙기지요요 에코백에 가득가득 담아간식 왕창 챙겨다니면 왠지 마음이 푸근해지거든요우리아이가 잘 먹으니 더더욱 말이죠 ], 긍정 텍스트 확률 : 100.00%"
"[이웃님들 베라이엘이에요 ], 긍정 텍스트 확률 : 88.91%"
"[ 간만에 고요한 평화로운 집♥잠자면서도 기어코 팔을 빼고야 마는 천하장사.가끔씩 뒤척이니 팔을 넣어주고 싶은데], 긍정 텍스트 확률 : 99.68%"
"[ 오늘은베베쿡 핑크박스후기를 올려보아요♥ ], 긍정 텍스트 확률 : 99.43%"
"[ 아기를 임신하신 예비맘님이나이유식을 먹이시는 육아맘님 모두베베쿡을 모르는 분들이 거의 없으실 정도로아주 유명한 영유아 식품 전문기업이죠그래서 베베쿡 핑크박스 역시경쟁률이 치열한 인기있는 임신축하선물이에요.그런데], 긍정 텍스트 확률 : 94.72%"
"[감사하게도 뙇 당첨되었네요 ], 긍정 텍스트 확률 : 92.68%"
"[ 우왕핑크박스 라는 이름에 걸맞게코랄빛의 러블리한 핑크박스가 왔어요♥상자 뚜껑 속에는 이렇게 예쁜 테그가 달려있네요.어머낫. 섬세하셔라 이런 취향 넘 제스타일이에요 ], 긍정 텍스트 확률 : 99.98%"
"[ 기대감 뿜뿜 안고 개봉해 봅니다빈 곳이 거의 없을 정도로 빽옥하게참 야무지게도 담아주셨어요♥ ], 긍정 텍스트 확률 : 99.83%"
"[ 앙쥬 월호 국내 최고의 육아매거진 앙쥬.육아도 배워가며 해야 하기에 더욱 유용한 아이템이네요.임신 전후 건강관리법부터 집에서 아이와 즐길 수 있는 놀이법], 긍정 텍스트 확률 : 99.90%"
"[ 꼭 알아야 할 육아 정보 트렌드까지유용한 알짜 콘텐츠만을 모은 앙쥬육아.유아놀이 중심으로 새롭게 바뀐 누리과정.아동수당 만 세 미만으로 확대.출산과 육아와 관련한 다양한 들...첫 아이기 때문에 장만해야 할 크고 작은 육아용품을처음부터 똑똑하게 살 수 있는 정보들이 많았어요 ], 긍정 텍스트 확률 : 76.01%"
"[목욕시키는 법], 긍정 텍스트 확률 : 52.04%"
"[열이 날때 대처법], 긍정 텍스트 확률 : 51.21%"
"[ 로션 바르며 해줄 수 있는 마사지지압법 등.예비맘과 초보 육아맘에게 너무나 유익한다양한 정보들이 있더라구요손에 잘 닿는 곳에 두고], 긍정 텍스트 확률 : 99.85%"
