"[아빠가 먹는거 보면서 쩝쩝대고관심 많고 침도 막 흘려서 이유식을 시작할 때가 왔구나 싶었어요다들 처음엔 엄마가 직접 만들어 먹여야 한다고조리도구며], 긍정 텍스트 확률 : 62.56%"
"[ 우선 루솔 이유식은식품안전관리인증을 받은 제품으로검증된 공장에서 생산되는 이유식이에요제품을 주문할때는 제품명과 넘버를 확인해서 주문할 수 있구요원재료명 및 함량을 통해서 어떤 재료가 얼마나 들어갔는지 확인 할 수 있어요제가 제일 관심을 갖고 본 부분이 바로 원쟈료명 및 함량인데요유기농인지 국산인지 국내산인지 확인할 수 있답니다한 통에 가 들어 있는데요아이들이 씩 통에 나눠서 보관하며 먹이고 있어요 ], 긍정 텍스트 확률 : 88.17%"
"[ 브로콜리단호박묽은죽비트고구마묽은죽한우두부묽은죽 ], 긍정 텍스트 확률 : 60.08%"
"[ 한우비타민묽은죽아보카도당근묽은죽닭가슴살미역묽은죽 ], 긍정 텍스트 확률 : 76.52%"
"[ 닭가슴살버섯묽은죽블루베리묽은죽닭가슴살비타민묽은죽그리고 ], 긍정 텍스트 확률 : 91.40%"
"[ 한우배사과묽은죽을 선택했는데요개월 울 둥이들이 먹게될 이유식이랍니다한우가 들어간 제품을 선택한 이유는우리 둥이들은 완전 분유수유라개월에 미음을 시작했고지금 개월엔 철분 보충을 위해서 한우를 먹어야 했기 때문인데요다양한 재료로 다양한 맛을 볼 수 있게 해줘서좋더라구요열어봤는데냄새도 고소한 냄새가 났어요 ], 긍정 텍스트 확률 : 76.45%"
"[ 루솔 이유식 단계 선택도 다양하게 가능한데지금 딱 우리 아이들이 먹을 단계가 묽은 죽 상태라서입자를 확인했는데요우리 아이들은 이유식을 빨리 시작한 편이기 때문에개월인 지금도 많이 먹지는 않지만 조금은 묽게 주고 있답니다우리 아이들이 먹기에 딱 좋은 묽기와 입자였어요 ], 긍정 텍스트 확률 : 94.74%"
"[ 아직까지도 많으면 숟갈 정도 먹기 때문에씩 소분해서 아이들에게 주고 있어요유리 통에 담아서 중탕해서 주고 있는데사실 전자렌지에 돌려도 무방하답니다이유식 용기도 중탕 가능한 용기이기 때문에 바로 중탕해서 사용할 수 있어요 ], 긍정 텍스트 확률 : 56.39%"
"[ 우리 귀요미들 물려받은 의자에 나란히 앉아 있는데너무 귀여워요 ], 긍정 텍스트 확률 : 95.91%"
"[ ㅋㅋ턱받이도 하나씩 챙겨주고요오늘 처음으로 한우를 먹는 날이라서저도 잘 먹을지 기대되더라구요 ], 긍정 텍스트 확률 : 99.26%"
"[ 그런데 우리 아가들 너무 잘 먹어요지금까지 제가 해준건 몇번먹다 뱉곤 했는데너네 이렇게 잘먹으니까 좋긴한데엄마가 섭하다ㅋㅋ지금까지 제가 해 준 이유식은 입에 넣고 푸레질하며다 뱉어냈거든요이렇게 잘 먹으니 편한 루솔 이유식으로 정착할까 싶기도 하구요급할때 종종 사먹을까 싶기도 하네요엄마들 이유식 만들때 정말 힘들게 애쓰고 손질하고정성가득 들여서 먹이잖아요가끔은 엄마도 아플때가 있고 밥하기 싫을때가 있죠그럴때 루솔 이유식으로 우리 아이들 이유식 든든하게 챙겨줘도 좋을것 같아요], 긍정 텍스트 확률 : 100.00%"
"[ 제품만을 무상으로 제공받아 솔직하게 작성한 후기입니다 ], 긍정 텍스트 확률 : 58.98%"
"[초기 미음은 다 갈아서 끓이면 돼서제가 직접 만들어 먹였는데요이제 개월도 중반이고 슬슬 단계를 올릴때가 되니만들어 먹이기가 힘들더라구요ㅠㅠ제가 잘 못하는건지 이유식 하나 만드는데 한시간은 기본신랑이 아기를 보고 있을때만 겨우겨우 만들 수 있었어요저만 그런가요...?ㅋㅋㅋㅋㅋ그래서 알아본 시판이유식사실 만들어먹일 수 있다면 더 좋겠지만점점 이유식 만드는게 스트레스로 다가오고차라리 그 시간과 노력을 아기한테더 쏟는게 낫겠단 생각이 들더라구요요즘 이유식 업체 정말 많은데저는 우연한 기회로 루솔 이유식을 접하게 되었답니다 ], 긍정 텍스트 확률 : 85.24%"
"[ 아이스팩도 위 아래에 하나씩 들어있고열었을 때 아직도 꽁꽁 얼어있더라구요 ], 긍정 텍스트 확률 : 92.53%"
"[한우두부 닭가슴살미역], 긍정 텍스트 확률 : 87.22%"
"[ 만들더라도 남은게 처치곤란이니까요이것저것 많은 재료를 아기한테 먹여주고싶은 마음을이렇게 해결할 수 있게 되네요ㅎㅎㅎ이제 먹어볼까요 ], 긍정 텍스트 확률 : 99.70%"
"[ .단계 농도는 이정도예요냉장보관했다가 바로 꺼냈을 때 이정도고데우고나니 조금 더 묽어지는 느낌인데별 차이는 없더라구요 ], 긍정 텍스트 확률 : 71.89%"
"[ 수저 보여주니 함박웃음ㅋㅋㅋㅋ귀요미 ], 긍정 텍스트 확률 : 59.04%"
"[ 택배받고도 며칠은 미음을 먹던 시기라서덩어리가 있는건 처음이라잘 먹어줄까 너무너무 걱정했는데ㅋㅋㅋㅋ걱정이 무색하게 잘 먹더라구요헛구역질 한번 없이ㅋㅋㅋ ], 긍정 텍스트 확률 : 87.12%"
"[ 루솔은 양 많은 혜자이유식으로도 유명하죠ㅋㅋ이나 오니까 저희애기는 번을 먹을 수 있어요그리고 당연한 거지만 우리 아기가 먹는거니까화학조미료], 긍정 텍스트 확률 : 86.10%"
"[첨가물 같은건도 안쓰는 루솔입니다ㅎㅎ슈돌에 나오는 귀요미 벤틀리가 아가때 먹던 것도이 루솔 이유식이라고 하네요ㅋㅋㅋ혜주도 이거먹으면 벤틀리처럼 귀여워지려나ㅋㅋ농도도 적당하고미음에서 중기로 넘어가기 전에.단계로 먹여볼 수 있어서 더 좋은거같아요만약에 .단계를 헛구역질하거나 하면물을 좀 섞으면 아가들이 잘 먹는다고 합니다ㅎㅎ아무튼 고기누린내없는 맛있는 이유식찾고계시면루솔 이유식으로 한번 먹여보세용 ], 긍정 텍스트 확률 : 95.07%"
"[ 루솔은 지금 홈페이지 회원가입만 하면 모두에게 이유식 팩 무료체험 쿠폰과적립금도 함께 주는 이벤트중이에요한번 체험해보고 결정하는 것도 나쁘지 않은거같아요루솔 홈페이지 👇 .. ], 긍정 텍스트 확률 : 98.59%"
"[ 본 포스팅은 루솔로부터 상품만을 제공받아 작성된 솔직한 후기입니다], 긍정 텍스트 확률 : 58.77%"
"[ 시판이유식 중기 사먹였었는데 중기도 브랜드별로 입자랑 농도가 차이가 많이나더라구요.집에서 진밥처럼 만들어주면 안먹어요.중기 시판은 정도의 차이는 있지만 대부분 잘 먹는 편인데 이번에 푸드케어 전환기 이유식을 주문했는데 잘 안먹어요.. 전환기는 집에서 제가 만들어준것처럼 떡밥같더라구요.후기가 진밥 형태라 그런 것 같은데 다른 브랜드엘빈즈], 긍정 텍스트 확률 : 50.06%"
"[.우리아기 개월 들어서면서 진밥먹기 시작했어요..집에서 이유식 한번 만든다는게 참 쉬운일이 아닌건 저만 그런거 아니죠ㅎㅎ.그런데 아기가 잘 먹어주면 좋겠는데 거부를 하니 참 서운하죠.ㅠ ], 긍정 텍스트 확률 : 87.87%"
"[ .두부버섯진밥.닭가슴살완두콩진밥.한우치즈진밥.바나나단호박진밥.한우새송이진밥.고구마바나나진밥.버섯한우불고기진밥.게살진밥.흰쌀생선진밥.한우비타민진밥.. 모두 우리 아가들이 섭취해야할 영양소를 다갖추었다고 생각해요.요 아이들을 집에서 직접 만들자고 생각만해도 참 힘들겠죠..아기보랴빨래 ], 긍정 텍스트 확률 : 99.30%"
"[ 설겆이 하랴.집안 가사일이 얼마나 많은데요 ㅎㅎ.요렇게 배달시키면 우체국택배로 당일만든 이유식이 당일로 아가밥상에 똭오르니 얼마나 좋나요. ], 긍정 텍스트 확률 : 63.32%"
"[ .포장 뜯으니 이유식 입자가 너무 고와요 ], 긍정 텍스트 확률 : 73.98%"
"[ . 우리 딸이 물을 잘 안먹어서 이유식에 물 조금 두고 약간 무르게 해먹였어요..요래 요래 잘먹는 모습 보니 엄마로서 너무 기분좋은거있죠ㅎ ], 긍정 텍스트 확률 : 99.99%"
"[ .밥 잘먹는 우리아기 정말로 이뽀 이뽀💕 ], 긍정 텍스트 확률 : 80.95%"
"[ .요건 다음끼 사진입니다..먹을때마다 아예 순삭해요...이럴때만큼은 엄마가 너무 행복한 순간입니다...이제부터는 우리아가 밥상은 루솔담당입니다..아기가 너무 잘먹어서 만족합니다.. ], 긍정 텍스트 확률 : 99.99%"
"[ 회원가입하면 두팩 무료체험도 있으니 아가밥상 고민되시는 맘님들도 한번 체험해 보셔요본 포스팅은 루솔로부터 제공받아 작성된 후기입니다. .?루솔루솔.?이유식이유식.?배달이유식배달이유식.?시판이유식시판이유식.?아가밥상아가밥상.?오가닉이유식오가닉이유식.?아기이유식배달아기이유식배달.?이유식추천이유식추천], 긍정 텍스트 확률 : 97.74%"
"[ ..안녕하세요 찌한맘이에요. ], 긍정 텍스트 확률 : 96.86%"
"[ ..오늘은.?배달이유식추천배달이유식추천 을 해볼까해요 ㅎㅎ...찌하니는 제가 베이비무브 쿡마스터플러스로 열심히 초기부터 이유식을 만들어주었어요...처음에는 잘 먹더라구요..미음 자체가 새롭다보니 어색함도 잠시 더 달라고 울고불고.....참고로 저희 찌하니는 먹돌이에용ㅎㅎ..그런데 점점 세상의 새로운 맛들을 보더니.....제가 만든 이유식은... 막 엄청 많이 좋아하는 것 같지 않더라구요 ], 긍정 텍스트 확률 : 86.28%"
"[찌하니 할미의 마음까지 사로잡았던. 루솔 이유식에 대해서 소개해드릴게요... ], 긍정 텍스트 확률 : 98.23%"
"[배달이유식 의 기본중의 기본아이스박스에 꼼꼼하게 포장이 되어서 배 아침시간에 배달이 왔어요 ], 긍정 텍스트 확률 : 93.91%"
"[ 다양한 종류의 이유식들이 왔어요우와 냉장고 가득가득 부자가 된 기분너무나도 좋았던게 .?루솔루솔이유식은 팩에 이 담겨져 있어요찌하니가 먹어보았던다른 배달이유식], 긍정 텍스트 확률 : 54.15%"
"[시판이유식들은 ], 긍정 텍스트 확률 : 54.95%"
"[ 이었는데 루솔 의완전 넉넉한 용량칭찬해요 ], 긍정 텍스트 확률 : 92.80%"
"[ 그래서 아직 중기 이유식을 하고 있는 찌하니는씩 나누어서 하루에 번 먹였어요 ㅎㅎ ], 긍정 텍스트 확률 : 84.93%"
"[ 미안한 일이지만... 엄마가 먹고 싶었다능....ㅋㅋ그리고 너무 신기한게성분표에 있던 채소들도 제 눈으로 쉽게 확인할 수 있게 적당한 입자 형태이더라구요 ], 긍정 텍스트 확률 : 94.33%"
"[ 요즘 숟가락으로 쥐어주면 잘 먹는데재빨리 낚아채서 먹네요 ㅎㅎ맛있는.?루솔루솔 이유식 ], 긍정 텍스트 확률 : 98.47%"
"[ .이유식 한팩이 .뭔가 속이 꽉차있는 알배추 같은 기분일까요? 김장시즌이라 비유가 ㅋㅋㅋ..알알이 입자들이 잘 보여서 믿고 먹일 수 있는 것 같아요. ], 긍정 텍스트 확률 : 91.65%"
"[ 또 그 다음 날에는 두부버섯진밥을 먹여보았어요원재료명에서 맵쌀], 긍정 텍스트 확률 : 90.40%"
"[ 이날은 덜어서 씩 먹여보았어요 ㅎㅎ두부도 알갱이가 살아있어요], 긍정 텍스트 확률 : 83.58%"
"[거니가 첨부터 먹고 지금까지 쭈욱 먹고 있는 시판이유식 루솔시판이유식으로 이유식을 시작하면서 고민했던 것들이 여러가지가 있는데 . 종류가 다양하게 나올것. 믿을수 있는 브랜드일것. 이왕이렴 가격도 합리적일것. 비슷한 가격대라면 용량이 넉넉할것. 소고기함량이 높을것이정도?뭐야 욕심쟁이 잖아...? 하겠지만ㅋㅋㅋㅋ이모든 기준을 충족해줬던 시판이유식 루솔😍 ], 긍정 텍스트 확률 : 85.46%"
"[ 배달이유식으로 유명한 루솔이라 유통기한도 넉넉하게 일까지라고 써있었다.받은 날이 일 이였으니 날짜는 아주 넉넉했던 셈ㅎㅎ ], 긍정 텍스트 확률 : 53.08%"
"[ 배달이유식 루솔의 중기단격 질감은 이정도.부들부들하고 입자가 부드러운 식감이라 아직 이가 없는 태건이도 잘 받아먹는다.ㅎㅎㅎ ], 긍정 텍스트 확률 : 89.49%"
"[ 야무지게 받아먹는 거니역시 배달이유식 루솔로 잘 정착한것 같다☺ ], 긍정 텍스트 확률 : 68.40%"
"[.?닭가슴살근대죽닭가슴살근대죽.?닭가슴살고구마죽닭가슴살고구마죽 .?한우시금치죽한우시금치죽.?모듬야채죽모듬야채죽골고루 팩씩 왔네요또띠가 장염초기 증상이 있어서 닭고기 이유식 위주로 먹는데 마침 딱 닭고기가 많이 왔네요 굿굿 예쁘게 잘 포장되어 왔어요. ], 긍정 텍스트 확률 : 98.47%"
"[일까지 유통기한이에요.너무 유통기한이 긴 이유식보다는주정도가 왠지 안심되네요. ], 긍정 텍스트 확률 : 89.81%"
"[.?루솔단계루솔단계 는 으로 양이 많은편이에요..단계에선 없었던 치즈가 들어가 있네요치즈를 제외하고는 대부분 국내산 재료를 사용한다고 표기되어있어요. ], 긍정 텍스트 확률 : 86.78%"
"[ 닭가슴살고구마죽이라서 노르스름한 고구마색을 생각했는데푸른채소가 들어가 있네요.근대가 들어가 있어서 그런걸까요.저도 궁금하네요ㅎㅎ뜯었을땐 향이 강하지 않고약간의 닭가슴살 향이 났어요. ], 긍정 텍스트 확률 : 98.71%"
"[ 쌀입자 크기는 제법 큰편이에요.쌀 개정도가 그대로 들어가 있거나약간 으깨어져있는 정도에요.제가 생각하기엔 루솔 이유식은 약간퍽퍽?하고 수분감이 없는 것 같아요.그래서 저는 소분한 후에약간의 물을 넣고 저어준후 전자레인지에 초정도 데워서 먹어요.전자레인지에 돌려도 유해물질이 나오지 않는 용기를 사용한다니 안심하셔도 됩니다], 긍정 텍스트 확률 : 91.00%"
"[ 닭가슴살은 잘게 썰어져 있고 먹어보니 고구마맛은 거의 못느꼈어요.그렇지만 자극적이지 않은 맛이었고또띠도 잘 먹어주었어요], 긍정 텍스트 확률 : 91.89%"
"[ 짧지만 엄청난 또띠의 먹성을 볼수있는..ㅋㅋ ], 긍정 텍스트 확률 : 95.29%"
"[애호박등이골고루 들어가 있는.?모듬야채죽모듬야채죽 이에요. ], 긍정 텍스트 확률 : 86.38%"
"[ 누가 먹여주든 루솔 이유식은 엄청 맛있으니까요냠냠 잘먹네용 ], 긍정 텍스트 확률 : 68.78%"
"[.?닭가슴살근대죽닭가슴살근대죽 이에요.국내산 닭가슴살이 들어있어요알록달록 닭가슴살], 긍정 텍스트 확률 : 99.79%"
"[근대가듬뿍들어가 있네요. ], 긍정 텍스트 확률 : 53.93%"
"[ 이번에 루솔 이유식 먹으면서또띠가 이유식양이 많이 늘었어요.그만큼 이유식이 입에 잘 맞는다는 말이겠죠?사실 요즘 정착해야지 하고 생각했던이유식이 있어서루솔 체험단으로 선정된 김에요거까지만 먹여보고 생각했던 이유식으로 정착하려고 했어요.근데 생각보다 또띠가루솔 이유식을 넘 잘먹어줘서엄마는 또 고민이 되네요.루솔은 가격도 착해서 앞으로 양이 늘어날텐데부담도 적을것 같았거든요.가볍게 생각했던 체험단이었는데진지하게 고민될만큼 괜찮았어요.한두끼만 먹일게 아니니까가격적인 부분도 굉장히 중요하다고 생각되는데가성비랑 아이 입맛두가지 다 잡아주니까 좋네요 ], 긍정 텍스트 확률 : 94.76%"
"[ 베이비페어 갔을 때루솔 이유식을 몇번 본적이 있어요.계약하면 사이트보다 저렴하게 이용이 가능해서 좋더라구요.친한 언니도 계약해서 먹이더니넘 만족해서 재계약했어요.가까운 분이 만족하고 먹인다니넘 신뢰가 가네요또띠나 저에게 좋은 체험이었던것 같고], 긍정 텍스트 확률 : 93.12%"
"[ 신중히 고민해 봐야겠네요 .?시판이유식시판이유식 고민하시는 분들께많은 도움이 되셨음 해요 ], 긍정 텍스트 확률 : 84.21%"
"[아기이유식배달 루솔조카선물 해줬더니언니가 고맙다며 감동먹은 후기둘째를 낳아서 고생하는모습에다정이 유정이 때도 먹였던루솔선물했더니 넘 좋아라 하더라구요 ], 긍정 텍스트 확률 : 97.96%"
"[.?루솔루솔.?아기이유식배달아기이유식배달.?중기이유식배달중기이유식배달 .?배달이유식배달이유식.?유기농이유식배달유기농이유식배달.?이유식추천이유식추천 .?이유식이유식.?시판이유식시판이유식 ], 긍정 텍스트 확률 : 91.54%"
